Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,DAB-Thesholder: FOS area µm^2,Num Detections,Num FOS,Area µm^2,Perimeter µm,Classifier: FOS area µm^2
H278-37.vsi - 20x,f4118582-93d8-443a-8ec3-c7e59f1775a9,DMHx05,,Image,Polygon,19030.8,8683.4,187.6574,3,3,206500.2,2162,
H278-37.vsi - 20x,f2a544c5-e576-46ca-8e13-0db90204166c,PHx05,,Image,Polygon,19038.4,8121.5,501.4759,7,7,355883.1,2255.3,
H298-41.vsi - 20x,333f999c-2eeb-42d1-89ba-ccd126fca451,PT,,Image,Polygon,36493.2,10570.1,4632.2856,22,22,26027.1,2667,
H298-41.vsi - 20x,92ddd94d-590d-4182-97cb-b5f6b41fb39d,ME,,Image,Polygon,36573.1,10522.2,2251.0671,21,21,84803.6,2048.9,
H298-41.vsi - 20x,b8b3a682-9b5f-4f54-b520-18fae4ee0ad6,BTAN,,Image,Polygon,36544.7,10454.4,755.3239,7,7,16804.4,1754.9,
H298-41.vsi - 20x,73a6cea7-f32b-4b25-a08a-fe1b18be6b36,ARC,,Image,Geometry,36476,10273.2,2554.5581,12,12,303251.9,3476.6,
H298-41.vsi - 20x,67913424-5ee4-473f-b10e-98ae681d7dea,VMH,,Image,Geometry,36436.7,9956.5,658.1505,6,6,603036.3,4350.4,
H298-41.vsi - 20x,08d67b2a-e4d7-4712-b22b-bc5f4a5a974b,ATAN,,Image,Polygon,36434.4,9644.5,2488.25,20,20,19342.7,1188.7,
H298-41.vsi - 20x,bc45649f-76f2-4dd6-8b9a-e0ebe996522e,DMH,,Image,Geometry,36428.9,9564,1687.6255,19,19,402266.4,4194.5,
H298-41.vsi - 20x,ca275e68-2765-4ab6-bd89-a0a780d38c5d,PH,,Image,Geometry,36444.7,8948.6,2361.1501,23,23,708404.8,4884.2,
H298-41.vsi - 20x,45905ed6-4af4-4ad6-aff2-bfaa225c2806,PT,,Image,Polygon,30089.5,8523.2,4794.4761,19,19,28378,2384.2,
H298-41.vsi - 20x,79663ce9-18c9-43f0-913f-c74939989423,ME,,Image,Polygon,30090.7,8463.8,2104.2507,15,15,69358.7,2037.5,
H298-41.vsi - 20x,e7750263-f922-464f-85f5-6504bb474153,BTAN,,Image,Polygon,30094.9,8391.9,1929.1508,18,18,18229.1,2023.1,
H298-41.vsi - 20x,7ba79684-464d-4073-9939-e4fb065d830f,ARC,,Image,Geometry,29999.4,8244.1,960.3505,12,12,304863.1,3551,
H298-41.vsi - 20x,cfa7dda8-41aa-42d3-a0d8-271e7f5f394c,VMH,,Image,Geometry,29975.6,7905.6,645.593,6,6,603188.1,4183.3,
H298-41.vsi - 20x,8e411f3d-d2bb-4dd5-9786-9a898c396672,DMH,,Image,Geometry,29927.4,7533.3,1141.4357,8,8,404658.5,3931.8,
H298-41.vsi - 20x,f3df32ce-7abb-477b-92f2-e5152e60b351,ATAN,,Image,Polygon,29934.8,7680.4,965.2795,10,10,12388.2,1302.9,
H298-41.vsi - 20x,773e7cba-0a4e-445e-a759-a14d0c22122f,PH,,Image,Geometry,29814.6,6959.5,4207.6797,29,29,699993.6,4612.8,
H298-41.vsi - 20x,a91f9352-9d5a-43f4-af11-475ae3fc0663,PT,,Image,Polygon,2830.1,7779.3,5051.4927,22,22,31893.4,2478.7,
H298-41.vsi - 20x,398fa72b-a391-4f7d-adf5-8f62e3d022cc,ME,,Image,Polygon,2813.5,7732,2621.218,19,19,72242.4,1758,
H298-41.vsi - 20x,501ad920-8ad2-4f42-a101-d5b253b41248,BTAN,,Image,Polygon,2832.6,7648.5,1140.8489,7,7,16713,1429.9,
H298-41.vsi - 20x,1653f945-4028-498a-a593-d632848040b3,ARC,,Image,Geometry,2803.6,7530.4,1123.5972,11,11,307071.4,3723.3,
H298-41.vsi - 20x,084a84fb-5c9b-4c17-8ef8-c01ced1f350e,VMH,,Image,Geometry,2783.4,7236.8,711.4316,6,6,605728.2,4174.1,
H298-41.vsi - 20x,ed7c42a6-5392-4d4b-9dd3-055ca59f82dd,ATAN,,Image,Polygon,2723.6,6897.8,3377.9502,19,19,31188.6,1405.3,
H298-41.vsi - 20x,99b9ef8b-0f58-4f7c-8e22-fdf97fa65af8,DMH,,Image,Geometry,2727.9,6848.4,6335.6372,55,55,405955.4,4061.5,
H298-41.vsi - 20x,b002b7d3-453c-42db-853c-d64aa30990ed,PH,,Image,Geometry,2609.2,6186.4,3052.1611,29,29,711758.7,5128.5,
H300-19.vsi - 20x,8994d2c9-989f-49af-8846-cdc4d51f82e9,PT,,Image,Geometry,25676.5,3752.2,7553.2393,20,20,43188.8,2837.7,
H300-19.vsi - 20x,facbb1a6-29b2-4a9d-802f-455c8a06c516,ME,,Image,Polygon,25478.6,3730.2,3644.5903,26,26,141171.5,3044.6,
H300-19.vsi - 20x,ae8647c4-2274-41e7-a29e-418d01ec3d11,BTAN,,Image,Polygon,25557.5,3665,1785.0337,9,9,20663.4,1717.4,
H300-19.vsi - 20x,1a60505f-b540-4ecb-bfdc-a83c4d5d12f6,ARC,,Image,Geometry,25925.3,3450,2556.9053,22,22,307075.9,3472.4,
H300-19.vsi - 20x,bf936cd1-0891-4491-a991-1666ac7a719d,VMH,,Image,Geometry,25989.1,3025.1,1703.2343,14,14,602294.7,4525.7,
H300-19.vsi - 20x,f94e2112-1230-410f-a43a-a67c35eb20b0,DMH,,Image,Geometry,26075.9,2700.8,1348.9268,12,12,401343,4130.2,
H300-19.vsi - 20x,a8ac3e82-a834-4a8d-a2ae-f32ec34fab7a,ATAN,,Image,Polygon,26065.2,2834.7,762.6002,7,7,34499.2,1453.1,
H300-19.vsi - 20x,314cc974-8d95-4edd-a0de-280cbd465783,PH,,Image,Polygon,26430.1,1924.2,2025.62,13,13,349599.2,2445.6,
H300-19.vsi - 20x,4bdc112b-50c3-4bce-8f83-901691bb736c,PT,,Image,Geometry,13003.5,4281.1,3439.3291,14,14,28410,2573.3,
H300-19.vsi - 20x,a54e2a7a-96e9-4467-b7c2-9673c8a97cb3,ME,,Image,Polygon,13035,4293.3,853.3188,5,5,67291.5,1478.9,
H300-19.vsi - 20x,c365d420-7a23-4796-8f84-0796672d62c8,BTAN,,Image,Polygon,13169.9,4176.9,1131.4602,7,7,17353.7,1830.2,
H300-19.vsi - 20x,82066440-fead-4607-9656-02bdf0d59241,ARC,,Image,Geometry,13540.3,4026,1718.0215,14,14,278971.8,3247.3,
H300-19.vsi - 20x,af7db929-9172-45ce-941b-9b985a81b15d,VMH,,Image,Geometry,13661.2,3663.5,634.9133,8,8,615468.9,4299.5,
H300-19.vsi - 20x,50389aca-e0a3-4c7a-a86a-75bd6c402916,DMH,,Image,Geometry,13738.3,3292.3,1108.9272,15,15,401785.3,3869.4,
H300-19.vsi - 20x,1c484988-3bde-4d25-8699-4a0232cd07e2,ATAN,,Image,Polygon,13797.9,3375.4,154.4447,1,1,20927.1,1210.8,
H300-19.vsi - 20x,6f82549f-ee39-4d9b-8b94-b83e46ad7eda,PH,,Image,Polygon,14002.2,2643.5,4384.0708,30,30,682376.8,4033.7,
H300-19.vsi - 20x,939d571d-6f97-4d78-8c0c-0125bc97a735,PT,,Image,Polygon,7789,4463.6,6791.3428,15,15,34104.6,2924.4,
H300-19.vsi - 20x,515eb30d-c5a3-4fef-8521-bafb732f54c4,ME,,Image,Polygon,7790.5,4478.1,3649.05,17,17,73634.9,1895.4,
H300-19.vsi - 20x,353dfdf9-c3e4-47d9-830e-656f15e7dac5,BTAN,,Image,Geometry,7728.7,4436.6,7737.3755,9,9,14849.7,1164.1,
H300-19.vsi - 20x,fb4e2860-2415-4a06-97bc-cc4dd77c8ebf,ARC,,Image,Geometry,7517.4,4238.7,4377.6162,32,32,284897.4,3314.5,
H300-19.vsi - 20x,0b488c0a-cf01-449e-a0c0-a982028b6213,VMH,,Image,Geometry,7221.9,3942.8,1140.7316,11,11,599090.3,4239.8,
H300-19.vsi - 20x,5b42da7c-db13-4ee3-b978-e3f33c0cd694,DMH,,Image,Geometry,7101.6,3538,1569.3274,18,18,392666.4,3998.2,
H300-19.vsi - 20x,dcfebae4-02bd-4f24-8465-ea605e5c869c,PH,,Image,Geometry,6815.8,2959.7,2974.4692,32,32,705685.2,4630.4,
H300-19.vsi - 20x,d3858848-2217-4580-b58d-a1bace423c02,ATAN,,Image,Polygon,7113.3,3715.8,1741.6107,10,10,13563.3,1049.7,
H301-23.vsi - 20x,5ef6783a-57a8-4238-adcb-fb57cf60850a,PT,,Image,Polygon,35561.7,9470.8,6.9242,0,0,36145.3,2249.4,
H301-23.vsi - 20x,913f642d-b96f-48cb-9e09-4b1901a17f17,ME,,Image,Polygon,35574,9448.9,51.6381,0,0,40098.8,825.1,
H301-23.vsi - 20x,626f52bb-abb8-4132-b7c3-53fb6ba4bc1d,ARC,,Image,Geometry,35660.9,9206.4,136.4888,2,2,309301.2,3178.1,
H301-23.vsi - 20x,832a3a0a-76e7-4371-9aca-b8a7e28ecfac,VMH,,Image,Geometry,35594.6,8796,395.6179,3,3,591041.5,4034.6,
H301-23.vsi - 20x,ec4fb8b8-7a14-4d7b-9930-abb7e53d3c4b,DMH,,Image,Geometry,35645.6,8378.3,113.9558,1,1,432419.8,4060.3,
H301-23.vsi - 20x,8fe23615-7bbf-4b03-8b47-1dae73acc8ed,ATAN,,Image,Polygon,35633,8540.3,25.3496,1,1,16762.6,1036,
H301-23.vsi - 20x,298fc3c7-a59a-48d0-a1ab-906d8f471fd2,BTAN,,Image,Polygon,35648.3,9118.2,0.3521,0,0,18769.5,1063.6,
H301-23.vsi - 20x,27060a92-a8e8-4637-8fe4-83b59f069eca,PT,,Image,Polygon,26711,10779.8,2.1125,0,0,114413.4,2573.7,
H301-23.vsi - 20x,8abee4d4-659f-4fa0-8c3f-8c86834d694c,ME,,Image,Polygon,26651.2,10619.3,90.7187,0,0,176755.9,1620.7,
H301-23.vsi - 20x,94fbd632-d59a-4378-92d4-f90eba0484fb,BTAN,,Image,Polygon,26721,10280.9,1.643,0,0,44810.6,830.22,
H301-23.vsi - 20x,b115c2cc-5dda-4a03-899c-1caac276edef,ARC,,Image,Geometry,26712.6,10437.4,226.738,2,2,317155.1,3534.3,
H301-23.vsi - 20x,cc2868c8-5fff-4a89-ae89-0fa233c5628f,VMH,,Image,Geometry,26792.1,10042.2,362.4052,2,2,606652.8,4129.7,
H301-23.vsi - 20x,61ca622d-6e6b-4063-b310-6d92433e3184,DMH,,Image,Geometry,26830.5,9658,215.3542,2,2,391543.5,3891.9,
H301-23.vsi - 20x,e6f23476-bee4-4b94-aa2d-1dc5d331a5db,PH,,Image,Polygon,26858.1,9015.5,605.2215,7,7,744859,4076.8,
H301-23.vsi - 20x,1d9253af-3801-4521-a5a3-fa8b3919a238,PT,,Image,Polygon,11975.5,9196.2,50.4645,1,1,149956.2,2924.6,
H301-23.vsi - 20x,1f8072a4-dc27-4989-b0a9-16740d9d390b,ME,,Image,Geometry,12070.5,8966.2,437.0457,4,4,249477.3,2125.7,
H301-23.vsi - 20x,0398cf5a-2f35-41d4-9c08-2deb1dad36a1,BTAN,,Image,Polygon,12278.3,8570.6,2.6993,0,0,57564.1,1101,
H301-23.vsi - 20x,19f43f10-8b2c-40ea-ad27-488d50c5ccad,ARC,,Image,Geometry,12149.5,8865.7,280.3712,1,1,318154,3931.3,
H301-23.vsi - 20x,7ba425bb-7631-49ee-979a-c4f3b029fb2c,VMH,,Image,Geometry,12405.4,8452.2,861.534,4,4,591179.7,4120.7,
H301-23.vsi - 20x,4a1fe93c-a968-4b7e-affa-1398f8fe18a5,ATAN,,Image,Polygon,12353.3,8060.5,4.8117,0,0,19439.5,1054,
H301-23.vsi - 20x,3b5962b3-946e-456a-b346-6d7e2e48d8f6,DMH,,Image,Geometry,12355.6,8025.2,100.5768,1,1,413659.8,3910,
H301-23.vsi - 20x,590bc101-381f-4f6b-a37b-b6c4b8953731,PH,,Image,Polygon,12425.9,7263.3,264.9971,2,2,762642,3222.9,
H319 - MBH.vsi - 20x,4f544f3d-cb04-4fad-91e6-39db9815f9b0,PT,,Image,Polygon,3578.5,10990.2,37.0855,0,0,51102.2,2112.4,
H319 - MBH.vsi - 20x,92afdc31-54b2-47c5-8a64-791faf9801e8,ME,,Image,Geometry,3345.6,10937.7,79.2175,1,1,47382,1221.5,
H319 - MBH.vsi - 20x,337c94a9-dead-4c48-bde3-2b3459c65872,BTAN,,Image,Polygon,3283.4,10851.9,121.2321,1,1,6815.3,864.37,
H319 - MBH.vsi - 20x,11b80165-998a-41cf-b03b-590fa7b1ef8f,ARC,,Image,Geometry,3317.8,10777.6,671.5294,5,5,305322,3520,
H319 - MBH.vsi - 20x,819dd475-6eeb-4acf-ad24-d34c9f31695b,VMH,,Image,Geometry,3329.1,10276.5,723.2849,4,4,604196.5,4055.3,
H319 - MBH.vsi - 20x,430d05cf-725d-4e00-b428-3214860d6d81,DMH,,Image,Geometry,3266.7,9661.4,17452.959,114,114,408763,4374.1,
H319 - MBH.vsi - 20x,59008316-e53a-4368-8656-1840a4404aef,ATAN,,Image,Polygon,3249.5,9850.3,7.511,0,0,24305,1287.2,
H319 - MBH.vsi - 20x,cd3a35f1-2bda-47ba-9e7c-0d771f1e48e7,PT,,Image,Polygon,8088.3,11124.4,14.6699,0,0,19356.7,1528.2,
H319 - MBH.vsi - 20x,213dfe76-53aa-42fa-aa4e-8d6d70e0d587,ME,,Image,Polygon,8112.9,11050,277.0851,2,2,32752.8,958.32,
H319 - MBH.vsi - 20x,0054bd5c-5878-44d6-8800-f31b980d89e4,BTAN,,Image,Polygon,8067.9,10980,200.5669,3,3,9327,986.49,
H319 - MBH.vsi - 20x,b2a3398e-5aca-4c0d-a577-10ec7b50845e,ARC,,Image,Geometry,8071.6,10879.7,377.3099,3,3,311740.9,3311.2,
H319 - MBH.vsi - 20x,af32bc85-2a6b-4908-b47d-3f061572956d,VMH,,Image,Geometry,8025.3,10353.3,58.797,0,0,601220.8,3939.5,
H319 - MBH.vsi - 20x,8be8003a-c258-476e-b2c3-4e5f41b3bd1c,DMH,,Image,Geometry,7928.4,9843.2,16410.3398,96,96,411683.4,4764.6,
H319 - MBH.vsi - 20x,8c2c015a-f3fe-417d-9848-89fb12e582ac,PH,,Image,Geometry,7678.2,9070.9,3300.6106,31,31,703067.2,4708.6,
H319 - MBH.vsi - 20x,810b4cab-b417-4733-b9d8-dfd86e960c9a,PT,,Image,Geometry,18527,9617.3,279.7844,2,2,57385.4,3124.6,
H319 - MBH.vsi - 20x,5bdfaf6b-5c92-431a-a7bc-a9c4777ac30a,ME,,Image,Polygon,18724.1,9366,113.0169,2,2,36252.9,1297.6,
H319 - MBH.vsi - 20x,4eefd4dc-1ff0-45bb-bfe7-f2bbdb9e9010,BTAN,,Image,Geometry,18743.4,9284.6,150.8066,1,1,20963.7,2078,
H319 - MBH.vsi - 20x,ee99479b-8f64-412f-9d7c-d915f5ee0d8b,ARC,,Image,Geometry,18755.9,9183.8,754.033,8,8,310697.4,3379.5,
H319 - MBH.vsi - 20x,7178c34e-1ecc-4b05-9fb0-cda4a48e99b8,VMH,,Image,Geometry,18722.7,8816.7,740.4193,9,9,618909.8,4250.2,
H319 - MBH.vsi - 20x,994e1262-be91-4ec1-a916-2d1677eeff3d,DMH,,Image,Geometry,18673,8428.3,9015.5352,77,77,404450.3,4162.5,
H319 - MBH.vsi - 20x,a413c586-3c8e-442c-b7c9-63fc95f84399,ATAN,,Image,Polygon,18696.6,8592,86.259,2,2,21498.6,1462.8,
H319 - MBH.vsi - 20x,3d2347ff-6226-4659-b6fe-3a82d1455139,PH,,Image,Polygon,18471.7,7453.7,3721.1086,36,36,715588.9,4244.5,
H319 - MBH.vsi - 20x,4e6e857f-a17e-4022-a8b3-93d29ea8da47,ATAN,,Image,Polygon,7924.8,10010,14.6699,0,0,32753,1289.6,
H319 - MBH.vsi - 20x,5ff06816-e0bb-4fa9-b18c-45a327d0d49f,PH,,Image,Polygon,3130.7,8958.2,2076.554,18,18,673133.5,3507.1,
H327-37.vsi - 20x,2026d23a-080c-4849-b446-4a39a6f3f60d,PT,,Image,Polygon,5790.3,10005.8,75.462,1,1,36744.5,2343.8,
H327-37.vsi - 20x,6a36348f-0cdb-4b4a-8c95-58c937f84eb3,ME,,Image,Polygon,5880.9,9916.2,111.0218,1,1,65845.9,1269.3,
H327-37.vsi - 20x,87f8218d-b716-4710-a8e8-85c9bd59d026,BTAN,,Image,Polygon,5874.3,9776.8,51.0513,1,1,11630.7,1055.3,
H327-37.vsi - 20x,0fc7d426-8f3d-492f-b174-d1d95edd1b9f,ARC,,Image,Geometry,5890.4,9748,45.8875,0,0,323402.9,3491.5,
H327-37.vsi - 20x,ad9a856a-dace-49a9-84d9-43fe7a03a433,VMH,,Image,Geometry,5743.1,9394.8,113.1343,1,1,602133.6,4283.1,
H327-37.vsi - 20x,732750bc-6c27-4d2f-8e71-befd278d8a8b,DMH,,Image,Geometry,5781.4,9013.6,165.007,1,1,400426.8,4048.2,
H327-37.vsi - 20x,5fa25bbb-7a14-46af-a143-7f063800c6ac,ATAN,,Image,Polygon,5758.2,9109.7,0.2347,0,0,12477.7,1067.4,
H327-37.vsi - 20x,9e3c4636-7ee5-4e80-898b-48ed7deef5be,PH,,Image,Geometry,5725.2,8330.3,337.6425,3,3,700393.8,4638.5,
H327-37.vsi - 20x,a562496d-329d-45e5-8b76-249355249545,PT,,Image,Polygon,27717.9,9123.6,17.956,0,0,13690.3,1534.8,
H327-37.vsi - 20x,7c56ed35-3a6f-4040-8708-0d3e82f4065f,ME,,Image,Polygon,27703.4,9017.4,0.5868,0,0,27570.5,777.74,
H327-37.vsi - 20x,d69276d6-c161-469e-a8e8-7d9042441cb7,BTAN,,Image,Polygon,27645.6,8934.9,100.9289,1,1,9683.5,1668.8,
H327-37.vsi - 20x,5345a28f-6be3-41e4-a323-8dd36456d3ef,ARC,,Image,Geometry,27671.8,8886.1,66.7774,2,2,302811.9,3322.9,
H327-37.vsi - 20x,47375377-3fc4-4612-9938-63977ced190d,VMH,,Image,Geometry,27572.4,8546.7,73.4669,1,1,608483.8,4360.6,
H327-37.vsi - 20x,c753ff3f-7a61-486b-8bb5-7626ed7e6e28,DMH,,Image,Geometry,27577.6,8171.8,118.1807,1,1,400199.6,3603.5,
H327-37.vsi - 20x,0584ad11-e3bd-45e5-986e-3f01c843a59d,PH,,Image,Geometry,27495.3,7383.3,321.2122,6,6,678562.7,4528.1,
H327-37.vsi - 20x,43eb82cf-88a4-40f0-9641-49854ef3a0d6,ATAN,,Image,Polygon,27548.7,8247.5,0,0,0,12986,873.12,
H327-37.vsi - 20x,601b31de-2aaa-4ab8-81f9-5f6969cb6d29,PT,,Image,Polygon,20400.6,10059.5,18.1907,0,0,21480.2,1753.8,
H327-37.vsi - 20x,941dd6bd-1087-4ac4-bd45-8a2d51921086,ME,,Image,Polygon,20486.8,9956.6,3.5208,0,0,65016.7,1164.3,
H327-37.vsi - 20x,b26dca7f-5e21-46ca-b8c9-9ce0c12eee42,ARC,,Image,Geometry,20473.5,9656.8,31.687,0,0,310856.4,3276.8,
H327-37.vsi - 20x,05972cc5-94ec-4f51-bd68-5ad2cbc8a404,BTAN,,Image,Polygon,20465.3,9834.9,0,0,0,17865.1,1635.7,
H327-37.vsi - 20x,500099ef-a006-447d-bced-bf238cb5c902,DMH,,Image,Geometry,20329.9,8822.1,30.044,0,0,407411.6,3662.1,
H327-37.vsi - 20x,643852e7-3505-467d-b7a3-75ebaa5df4d0,PH,,Image,Geometry,20276.6,8137.9,234.0143,1,1,701572.3,4642,
H327-37.vsi - 20x,f474edcd-43de-4694-929b-03ef07dd1bf7,ATAN,,Image,Polygon,20328.3,8912.2,0,0,0,11890.1,852.53,
H327-37.vsi - 20x,8eb32db8-1d41-4473-bd77-13c52bd1f9a1,VMHx05,,Image,Polygon,34197.5,8297.2,108.3226,2,2,306923.6,2000.2,
SH4-36.vsi - 20x,42ea8f00-e2ae-4391-9dbc-e507124ceafc,PT,,Image,Geometry,9314.1,5898.2,8785.8633,23,23,72951.2,3719.5,
SH4-36.vsi - 20x,cf8bcb87-eee5-4907-8144-0d454c035f58,ME,,Image,Polygon,9269.6,5832.2,2963.6721,20,20,153072.1,2217.6,
SH4-36.vsi - 20x,b8b7678a-681e-423d-a998-9a3a5f62d39b,BTAN,,Image,Polygon,9061.3,6077.9,1285.2008,5,5,22701.9,1815.6,
SH4-36.vsi - 20x,03879e66-823a-4feb-91d0-496aa4b019c6,ARC,,Image,Geometry,8922.3,6014.8,1599.0193,11,11,297252.1,3204.8,
SH4-36.vsi - 20x,850359a2-127d-478f-b704-2e90938b63a3,VMH,,Image,Geometry,8534.6,6020.6,623.2948,5,5,604587,4191.3,
SH4-36.vsi - 20x,b849cd9e-9e1f-40c3-a3f2-10df8916aa9c,DMH,,Image,Geometry,8270.6,5967.8,2532.7292,27,27,254684.8,3514.5,
SH4-36.vsi - 20x,96271645-86c4-4383-bf1c-a19c5e7dbe6e,ATAN,,Image,Geometry,8409.8,6053.8,781.1429,11,11,30574.2,3176.6,
SH4-36.vsi - 20x,a0da1d8b-fd0b-4043-8f9d-90fdf500e809,PH,,Image,Geometry,7473.9,6000.3,4645.7817,33,33,708438.7,4966.7,
SH4-36.vsi - 20x,ac4e524f-146d-4a6a-a446-f6103f48ee3b,PT,,Image,Polygon,29734.1,5610.9,4064.8538,29,29,49618.9,3197.6,
SH4-36.vsi - 20x,a132db24-924b-41db-9f2d-a6b361f0dd7e,BTAN,,Image,Polygon,29434.6,5635.3,900.3799,10,10,49248.4,3299.8,
SH4-36.vsi - 20x,70a6e07e-4bed-431b-b8ac-ba62dcdca227,ME,,Image,Polygon,29522.8,5738.8,11336.9004,77,77,202291.6,3507.4,
SH4-36.vsi - 20x,4ea61fe7-1a23-471b-85c4-41bf4529a9a3,ARC,,Image,Geometry,29033.7,5646.5,527.9991,3,3,309014,3600.7,
SH4-36.vsi - 20x,c114f754-f84e-446c-a01b-de9fc2573c4b,DMH,,Image,Geometry,28386.6,5672.5,1335.1958,10,10,413370.8,3802.7,
SH4-36.vsi - 20x,82dd341c-588b-4755-ae8b-c204d6fab39f,ATAN,,Image,Polygon,28518,5709.6,990.9812,13,13,37165.6,2232.5,
SH4-36.vsi - 20x,0190fca3-7b00-451d-98d5-09bb11d53dd2,PH,,Image,Geometry,27684.2,5636,6955.646,53,53,714276.6,4671.3,
SH4-36.vsi - 20x,d2ceff01-1db8-4d2e-b94a-9e4c93157eb4,VMH,,Image,Geometry,28758.9,5762.6,1722.4812,16,16,599946.7,4253,
SH4-36.vsi - 20x,ceeb7685-bdf9-4a21-b282-b4f7f5c0cacd,PT,,Image,Polygon,33327.2,4862.5,2536.8367,15,15,40498.5,2661.5,
SH4-36.vsi - 20x,caefd8a3-0b39-4ce1-bf4e-39f539737bd7,ME,,Image,Polygon,33431.5,4951.1,10898.7979,59,59,159038.4,2814.4,
SH4-36.vsi - 20x,ab1f5682-f5a9-4c24-83cf-f0e95e1c265f,BTAN,,Image,Polygon,33814.8,5043.7,325.085,4,4,51819.4,3148,
SH4-36.vsi - 20x,2a0ace5a-4436-4754-afa0-d0a4c4fc9693,ARC,,Image,Geometry,34060.4,4934.7,1395.8705,11,11,306885.9,3605.2,
SH4-36.vsi - 20x,b606ca37-77ed-45bc-9493-ad5ca2365a56,VMH,,Image,Geometry,34405.6,4885.1,1416.7604,13,13,608325.1,4294.1,
SH4-36.vsi - 20x,4b9003b2-6252-4f4b-bcc0-6b680f3426f4,ATAN,,Image,Polygon,34526.8,4876.1,754.2677,7,7,26550.4,1855.1,
SH4-36.vsi - 20x,3ac53a1a-57df-40e6-9a83-fff4b2818b01,DMH,,Image,Geometry,34772.9,4885.4,954.0131,11,11,404766.7,3720.3,
SH4-36.vsi - 20x,5679715d-f1c0-4faf-b6f6-27617a97bf8d,PH,,Image,Geometry,35467.7,4845.5,4347.5723,39,39,707844.1,4722.9,
SH6-30.vsi - 20x,3fd863fb-68dd-4ead-a325-6884316c982b,PT,,Image,Polygon,35613.4,5629,3007.4473,4,4,26454,2135,
SH6-30.vsi - 20x,92d99f78-09ee-4dc4-817d-757cca537f01,ME,,Image,Polygon,35615.9,5464,102.1025,0,0,50080.9,1543,
SH6-30.vsi - 20x,e41cba5b-5448-4325-8edc-a19d3547e797,BTAN,,Image,Polygon,35746.3,5524.6,1862.4907,15,15,9017.1,1381.9,
SH6-30.vsi - 20x,1c38daa5-e7b9-4681-98a6-d3222ebe69b0,ARC,,Image,Geometry,35821.1,5458.3,3579.3386,31,31,302431.6,3238.6,
SH6-30.vsi - 20x,748fd8ca-2d5b-4d1d-9bec-de15717da80e,VMH,,Image,Geometry,36167.6,5423.9,3065.3054,29,29,594982.5,4189.7,
SH6-30.vsi - 20x,4704cb01-c22a-4830-98b8-caa6cf77d531,DMH,,Image,Geometry,36574,5348.5,7486.9312,49,49,412535.6,3650.8,
SH6-30.vsi - 20x,35c36401-b26e-46e1-8d26-06a6702d568e,ATAN,,Image,Polygon,36409.4,5354.1,12884.9854,16,16,26361.3,1779.2,
SH6-30.vsi - 20x,7fbd5a2a-ac4b-4829-a88a-6b595d07e092,PH,,Image,Geometry,37302.8,5304.8,7945.4536,54,54,701922.3,4823.8,
SH6-30.vsi - 20x,6ede248d-4c70-480f-a715-4a0324c6284d,PT,,Image,Geometry,13195.9,4970.6,4096.7754,11,11,16113.9,1572.3,
SH6-30.vsi - 20x,90b4f793-8ee0-4ef2-8e17-d4f6c945e49b,BTAN,,Image,Polygon,13298.2,4619.5,930.4238,5,5,8109.5,748.46,
SH6-30.vsi - 20x,ab8d4453-a662-4efb-8125-bc33dbe2384f,ARC,,Image,Geometry,13414.6,4659.1,4550.9556,36,36,300549.9,3491.9,
SH6-30.vsi - 20x,bbbc45bd-e16c-46a9-a506-b1b4864a54a0,VMH,,Image,Geometry,13954.9,4674,1572.144,14,14,618078.2,4041,
SH6-30.vsi - 20x,0a04e4d8-1ea3-4ca4-b870-4fabb2b5892c,ATAN,,Image,Polygon,14166.1,4610.1,2821.1982,10,10,23875.7,1125.4,
SH6-30.vsi - 20x,91966ed0-8cb0-4514-a8af-cb9639aae8bb,DMH,,Image,Geometry,14401.2,4654.8,9853.1279,57,57,400983.8,4010,
SH6-30.vsi - 20x,82831b01-5d63-48b7-91c0-c659d4af7994,BTAN,,Image,Polygon,13357.8,4937.3,2549.2769,10,10,8023.4,939.02,
SH6-30.vsi - 20x,b780235f-9d9a-4906-8613-382cdc333d3c,PT,,Image,Polygon,10436,6129.7,2304.583,5,5,15337.8,627.13,
SH6-30.vsi - 20x,a4d07c75-fbda-45fc-bad2-905de5416638,ME,,Image,Polygon,10297.9,5269.5,263.4714,2,2,21552,652.16,
SH6-30.vsi - 20x,d66bf699-33ac-4d8c-9b10-7500501caecd,ME,,Image,Polygon,31861,6058.2,108.3226,1,1,15320.4,580.83,
SH6-30.vsi - 20x,83b3de9b-f733-49c5-a1a9-bca3c6562cb1,PT,,Image,Polygon,31766.5,5500,566.1409,2,2,6635.2,547.86,
SH6-30.vsi - 20x,aa7988fd-fb7a-4f31-a3d4-614247c3a516,BTAN,,Image,Geometry,31621.2,6047.5,3649.8716,14,14,16785.6,1338.4,
SH6-30.vsi - 20x,3428ec20-a082-4154-b681-894eae1bdb7d,ARC,,Image,Geometry,31700.2,6039.8,1967.6445,18,18,304523,3339.9,
SH6-30.vsi - 20x,b3971f92-9394-41d9-831b-d5086dde2a12,ATAN,,Image,Polygon,31134.5,6198.3,5141.3896,11,11,14486.6,1209.7,
SH6-30.vsi - 20x,b0be82be-b27d-4b56-a617-1e3e4b450610,VMH,,Image,Geometry,31223.8,6120.1,1939.7131,12,12,607935.7,4038.2,
