Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,DAB-Thesholder: FOS area µm^2,Num Detections,Num FOS,Area µm^2,Perimeter µm,Classifier: FOS area µm^2
H263-39.vsi - 20x,3d4036de-a16a-476b-9f00-3683db7014d9,DMHx05,,Image,Polygon,1808.1,9249.2,2931.6331,25,25,208907.6,2233.3,
H263-39.vsi - 20x,ce34b606-ce2e-4584-aa94-11c67537bb2e,ATAN,,Image,Polygon,1585.8,9420.1,284.1266,3,3,14839.3,1211.5,
H263-39.vsi - 20x,03fc433c-b220-4817-ad19-5cf67c00a504,cp,,Image,Polygon,5023.9,7553.4,276864.8125,2,2,293876.3,3628,
H263-39.vsi - 20x,788de58e-d93e-4342-8459-6cd1d3611410,PHx05,,Image,Polygon,1747.1,8563,2249.1895,23,23,413887.7,2741.9,
H263-39.vsi - 20x,2f76f920-c49d-4fdc-bf87-a9cfdaec3a35,PT,,Image,Polygon,8612,10276.3,3257.8918,11,11,23432.3,1638.7,
H263-39.vsi - 20x,be6c5903-c728-4246-b639-bc687d98ee8b,ME,,Image,Polygon,8535.3,10242.2,231.1976,6,6,31450.6,1107.8,
H263-39.vsi - 20x,40786cfb-c096-4e1e-8c31-22d4d37dfab6,BTAN,,Image,Polygon,8536.5,10171.9,1218.4233,6,6,7295.8,688.61,
H263-39.vsi - 20x,0710283d-3f31-43cc-9e87-d33512d2e767,ARCx05,,Image,Polygon,8642.9,10034,546.6592,5,5,151344.8,1691.5,
H263-39.vsi - 20x,a0963b09-fcd9-421f-84a8-b73ce0f3646e,VMHx05,,Image,Polygon,8727.3,9650.8,459.4613,7,7,297884.9,2103.1,
H263-39.vsi - 20x,dff2f515-fdac-463e-864c-ca36c11992f5,DMHx05,,Image,Polygon,8500.6,9279.7,3609.9695,25,25,202291.3,2086.3,
H263-39.vsi - 20x,787c46df-a1ee-467a-92f5-9a3ee14fbabd,ATAN,,Image,Geometry,8261.4,9384.9,795.9302,7,7,19274.6,1345.5,
H263-39.vsi - 20x,18273a28-2301-4fbc-9933-76bf7e4c3b87,PHx05,,Image,Polygon,8464.9,8625.9,3236.1804,33,33,347179,2426,
H263-39.vsi - 20x,466386da-ff83-4474-b313-0c4c9a6f82b7,cp,,Image,Polygon,12111.7,7629.1,268233.1562,1,1,288103,3569.4,
H263-39.vsi - 20x,239c5092-8f28-490e-ae10-124c215c5fb2,PT,,Image,Polygon,25479.4,9725.8,11136.333,14,14,26494.4,1785.5,
H263-39.vsi - 20x,8500c4cb-0258-46bb-94b6-aa2c98878428,ME,,Image,Polygon,25442,9684.4,3832.8345,23,23,75232.2,1456.9,
H263-39.vsi - 20x,9c7807a2-82f7-4f43-9bd8-41a238031f3a,BTAN,,Image,Polygon,25338.8,9580.1,511.5688,7,7,11179.5,806,
H263-39.vsi - 20x,9b150312-d32c-4536-a020-51a25012bb40,ARCx05,,Image,Polygon,25380.5,9353.4,1902.8623,20,20,162927.2,1672.1,
H263-39.vsi - 20x,434e6303-4388-4825-8830-c45a5d113bd7,DMHx05,,Image,Polygon,25443.1,8958.4,1008.4677,8,8,307177.3,2092.5,
H263-39.vsi - 20x,7029133f-b028-48f9-b16a-fe1eefc02a20,DMHx05,,Image,Polygon,25231.9,8547.8,1977.8549,19,19,207813.2,2132.3,
H263-39.vsi - 20x,8aee650e-e924-4ad3-8c51-e27d523ab3a2,ATAN,,Image,Polygon,24996.9,8700.3,2146.6174,8,8,28007.6,1526.2,
H263-39.vsi - 20x,204a6b8f-bd3a-40e9-b9ab-3d86adeb9159,PHx05,,Image,Polygon,25174.5,7958.4,3107.9067,30,30,344476.6,2374.8,
H263-39.vsi - 20x,366bf239-5696-4e63-85b9-edbeb69daf77,cp,,Image,Polygon,29425.6,6155.2,124280.5938,10,10,172442.4,3939.2,
H264-37.vsi - 20x,0de4f840-3841-49a6-a393-991aa1245e50,PT,,Image,Polygon,30833.9,9124.1,1352.5649,6,6,54075.4,3160.5,
H264-37.vsi - 20x,2f39e339-dfe4-4ddb-98f4-6a8cf26045f0,ME,,Image,Polygon,30824.7,9078.5,142.9435,1,1,90189.1,2606.6,
H264-37.vsi - 20x,01e7365e-0d9e-4301-be05-c2219f206a09,BTAN,,Image,Geometry,30910.1,8921.3,12.7922,0,0,23944.6,1124.1,
H264-37.vsi - 20x,919156d6-1275-48e5-8f48-191e83203f6b,ARC,,Image,Geometry,30920.8,8752.1,104.3323,0,0,302597.2,3219,
H264-37.vsi - 20x,83a60dc5-54bc-436d-bcca-493b29c3850d,VMH,,Image,Geometry,30763.2,8446,2508.0837,26,26,593044,4250.8,
H264-37.vsi - 20x,87cb6b84-47cf-499e-be54-7ed85020ae13,DMH,,Image,Geometry,30704.6,8040.3,5026.73,42,42,404970.5,3929.4,
H264-37.vsi - 20x,7e640e6a-734c-4a36-bcde-e16d18236232,PH,,Image,Polygon,30505.1,7440.3,3457.1677,39,39,732197.2,3639.5,
H264-37.vsi - 20x,965166b4-6506-4220-9af8-66f71ca4979c,PT,,Image,Polygon,23894.5,10043.1,23.2371,0,0,19560.4,1722.9,
H264-37.vsi - 20x,0e6129d3-be06-4c8d-b850-64ca517148ff,ME,,Image,Polygon,23823.7,10011.3,448.899,3,3,72126.2,1965.3,
H264-37.vsi - 20x,2784b8fd-33e8-4688-b373-25c15d5e12cd,BTAN,,Image,Polygon,23983.1,9784.2,5.7506,0,0,9434.7,994.56,
H264-37.vsi - 20x,8cbb6d3b-de18-4b1a-a105-e62d77cb45e3,ARC,,Image,Geometry,23902.3,9753.1,95.413,1,1,324666.6,3253.5,
H264-37.vsi - 20x,10603986-2578-400a-9b8a-dabd09e4f48d,DMH,,Image,Geometry,23866,9351.7,603.5784,10,10,607772.3,4121,
H264-37.vsi - 20x,1fa12702-880d-4e95-995f-7b9f7e722a69,ATAN,,Image,Polygon,23802.9,9056.8,410.1704,3,3,17832.1,1235.7,
H264-37.vsi - 20x,b877891f-a0e0-42a9-9a10-bd8f8266b4fa,PH,,Image,Polygon,23577.9,8314,4096.6582,39,39,602956.4,2920.8,
H264-37.vsi - 20x,c68162d7-4076-47bb-8d43-1591629b231d,PT,,Image,Polygon,17701.9,9105.5,106.6795,2,2,25230.4,1715.9,
H264-37.vsi - 20x,9c1b7dd7-7a2a-4cad-91e2-fd5d39a748cf,ME,,Image,Polygon,17561.6,9125,195.5204,1,1,53820.3,1473.4,
H264-37.vsi - 20x,b98cfebf-b5e1-4d62-aed8-c82802ded32f,BTAN,,Image,Polygon,17525,9001.7,36.264,0,0,20605.9,1350.5,
H264-37.vsi - 20x,51b00fee-76a4-45a2-9e1d-d31c43846218,ATAN,,Image,Polygon,17250.8,8277.8,341.2806,3,3,9049.2,1041,
H264-37.vsi - 20x,ccf3d4e3-2841-4686-ba5a-91a45c8ed3f2,PH,,Image,Polygon,16982.8,7657,2731.5356,31,31,667887,3142.9,
H264-37.vsi - 20x,2a46fba3-3722-476c-a816-6cbc41255de8,cp,,Image,Polygon,6015.1,5217.7,6676.5659,44,44,396272.1,3925.4,
H264-37.vsi - 20x,a9c14271-63de-4546-a7bf-68fa681fc940,cp,,Image,Polygon,5941.4,6858.5,5050.7886,33,33,245698.2,3262.1,
H264-37.vsi - 20x,e1cfbd1f-1aac-4d87-8261-83ee22d6ac4a,cp,,Image,Polygon,13304.7,4168.2,8924.8164,40,40,223678.9,3686.4,
H264-37.vsi - 20x,1ead2d38-3dfd-49b2-9b64-f7733692446c,cp,,Image,Polygon,19878.3,3191.9,1609.699,14,14,120799.5,2560.3,
H264-37.vsi - 20x,371c71f1-cd98-4bb5-a3ea-2ed8638d523d,DMH,,Image,Geometry,17213.1,8197,,32,32,395599.4,3927.4,
H264-37.vsi - 20x,e59d3baa-188e-4524-a315-0c73c31d203e,VMH,,Image,Geometry,17396.7,8557,,7,7,517980.2,4149.3,
H264-37.vsi - 20x,90d8247b-a3a4-44d0-ab6b-6bee4f476517,DMH,,Image,Geometry,23778.5,8923.6,,50,50,404105,3479.7,
H264-37.vsi - 20x,7f0ad37f-7f57-4bed-8bac-8c29cacbad64,ARC,,Image,Geometry,17502.9,8909.3,,5,5,303944.1,3233.8,
H273-43.vsi - 20x,9cd8c363-a6a3-4abe-b0db-f103fecc6c84,PT,,Image,Polygon,4320.6,10524.1,12287.3926,27,27,75312,3510.9,
H273-43.vsi - 20x,95e6585f-c3a6-4c7b-9db6-9482fbdef9a4,ME,,Image,Polygon,4340.9,10438.2,2355.5168,17,17,104205.6,2384.1,
H273-43.vsi - 20x,98f9efc9-a736-4dd9-861b-4ba6326ce9f7,BTAN,,Image,Polygon,4218.6,10347.4,372.2634,5,5,26595.3,1924.2,
H273-43.vsi - 20x,b4fd4b58-52c6-492d-9ecd-7949ef249e8a,ARC,,Image,Geometry,4420.8,10242.8,1352.2129,14,14,313839.5,3347.4,
H273-43.vsi - 20x,1c838f18-5199-4a58-979a-fcf984db143d,DMH,,Image,Geometry,4455.9,9473.7,1881.3856,25,25,408548.2,4136.4,
H273-43.vsi - 20x,1f4bb9ec-8ba9-4596-90ef-5821ea9c8d85,ATAN,,Image,Polygon,4457.7,9811.7,3291.3391,5,5,22294.2,1160.5,
H273-43.vsi - 20x,a51ec388-680d-4cfd-887c-59db3f3320b3,VMH,,Image,Geometry,4491.2,9860.1,3132.4348,26,26,607368,4105.6,
H273-43.vsi - 20x,126ba7a5-1dd7-4aaa-966d-148938696f0a,PT,,Image,Polygon,12642.9,9440.3,14961.5391,19,19,65337.3,3573.4,
H273-43.vsi - 20x,6ebc2006-3cf9-4e7c-b4fc-5d765853c7b1,ME,,Image,Polygon,12747.6,9358.7,1670.2563,15,15,81476.1,2181.7,
H273-43.vsi - 20x,261d79d5-f3b8-4cdf-9212-830408d98c23,BTAN,,Image,Polygon,12822.1,9256,1147.421,16,16,26305,1558.1,
H273-43.vsi - 20x,2f8ba047-f259-4f73-89a7-ab9758b94b08,ARC,,Image,Geometry,12843.1,9166.9,4165.6655,38,38,285292,3180.7,
H273-43.vsi - 20x,bdc1d1dc-e202-420f-89ab-737172245943,VMH,,Image,Geometry,12946.9,8750.6,1716.8479,19,19,594754.2,4085,
H273-43.vsi - 20x,70d9cb59-ef6c-454f-82bb-3f23496387dd,DMH,,Image,Geometry,12905.7,8392.3,1873.6399,20,20,407527.7,3969.8,
H273-43.vsi - 20x,7e9a4371-d0a7-4162-b789-886b0d2c720b,PH,,Image,Geometry,12860.7,7808.8,5210.9839,56,56,702607.8,4943.6,
H273-43.vsi - 20x,dc8eaaf3-c185-4b6c-8a5e-79afaf1bc90c,PH,,Image,Geometry,4467,8830.9,4535.5815,43,43,690049.6,4295.4,
H273-43.vsi - 20x,a08d8886-5b3a-40e9-a647-ff22322b9874,PT,,Image,Polygon,37302.8,9560.2,27240.834,32,32,174324.6,4293.9,
H273-43.vsi - 20x,ac13f6f0-5f62-4cef-9cc4-6f758df00776,ME,,Image,Polygon,37225.3,9475.1,3223.8577,23,23,147976.5,2569.7,
H273-43.vsi - 20x,2ddecce7-9644-426e-ac3b-ae4a6adf5f23,BTAN,,Image,Polygon,37363.3,9305.1,1613.6892,12,12,71020.6,2335.6,
H273-43.vsi - 20x,37c84ee0-5f37-454a-9de7-884d41590699,ATAN,,Image,Polygon,12878.4,8674.2,1035.1083,8,8,31787.4,1099.2,
H273-43.vsi - 20x,28adce65-b39a-4732-9f71-d4634b5d8f87,ARC,,Image,Geometry,37502.4,9209.1,2017.6396,20,20,294177.8,3257.4,
H273-43.vsi - 20x,d30e71a4-0441-4ca1-808e-e5b2dd04cdcc,ATAN,,Image,Polygon,37448.3,8860.2,282.0142,5,5,18472,877.92,
H273-43.vsi - 20x,c7794a71-8b7f-4435-b609-e8846b6138bb,VMH,,Image,Geometry,37464.5,8888.2,2362.2063,28,28,570474.5,4494.3,
H273-43.vsi - 20x,869087b8-7695-41e0-b76c-a6c7a510a817,DMH,,Image,Geometry,37423.1,8575.1,2145.7959,18,18,406404.9,4044.7,
H273-43.vsi - 20x,d566d6e0-7224-440b-a538-172c358bd119,PH,,Image,Polygon,37458.6,7860,5510.8364,45,45,691606,4244.4,
H274-35.vsi - 20x,c10dbf43-0994-4e3e-ab44-109ef6906fe7,PT,,Image,Geometry,3802.4,5709.8,48.9388,1,1,25043.6,1870.3,
H274-35.vsi - 20x,0053b9d2-720c-4ad4-85fc-7aab23b717bc,ME,,Image,Polygon,3884,5602.4,220.1659,1,1,113518.4,1707.6,
H274-35.vsi - 20x,06ef98cb-bfdf-4637-9f11-f887a6e3c837,BTAN,,Image,Polygon,3877,5439.8,10.445,0,0,31804.2,1779.5,
H274-35.vsi - 20x,1b8df6d4-74f1-4d57-8c4c-f673cd8fcbce,VMH,,Image,Geometry,3815,5028.3,713.7787,9,9,638421,4234.1,
H274-35.vsi - 20x,2dab106f-45c6-465f-8f67-cae7cff6e039,ARC,,Image,Geometry,3830.5,5429.2,612.8498,6,6,327453.1,3315.5,
H274-35.vsi - 20x,50e9e209-9317-4e47-beb3-3b607ded7ae6,DMH,,Image,Geometry,3838.7,4588.9,1250.3451,18,18,398485.4,4126.5,
H274-35.vsi - 20x,28656209-7c3d-40b1-91ac-c324038348de,ATAN,,Image,Geometry,3837.3,4734.4,4.3423,0,0,10974.6,1331.5,
H274-35.vsi - 20x,b6a3d25f-7129-4803-9608-b626acf652c1,PH,,Image,Polygon,3689.8,3721.9,2873.8923,29,29,689717.8,4384.5,
H274-35.vsi - 20x,3ba5557b-4692-48e1-a22e-c8eb68f24b19,PT,,Image,Polygon,9723.6,5633.2,8.5672,0,0,29393,2232.5,
H274-35.vsi - 20x,5b64f309-8e38-4b0d-aa41-e78fe4d03851,ME,,Image,Polygon,9673.8,5539,91.8923,1,1,67423.6,1672.8,
H274-35.vsi - 20x,46cecdc6-8cb5-4264-87a7-d3445fd112f4,BTAN,,Image,Geometry,9665.7,5393.9,189.8872,3,3,28494.1,2128.6,
H274-35.vsi - 20x,502ecace-9ac8-48b5-8f7a-ea4e71912ee7,ARC,,Image,Geometry,9654.8,5405.8,533.7497,6,6,285272.9,2952.6,
H274-35.vsi - 20x,e9cda3b4-79d0-4b32-8901-4d07a4c161c4,VMH,,Image,Geometry,9585,4944.8,255.3737,3,3,605831.5,4026.5,
H274-35.vsi - 20x,b908f47e-ba60-49e1-a987-cdae2b8dd525,DMH,,Image,Geometry,9537.3,4599,1126.1791,15,15,406520.3,4050.1,
H274-35.vsi - 20x,2a6b59ef-0d4c-48aa-9439-9df10ba6a890,PH,,Image,Polygon,9502,3779.8,2899.2419,30,30,718682,4506.6,
H274-35.vsi - 20x,df7615d0-e3d8-4cd1-9c35-d2c169360dfd,PT,,Image,Polygon,28129.1,4975.3,0.7042,0,0,28528.3,1897.9,
H274-35.vsi - 20x,3830cad2-3ceb-49cc-b542-42dbea633de5,ME,,Image,Polygon,28098.9,4892.8,360.6449,3,3,91242.8,2099.1,
H274-35.vsi - 20x,c5e3c952-fe70-4cfe-a0e6-89433eab5376,BTAN,,Image,Polygon,28066.6,4685,26.1711,0,0,28435,1917.2,
H274-35.vsi - 20x,da3dca0c-9087-4225-a975-42ab26203c88,ARC,,Image,Geometry,28266.6,4745.6,2458.3235,16,16,287964.8,3125.7,
H274-35.vsi - 20x,d84d64e5-196d-4d2e-9cc7-26d617817b7d,DMH,,Image,Geometry,27935.4,4130.4,2252.4753,26,26,398884.7,4056,
H274-35.vsi - 20x,4897728c-b7f7-4b2a-9356-5f1bd03f7d3f,VMH,,Image,Geometry,28208,4385.4,1085.338,13,13,618710.5,4359,
H274-35.vsi - 20x,0f86f8c8-f19d-4c04-9da2-dc48484aac86,PH,,Image,Polygon,27768.4,3465.4,3377.4807,28,28,742887,3611.5,
H275-41.vsi - 20x,f17a5109-4d57-434e-81db-de37b6ff361b,PT,,Image,Polygon,12117.4,9823.2,0,0,0,15374.4,1397.7,
H275-41.vsi - 20x,61281f98-4bc4-49f0-88a5-19db56e6e65b,ME,,Image,Polygon,12092.4,9744.9,18.7775,0,0,69188.3,1505.4,
H275-41.vsi - 20x,de3a788f-e179-469a-ac00-5cb3bf1d6dcf,BTAN,,Image,Polygon,12074.6,9629.4,1.1736,0,0,13193,1464,
H275-41.vsi - 20x,093e1299-0c18-4d93-9dc0-f5d22753ad39,ARC,,Image,Geometry,12125.4,9530.4,114.7773,0,0,306628.1,3272.8,
H275-41.vsi - 20x,212ca48d-96eb-42d7-b9a7-6afec8cbc711,VMH,,Image,Geometry,12158.8,9162,510.5126,3,3,576111.9,4046.9,
H275-41.vsi - 20x,c68c9fc1-0eb6-4365-82a4-d80c759a6ad6,DMH,,Image,Geometry,12206.6,8744.7,48.4694,0,0,397416.6,3723.2,
H275-41.vsi - 20x,005c189a-f7dc-4491-9f14-44fa8c56f94d,ATAN,,Image,Polygon,12189.5,8836.6,38.0244,1,1,13839,940.96,
H275-41.vsi - 20x,dac6a499-83ec-40b0-8f5e-d5850a185e86,PH,,Image,Polygon,12206,8113.3,218.8749,1,1,688822.7,3560.1,
H275-41.vsi - 20x,c34a26a5-a8dd-48a1-9a37-24ebace7434e,PT,,Image,Polygon,20008.1,10108.9,15.8435,0,0,30761.2,1893.7,
H275-41.vsi - 20x,722804a4-3bc8-44c8-b51d-5d817d14a526,ME,,Image,Polygon,20020.1,10033.9,33.2127,0,0,65910.5,1895,
H275-41.vsi - 20x,917134d5-583d-4e42-91b8-c917c12dfcf6,BTAN,,Image,Polygon,20119.9,9921.4,170.4056,1,1,23975.3,1757.3,
H275-41.vsi - 20x,e42a0a8c-dfcd-47da-b320-a10a8f3927f4,ARC,,Image,Geometry,20198.1,9701.8,25.3496,0,0,319133.6,3357.5,
H275-41.vsi - 20x,1547f94a-673b-40d4-8641-a107407e850d,VMH,,Image,Geometry,20257.9,9290,795.8128,5,5,611638.1,4150.6,
H275-41.vsi - 20x,525d8882-70c6-45ac-b6a3-c3b2f7784825,ATAN,,Image,Polygon,20277.8,8959.8,0.4694,0,0,20451.4,1091,
H275-41.vsi - 20x,8211c379-16a5-4b0f-8666-09b3e8dd570f,DMH,,Image,Geometry,20281.9,8878.5,217.9361,1,1,414460.4,3886.9,
H275-41.vsi - 20x,0d1413d9-1409-4e08-b03d-7c91912394c1,PH,,Image,Geometry,20265.3,8222.3,489.3879,2,2,682895.9,4756.5,
H275-41.vsi - 20x,b47baab3-0df1-4755-8fd1-330554181f6d,PT,,Image,Polygon,28696.2,9479.2,3.0513,0,0,20682.3,1932.9,
H275-41.vsi - 20x,4379649b-2a62-4c3f-aebc-2e6a9bfdb562,ME,,Image,Polygon,28694.4,9402.4,2.6993,0,0,71941,1668.8,
H275-41.vsi - 20x,466d4997-56b1-4a89-a96d-354d1515631a,BTAN,,Image,Polygon,28568.8,9342.8,0,0,0,20701.8,1647.7,
H275-41.vsi - 20x,1eeeef10-9e78-437a-924f-e5f45a5cc010,ARC,,Image,Geometry,28714.7,9189.2,7.0416,0,0,299172.9,3184.9,
H275-41.vsi - 20x,07850f6a-2566-4d53-a08f-4bd9f3ad3491,VMH,,Image,Geometry,28725,8748.4,1.8777,0,0,596107,4594.8,
H275-41.vsi - 20x,b66ac175-f919-4bab-9bff-5d20bd4d9757,DMH,,Image,Geometry,28607.5,8279,85.9069,1,1,407710.4,3950.1,
H275-41.vsi - 20x,2d42cae0-44a1-441a-966f-62d65a048561,PH,,Image,Geometry,28591.5,7518.7,282.7184,3,3,707770.3,4931.6,
H275-41.vsi - 20x,5e0f4a6c-3687-4b51-987d-19712de56ca4,ATAN,,Image,Polygon,28653.9,8355.9,0,0,0,21542.9,1093.1,
H276-33.vsi - 20x,9d5e6230-b97f-4b80-98ed-cf0f62ff7adc,PT,,Image,Geometry,13724.5,7698.5,14268.5332,13,13,41752.7,2566.6,
H276-33.vsi - 20x,230dc2a6-3654-4a2d-8a0d-0f9dd8f488d6,ME,,Image,Geometry,13555,7706.9,2679.7803,18,18,116352.6,2190.9,
H276-33.vsi - 20x,0ad07789-e665-4123-8074-0e7126bbec84,BTAN,,Image,Polygon,13581.8,7576.7,2519.8196,9,9,22628.5,1585.9,
H276-33.vsi - 20x,67917078-00e0-4932-9bfc-0652c9f3dbd5,ARCx05,,Image,Polygon,13714.8,7360.5,3392.7375,22,22,157932.2,1844.9,
H276-33.vsi - 20x,9cff2fd2-6909-4f57-b4cc-e9efe33e4f79,VMHx05,,Image,Geometry,13660.4,6910.5,651.6957,6,6,298088.5,2250.7,
H276-33.vsi - 20x,4a0a05a0-2623-4c0b-9a17-bfe28c9768a9,DMHx05,,Image,Polygon,13315.4,6715,5955.041,34,34,201316,2275.7,
H276-33.vsi - 20x,62942336-3cdd-481b-81f5-7514eb6d17a6,ATAN,,Image,Polygon,13151.6,6963.6,2735.0564,11,11,18343.9,1197.5,
H276-33.vsi - 20x,88a85549-d13f-4fa4-8b8a-64a90a2b5e70,PHx05,,Image,Polygon,13133.4,6178.2,5427.2769,39,39,368106.6,2470.8,
H276-33.vsi - 20x,ff473367-abe6-4be8-9861-14814b43a0fd,ME,,Image,Geometry,21458.8,7710.3,7028.5259,39,39,130801.1,2665,
H276-33.vsi - 20x,b2bd7b31-3680-44af-8a14-77213f8f24b5,PT,,Image,Geometry,21545.8,7725.1,16473.8301,21,21,85686.9,3257.7,
H276-33.vsi - 20x,14cd2d6f-821d-4d11-9cc0-34149daac048,BTAN,,Image,Polygon,21531.4,7568.3,4589.9189,13,13,40958.4,2324.6,
H276-33.vsi - 20x,ff2c7eac-d09b-491b-b67e-1f809475ee36,ARCx05,,Image,Polygon,21692.3,7361.2,4378.0854,30,30,160529.9,1741.1,
H276-33.vsi - 20x,7e5daaf9-833d-4d31-bc6b-76011319fbe9,VMHx05,,Image,Polygon,21701,6941.6,3308.7083,23,23,358096.1,2221.1,
H276-33.vsi - 20x,439b9268-f9eb-460e-9a1a-77085f8f300d,DMHx05,,Image,Polygon,21353.2,6645.5,3921.3235,27,27,200038.4,2148.7,
H276-33.vsi - 20x,32f3306f-b524-48bd-a809-fe4ede8884c7,ATAN,,Image,Polygon,21168.6,6890.7,4667.376,18,18,16330.6,1289.3,
H276-33.vsi - 20x,901dff81-94e1-4d71-894a-a0983b46838d,PHx05,,Image,Polygon,21158.9,6092.1,4153.812,31,31,356102.8,2452.7,
H276-33.vsi - 20x,241e3af6-c8fd-43f0-9195-2f06744fc843,ATAN,,Image,Polygon,35362,7349.2,11887.5498,9,9,25809.4,1407.9,
H276-33.vsi - 20x,c9627ba1-1bbc-40be-9dfd-7ba49e515055,PT,,Image,Geometry,35611,8256.2,12041.6426,18,18,80929.3,3822.4,
H276-33.vsi - 20x,9c1b3e7a-2573-41d4-8bc8-c4fc512a8193,ARCx05,,Image,Polygon,35816.5,7876.2,2885.511,17,17,150786.9,1940.2,
H276-33.vsi - 20x,44589b68-dcaa-435e-916f-77070a0f3b39,ME,,Image,Polygon,35763.3,8226.7,2093.4536,14,14,86768.1,2018.7,
H276-33.vsi - 20x,8c92ca91-2a88-44db-8ab1-b3fedc41d50a,BTAN,,Image,Polygon,35772,8115.1,1233.2106,7,7,30755.3,2386,
H276-33.vsi - 20x,563bad33-bd13-4a2d-be73-30e1006894ea,VMHx05,,Image,Polygon,35919,7496.4,1494.2175,19,19,351129.8,2911.2,
H276-33.vsi - 20x,4ae50f3e-d353-47ca-8b44-e65f3cb3ed3e,DMHx05,,Image,Polygon,35647.4,7142.4,2287.918,16,16,214296.7,1957.8,
H276-33.vsi - 20x,6884ab39-bb4e-4c82-bb66-688b5388d7d6,PHx05,,Image,Polygon,35504.4,6583.1,1623.4301,16,16,358760.9,2450.8,
H278-37.vsi - 20x,7bad0902-8a8e-493d-8630-5c2895d60790,PT,,Image,Polygon,33387.5,9716.7,66.4253,1,1,15566.1,1120.5,
H278-37.vsi - 20x,939c6db0-eb5c-4a03-8042-73754ce1fcef,ME,,Image,Polygon,33271.7,9671.3,59.9706,1,1,43256.8,1043,
H278-37.vsi - 20x,151d1d8f-9ce6-49b5-b834-160c9b8ab48f,BTAN,,Image,Polygon,33243.5,9585.9,322.0337,3,3,6208.6,650.1,
H278-37.vsi - 20x,f9e9933a-2989-4228-ac28-032968c1a17b,ARCx05,,Image,Polygon,33485.7,9445.6,423.08,3,3,147219,1746.5,
H278-37.vsi - 20x,aead0dac-c3ca-4f3b-b53c-ac6c99abd308,VMHx05,,Image,Polygon,33551,9086.8,211.3639,3,3,301534.7,2063,
H278-37.vsi - 20x,3d07cda1-68cc-4f4e-bca6-1dc6702d61e2,DMHx05,,Image,Polygon,33421.5,8721.6,522.6006,5,5,204459.9,2004.8,
H278-37.vsi - 20x,ace7021f-9b48-4562-89f2-0146d818d67b,ATAN,,Image,Polygon,33131.8,8779.7,150.8066,2,2,11428.6,940.63,
H278-37.vsi - 20x,68bbb0b1-be30-4710-b559-7ccc44e0ff4d,PHx05,,Image,Polygon,32575.3,8064.6,320.6254,4,4,343244.7,2424.5,
H278-37.vsi - 20x,6b7bd227-bf5d-4eb5-8084-59c645afb06c,PT,,Image,Polygon,26925.7,8700.2,0.7042,0,0,7452.8,829.52,
H278-37.vsi - 20x,16a7b17e-59f5-4d8a-84f6-a4f684e7649d,ME,,Image,Polygon,26869.2,8635.7,77.3397,1,1,39355,929.22,
H278-37.vsi - 20x,4c16e7f4-68f6-4973-bd4e-d68c59f3e267,BTAN,,Image,Polygon,26776.9,8530.4,2.934,0,0,8020.2,701.39,
H278-37.vsi - 20x,ee99b777-ac9b-487d-be1a-5d4fb892445a,ARCx05,,Image,Polygon,27034.3,8411.4,41.3104,0,0,153250.5,1647.5,
H278-37.vsi - 20x,459892f6-a1f8-434d-b4ef-7d1071f70369,VMHx05,,Image,Polygon,27122.1,8042.1,131.325,1,1,309941.3,2139.4,
H278-37.vsi - 20x,7065a3a7-30bb-414d-89e3-10f0e5b9690c,DMHx05,,Image,Polygon,26970.5,7659.2,363.3441,4,4,210661.3,2094,
H278-37.vsi - 20x,7d7f4246-911f-411b-9ca6-098983c082a9,ATAN,,Image,Polygon,26679.7,7767.3,546.4245,2,2,19311.2,1165.8,
H278-37.vsi - 20x,6bcc2e85-6fdc-43db-b0f9-b7d3044e5679,PHx05,,Image,Polygon,26143.7,6965,609.329,6,6,384118,2549.8,
H278-37.vsi - 20x,7e4abb87-e6f3-4669-b1ae-42d610a1a0f0,cp,,Image,Polygon,36431.2,7236.5,117.0071,0,0,181927,3448.4,
H278-37.vsi - 20x,937812fa-2b17-4201-b3ba-f6fd5f5de6a3,cp,,Image,Polygon,21681.3,6858.4,797.2211,5,5,339350.5,3840.3,
H278-37.vsi - 20x,42903c38-0de4-4282-87c2-44cff4167229,cp,,Image,Polygon,708.01,7640.8,476.3611,7,7,335498.9,4390.5,
H278-37.vsi - 20x,34bef639-e305-4adf-a207-522953b1f1ac,ME,,Image,Geometry,18696,9622.5,1399.5087,7,7,67708.2,1550.3,
H278-37.vsi - 20x,f7af46b6-bced-4672-bcce-81a1339591fb,PT,,Image,Geometry,18664.7,9706.8,15.2567,0,0,13000.2,1372.7,
H278-37.vsi - 20x,7630dcc1-dc2e-42e0-91bf-87184df0a90f,BTAN,,Image,Geometry,18673.4,9514.4,65.3691,1,1,12527,991.9,
H278-37.vsi - 20x,6a1955bd-b843-4a78-bda4-c29fa44c6ddb,ARCx05,,Image,Polygon,19137.1,9340.1,20.5379,0,0,150166.3,1785.5,
H278-37.vsi - 20x,4396ff75-af8f-4ed0-8300-f5626f5b6f27,VMHx05,,Image,Polygon,19291.4,9005.6,179.5596,2,2,304989.7,2125.8,
H278-37.vsi - 20x,75988c20-1373-41fc-8f81-683f96182c88,ATAN,,Image,Polygon,18761.4,8774.4,38.4938,1,1,11269.3,882.18,
