Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,ROI: 1.00 µm per pixel: OD Sum: Mean,ROI: 1.00 µm per pixel: OD Sum: Std.dev.,ROI: 1.00 µm per pixel: OD Sum: Min,ROI: 1.00 µm per pixel: OD Sum: Max
h241-39.vsi - 20x,af546cab-a6f8-4eea-a752-849c4957be73,FOS,FOS,DMH,Polygon,4955.3,6972.1,0.424,0.0463,0.3473,0.6103
h241-39.vsi - 20x,b9993a15-25b6-45ed-b0ad-310740d83eaf,FOS,FOS,DMH,Polygon,4696.6,6975.3,0.425,0.0453,0.3496,0.5753
h241-39.vsi - 20x,722360cf-43c4-4045-b1c9-d975dbd71ff8,FOS,FOS,DMH,Polygon,4946.4,6979,0.3839,0.0193,0.3451,0.4064
h241-39.vsi - 20x,7767a76c-47e4-4ad7-b224-5677edf3530a,FOS,FOS,DMH,Polygon,4932.1,6984.8,0.4415,0.0533,0.3451,0.6189
h241-39.vsi - 20x,6b534871-5b55-4ac1-aad4-e46a884bfecd,FOS,FOS,DMH,Polygon,4625.4,6985.2,0.4382,0.0543,0.3385,0.6436
h241-39.vsi - 20x,688e310d-ad5b-4ce0-be2f-5e5cc007d537,FOS,FOS,DMH,Polygon,4822.5,6988.8,0.4057,0.0226,0.3652,0.4514
h241-39.vsi - 20x,07c3ceb5-1f5f-4aff-b608-48333410a052,FOS,FOS,DMH,Polygon,5217.7,7003.9,0.4398,0.0478,0.3607,0.5674
h241-39.vsi - 20x,0f50893d-f8d0-461d-89c7-6b189d4c061b,FOS,FOS,DMH,Polygon,5219.7,7071.8,0.3985,0.0289,0.3585,0.4418
h241-39.vsi - 20x,f40f7813-474e-441c-8988-9a8255098c7c,FOS,FOS,DMH,Polygon,5225.5,7072.4,0.4095,0.0135,0.3788,0.4372
h241-39.vsi - 20x,5520ab3c-eac8-4e41-a2b4-3bd393526057,FOS,FOS,DMH,Polygon,5186.8,7096.2,0.4467,0.0565,0.3585,0.6046
h241-39.vsi - 20x,a90efc50-0c85-4215-878e-1b6ae526fdda,FOS,FOS,DMH,Polygon,4941.2,7115.9,0.3996,0.0259,0.3451,0.4709
h241-39.vsi - 20x,c4f5ec78-5172-4fa5-a72a-fd8d90bf5502,FOS,FOS,DMH,Polygon,5033.9,7117.6,0.404,0.0306,0.3652,0.4958
h241-39.vsi - 20x,7b6a4d3f-5f43-4e8e-8a7f-ff1264f9bf0f,FOS,FOS,DMH,Polygon,4900.7,7122.7,0.4898,0.0922,0.3252,0.7152
h241-39.vsi - 20x,e280aacd-e8c5-4b72-92e1-3e4b73ab4c85,FOS,FOS,DMH,Polygon,4919.2,7122.9,0.4102,0.0287,0.363,0.481
h241-39.vsi - 20x,1639ac2a-5bf0-42a5-87fb-9d600fb38ee5,FOS,FOS,DMH,Polygon,5246,7213.5,0.3656,0.0137,0.3496,0.3903
h241-39.vsi - 20x,5006b85e-2393-4208-85b2-9ca75ea71eef,FOS,FOS,DMH,Polygon,5145.9,7221.8,0.4186,0.0305,0.363,0.4832
h241-39.vsi - 20x,4fb4c5c6-dbda-4dbf-a924-b88a17123029,FOS,FOS,DMH,Polygon,5155.3,7234.8,0.3942,0.0111,0.3766,0.4135
h241-39.vsi - 20x,079cdb94-193a-48c7-ac66-dfc2b7aec8f5,FOS,FOS,DMH,Polygon,5225.1,7250,0.4263,0.0449,0.3652,0.5993
h241-39.vsi - 20x,745c3537-da59-4101-a338-8a6168567907,FOS,FOS,DMH,Polygon,5137.5,7265.7,0.4006,0.0304,0.3385,0.4931
h241-39.vsi - 20x,1e28f367-ee92-49f6-8da9-5d4406e0133a,FOS,FOS,DMH,Polygon,5013.9,7287.5,0.3928,0.0253,0.3385,0.454
h241-39.vsi - 20x,2fb3ad1c-fac1-4198-a6cc-d65520556c8f,FOS,FOS,DMH,Polygon,5133.2,7296.2,0.3926,0.017,0.3563,0.4396
h241-39.vsi - 20x,33b1fce3-0ff1-4ace-af7f-698903252686,FOS,FOS,DMH,Polygon,4967.5,7318.4,0.455,0.0832,0.3496,0.8435
h241-39.vsi - 20x,2a1831f4-ff9f-400e-adef-19885b7b9caf,FOS,FOS,DMH,Polygon,5020.9,7377.9,0.4183,0.0268,0.3585,0.4758
h241-39.vsi - 20x,21154d19-bee1-4427-85fa-26c9ee1fd461,FOS,FOS,DMH,Polygon,5015.4,7425,0.3918,0.0111,0.3652,0.3995
h241-39.vsi - 20x,ceb6fab3-f593-4a38-a54b-422ce7bff392,FOS,FOS,DMH,Polygon,5022.5,7427.1,0.4042,0.0196,0.3652,0.4418
h241-39.vsi - 20x,f36b5f61-7f64-47e1-ada7-9470bac62fd4,FOS,FOS,DMH,Polygon,5011.2,7438.1,0.4098,0.0277,0.334,0.4758
h241-39.vsi - 20x,18725ab8-1cd5-4a12-874a-1aa44698c9a1,FOS,FOS,DMH,Polygon,5149.9,7447.6,0.4241,0.043,0.3607,0.5207
h241-39.vsi - 20x,c87f717e-389e-4270-9cda-4b1504830488,FOS,FOS,DMH,Polygon,5123.7,7463.6,0.3953,0.0216,0.3652,0.4515
h241-39.vsi - 20x,ef9919b2-8e0e-411c-b7d9-199351b29bfb,FOS,FOS,DMH,Polygon,5043.1,7493.7,0.3955,0.0153,0.372,0.4395
h241-39.vsi - 20x,ca639f13-dcf2-4016-b44b-97cf871bb2d8,FOS,FOS,PH,Polygon,4831.6,5729.8,0.4325,0.061,0.354,0.5672
h241-39.vsi - 20x,f42aa018-2966-4568-9123-3d20029dfb97,FOS,FOS,PH,Polygon,5156.8,5818.4,0.4246,0.0358,0.3652,0.5361
h241-39.vsi - 20x,52de5052-219f-4cd5-862d-7fbc998aa46a,FOS,FOS,PH,Polygon,5093.2,5920.4,0.3862,0.023,0.3429,0.4253
h241-39.vsi - 20x,6a524076-b3b2-4d4f-9895-a29f0e6f9207,FOS,FOS,PH,Polygon,5098.4,5928.9,0.415,0.0417,0.3274,0.5283
h241-39.vsi - 20x,e14333e7-b25f-4e73-9688-c88b2ad22833,FOS,FOS,PH,Polygon,5355.4,5965.2,0.3954,0.0202,0.3585,0.4324
h241-39.vsi - 20x,f0640ed4-9d02-4f9f-b079-a24864515986,FOS,FOS,PH,Polygon,5006.9,6005.9,0.4052,0.0382,0.3563,0.5157
h241-39.vsi - 20x,6dc748f0-cb33-4c08-b838-dc6f5ea0706e,FOS,FOS,PH,Polygon,4732.8,6010.8,0.3992,0.0137,0.3766,0.4159
h241-39.vsi - 20x,acd859c1-eb02-47f5-8596-a8d858c6a52d,FOS,FOS,PH,Polygon,5200.4,6042.7,0.3955,0.018,0.363,0.4276
h241-39.vsi - 20x,86c66495-e8e7-4f76-8c7d-f97000f780f4,FOS,FOS,PH,Polygon,4682.4,6054.6,0.5242,0.1476,0.3385,1.0987
h241-39.vsi - 20x,8736318a-bb02-4e18-8e5a-36dfbf0304c2,FOS,FOS,PH,Polygon,5057.2,6130.2,0.4179,0.0361,0.3518,0.5081
h241-39.vsi - 20x,7b55f903-2800-4398-b9a0-571eeea1e3cf,FOS,FOS,PH,Polygon,4642.1,6139.5,0.3689,0.0187,0.3407,0.4065
h241-39.vsi - 20x,48568a59-9d9c-4dcd-a402-f85b3f604ea8,FOS,FOS,PH,Polygon,4768.5,6220.2,0.4473,0.0715,0.3652,0.6348
h241-39.vsi - 20x,8a7b0421-e881-42e7-be59-91470d76e7a4,FOS,FOS,PH,Polygon,5267.8,6226.5,0.4263,0.0286,0.3788,0.4806
h241-39.vsi - 20x,263b33c0-158f-4be8-b632-197a9588bc39,FOS,FOS,PH,Polygon,5331.2,6318,0.3831,0.0164,0.3518,0.4323
h241-39.vsi - 20x,fdc883c8-71c9-4c25-b471-f84d7d25db7a,FOS,FOS,PH,Polygon,5137.9,6357.7,0.4132,0.0378,0.3451,0.5362
h241-39.vsi - 20x,a649fd1d-936d-4e8e-ba81-06c0aec40315,FOS,FOS,PH,Polygon,5110.3,6383.7,0.4283,0.0467,0.3585,0.5285
h241-39.vsi - 20x,debd0354-e3a1-4259-a390-1a065c15825c,FOS,FOS,PH,Polygon,5316.6,6461.2,0.4022,0.0196,0.3652,0.4395
h241-39.vsi - 20x,1857fb93-d05a-4c03-a9aa-ba65d21f31a9,FOS,FOS,PH,Polygon,4611.4,6469,0.4565,0.0545,0.3675,0.6131
h241-39.vsi - 20x,a2f69402-11e0-4be1-8629-5b2746f4c3a5,FOS,FOS,PH,Polygon,4972,6514.1,0.4058,0.0257,0.3518,0.449
h241-39.vsi - 20x,8962db38-0d85-4d06-bad3-a07ac7fed66f,FOS,FOS,PH,Polygon,4692,6544.9,0.4011,0.0198,0.3653,0.4442
h241-39.vsi - 20x,434c4da6-efdc-4bdc-9c4a-56c13b301896,FOS,FOS,PH,Polygon,4769.5,6556.2,0.5153,0.1082,0.3766,0.7634
h241-39.vsi - 20x,14f0bc28-8d3e-46f4-bc92-754e312eb0fb,FOS,FOS,ATAN,Polygon,5091.4,7493.8,0.3973,0.0254,0.3607,0.454
h241-39.vsi - 20x,a8a2feab-cad4-472a-aa23-1249b64f387a,FOS,FOS,ATAN,Polygon,5087.3,7500.3,0.3672,0.0084,0.3585,0.3788
h241-39.vsi - 20x,e2deb0ce-83b7-4b38-a72b-68aaae944cd5,FOS,FOS,DMH,Polygon,13034.1,6882.8,0.41,0.0224,0.3585,0.4562
h241-39.vsi - 20x,2425bd5f-0ba4-4f48-8564-1a9cea540857,FOS,FOS,DMH,Polygon,12866.7,6888.9,0.4467,0.0498,0.3857,0.5516
h241-39.vsi - 20x,1cb36d78-08d1-4774-93ee-7644fd654074,FOS,FOS,DMH,Polygon,12939.6,6889.3,0.4125,0.0297,0.3652,0.5463
h241-39.vsi - 20x,11b886f2-435d-4b65-a316-af0f086eaea1,FOS,FOS,DMH,Polygon,13725.5,6920.3,0.4337,0.0572,0.3496,0.621
h241-39.vsi - 20x,888e01e3-991e-4144-9842-54c6a4276b95,FOS,FOS,DMH,Polygon,13005.8,6925.2,0.4635,0.064,0.3652,0.6405
h241-39.vsi - 20x,142e7fdf-9b31-4986-af26-8d056005df05,FOS,FOS,DMH,Polygon,12897.2,6926.6,0.4577,0.0678,0.3562,0.7852
h241-39.vsi - 20x,88f071ac-b0ab-488e-b6b8-c8bb6bb9a308,FOS,FOS,DMH,Polygon,13076.4,6939.4,0.418,0.0298,0.3518,0.5258
h241-39.vsi - 20x,814f5778-be0c-479e-bfbf-8fac7c68d0be,FOS,FOS,DMH,Polygon,13626.2,6939.5,0.4203,0.0396,0.3518,0.5283
h241-39.vsi - 20x,6ec92885-4a36-41e2-b115-6ba005d2dd34,FOS,FOS,DMH,Polygon,12932.1,6941.1,0.4066,0.0223,0.363,0.4612
h241-39.vsi - 20x,98aeb077-c8b8-461b-b80e-49a1e506f3f1,FOS,FOS,DMH,Polygon,13114.9,6965.2,0.3839,0.0184,0.3563,0.4112
h241-39.vsi - 20x,465d057a-c16e-4c12-89f6-9c8dcaf2028f,FOS,FOS,DMH,Polygon,12920.2,6973,0.4517,0.0512,0.3652,0.5674
h241-39.vsi - 20x,922e7ca9-7121-4d3f-96cd-bbf4b722310b,FOS,FOS,DMH,Geometry,13667.5,6981.7,0.4985,0.1239,0.3495,0.9478
h241-39.vsi - 20x,949effce-4e0a-473a-aa85-525789010a37,FOS,FOS,DMH,Polygon,13750.6,6994.9,0.4709,0.0604,0.3607,0.649
h241-39.vsi - 20x,5aef2559-24cc-4690-91da-4f0846d18036,FOS,FOS,DMH,Polygon,12848.5,7001.4,0.3925,0.0175,0.3607,0.4275
h241-39.vsi - 20x,735e601d-2c0c-4415-bda7-26fc2f5b6909,FOS,FOS,DMH,Polygon,13025.8,7001.4,0.4215,0.0308,0.3652,0.5005
h241-39.vsi - 20x,165e7a02-99d9-4efe-9d1a-b1dda2aa160a,FOS,FOS,DMH,Polygon,12840.5,7001.9,0.4249,0.0251,0.372,0.4856
h241-39.vsi - 20x,bd9a8548-d7d0-4dd3-81d4-7603e4e7cc64,FOS,FOS,DMH,Polygon,13651.7,7003.8,0.4465,0.0584,0.3518,0.6406
h241-39.vsi - 20x,fd38252a-70d2-4ee0-a264-e3b45bcd66d1,FOS,FOS,DMH,Polygon,12861.2,7004.3,0.4396,0.063,0.3607,0.6658
h241-39.vsi - 20x,e3a0ed39-d9ad-4b60-b8df-170aa93d530e,FOS,FOS,DMH,Polygon,13194.1,7033.4,0.4233,0.0479,0.3474,0.5779
h241-39.vsi - 20x,e5f55de4-7833-4a34-a96f-b315d96e86c3,FOS,FOS,DMH,Polygon,13641.3,7044.1,0.4384,0.049,0.3518,0.6573
h241-39.vsi - 20x,c68989b2-7258-4d23-9e7b-8c1d1fca26b2,FOS,FOS,DMH,Polygon,12872.2,7050,0.3936,0.0209,0.3652,0.4347
h241-39.vsi - 20x,aa1e975a-b178-4bc0-9cec-83e11e8d517f,FOS,FOS,DMH,Polygon,13559.3,7052.4,0.4231,0.0311,0.3451,0.4832
h241-39.vsi - 20x,6fc793f7-4cac-4b3a-a414-c10ee1ee6cb3,FOS,FOS,DMH,Polygon,13697.8,7054.2,0.3961,0.021,0.3451,0.4418
h241-39.vsi - 20x,a8c27b4c-9d10-4f8b-92c5-f31145752de5,FOS,FOS,DMH,Polygon,12983.2,7060.5,0.4016,0.0098,0.3903,0.4182
h241-39.vsi - 20x,6018d533-8480-4078-bb9d-b2d1570b28a3,FOS,FOS,DMH,Polygon,13723.4,7060.5,0.4834,0.0952,0.3473,0.8009
h241-39.vsi - 20x,3b93ce26-b475-4cf8-a020-179df1a9d012,FOS,FOS,DMH,Polygon,12992.9,7060.9,0.4352,0.0391,0.363,0.5284
h241-39.vsi - 20x,d5f755f4-3156-429c-a697-cc92e9d17a3a,FOS,FOS,DMH,Polygon,12840.2,7065.6,0.3839,0.0157,0.363,0.4158
h241-39.vsi - 20x,2a4f8560-3074-495e-8704-d7a9b38a3c3b,FOS,FOS,DMH,Polygon,12938.9,7077.4,0.4054,0.0288,0.3562,0.4856
h241-39.vsi - 20x,f4a3765c-edcc-49e2-a22c-21707c3b4f8d,FOS,FOS,DMH,Polygon,13510.3,7083.5,0.3952,0.0263,0.363,0.449
h241-39.vsi - 20x,7acd973f-1476-47cf-8584-e375de3e74c7,FOS,FOS,DMH,Polygon,13161.7,7083.8,0.433,0.0458,0.3608,0.5599
h241-39.vsi - 20x,dbd2cab0-c307-4591-bcaf-ed154a716db2,FOS,FOS,DMH,Polygon,13189.1,7097.2,0.3806,0.0265,0.3385,0.4205
h241-39.vsi - 20x,d72e8329-9cc2-4442-a429-9c814c196c17,FOS,FOS,DMH,Polygon,13498.9,7098.7,0.3865,0.0148,0.363,0.4324
h241-39.vsi - 20x,ce557419-fec0-4b19-b377-057229bd9c1e,FOS,FOS,DMH,Polygon,13599.8,7100.1,0.4162,0.0257,0.3586,0.4612
h241-39.vsi - 20x,5ca99641-2b00-4b42-971e-18d1150372eb,FOS,FOS,DMH,Polygon,12935.8,7105.2,0.4148,0.0509,0.3541,0.5541
h241-39.vsi - 20x,408a0ed7-af7a-447b-bec1-afa103533b02,FOS,FOS,DMH,Polygon,12909.9,7106.3,0.4175,0.0386,0.3652,0.4782
h241-39.vsi - 20x,b87f3698-aa93-47c2-b490-82f012c1120f,FOS,FOS,DMH,Polygon,13169.7,7108.2,0.4033,0.025,0.3497,0.4538
h241-39.vsi - 20x,4095847f-21bb-4309-a977-c27c9cc41258,FOS,FOS,DMH,Polygon,12990.8,7111.1,0.3845,0.0212,0.3429,0.4395
h241-39.vsi - 20x,cbf53403-6f48-4d37-8a85-fe56894c9dcb,FOS,FOS,DMH,Polygon,13152.9,7120,0.4447,0.0553,0.3562,0.5726
h241-39.vsi - 20x,d4083d86-5c09-4096-bc4c-fa35edf53046,FOS,FOS,DMH,Polygon,13118.9,7120.8,0.4217,0.038,0.3585,0.5595
h241-39.vsi - 20x,46adc6b0-0f19-4582-a435-c439dd1288d5,FOS,FOS,DMH,Polygon,12909.2,7121.5,0.4269,0.0438,0.363,0.5361
h241-39.vsi - 20x,8cb6c2af-1837-40cb-8897-d01657460ef5,FOS,FOS,DMH,Polygon,13612,7132.8,0.4266,0.0366,0.3608,0.5361
h241-39.vsi - 20x,bd874f0c-2fd6-4eb1-8077-81785dd3c839,FOS,FOS,DMH,Polygon,12994.2,7136.7,0.4589,0.0536,0.3926,0.5541
h241-39.vsi - 20x,6b14bc8c-6a19-4631-9788-9df2e8bc78b4,FOS,FOS,DMH,Polygon,13713.2,7139.4,0.4518,0.0545,0.3585,0.5725
h241-39.vsi - 20x,609f311f-c06f-4ec5-ae7e-bcb78a735c63,FOS,FOS,DMH,Polygon,13615.2,7142.2,0.4021,0.0136,0.372,0.4181
h241-39.vsi - 20x,e21a08e2-9d0b-4576-bfde-10b5586f8296,FOS,FOS,DMH,Polygon,13574,7142.8,0.4245,0.0409,0.3563,0.5913
h241-39.vsi - 20x,491abebd-23c1-4882-a47a-2d26cce6a83d,FOS,FOS,DMH,Polygon,13592.1,7142.9,0.4148,0.0414,0.363,0.5859
h241-39.vsi - 20x,1f5df8e7-cc3b-457d-84a9-d9679330387f,FOS,FOS,DMH,Polygon,13515.5,7157.3,0.4295,0.0437,0.3518,0.5726
h241-39.vsi - 20x,09e4b6b2-c0af-4385-963b-71730bc69f65,FOS,FOS,DMH,Polygon,13818.8,7161.6,0.4226,0.0378,0.3698,0.57
h241-39.vsi - 20x,588cfddc-7703-4eff-bf88-c8d8dbda2930,FOS,FOS,DMH,Polygon,12862.2,7164.5,0.4098,0.0412,0.3585,0.5309
h241-39.vsi - 20x,c8ca504d-511d-4e1b-8be9-fd315ff60096,FOS,FOS,DMH,Polygon,13133,7167.2,0.4666,0.0775,0.3652,0.7476
h241-39.vsi - 20x,c984c33c-a5e5-4804-a1d5-f3d2b74d6780,FOS,FOS,DMH,Geometry,13095,7167.5,0.4252,0.0418,0.3518,0.5594
h241-39.vsi - 20x,1991816a-b7a1-44db-bbcb-29ed17f9290b,FOS,FOS,DMH,Polygon,13596.5,7172.3,0.4141,0.0405,0.363,0.5207
h241-39.vsi - 20x,4997cb97-abc8-4c79-88fb-c0679694e52f,FOS,FOS,DMH,Polygon,13185.6,7175.8,0.4826,0.1033,0.354,0.8714
h241-39.vsi - 20x,1d405823-561b-4d10-baa7-64cdea777e19,FOS,FOS,DMH,Polygon,13819.4,7180.7,0.4054,0.038,0.3518,0.4782
h241-39.vsi - 20x,86d0befb-ae48-4e3b-8640-fd97c9fe8412,FOS,FOS,DMH,Polygon,13244.8,7184.4,0.4101,0.0192,0.3788,0.4324
h241-39.vsi - 20x,cb9cdc2a-43f0-4792-a9b0-52cd7e9684e7,FOS,FOS,DMH,Polygon,13950.7,7189.1,0.4011,0.0165,0.363,0.4347
h241-39.vsi - 20x,3af33f60-7f08-4c4d-9421-87730d849ddd,FOS,FOS,DMH,Polygon,13248.5,7190,0.3804,0.012,0.3563,0.4042
h241-39.vsi - 20x,50eb3295-ba8a-4cd9-8880-d4b91de994b4,FOS,FOS,DMH,Polygon,12884.9,7191.9,0.4467,0.054,0.3652,0.6381
h241-39.vsi - 20x,988d6b29-ded5-4256-a0f9-53049158c5bc,FOS,FOS,DMH,Polygon,13307.3,7194.9,0.3882,0.0123,0.3675,0.4112
h241-39.vsi - 20x,8fa25703-4788-48ae-8fd1-ded453e7b92a,FOS,FOS,DMH,Polygon,13930.8,7199.2,0.4732,0.0797,0.3653,0.7567
h241-39.vsi - 20x,04a3928b-4061-4df5-b305-5a5b7435c69e,FOS,FOS,DMH,Polygon,13647,7204.6,0.4212,0.0391,0.3585,0.5542
h241-39.vsi - 20x,d3dafe9a-303d-41ae-b000-adecd94b1106,FOS,FOS,DMH,Polygon,13063.4,7205.4,0.4518,0.0621,0.3496,0.6572
h241-39.vsi - 20x,04c438de-6d9d-4105-aabc-1a3a96554f50,FOS,FOS,DMH,Polygon,13091.8,7209.5,0.4612,0.0842,0.3563,0.7333
h241-39.vsi - 20x,3169fd8b-2980-4dbf-923d-d9acd7b8ed80,FOS,FOS,DMH,Geometry,13590.7,7211.6,0.4405,0.0578,0.3518,0.6361
h241-39.vsi - 20x,47415600-c346-450b-b0c7-ef0b1e6c45b8,FOS,FOS,DMH,Polygon,13672.4,7218.1,0.3895,0.0172,0.3585,0.4158
h241-39.vsi - 20x,7994f6a1-d3d1-4491-8a9f-0c9382886ed8,FOS,FOS,DMH,Polygon,13507.8,7220.5,0.4278,0.0369,0.3698,0.5132
h241-39.vsi - 20x,3ded51c4-3431-47f1-acfd-793fc20f8f76,FOS,FOS,DMH,Polygon,13737.1,7221.2,0.3974,0.0203,0.363,0.4709
h241-39.vsi - 20x,de4ad87e-d69b-44a2-b416-e718ec6768c0,FOS,FOS,DMH,Polygon,13613.2,7222.6,0.3842,0.0158,0.3563,0.4112
h241-39.vsi - 20x,f42ab863-abe9-49a1-a5eb-9b9f7b7118d7,FOS,FOS,DMH,Polygon,13928.8,7223.4,0.4213,0.04,0.3495,0.5621
h241-39.vsi - 20x,9d350a19-1408-4be4-9091-6246c54cf2b8,FOS,FOS,DMH,Polygon,13531.1,7230.9,0.4021,0.0496,0.3518,0.5286
h241-39.vsi - 20x,b37fa5ad-3447-4006-afbb-8d697985aa5d,FOS,FOS,DMH,Polygon,13460.5,7236,0.4468,0.0593,0.3563,0.6187
h241-39.vsi - 20x,4c4c686c-8480-4831-a45e-c036c6986dae,FOS,FOS,DMH,Polygon,13557.6,7244.7,0.3876,0.015,0.3698,0.4182
h241-39.vsi - 20x,c0a8d8e4-135a-4526-a7c3-99123b6ae535,FOS,FOS,DMH,Polygon,13538.6,7250.2,0.4716,0.0805,0.363,0.6889
h241-39.vsi - 20x,441a591b-78a2-4384-a03b-808631a84248,FOS,FOS,DMH,Polygon,13563.5,7257.3,0.4451,0.063,0.3518,0.6267
h241-39.vsi - 20x,c1dac037-dbb0-48a7-bff8-e123ea66a603,FOS,FOS,DMH,Polygon,13791.4,7260.1,0.3957,0.025,0.3519,0.4636
h241-39.vsi - 20x,7a95a483-e6d1-41c1-bfac-77243128796e,FOS,FOS,DMH,Polygon,13724.6,7261.1,0.4336,0.0616,0.3451,0.5674
h241-39.vsi - 20x,c4343b6b-b65b-4e64-8e11-c8ad8d6093b3,FOS,FOS,DMH,Polygon,13496.3,7271.4,0.3801,0.013,0.3563,0.4042
h241-39.vsi - 20x,7dafa1b8-747f-47e7-b61b-b2dcb3fb5dfe,FOS,FOS,DMH,Polygon,13500.3,7277.4,0.3759,0.0158,0.3496,0.3972
h241-39.vsi - 20x,c13b7535-5e5c-46fa-a3f7-2c48c9d00964,FOS,FOS,DMH,Polygon,13497.3,7283,0.3868,0.0157,0.3563,0.4252
h241-39.vsi - 20x,a4dab48b-97c7-47c5-a6e5-1a69fa5f778f,FOS,FOS,DMH,Polygon,13463.6,7296.5,0.4046,0.0242,0.363,0.4709
h241-39.vsi - 20x,90296536-da20-4cf6-a7d8-80d6fc1b5468,FOS,FOS,DMH,Polygon,13289,7302.6,0.4417,0.0653,0.3495,0.6296
h241-39.vsi - 20x,d6ffd562-24cb-4ffd-ac0b-6d3d6df61500,FOS,FOS,DMH,Polygon,13520.6,7321.1,0.4906,0.0872,0.3518,0.8047
h241-39.vsi - 20x,420922d9-c77a-49d8-a904-ac65f29c0ae3,FOS,FOS,DMH,Polygon,13461.8,7322.1,0.4058,0.0309,0.3563,0.4709
h241-39.vsi - 20x,fce12119-81a7-422e-a1cf-3c0d2cebba19,FOS,FOS,DMH,Polygon,13283.6,7324.8,0.4088,0.0328,0.3541,0.5542
h241-39.vsi - 20x,e51f6fc5-c913-408d-9181-95b8b19f571a,FOS,FOS,DMH,Polygon,13294.5,7338.9,0.4424,0.061,0.3585,0.6601
h241-39.vsi - 20x,85d15bf8-c32b-42b4-ae71-f660f51bc9db,FOS,FOS,DMH,Polygon,13321,7345.7,0.4369,0.0641,0.3253,0.6771
h241-39.vsi - 20x,475bf23f-dfa7-4b66-945c-88fb2418dd56,FOS,FOS,DMH,Polygon,13436.5,7406,0.4116,0.0257,0.3698,0.466
h241-39.vsi - 20x,95795045-32f8-4904-948d-f872242ec5f4,FOS,FOS,DMH,Polygon,13297.6,7407,0.4398,0.0564,0.3563,0.6238
h241-39.vsi - 20x,4a974399-4e98-4079-ac7a-9dd3ad2a3f56,FOS,FOS,DMH,Polygon,13305.1,7417.7,0.3936,0.0146,0.3675,0.4134
h241-39.vsi - 20x,53e64207-a2c2-4d85-86f9-7d2852413914,FOS,FOS,DMH,Polygon,13481,7452.9,0.4438,0.0498,0.3585,0.6406
h241-39.vsi - 20x,05b65718-92b3-42d9-9d8e-0ad5b966dd8e,FOS,FOS,DMH,Polygon,13289.3,7461.8,0.3789,0.0151,0.3563,0.4205
h241-39.vsi - 20x,ef9dd9f4-e4ef-453a-8903-dd9a872b1d35,FOS,FOS,DMH,Polygon,13444,7462.7,0.4203,0.0367,0.3585,0.5056
h241-39.vsi - 20x,2ce6bbb1-162f-4eb1-b86b-8ad41493124f,FOS,FOS,DMH,Polygon,13475.6,7470.7,0.4022,0.0323,0.3518,0.4635
h241-39.vsi - 20x,c5b07491-c946-494b-b142-6e2ca4067e72,FOS,FOS,DMH,Polygon,13308.5,7483.3,0.4179,0.0349,0.3518,0.5031
h241-39.vsi - 20x,0d0fc2fe-ea5e-4d2a-8480-f3a64244946d,FOS,FOS,DMH,Polygon,13418.2,7522.9,0.3706,0.0142,0.3473,0.3949
h241-39.vsi - 20x,d3b21dd7-da1d-4c3d-8534-49337dc43738,FOS,FOS,DMH,Polygon,13434.1,7523,0.3777,0.0153,0.3518,0.4042
h241-39.vsi - 20x,8b2fbd6b-892d-42f7-9145-42843028d194,FOS,FOS,DMH,Polygon,13325.3,7539.2,0.4151,0.0286,0.3518,0.4856
h241-39.vsi - 20x,e83ad562-38f5-4704-9f61-aeb4e517c740,FOS,FOS,DMH,Polygon,13441.8,7558,0.4325,0.0498,0.3518,0.5993
h241-39.vsi - 20x,9415b00b-74d1-414c-8e52-7ced5b4486e5,FOS,FOS,DMH,Polygon,13416.2,7573,0.4389,0.0391,0.3834,0.5055
h241-39.vsi - 20x,5e030847-7c3b-497d-b3a1-5549df0efee3,FOS,FOS,DMH,Polygon,13337.5,7652.1,0.4026,0.0223,0.3675,0.4467
h241-39.vsi - 20x,ff6f397b-6dd5-4584-b721-0fef2c820b21,FOS,FOS,VMH,Polygon,14053.4,7414.5,0.4072,0.0288,0.3562,0.4562
h241-39.vsi - 20x,56813441-6d0e-4d8c-9b67-6c39cf8ef632,FOS,FOS,VMH,Polygon,13875,7483.5,0.4133,0.0447,0.3765,0.5593
h241-39.vsi - 20x,a2c4f211-0cb4-4b42-b1ad-be05d9085c09,FOS,FOS,VMH,Polygon,12808.8,7587.6,0.4028,0.0166,0.3765,0.4252
h241-39.vsi - 20x,e764ff07-4795-4a96-936b-139b8be3923f,FOS,FOS,VMH,Polygon,12739.1,7679.7,0.4133,0.0265,0.363,0.4611
h241-39.vsi - 20x,e3fbc68d-e3b7-49d7-b397-f74dc7a9f32b,FOS,FOS,VMH,Polygon,14101.9,7680.1,0.9694,0.5612,0.3562,1.8315
h241-39.vsi - 20x,772bf379-a8e2-4841-87d9-a02251d91034,FOS,FOS,VMH,Polygon,13077.5,7682,0.4162,0.0255,0.3788,0.4981
h241-39.vsi - 20x,6727803c-dd28-4021-9605-0a22259413ee,FOS,FOS,VMH,Polygon,13904.6,7727.7,0.9132,0.5067,0.3253,1.7133
h241-39.vsi - 20x,c889243c-58b8-47db-9bdf-80d1204c5a35,FOS,FOS,VMH,Polygon,12575.6,7746.3,0.4328,0.0407,0.3834,0.513
