Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,DAB-Thesholder: FOS area µm^2,ROI: 1.00 µm per pixel: OD Sum: Mean,ROI: 1.00 µm per pixel: OD Sum: Std.dev.,ROI: 1.00 µm per pixel: OD Sum: Min,ROI: 1.00 µm per pixel: OD Sum: Max,MIDLOW-SENS-FOS-thersholder: FOS area µm^2,DAB_FOS_LOWSENS: FOS area µm^2,DAB_Thresh_Very LOW SENS: FOS area µm^2,DAB-Thresholder_1: FOS area µm^2,Manual_DAB: FOS area µm^2,Num Detections,Num FOS,Area µm^2,Perimeter µm,Classifier: FOS area µm^2,PC_1: FOS area µm^2,ROI: 2.00 µm per pixel: OD Sum: Mean,ROI: 2.00 µm per pixel: OD Sum: Std.dev.,ROI: 2.00 µm per pixel: OD Sum: Min,ROI: 2.00 µm per pixel: OD Sum: Max
H254-39.vsi - 20x,33ce7ae2-6d3e-417a-a472-845ae9eb2aa4,DMH,,Image,Geometry,2620.4,8189.9,6265.3389,0.273,0.0155,0.2284,0.8551,4177.8745,2687.3972,185.426,1686.2032,17550.6914,88,88,400410.9,4297.5,,,,,,
H254-39.vsi - 20x,4772d3c2-9af0-44ed-b437-0c7bad4725fa,ARC,,Image,Geometry,2645.8,8988.2,332.9481,0.2692,0.0072,0.2345,0.4114,178.3912,73.2318,0,14.083,1390.4604,12,12,310554.3,3451.2,,,,,,
H254-39.vsi - 20x,4abf9e7d-ce37-432c-9e22-eedd8b6a0025,PH,,Image,Geometry,2501.5,7473.3,3242.7524,0.2721,0.0105,0.2345,0.765,2170.2695,1514.3969,86.3757,879.248,10967.832,64,64,696015.4,4603.2,,,,,,
H254-39.vsi - 20x,85c00763-bac2-4bdd-9687-b3ccace4054a,ATAN,,Image,Polygon,2652.3,8257.4,508.6348,0.275,0.0171,0.2406,0.7021,334.6008,202.0917,7.5109,123.4609,1163.2549,2,2,25521.1,1365.9,,,,,,
H254-39.vsi - 20x,f0450e4e-09e1-4cdf-937d-10f9498c8f04,BTAN,,Image,Polygon,2645.3,9032.1,2.8166,0.2686,0.0082,0.2406,0.3451,0.9389,0,0,0,146.9325,1,1,21084.4,1558.7,,,,,,
H254-39.vsi - 20x,56559325-d581-47ca-8bdb-62b18f5d18d3,VMH,,Image,Geometry,2708.3,8558.5,91.4228,0.2693,0.0063,0.2345,0.4612,44.7152,32.8604,0,2.8166,720.5797,3,3,596597.3,3969.6,,,,,,
H254-39.vsi - 20x,93485746-b600-459b-98f3-c00eb95e1dab,ARC,,Image,Geometry,9558.6,9178.6,176.1562,0.267,0.0074,0.2345,0.8522,84.5011,70.6499,12.2053,29.5743,684.4333,5,5,285554.3,3904.4,,,,,,
H254-39.vsi - 20x,b0167cc1-0290-4294-8a9f-44416c9c6514,VMH,,Image,Geometry,9432.9,8817.1,119.237,0.2677,0.0066,0.2304,0.6741,69.596,66.1903,0,22.0634,635.6122,5,5,587692.9,4024.8,,,,,,
H254-39.vsi - 20x,cdffe388-f9af-4ff3-86c5-c1dbebc568ad,DMH,,Image,Geometry,9366.5,8457.2,3096.6401,0.2701,0.0118,0.2264,1.4624,2062.2959,1284.3738,18.7773,672.228,8534.7607,55,55,399285.1,4147,,,,,,
H254-39.vsi - 20x,8e035e7c-4fa6-48ff-8db9-7677c66538b1,ATAN,,Image,Polygon,9431.9,8560.2,0,0.27,0.0068,0.2468,0.31,0,0,0,0,19.2468,0,0,24457.7,1241.6,,,,,,
H254-39.vsi - 20x,424e1d4a-2bf9-46b5-b3eb-718c30b8626a,BTAN,,Image,Polygon,9425.7,9216.5,8.8019,0.265,0.0076,0.2365,0.363,1.4084,0,0,0,82.1508,1,1,27549.5,1491.7,,,,,,
H254-39.vsi - 20x,8f349aef-306b-45a4-92e3-401af9b766da,PH,,Image,Geometry,9383.7,7708.7,2180.4167,0.2716,0.01,0.2345,0.6776,1458.7,1091.3186,43.1878,526.7038,8495.3291,55,55,615618.1,4454.4,,,,,,
H254-39.vsi - 20x,4451d127-813c-4184-8620-78e07def48a5,ME,,Image,Polygon,2716.5,9129.8,324.7329,0.27,0.011,0.2406,0.5624,231.3217,147.6373,3.7555,86.8451,824.7938,4,4,51926.9,1185.3,,,,,,
H254-39.vsi - 20x,507796ec-a5ea-4ee6-8a29-e72f8b8ba4be,PT,,Image,Polygon,15114.3,8376.9,4.6944,0.2693,0.0068,0.2406,0.3563,2.1125,0,0,0,47.8822,0,0,19831.5,1028.6,,,,,,
H254-39.vsi - 20x,9ef5bec4-8679-44b0-a2e0-c463b25b3f06,ME,,Image,Polygon,15083.6,8311.1,63.1393,0.2692,0.008,0.2427,0.3835,25.9371,11.1491,0,1.4083,329.542,3,3,43746.3,1149.2,,,,,,
H254-39.vsi - 20x,0db8c25a-e605-4165-9318-2e4a80271868,BTAN,,Image,Polygon,15069.7,8224.7,87.1979,0.2689,0.0107,0.2365,0.5228,44.9499,29.5744,0,14.5524,408.4067,4,4,22033.6,1645,,,,,,
H254-39.vsi - 20x,efea5daa-7238-4056-a218-ab72d14cc0b5,ATAN,,Image,Polygon,15214.8,7624.5,0.2347,0.2731,0.0076,0.2468,0.3144,0.2347,0,0,0,103.2753,0,0,13050,903.32,,,,,,
H254-39.vsi - 20x,33d5369a-6421-4e71-9042-17113377aff5,ARC,,Image,Geometry,15171,8134.5,310.1804,0.2685,0.0075,0.2345,0.5198,206.7929,115.3636,5.1638,76.987,1036.5081,4,4,280557.3,3032.4,,,,,,
H254-39.vsi - 20x,fc88aa51-ed1a-4c78-a9e2-cc2f8987e512,VMH,,Image,Geometry,15190.5,7823.5,292.8112,0.2699,0.0071,0.2365,0.7424,206.6756,167.0014,4.2249,94.356,1304.5542,7,7,583863.1,4308.3,,,,,,
H254-39.vsi - 20x,2f3cc901-5352-4c5a-80a5-8550aa473907,DMH,,Image,Geometry,15208.9,7464.4,2215.9766,0.272,0.0107,0.2406,0.7295,1488.0406,1008.5807,39.4324,560.9724,8004.771,41,41,403161,4168.6,,,,,,
H254-39.vsi - 20x,75621502-b603-4bf7-8e2d-41ba27a259f3,PH,,Image,Geometry,15269.7,6774.3,2177.4829,0.2729,0.0098,0.2365,0.7207,1194.8688,693.4726,0.9389,392.9154,13572.7158,78,78,704103.3,5744.7,,,,,,
H211-45.vsi - 20x,03b65f2d-d6a9-4ae0-9730-0abffd3ffb56,ME,,Image,Geometry,4451.9,10425.2,37.0855,0.2611,0.0076,0.2304,0.6198,25.7024,30.5133,3.286,11.7358,77.9259,1,1,84912.5,1611.1,,,,,,
H211-45.vsi - 20x,aa2f0b3d-568d-4513-bc5e-c276bae04289,BTAN,,Image,Polygon,4532.1,10308.7,30.8655,0.2622,0.0105,0.2284,0.6107,23.7072,29.9265,4.2249,12.6747,41.7795,1,1,22264.4,1278.6,,,,,,
H211-45.vsi - 20x,bf9fdf37-34ea-4cc7-b812-187dbf7ad4ac,ATAN,,Image,Polygon,4581.2,9680.7,5.5159,0.265,0.0066,0.2365,0.3652,1.6431,0,0,0,18.7773,0,0,23022.9,1296.5,,,,,,
H211-45.vsi - 20x,13251db4-d0e7-467f-9297-12fb12d4e855,ARC,,Image,Geometry,4545.3,10202.7,12.2054,0.2624,0.0063,0.2304,0.3857,8.2154,4.9291,0,0,65.7206,0,0,290715.3,3576.2,,,,,,
H211-45.vsi - 20x,1149eb3f-7c16-43a7-a891-6b4664854c57,VMH,,Image,Geometry,4544.5,9846.9,70.1808,0.2637,0.0078,0.2284,1.7545,53.9868,72.9971,17.369,34.738,250.2078,4,4,592623.7,4345.1,,,,,,
H211-45.vsi - 20x,527a839a-fb84-481b-b048-efd6c82218a7,PH,,Image,Polygon,4553.7,8797.7,909.6512,0.2686,0.0086,0.2203,0.627,424.0311,97.2904,1.8777,18.3079,5545.8813,32,32,707546,4494.3,,,,,,
H211-45.vsi - 20x,42e769db-f4d9-4201-b766-97069f6a5cae,ME,,Image,Geometry,13595.1,10030.1,382.7084,0.2795,0.0164,0.2406,0.6073,88.8435,28.2834,0,3.286,3333.4436,12,12,35624.3,1277.2,,,,,,
H211-45.vsi - 20x,2c2bb6af-4dfb-4831-86de-a2bb1a964fb1,BTAN,,Image,Polygon,13745.3,10031.1,38.1417,0.2708,0.0132,0.2365,0.3836,7.0418,0,0,0,584.9135,4,4,17147.3,1215.8,,,,,,
H211-45.vsi - 20x,97727b71-50ec-46f7-9aa7-aa5bb6ef7067,ATAN,,Image,Polygon,13665.5,9343.5,133.6721,0.2677,0.0113,0.2345,0.5207,81.9191,51.9899,0,5.6332,541.2562,2,2,29040.5,1224.5,,,,,,
H211-45.vsi - 20x,87c8b17e-14b4-463d-bcd4-e6f7f385bbca,VMH,,Image,Geometry,13697.4,9464.9,352.4297,0.2667,0.0089,0.2264,1.0264,154.5666,168.5271,7.0415,24.8799,3455.9656,13,13,592575.8,4067.9,,,,,,
H211-45.vsi - 20x,fd685a20-9fd2-49c5-ba6c-1dfe82e7ed81,DMH,,Image,Geometry,13666.6,9047.8,355.0116,0.2677,0.0087,0.2304,0.8384,154.0971,86.8454,0.4694,6.5721,2941.467,17,17,414441.5,4053.2,,,,,,
H211-45.vsi - 20x,6783dec1-3edd-44ba-b293-f0a888ff4010,PH,,Image,Polygon,13671.8,8478,1993.5809,0.2743,0.0188,0.2243,2.4953,1125.0381,726.6851,99.0504,181.2011,11775.7266,77,77,679578.7,3619.2,,,,,,
H211-45.vsi - 20x,76990a9f-dd2b-47c0-b1af-e5991af2d61b,PH,,Image,Polygon,21673.6,7448.6,1928.2119,0.2742,0.0124,0.2304,1.4228,980.33,713.0715,2.3472,30.0437,22296.6582,121,121,724271.5,3860.8,,,,,,
H211-45.vsi - 20x,e5a82094-ea77-4741-b083-f042bccbb049,DMH,,Image,Geometry,21650.1,8184.9,282.2489,0.2651,0.0082,0.2304,0.5007,141.6567,96.7036,0,0,1958.9438,10,10,415903.7,3758.2,,,,,,
H211-45.vsi - 20x,505f445a-009f-4832-a824-25f414bae58a,VMH,,Image,Geometry,21730.5,8513.6,733.3777,0.2664,0.0088,0.2304,1.0378,385.3015,313.5825,4.2249,15.4913,4228.1831,24,24,689038.4,4727.2,,,,,,
H211-45.vsi - 20x,58b417de-6f35-480f-a018-85b0c51111b2,VMH,,Image,Geometry,21699.3,8827.8,583.2753,0.2658,0.0125,0.2223,1.4738,370.8659,294.3356,23.0022,51.1682,2504.425,20,20,308233,3443.4,,,,,,
H211-45.vsi - 20x,2f6eb62d-44ae-4f6d-b236-07d13873a693,ATAN,,Image,Polygon,21689.3,8337.3,4.6944,0.2658,0.0078,0.2365,0.4276,2.6993,13.3789,0,0,22.0634,0,0,10310.2,781.69,,,,,,
H211-45.vsi - 20x,487031b8-ffac-4a0b-9161-ef5c14f226a1,BTAN,,Image,Geometry,21743.2,8938.3,18.7775,0.2622,0.0096,0.2345,0.4205,10.9147,0,0,0,52.5765,1,1,13812.7,1017.4,,,,,,
H211-45.vsi - 20x,649495c7-d9dd-4264-9bad-85a70ee32ff7,ME,,Image,Polygon,21616.8,9196.7,465.3293,0.2715,0.014,0.2284,0.6786,298.2184,300.321,51.6376,67.5984,2877.6243,19,19,133000.5,2411.1,,,,,,
H211-45.vsi - 20x,4d5e6f5f-ab81-4254-aee3-20e64f841aad,PT,,Image,Polygon,4521,10624.3,0,0.2627,0.0074,0.2345,0.3187,0.1174,0,0,0,103.7447,0,0,42728.2,2515.8,,,,,,
H211-45.vsi - 20x,cccd13f7-4d29-4f68-95e4-28b4e739d774,PT,,Image,Polygon,21717.2,9239.6,105.858,0.2639,0.0163,0.2244,1.8937,48.0013,60.3224,6.1026,10.3275,410.7538,3,3,46447.7,3287.7,,,,,,
H211-45.vsi - 20x,aca9d052-06cd-4d10-834e-a36b0f1e3837,PT,,Image,Polygon,13673.2,10172.1,47.061,0.2718,0.0107,0.2365,0.3676,25.4677,0.5868,0,0,212.6531,3,3,13114.6,937.64,,,,,,
H211-45.vsi - 20x,dcdf2b1b-28b8-4c94-841c-334c5bd9ea59,ARCx05,,Image,Geometry,13852.5,9803.7,73.8189,0.2662,0.0087,0.2345,0.3788,21.4774,10.797,0,0,647.3481,2,2,127151.5,1911.3,,,,,,
H211-45.vsi - 20x,9fd16c1d-084f-4e01-a530-cd086a5c8179,DMH,,Image,Geometry,4597.9,9535.7,208.5473,0.2636,0.0072,0.2345,0.5753,153.6277,120.7621,7.5109,53.9848,686.7805,10,10,397798.6,4018.7,,,,,,
H216-39.vsi - 20x,e9ef0d7c-e3d1-41c3-b18b-d988620765b1,VMH,,Image,Geometry,9819.9,8426.7,561.3291,0.2673,0.0081,0.2304,0.7699,314.0624,264.7613,9.8581,33.7992,3094.0327,3,3,626706,4234.8,,,,,,
H216-39.vsi - 20x,8ff38721-b33c-4ce3-83a2-310f5d3f347e,ARC,,Image,Geometry,9872.5,8834.1,662.7275,0.2671,0.0092,0.2304,0.997,432.8333,270.0424,3.286,44.5961,2658.3989,8,8,323151.3,3103.4,,,,,,
H216-39.vsi - 20x,486acd5b-fc43-490e-9499-e5cb016dd349,DMH,,Image,Geometry,9777.4,8056.3,10279.7285,0.2731,0.0252,0.2304,1.8104,6839.7759,4218.811,400.4263,1297.0433,26398.5645,85,85,403750.7,3816.6,,,,,,
H216-39.vsi - 20x,4a9d6fe5-a8fa-4903-86eb-3824557546ff,PH,,Image,Geometry,9653.5,7429.1,6091.6475,0.2704,0.0206,0.2304,2.4276,4226.9321,3002.2705,327.1948,1128.9863,18413.5078,36,36,681039.3,4513.9,,,,,,
H216-39.vsi - 20x,8c861baa-e9e3-4f61-adf2-984ca36262ff,ATAN,,Image,Polygon,9776.1,8094.1,161.721,0.2649,0.0094,0.2345,0.4591,87.7872,41.1929,0,0,650.1647,1,1,53304.7,1892.8,,,,,,
H216-39.vsi - 20x,066df675-01b3-41da-acac-62113947a003,BTAN,,Image,Polygon,9934.2,9031.9,1357.2593,0.2722,0.0273,0.2305,1.0646,924.9348,646.5291,35.6769,135.6661,3374.7537,7,7,42499.5,2384.8,,,,,,
H216-39.vsi - 20x,fcb9f3c6-21f2-4528-b567-d9872f18526d,ME,,Image,Polygon,9908.3,9111.9,1194.13,0.2722,0.016,0.2365,0.7773,668.1454,351.1373,18.7773,89.1923,4482.6157,12,12,85818.2,2534.4,,,,,,
H216-39.vsi - 20x,ae6fc3f0-6cf1-415d-b591-8f89b9c72d95,PT,,Image,Polygon,9915.1,9162.2,9650.0957,0.3056,0.1654,0.2345,4.1004,8096.3774,7091.5176,3267.7229,4714.0459,14222.4111,23,23,86217.7,3463.8,,,,,,
H216-39.vsi - 20x,bfe08bb8-b9e7-4b40-8596-7b6b2dc52dff,DMH,,Image,Geometry,16080.8,7875.2,6638.5415,0.2716,0.017,0.2345,0.7921,3975.8933,2237.4438,47.4127,551.5837,22277.8809,87,87,401901.3,4067.2,,,,,,
H216-39.vsi - 20x,6c3108fe-cfcf-498b-accf-d792960e4c38,VMH,,Image,Geometry,16183.4,8222.5,445.8477,0.2664,0.0073,0.2304,0.8679,225.3362,210.0721,0.4694,5.6332,2531.1826,4,4,714154.2,4486.7,,,,,,
H216-39.vsi - 20x,fa205d07-81a9-41ea-b7f2-5f4d419a320f,ARC,,Image,Geometry,16140.1,8643.3,517.4368,0.2667,0.0081,0.2304,0.5392,299.6268,137.3097,0,5.6332,2344.3484,4,4,326194.9,3235,,,,,,
H216-39.vsi - 20x,c25ab2c2-23db-4643-9b03-f0b56e1eade9,PT,,Image,Polygon,16233.2,8963.5,11204.2842,0.3114,0.2015,0.2284,6.0155,9551.6738,8666.002,4197.2002,5967.9014,16465.832,28,28,96404.1,3164.7,,,,,,
H216-39.vsi - 20x,962c5b57-4a97-42ae-979a-6d44c009fa6f,ME,,Image,Polygon,16257,8916.1,1901.1019,0.2755,0.0254,0.2406,1.1288,1296.6222,882.3028,135.6661,344.0944,5951.9409,14,14,88584.1,2529.6,,,,,,
H216-39.vsi - 20x,f4d5ac9b-cb19-4c8a-822b-2fe3903ae6a3,BTAN,,Image,Polygon,16233.2,8846.1,1148.9467,0.2721,0.0213,0.2345,0.9126,740.7928,414.3936,34.2686,90.1311,4099.0889,7,7,55401.9,2305.2,,,,,,
H216-39.vsi - 20x,37750409-a01d-4e74-847d-1ff7572b5d51,ATAN,,Image,Polygon,16092.1,8018.9,53.8679,0.2644,0.0097,0.2345,0.3699,12.6752,5.6332,0,0.4694,456.7583,0,0,35903.9,1891.1,,,,,,
H216-39.vsi - 20x,d1f8ffef-801c-4cd9-9a9b-15b4312d096a,PH,,Image,Geometry,15990.4,7226,5033.8887,0.2706,0.0154,0.2345,1.5473,3148.6042,2013.7582,223.4501,778.7893,17012.7207,36,36,700571.6,4828.1,,,,,,
H216-39.vsi - 20x,08110d9d-5b14-4e79-9490-c306b548faca,PT,,Image,Polygon,34512.1,8130.2,14264.3086,0.3562,0.2602,0.2304,4.7091,12122.9717,10251.4004,4818.7295,7041.0254,20548.959,25,25,61140.3,3203.8,,,,,,
H216-39.vsi - 20x,0848771e-4f6a-4053-9ffa-9e7f5822364c,ME,,Image,Polygon,34498.7,8082.5,2209.1699,0.2773,0.0196,0.2427,0.8511,1470.3188,819.7506,20.1856,274.1489,7288.8857,15,15,101066.6,2823.2,,,,,,
H216-39.vsi - 20x,c8364a8e-ea32-416b-b5ba-b01b2f248a70,BTAN,,Image,Geometry,34597.4,7868.6,1379.5576,0.2734,0.03,0.2365,0.996,960.613,668.5926,82.6202,346.911,3169.6116,6,6,47568.2,2906.9,,,,,,
H216-39.vsi - 20x,99bc0e49-54f5-40ee-bad8-8818b283472b,ATAN,,Image,Polygon,34430.2,7147.7,4896.5786,0.2927,0.0424,0.2406,0.7598,3376.5225,1869.8763,174.6291,767.0535,11141.9922,13,13,33431.9,1477.2,,,,,,
H216-39.vsi - 20x,96abd76f-20c5-4ddb-b9c1-ec6a3776d9b1,VMH,,Image,Geometry,34480.3,7341.5,1195.7731,0.2686,0.0087,0.2305,0.8502,570.3823,332.7119,38.9629,55.3931,6094.1792,12,12,707912.5,4411.5,,,,,,
H216-39.vsi - 20x,0eca5ed0-fcc4-483b-80fd-2cdb5eb542ff,ARC,,Image,Geometry,34533.1,7745.9,1358.1982,0.2699,0.0116,0.2365,0.9968,827.0544,491.9677,48.821,169.9347,6528.874,10,10,339468.2,3448.9,,,,,,
H216-39.vsi - 20x,f64955c5-1fa7-4b47-98b3-c4808fc01ddd,DMH,,Image,Geometry,34438.7,7031.9,4069.9001,0.2712,0.0134,0.2365,1.1057,2509.7996,1377.4392,85.9062,355.3608,14390.4678,76,76,400620.9,4177.2,,,,,,
H216-39.vsi - 20x,eec6764a-bade-4657-a6d8-f91ec0b3e67d,PH,,Image,Geometry,34331.3,6375.7,5270.8369,0.2719,0.0198,0.2224,2.9087,3581.2029,2664.5122,353.9525,951.0712,17899.4805,39,39,708947.5,4861.6,,,,,,
H216-39.vsi - 20x,78738113-6403-4092-8ff3-409219236f36,cp,,Image,Geometry,21531.6,2061,51273.3008,0.5168,0.2252,0.2489,2.7255,48678.375,43932.1758,23493.2422,35245.4961,55601.0508,3,3,62664.8,2637.2,,,,,,
H224-35.vsi - 20x,f6406927-52f2-4692-ac0d-0a90d3224de3,VMH,,Image,Geometry,4365.3,8599.3,768.5855,0.2793,0.0084,0.2427,0.6264,275.8022,149.515,0.4694,3.7555,,0,0,589015.7,4261,,,,,,
H224-35.vsi - 20x,a25af26f-b7e8-4f26-b725-f70a9138d3b3,PH,,Image,Geometry,4210.1,7487.9,12779.3623,0.2851,0.0192,0.2427,4.7835,6613.1489,3401.1729,121.5831,766.1146,,20,20,693601.8,5078.6,,,,,,
H224-35.vsi - 20x,0d0037ba-f2e6-4701-9304-39ca8cb3700f,BTAN,,Image,Geometry,4336.3,9074.9,312.997,0.2804,0.0153,0.2468,0.6019,116.4237,44.9484,0,2.8166,,0,0,14516.8,1323.7,,,,,,
H224-35.vsi - 20x,4691c477-f98a-4e86-82a3-b6085f75f3d4,ATAN,,Image,Polygon,4340,8231,297.5056,0.2852,0.0131,0.2468,0.4635,138.0184,67.716,0,1.4083,,0,0,13806.9,1245.7,,,,,,
H224-35.vsi - 20x,7b862ef0-89f8-49ca-a42f-709fd1c287d0,ME,,Image,Geometry,4353.5,9197.9,256.0778,0.2767,0.0132,0.2468,1.1696,145.8817,80.5081,4.2249,7.5109,,1,1,40832.2,1427.5,,,,,,
H224-35.vsi - 20x,991a64ed-d326-4534-ae87-d9fa106633fd,PT,,Image,Geometry,4286.9,9273.1,15.7261,0.2753,0.0084,0.2509,0.4205,8.2154,1.7604,0,0,,0,0,13831.7,1320.7,,,,,,
H224-35.vsi - 20x,126f0815-f9e3-47ed-ab49-6b7df55077a6,ARC,,Image,Geometry,4329.4,8975.1,628.3412,0.2782,0.0088,0.2366,0.5106,225.8057,123.2266,0,0.9389,,0,0,312583.2,3632.3,,,,,,
H224-35.vsi - 20x,6621e2a4-bb46-4167-aa87-8aac4c16acde,BTAN,,Image,Geometry,12179.3,8628,296.6841,0.2799,0.0254,0.2468,0.8365,191.4184,138.6006,10.3275,54.4542,,1,1,12026,1238.2,,,,,,
H224-35.vsi - 20x,bc5de307-b2da-4308-9d4a-ea6f6d2fdaa0,PT,,Image,Geometry,12257.4,8822.8,30.396,0.2749,0.0098,0.2427,0.4181,11.971,4.6943,0,0,,0,0,14239.1,1527.1,,,,,,
H224-35.vsi - 20x,6617d466-8e34-4007-b269-17b4357d191c,VMH,,Image,Geometry,12201.9,8201,788.6539,0.2773,0.0081,0.2365,0.493,373.3305,197.28,0,3.286,,0,0,703458.2,4316.2,,,,,,
H224-35.vsi - 20x,ca3a58e9-8c52-46ca-ae9f-9f2f5143d525,PH,,Image,Geometry,12110.4,7080.4,4869.5859,0.2807,0.0121,0.2427,1.2482,2358.167,1144.0127,9.3887,242.6969,,7,7,658046.4,4663.9,,,,,,
H224-35.vsi - 20x,9f35234f-e58a-4e9f-a012-edcb3db0e54f,ARC,,Image,Geometry,12209.9,8580,1068.2036,0.2764,0.0098,0.2406,0.5161,623.8997,364.2814,0,12.2053,,3,3,302587.9,3513.9,,,,,,
H224-35.vsi - 20x,590496f6-e8ae-4528-b186-36c2d2f2ab6a,ME,,Image,Geometry,12175.9,8772.5,247.6279,0.2756,0.0098,0.2427,0.4948,141.1872,95.4126,0,16.8996,,1,1,59872.6,1550.2,,,,,,
H224-35.vsi - 20x,0c5cf7d9-cdee-4f27-a9d0-118543ad3230,VMH,,Image,Geometry,20546.1,8357,502.1801,0.2777,0.0095,0.2325,1.908,208.3186,133.3195,8.4498,11.7358,,0,0,605673.8,4059.4,,,,,,
H224-35.vsi - 20x,21f6a396-10ab-4240-802b-4a1ebd3907ce,ATAN,,Image,Polygon,20544.4,8067.4,147.5205,0.2819,0.0101,0.253,0.3927,55.3952,6.5721,0,0,,0,0,22031.5,1166.7,,,,,,
H224-35.vsi - 20x,7db4b700-329d-4e64-95dc-71b73aaa04f2,BTAN,,Image,Geometry,20501.5,8740.6,69.9461,0.2757,0.0096,0.2489,0.3835,34.7393,18.8948,0,0,,0,0,15415.2,1402.3,,,,,,
H224-35.vsi - 20x,ce850d70-54e3-4cf8-a8fb-2d2f62e22dbf,PT,,Image,Geometry,20467,8966.2,41.7799,0.2736,0.0434,0.2345,2.7633,31.5705,63.3737,13.6136,22.0634,,1,1,18124,1598.9,,,,,,
H224-35.vsi - 20x,f105d28f-dea0-49d7-bbaa-24a0dc0aa9d7,ME,,Image,Geometry,20519.9,8878.4,476.8305,0.2785,0.0155,0.2063,0.973,302.0914,204.3215,29.1048,59.618,,2,2,54593.9,1455.1,,,,,,
H224-35.vsi - 20x,39a52084-9d8b-4767-8059-7782374c02bb,ARC,,Image,Geometry,20559.8,8704,404.6546,0.2769,0.0086,0.2365,0.542,216.7688,154.7961,0,13.1441,,1,1,292515.3,3548.2,,,,,,
H224-35.vsi - 20x,b40be4e6-79c3-46b4-bf2e-de9270f555b2,DMH,,Image,Geometry,20539.8,7923.1,2078.3142,0.278,0.0101,0.2365,0.6133,1056.733,442.7944,0,40.8407,,4,4,401127.8,3709.5,,,,,,
H224-35.vsi - 20x,810bcd25-f747-4915-a53d-35eda7c1b593,PH,,Image,Polygon,20528.3,7330.2,5218.7295,0.2821,0.0119,0.2143,0.8223,2346.4309,1075.1232,7.9804,93.8866,,2,2,717835.6,3269.3,,,,,,
H224-35.vsi - 20x,97cea2ca-94be-4b57-b1cd-ba077b63056f,DMH,,Image,Geometry,12196.8,7734.7,2089.8154,0.2775,0.0272,0.2427,6.3745,1195.3383,714.4799,100.9281,221.1029,,23,23,397453.5,3760.4,,,,,,
H224-35.vsi - 20x,690745ec-5b43-4f0f-ba35-494ae2aa3a3e,DMH,,Image,Geometry,4335,8134.6,3561.8521,0.2791,0.0125,0.2365,1.0402,2140.342,1375.3268,16.4302,378.8324,,36,36,426137.5,4342.8,,,,,,
H236-39.vsi - 20x,77e1ae38-1575-476d-b0d5-b600968e4710,ARCx05,,Image,Polygon,5412.8,7759.1,587.6176,0.2618,0.0148,0.2223,1.4853,405.9573,397.7287,43.1878,154.4435,,2,2,150891.7,1614.9,,,,,,
H236-39.vsi - 20x,27bcf25e-c399-40fb-ba7d-bf34b347ef19,DMHx05,,Image,Polygon,5205.4,6831.5,4213.8999,0.2636,0.0209,0.2284,1.0229,3003.0747,2074.9021,221.5724,739.8264,9859.0312,37,37,212103.2,2004.9,,,,,,
H236-39.vsi - 20x,cc0f08d8-f49f-4052-9a90-9f4e1a256046,ATAN,,Image,Polygon,4979.7,6981.6,41.5452,0.263,0.0087,0.2365,0.3477,20.4211,6.22,0,0,,0,0,13091.6,1069.8,,,,,,
H236-39.vsi - 20x,fc8eb63d-e9c5-4ea9-bae2-da196b18cb4f,BTAN,,Image,Polygon,5113.2,7850.7,447.8428,0.2762,0.0298,0.2365,0.5149,311.4804,201.9743,0,56.8014,,2,2,6120.1,646.82,,,,,,
H236-39.vsi - 20x,ff2b6ec1-ebc6-4749-a214-c00d5483439a,ME,,Image,Polygon,5101.5,7984,1156.3403,0.2708,0.0256,0.2365,1.017,787.9726,528.1142,73.2315,196.6924,,4,4,52172.9,1277.1,,,,,,
H236-39.vsi - 20x,ca7e990c-4d5b-4424-baaf-05fefedecc4e,PT,,Image,Polygon,5011,8102.8,5771.8438,0.3223,0.175,0.2304,4.5964,4732.0605,3751.606,1454.7728,2328.8569,,14,14,27606.4,1849.4,,,,,,
H236-39.vsi - 20x,0a933d85-ddc0-400c-893f-d1d3636f650d,BTAN,,Image,Polygon,11300.5,7167,177.3298,0.2653,0.0152,0.2243,0.4254,94.9464,30.2785,0,0,,0,0,12786.8,851.83,,,,,,
H236-39.vsi - 20x,7f36081c-c25e-44be-816a-0fa947a75781,PT,,Image,Polygon,11197.6,7410,5843.5498,0.3373,0.1918,0.2406,3.7003,4852.4746,4267.5146,1699.3474,2673.4209,,17,17,25724.9,1918.3,,,,,,
H236-39.vsi - 20x,dfa011bb-42ad-48ea-a59b-ae0edc59953a,ME,,Image,Polygon,11281.8,7284.6,443.9699,0.2628,0.0174,0.2243,0.827,301.2698,232.4876,80.7425,100.9281,,2,2,41066.9,1000.2,,,,,,
H236-39.vsi - 20x,0dda1d02-0f70-4787-968a-9450ab2353d9,ARCx05,,Image,Polygon,11563,7097.6,643.2458,0.2589,0.0138,0.2243,1.0267,447.9731,384.4671,54.4542,117.3582,,3,3,144877.4,1549,,,,,,
H236-39.vsi - 20x,4b207890-066b-48cc-839f-d1cb05feb97d,VMHx05,,Image,Polygon,11654.2,6604.3,824.2137,0.2579,0.0173,0.2083,1.5016,623.0781,590.6664,208.4282,314.0507,,2,2,308994.7,2040.6,,,,,,
