Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num 1+,Num 2+,Num 3+,Num Negative,Positive %,H-score,Allred proportion,Allred intensity,Allred score,Area µm^2,Perimeter µm
Image_27.vsi - 40x_04 #7,53e3c3be-7f27-4fb3-92a2-180cb36041a6,MnPO,,Image,Polygon,1659.3,1336.7,663,24,0,1,638,3.771,4.072,2,1,3,293082.5,2575.4
Image_27.vsi - 40x_04 #7,a1f2de32-1482-4bc8-940a-fd0d6c1d546e,LPO,,Image,Rectangle,1341.8,409.32,1159,82,2,0,1075,7.248,7.42,2,1,3,605234.3,3120.1
Image_29.vsi - 40x_02 #3,7bbe0f13-1bd9-49ee-bd31-260e507edd8c,OVLT,,Image,Polygon,1768.3,1901.3,345,1,0,0,344,0.2899,0.2899,1,1,2,71983.7,973.44
Image_29.vsi - 40x_02 #3,77987f50-ba27-44da-9466-cd59697818fa,AVPE,,Image,Polygon,1778.5,1583.7,1804,30,8,1,1765,2.162,2.716,2,1,3,710676.1,3849.5
Image_29.vsi - 40x_02 #3,003efafe-9889-4b05-a1d3-2710e258932f,MnPO,,Image,Polygon,1820.4,677.89,642,8,0,1,633,1.402,1.713,2,1,3,309239.9,2575.9
Image_29.vsi - 40x_02 #3,5ab833b2-c23e-4e6f-8b13-20e59ec47525,LPO,,Image,Rectangle,1075.4,668.25,545,7,5,0,533,2.202,3.119,2,1,3,305069.8,2209.7
Image_29.vsi - 40x_03 #5,a2bfd4da-6ab3-40bd-bd0d-a7a48e45d042,AVPE,,Image,Polygon,1469.3,1849,1932,29,4,0,1899,1.708,1.915,2,1,3,706406.8,4245.4
Image_29.vsi - 40x_03 #5,9d0abf03-f1a9-4686-bcc8-286b7ec41a24,MnPO,,Image,Polygon,1578.5,1063.2,792,14,4,0,774,2.273,2.778,2,1,3,308644.9,2459.7
Image_29.vsi - 40x_03 #5,b4e1d19a-fd8d-4efd-b81a-478e5f61e102,LPO,,Image,Rectangle,660.53,1056.5,1128,26,7,4,1091,3.28,4.61,2,1,3,617950.7,3146.7
Image_29.vsi - 40x_03 #5,5fec7fff-669f-454e-9ebf-7777f6fac1b2,OVLT,,Image,Polygon,1495.4,2298.4,267,0,0,1,266,0.3745,1.124,1,3,4,55192.3,1059.1
Image_29.vsi - 40x_04 #7,0210aafe-39ac-4a89-81e7-4b1e93635617,AVPE,,Image,Polygon,1424.1,1942.2,1851,35,10,5,1801,2.701,3.782,2,1,3,702641.2,4550.2
Image_29.vsi - 40x_04 #7,a93ffa01-d172-41bd-85a7-828d510a4d41,MnPO,,Image,Polygon,1473.9,1100.6,838,14,4,3,817,2.506,3.699,2,1,3,294230.9,2687.7
Image_29.vsi - 40x_04 #7,9c47828e-5d50-48a3-8a85-0f34c9ad8681,OVLT,,Image,Polygon,1456.3,2380.4,333,13,2,0,318,4.505,5.105,2,1,3,45771.9,890.56
Image_29.vsi - 40x_04 #7,bdba1ca2-ea59-4534-8929-586aba03ec09,LPO,,Image,Rectangle,571.39,1147.8,1179,26,8,4,1141,3.223,4.58,2,1,3,605927.7,3114.8
Image_31.vsi - 40x_01 #1,29fb4aec-de1b-418d-8bc3-8cca699f66b1,OVLT,,Image,Polygon,1493.8,2087.1,276,0,,,276,0,0,0,0,0,56508.1,1170.8
Image_31.vsi - 40x_01 #1,5163c4b0-a6a5-4a10-9843-7ae47e2e9e2d,AVPE,,Image,Polygon,1474.2,1916.1,1609,10,,,1599,0.6215,0.6215,1,1,2,708954.9,4289.1
Image_31.vsi - 40x_01 #1,578925ad-9ed3-494f-b2b0-9a1cfa545ec6,MnPO,,Image,Polygon,1405.8,1067.7,671,0,,,671,0,0,0,0,0,295077.1,2513.4
Image_31.vsi - 40x_01 #1,6df1545b-796d-42e2-8ba8-eb42d1a6187f,LPO,,Image,Rectangle,394.55,1328.3,903,0,,,903,0,0,0,0,0,597817.5,3093.4
Image_31.vsi - 40x_02 #3,cf2cae6f-bc81-4941-9c73-39f5dafa2b9c,OVLT,,Image,Polygon,1930.2,2520.5,604,3,0,1,600,0.6623,0.9934,1,1,2,96505.8,1798.7
Image_31.vsi - 40x_02 #3,07d74c93-d621-48da-b11f-077286c0e9ec,AVPE,,Image,Polygon,1935,2354.7,2020,28,7,2,1983,1.832,2.376,2,1,3,700773.8,4786.5
Image_31.vsi - 40x_02 #3,e1eeac65-c5c1-4038-94fd-cd7dd865d3d0,MnPO,,Image,Geometry,1825.8,1154.3,1098,18,0,0,1080,1.639,1.639,2,1,3,331742,3384.6
Image_31.vsi - 40x_02 #3,62ff5c45-5d20-456e-9f74-d2c743fc288b,LPO,,Image,Rectangle,641.79,1827.5,1100,3,0,0,1097,0.2727,0.2727,1,1,2,603379.9,3112.6
Image_32.vsi - 40x_01 #1,f3228b47-c673-4a6e-9b1d-96c3b523f01b,OVLT,,Image,Polygon,1629,1898.2,378,1,0,0,377,0.2646,0.2646,1,1,2,69091.8,1281.1
Image_32.vsi - 40x_01 #1,d15b91a4-ecf5-4565-acbe-20f8a7da5d92,AVPE,,Image,Polygon,1626.6,1654.7,1850,27,5,5,1813,2,2.811,2,1,3,707741.9,4177
Image_32.vsi - 40x_01 #1,4454d4d0-9f32-494e-bcea-9d3e105faaff,MnPO,,Image,Polygon,1610.4,795.27,569,4,2,0,563,1.054,1.406,2,1,3,293011.4,2555.8
Image_32.vsi - 40x_01 #1,ce300033-8829-4bce-8a00-d7b7f242c614,LPO,,Image,Rectangle,2682.7,756.31,973,6,2,1,964,0.925,1.336,1,1,2,602392.1,3107.4
Image_32.vsi - 40x_02 #3,ca03ad49-b3be-4164-a22f-263897bca27f,AVPE,,Image,Polygon,1449.2,1365.4,1883,38,12,0,1833,2.655,3.293,2,1,3,702712.3,4753.8
Image_32.vsi - 40x_02 #3,2a17ddcd-d0c6-46ef-8add-67db858e15d0,MnPO,,Image,Polygon,1418.1,555.43,677,10,5,4,658,2.806,4.727,2,2,4,293580,2600.4
Image_32.vsi - 40x_02 #3,0aa90152-d102-40fb-be1f-9c76dc571e67,LPO,,Image,Rectangle,417.19,621.01,1043,1,2,1,1039,0.3835,0.767,1,2,3,602319.3,3106.1
Image_32.vsi - 40x_03 #5,34cfbb14-b7af-452a-9de1-15e6d028bf0a,AVPE,,Image,Polygon,1866,1736.2,1629,34,17,19,1559,4.297,7.673,2,2,4,709478.6,5339.2
Image_32.vsi - 40x_03 #5,74af7bbb-8301-4337-bdad-26bf35e8cbf0,MnPO,,Image,Polygon,1839.1,873.17,832,11,0,4,817,1.803,2.764,2,1,3,319546.7,2419
Image_32.vsi - 40x_03 #5,ac999a3a-3542-43d5-bc4d-6ddeaddf254f,LPO,,Image,Rectangle,775.3,753.3,1197,5,3,0,1189,0.6683,0.919,1,1,2,699091.3,3361.9
Image_34.vsi - 40x_01 #1,320edd4d-ae9c-40da-99c3-2c5cefcf134c,OVLT,,Image,Polygon,1860.7,2405.7,582,5,3,6,568,2.405,4.983,2,2,4,119073.2,1542.9
Image_34.vsi - 40x_01 #1,4f54efd2-869f-45e7-9604-29c4083409fe,AVPE,,Image,Polygon,1782.5,1972.7,1996,101,42,39,1814,9.118,15.13,2,1,3,700846.3,4038.4
Image_34.vsi - 40x_01 #1,0b1ce47b-74ed-4650-833f-94bed35b0753,MnPO,,Image,Polygon,1596.2,963.99,750,15,1,4,730,2.667,3.867,2,1,3,326740.4,2708.4
Image_34.vsi - 40x_01 #1,ce98259d-6022-4165-9516-8206af8bf8b2,LPO,,Image,Rectangle,644.54,1245.2,1148,17,7,9,1115,2.875,5.052,2,2,4,595586.1,3088.8
Image_34.vsi - 40x_02 #3,b8e1830d-5ad0-4842-90b9-61d921e4bfb3,OVLT,,Image,Polygon,2342.1,2857.2,537,4,0,1,532,0.9311,1.304,1,1,2,84340.4,1511.1
Image_34.vsi - 40x_02 #3,80113ba3-be7b-4c5f-b0e5-418d4df7c5f5,AVPE,,Image,Polygon,2345.4,2653.9,1767,94,19,13,1641,7.131,9.677,2,1,3,697362.9,4353.8
Image_34.vsi - 40x_02 #3,9eec5cd9-698d-4031-a07a-c8d05f0aebb6,MnPO,,Image,Polygon,2184.8,1806.9,794,23,6,6,759,4.408,6.675,2,1,3,297095.3,2453.1
Image_34.vsi - 40x_02 #3,ddb1ffe7-263a-40d3-bc01-97e828b7b6d7,LPO,,Image,Rectangle,1371.1,1503.5,1286,18,1,7,1260,2.022,3.188,2,1,3,602591.1,3108.4
Image_34.vsi - 40x_03 #5,a9857723-0cf3-4fdc-9774-8f066e566dfd,AVPE,,Image,Polygon,2079.7,2714,2058,55,28,24,1951,5.199,8.892,2,2,4,699699.6,4747.6
Image_34.vsi - 40x_03 #5,4569fa7a-c923-4a7f-a34f-73dd6450ed01,MnPO,,Image,Polygon,1954.7,1749,896,16,11,9,860,4.018,7.254,2,2,4,299399.7,2996
Image_34.vsi - 40x_03 #5,b395a6b4-e429-43b4-b366-13b43616008c,LPO,,Image,Rectangle,1094.5,2009.2,1295,12,5,1,1277,1.39,1.931,2,1,3,600188.3,3119.1
Image_35.vsi - 40x_01 #1,525d520d-35c5-48a7-b5e6-ded192cc04fb,OVLT,,Image,Polygon,1719.3,1454.7,576,5,1,1,569,1.215,1.736,2,1,3,112204,1374.9
Image_35.vsi - 40x_01 #1,660b208f-4184-4d88-84db-e23516ab728e,AVPE,,Image,Polygon,1573.6,1532.2,1753,21,14,5,1713,2.282,3.651,2,1,3,700395.5,4709.9
Image_35.vsi - 40x_01 #1,4cc08a95-93d5-4e67-9436-1b262bd7b2d2,MnPO,,Image,Polygon,781.16,1395.2,819,4,1,0,814,0.6105,0.7326,1,1,2,306664.2,2225.6
Image_35.vsi - 40x_01 #1,98a9ffba-8a11-42f8-88cb-b613a258f963,LPO,,Image,Rectangle,741.1,2177.4,1102,2,1,0,1099,0.2722,0.363,1,1,2,599070.4,3097.2
Image_35.vsi - 40x_02 #3,73b8e927-0608-4069-9c6d-305ef7c71a80,OVLT,,Image,Geometry,458.47,843.3,396,0,0,1,395,0.2525,0.7576,1,3,4,53591.9,2516
Image_35.vsi - 40x_02 #3,7aaf2e5b-14c6-46a8-99f6-4996ad2f7534,AVPE,,Image,Polygon,555.97,818.35,2275,11,16,10,2238,1.626,3.209,2,2,4,706843.5,4446.2
Image_35.vsi - 40x_02 #3,68b19116-1704-4013-85be-c0e6df79ed55,MnPO,,Image,Polygon,1346.5,911.5,914,2,9,1,902,1.313,2.516,2,2,4,294667.5,2291.1
Image_35.vsi - 40x_02 #3,ac3c320e-b49d-4a36-ad98-acae543a639b,LPO,,Image,Rectangle,1101.2,1652.1,1141,1,6,3,1131,0.8764,1.928,1,2,3,469206.3,2740.1
Image_35.vsi - 40x_03 #5,a49031fa-3c2d-4066-8b93-9297b622a870,MnPO,,Image,Polygon,680.68,1263.6,921,,4,0,917,0.4343,0.8686,1,2,3,297764.5,2048.7
Image_35.vsi - 40x_03 #5,b6dc6a89-780c-42d9-b7bc-dbdb568e59b9,AVPE,,Image,Geometry,1459.2,1359.1,2119,,22,6,2091,1.321,2.926,2,2,4,707251.8,4820.9
Image_35.vsi - 40x_03 #5,65028248-f9de-427b-a0f8-1b00c315bb23,LPO,,Image,Rectangle,754.75,2155.9,1449,,3,4,1442,0.4831,1.242,1,3,4,604650.6,3111.2
Image_36.vsi - 40x_01 #1,efecdd02-403f-4254-b4f6-dd3ff7183491,OVLT,,Image,Polygon,594.02,2066.4,137,0,,0,137,0,0,0,0,0,24471.3,590.69
Image_36.vsi - 40x_01 #1,87a4e204-5821-41b6-99b6-f8c2f5fcdcb0,AVPE_x05,,Image,Polygon,742.14,1624.2,966,13,,2,951,1.553,1.967,2,1,3,346047.7,2491.6
Image_36.vsi - 40x_02 #3,1aefec60-225d-4996-962d-ff98fdcb4f54,OVLT,,Image,Polygon,727.47,1819.9,285,0,0,0,285,0,0,0,0,0,70038.8,983.54
Image_36.vsi - 40x_02 #3,02ad54dc-0151-49ef-9f13-bf9a80f15d75,AVPE,,Image,Polygon,726.54,1536.9,2021,47,7,3,1964,2.82,3.464,2,1,3,702194,4194.7
Image_36.vsi - 40x_02 #3,bf69adac-67ad-4822-8e15-893d98d962cd,LPO,,Image,Rectangle,1920.1,707.93,1023,12,1,2,1008,1.466,1.955,2,1,3,604853.7,3124.9
Image_36.vsi - 40x_03 #5,b81abda4-59d7-4fd4-8b2a-152d7c51f1d9,AVPE,,Image,Polygon,919.23,1828.4,2379,145,21,13,2200,7.524,9.5,2,1,3,706433.8,4309.4
Image_36.vsi - 40x_03 #5,de9aa413-d4f7-4667-986e-79d1a15839ab,LPO,,Image,Rectangle,1792,823.65,1056,37,11,6,1002,5.114,7.292,2,1,3,587654.4,3070.6
Image_37.vsi - 40x_01 #1,4de5e8bb-7ebb-409f-b83f-d8588e917256,AVPE,,Image,Polygon,1489.6,2246.2,1213,2,,,1211,0.1649,0.1649,1,1,2,706485.1,4071.6
Image_37.vsi - 40x_01 #1,1da158ab-5543-41a9-a22b-64043a890b63,MnPO,,Image,Geometry,1443,1130.8,717,2,,,715,0.2789,0.2789,1,1,2,284113.6,3193.8
Image_37.vsi - 40x_01 #1,b285bffb-a5cd-4ad8-b785-33350c3ebaba,LPO,,Image,Rectangle,471.74,1744.2,854,1,,,853,0.1171,0.1171,1,1,2,590352.8,3094.7
Image_37.vsi - 40x_04 #7,0b0108a0-9ed3-41e1-9f47-ca9b57582b7c,OVLT,,Image,Polygon,2001,2217,135,0,0,0,135,0,0,0,0,0,35242.4,787.8
Image_37.vsi - 40x_04 #7,e032c616-aabc-476f-8e55-a326d5cbac1e,AVPE,,Image,Geometry,1962.2,2056.7,1578,13,3,0,1562,1.014,1.204,2,1,3,731768.7,6248.2
Image_37.vsi - 40x_04 #7,2a802e7b-5f9f-4f5c-ac25-990c0385cba4,MnPO,,Image,Polygon,1933.4,1200.4,698,5,0,1,692,0.8596,1.146,1,1,2,313981,2202
Image_37.vsi - 40x_04 #7,0f3ea32c-800c-443b-aa62-43c616fffdf5,LPO,,Image,Rectangle,847.21,1335.1,1185,1,0,0,1184,0.0844,0.0844,1,1,2,610384.2,3129.1
Image_05.vsi - 40x_01 #1,e65d0f78-2762-4437-b8b6-d88583e7f16e,OVLT,,Image,Polygon,1756.5,2412.9,378,0,0,0,378,0,0,0,0,0,89031.3,1389.7
Image_05.vsi - 40x_01 #1,f01b327b-b1aa-40cb-aba3-5cb79b2df815,AVPE,,Image,Polygon,1723.2,2107.2,1563,13,6,4,1540,1.472,2.367,2,1,3,709700.2,3999.4
Image_05.vsi - 40x_01 #1,25c6b61b-bbd0-45e4-9c30-b0a7879f4e56,MnPO,,Image,Polygon,1711.4,1203.8,761,4,0,0,757,0.5256,0.5256,1,1,2,355543.6,3063.8
Image_05.vsi - 40x_01 #1,b0373cd3-a5fe-4574-a50e-59dfc5fcc728,LPO,,Image,Rectangle,818.14,1434.8,858,5,0,0,853,0.5828,0.5828,1,1,2,610051.3,3134
Image_05.vsi - 40x_02 #3,734fe4d7-1eea-4340-91fc-bb43be622ec4,OVLT,,Image,Polygon,1649.5,2161,434,1,0,0,433,0.2304,0.2304,1,1,2,78512.4,1625.7
Image_05.vsi - 40x_02 #3,ab74caab-bdda-4a2d-94bb-8665b984b75e,AVPE,,Image,Polygon,1645.9,1835.3,1702,24,4,4,1670,1.88,2.585,2,1,3,707282.3,4412.2
Image_05.vsi - 40x_02 #3,0aea7a42-2fa0-46de-8322-23d61857aefd,MnPO,,Image,Polygon,1446.3,898.98,799,7,2,2,788,1.377,2.128,2,1,3,316084.3,2874.9
Image_05.vsi - 40x_02 #3,d2566e62-1042-4331-a240-d350706173e9,LPO,,Image,Rectangle,2351.1,991.99,987,14,3,0,970,1.722,2.026,2,1,3,617409.9,3147.6
Image_05.vsi - 40x_03 #5,2a21ca6a-8daa-410f-a9ca-591fcd7900dd,AVPE,,Image,Geometry,1490.9,1563.3,1745,36,22,22,1665,4.585,8.367,2,2,4,720863.5,4941.8
Image_05.vsi - 40x_03 #5,a9f34b1e-1dd3-4710-ae63-4f6e04ca491d,OVLT,,Image,Polygon,1581.7,1791.5,214,0,0,0,214,0,0,0,0,0,54305.2,1223.9
Image_05.vsi - 40x_03 #5,72a747fa-a500-40af-866d-98a6d4fe870d,MnPO,,Image,Polygon,1487.6,724.08,740,10,4,1,725,2.027,2.838,2,1,3,276866.9,2526.1
Image_05.vsi - 40x_03 #5,ad28d4f0-61fa-47f9-96f9-3e2689e4a24a,LPO,,Image,Rectangle,2597.7,798.26,1070,17,7,3,1043,2.523,3.738,2,1,3,613515.6,3255.7
Image_09_01.vsi - 40x_01 #1,94beef05-7815-45f0-9774-bb1e300cd520,OVLT,,Image,Polygon,1247.8,1473.9,418,0,0,1,417,0.2392,0.7177,1,3,4,107576,1330.5
Image_09_01.vsi - 40x_01 #1,53d7ae40-e3b6-49cb-99d5-699a9cd2a948,AVPE,,Image,Polygon,1195.7,1178.7,1509,28,18,11,1452,3.777,6.428,2,2,4,703808,4113.5
Image_09_01.vsi - 40x_01 #1,10f5e1c0-dd0b-4f52-ac95-c88c05fe1c4d,MnPO,,Image,Geometry,1203.1,403.45,760,10,2,0,748,1.579,1.842,2,1,3,329727.4,3172.3
Image_09_01.vsi - 40x_01 #1,c33b163b-35ca-4149-8138-67449ab2c09a,LPO,,Image,Rectangle,2083.1,476.58,905,4,0,2,899,0.663,1.105,1,1,2,606790.8,3116.6
Image_09_01.vsi - 40x_02 #3,c97b55e4-7dbc-45f6-838c-6302f1e73989,AVPE,,Image,Polygon,1584.8,1685.1,1414,37,14,5,1358,3.96,5.658,2,1,3,702395.5,4196.5
Image_09_01.vsi - 40x_02 #3,401aaa5b-c54a-4841-84fb-f02c9a381ee9,MnPO,,Image,Polygon,1604.9,821.53,641,4,1,0,636,0.78,0.936,1,1,2,322561.7,2606.6
Image_09_01.vsi - 40x_02 #3,250307cf-323e-4053-a3df-39470031e433,OVLT,,Image,Polygon,1614.8,1963.1,445,3,0,1,441,0.8989,1.348,1,1,2,102208,1430.9
Image_09_01.vsi - 40x_02 #3,81b0415d-8567-4986-a405-fc65ce88e0c3,LPO,,Image,Rectangle,761.97,894.21,859,3,2,1,853,0.6985,1.164,1,1,2,617257.4,3152.8
Image_09_01.vsi - 40x_03 #5,e2b57ad6-2c28-48e7-aa06-8b1e33b05135,AVPE,,Image,Polygon,1503.7,1712.8,1946,151,35,44,1716,11.82,18.14,3,1,4,705005.1,5148.9
Image_09_01.vsi - 40x_03 #5,d79e7bb0-3e99-4d48-8e1f-64eebe37befb,MnPO,,Image,Polygon,1479,755.91,882,18,9,8,847,3.968,6.803,2,2,4,315723.3,2716.3
Image_09_01.vsi - 40x_03 #5,1387a192-0e20-40e2-9cfd-0536178d7332,LPO,,Image,Rectangle,650.06,1093.1,1063,32,6,10,1015,4.516,6.961,2,1,3,605168.5,3111.9
Image_06.vsi - 40x_01 #1,f3c68af2-084f-40a9-a741-aa1415576d7c,OVLT,,Image,Geometry,1387,1799.8,495,1,1,1,492,0.6061,1.212,1,2,3,95228.6,2574.4
Image_06.vsi - 40x_01 #1,386d7c06-25cd-4c26-8d73-a5f8dee5ea87,AVPE,,Image,Geometry,1397.3,1537.1,1579,48,17,9,1505,4.687,6.903,2,1,3,705496.8,5030.8
Image_06.vsi - 40x_01 #1,36c6f2c0-ca66-4287-b8d5-61366358b024,MnPO,,Image,Geometry,1399.8,667.66,777,21,2,2,752,3.218,3.99,2,1,3,441526.6,5437.5
Image_06.vsi - 40x_01 #1,eb7c39e1-93ad-4b54-ab1a-2f6932793d1c,LPO,,Image,Rectangle,478.54,592.2,818,12,8,4,794,2.934,4.89,2,1,3,598234.8,3116.1
Image_06.vsi - 40x_02 #3,9270396a-c04c-44ac-9f2f-591f69d2917e,AVPE,,Image,Geometry,1019.3,1198.7,2046,49,13,13,1971,3.666,5.572,2,1,3,708833.9,5140.7
Image_06.vsi - 40x_02 #3,eab1029f-4a40-457a-bd8a-c4c9e3583a3d,OVLT,,Image,Geometry,1028.3,1498,155,0,0,0,155,0,0,0,0,0,21193.9,1957.6
Image_06.vsi - 40x_02 #3,fd7e8697-d441-4c42-a90e-25dadcc1b010,MnPO,,Image,Geometry,1141.1,424.71,764,16,5,9,734,3.927,6.937,2,2,4,302544.9,3937.5
Image_06.vsi - 40x_02 #3,048ee74b-0fb1-4c25-90e2-412b432e0a5d,LPO,,Image,Rectangle,1999.1,534.47,1218,13,8,3,1194,1.97,3.12,2,1,3,618644.6,3147.6
Image_06.vsi - 40x_03 #5,0e76c717-a835-42f9-905f-c6eecb246e94,cAVPE,,Image,Polygon,1620.6,1600.2,1634,43,14,17,1560,4.529,7.466,2,1,3,751985.1,5351.3
Image_06.vsi - 40x_03 #5,27b328a3-a77c-453d-96cf-c15e803988c4,MnPO,,Image,Geometry,1649.9,719.69,992,10,11,6,965,2.722,5.04,2,2,4,372327.6,4430.2
Image_06.vsi - 40x_03 #5,0813a384-8208-452e-aeab-773321bca01c,LPO,,Image,Rectangle,700.69,658.02,1195,11,6,7,1171,2.008,3.682,2,2,4,628451.2,3183
Image_07.vsi - 40x_01 #1,756b4565-ce4e-4cae-a913-ef027535f28e,OVLT,,Image,Geometry,724.97,1528.2,542,2,0,0,540,0.369,0.369,1,1,2,148032.8,3763.1
Image_07.vsi - 40x_01 #1,8d289d7e-2b14-4794-8b68-6a98d54ee796,AVPE_x05,,Image,Polygon,973.85,1080.9,221,2,0,5,214,3.167,7.692,2,3,5,353157.3,2577
Image_07.vsi - 40x_01 #1,d0a87b8b-64c3-4700-acf8-2c40eb0dbc11,MnPO_x05,,Image,Polygon,744.22,294.31,24,0,0,0,24,0,0,0,0,0,144206.4,1583.9
Image_07.vsi - 40x_01 #1,ac3d1447-8beb-4c71-a663-c4c5eb1dfaff,LPO,,Image,Rectangle,1842.2,458.89,81,0,2,0,79,2.469,4.938,2,2,4,602099.7,3135.8
Image_07.vsi - 40x_02 #3,edf096cd-e542-4a2e-b2bc-2edaa5e513dc,OVLT,,Image,Polygon,734.02,1546.4,371,4,1,0,366,1.348,1.617,2,1,3,85419,1119
Image_07.vsi - 40x_02 #3,99e62ee1-2b48-4822-b67d-80a8c5c33fdd,AVPE_x05,,Image,Polygon,988.86,1280.5,612,21,9,12,570,6.863,12.25,2,2,4,372574.4,2720.7
Image_07.vsi - 40x_02 #3,332edc81-ffab-47d2-980d-e87d3e085ffd,MnPO_x05,,Image,Polygon,759.76,423.76,197,2,0,1,194,1.523,2.538,2,1,3,162690,1839.9
Image_07.vsi - 40x_02 #3,4a610cc0-9b88-49bb-842b-d564767c9c07,LPO,,Image,Rectangle,1654.2,606.16,490,11,3,6,470,4.082,7.143,2,2,4,608335.4,3171.7
Image_07.vsi - 40x_03 #5,b7d00a1e-afc1-4189-bb8d-c0560b9ad3b6,OVLT,,Image,Polygon,831.82,1853.7,192,2,0,0,190,1.042,1.042,2,1,3,39465.2,939.91
Image_07.vsi - 40x_03 #5,516db5cf-69be-4b85-a82a-2b0505dabf09,MnPO_x05,,Image,Polygon,1041,1584.6,628,24,11,18,575,8.439,15.92,2,2,4,347642.2,2395.4
Image_07.vsi - 40x_03 #5,e9e063e0-a622-4ae4-8e86-a2f2e0d0a559,MnPO_x05,,Image,Polygon,779.66,851.61,251,7,6,3,235,6.375,11.16,2,2,4,182423.5,2127
Image_07.vsi - 40x_03 #5,c1c4eb69-931f-4233-b33f-efce3f070547,LPO,,Image,Rectangle,1579.8,889.09,555,8,8,5,534,3.784,7.027,2,2,4,605086.3,3111.6
Image_07.vsi - 40x_04 #7,a9e37155-720f-4c09-b0b8-bf40803005b8,AVPE_x05,,Image,Polygon,823.73,2135.7,698,32,14,34,618,11.46,23.21,3,2,5,337880.3,2353
Image_07.vsi - 40x_04 #7,65712bf4-8883-464b-be1f-34419fcec913,OVLT,,Image,Geometry,594.74,2538.7,309,1,0,0,308,0.3236,0.3236,1,1,2,40497.1,1450
Image_07.vsi - 40x_04 #7,00b6b79f-2ca6-43c1-9f77-462f58df6e35,MnPO_x05,,Image,Polygon,549.88,1286.5,399,15,10,16,358,10.28,20.8,3,2,5,217868,2613.9
Image_07.vsi - 40x_04 #7,334936f6-a836-42ec-9b4a-e9eefd9bb915,LPO,,Image,Rectangle,1404.7,1363.6,742,18,5,5,714,3.774,5.795,2,1,3,606384.3,3114.8
Image_08.vsi - 40x_01 #1,dae3f630-4b12-4ae0-8a09-5cfcd74e721c,AVPE,,Image,Polygon,1357.5,1080.1,1183,27,7,3,1146,3.128,4.227,2,1,3,695610.2,3836.3
Image_08.vsi - 40x_01 #1,e02dccdb-3e4f-4148-a29d-fd461abf12d5,MnPO,,Image,Polygon,566.96,1100.3,243,3,1,0,239,1.646,2.058,2,1,3,312631.1,2655.8
Image_08.vsi - 40x_01 #1,286d6d98-5dc5-4599-b08d-7c3036e4d90c,OVLT,,Image,Polygon,1599.1,1064.9,209,0,0,0,209,0,0,0,0,0,48138.7,814.3
Image_08.vsi - 40x_01 #1,def65063-f6b2-4f9f-97a5-ecc0c1607533,LPO,,Image,Rectangle,648.04,2137,246,1,1,5,239,2.846,7.317,2,3,5,603259.4,3110
Image_08.vsi - 40x_02 #3,00b2ede6-9faa-48c6-aa5a-1e3aa4d39b90,OVLT,,Image,Geometry,537.38,1188.1,325,0,0,0,325,0,0,0,0,0,43480.4,2745.4
Image_08.vsi - 40x_02 #3,e220e085-0631-478d-8a34-fdd88291da76,AVPE,,Image,Polygon,730.11,1127.1,1628,52,13,11,1552,4.668,6.818,2,1,3,701913.1,4243.6
Image_08.vsi - 40x_02 #3,bdfcaa18-317d-4b5b-8e01-cc3b5b3deb4c,MnPO,,Image,Polygon,1588.8,1142.6,624,9,2,0,613,1.763,2.083,2,1,3,310622.2,2698.8
Image_08.vsi - 40x_02 #3,3431c460-2676-4735-855d-fcd7bdb4cfb2,LPO,,Image,Rectangle,1461.6,393.81,809,15,7,3,784,3.09,4.697,2,1,3,623247.3,3165.8
Image_08.vsi - 40x_03 #5,2657328f-5bad-4d65-9644-2189fb3d7fa4,AVPE,,Image,Polygon,2403.2,1529.6,1669,82,33,36,1518,9.047,15.34,2,2,4,701313.3,4704.4
Image_08.vsi - 40x_03 #5,50e3952a-8c4b-4a2f-a092-0eca49bfa77e,MnPO,,Image,Polygon,1598.8,1523.4,746,15,1,5,725,2.815,4.29,2,1,3,311928.6,2705.8
Image_08.vsi - 40x_03 #5,35269af6-df3b-48e3-b225-456462d5ca6f,LPO,,Image,Rectangle,1444.1,2368.4,1096,19,10,9,1058,3.467,6.022,2,2,4,605125,3129.1
Image_01.vsi - 40x_01 #1,3cd7dc49-0e96-495d-813e-58f01c246db9,AVPE,,Image,Polygon,907.25,1314.5,1603,60,23,30,1490,7.049,12.23,2,2,4,700707.2,4361.9
Image_01.vsi - 40x_01 #1,a9db874b-eaa4-4896-9c9f-5a0e2cb49bf7,MnPO,,Image,Polygon,1850.4,1284.5,562,17,3,0,542,3.559,4.093,2,1,3,331877.4,2721.8
Image_01.vsi - 40x_01 #1,6e8361f3-3afb-4b71-ab4b-4e7a552dc0b7,LPO,,Image,Rectangle,1522.3,465.65,1017,28,12,15,962,5.408,9.538,2,2,4,705042.2,3378.4
Image_01.vsi - 40x_01 #1,838dbddb-9c7e-4f66-94f3-dbc6fab5b40b,OVLT,,Image,Polygon,708.05,1315.2,220,1,1,0,218,0.9091,1.364,1,1,2,31841.7,898.93
Image_01.vsi - 40x_02 #3,0693acfe-c12a-4bb7-aeb6-deded5fcbbd1,OVLT,,Image,Polygon,1792.9,1294.3,280,3,0,0,277,1.071,1.071,2,1,3,58569.6,1630.5
