Image,Object ID,Name,Class,Parent,ROI,Centroid X,Centroid Y,Area,Perimeter,FOS_VIM_SYXG: FOS %,FOS_VIM_SYXG: FOS area,FOS_VIM_SYXG: Negative %,FOS_VIM_SYXG: Negative area,Num Detections,Num FOS,Num Negative,Positive %,Num points
Image_02.vsi - 20x_01,76219f99-8469-434d-b44f-fb42efb7f2e0,FOS,FOS,Image,Polygon,2954.5,7658.9,35.75,24.39,,,,,,,,,
Image_02.vsi - 20x_01,2482b084-fbc4-431f-9edf-56470f6ce791,FOS,FOS,Image,Polygon,3008.6,7668.5,46.69,29.74,,,,,,,,,
Image_02.vsi - 20x_01,53dce20c-e496-4a09-bdc1-44d920f982ae,FOS,FOS,Image,Polygon,3029.1,7793.9,22.34,19.8,,,,,,,,,
Image_02.vsi - 20x_01,a0f9cf28-756a-4e70-a413-7b377391817d,FOS,FOS,Image,Polygon,3147.2,7683.1,21.28,17.67,,,,,,,,,
Image_02.vsi - 20x_01,dd832d21-7e4e-4a24-95d2-fe8790e7ccea,FOS,FOS,Image,Polygon,3147.9,7648,51.07,27.3,,,,,,,,,
Image_02.vsi - 20x_01,a32832e7-d8a7-491d-acf1-13bceaac54d0,FOS,FOS,Image,Polygon,3182.9,7722.6,21.86,18.13,,,,,,,,,
Image_02.vsi - 20x_01,6f67a250-d79b-4eb7-b2d0-2809514c59b4,FOS,FOS,Image,Polygon,3207.7,7724.4,11.99,13.65,,,,,,,,,
Image_02.vsi - 20x_01,84cd9cba-d149-4ebf-a9ef-8d6d2cc3ec57,FOS,FOS,Image,Polygon,3203.6,7685.8,10.72,12.97,,,,,,,,,
Image_02.vsi - 20x_01,2c30d951-f757-4218-a162-f6ae1b9ff234,FOS,FOS,Image,Polygon,3207.1,7795.3,15.9,50.91,,,,,,,,,
Image_02.vsi - 20x_01,4ec2e89b-db44-4e23-a9dc-1dce3661cc95,FOS,FOS,Image,Polygon,3100.7,7580.2,11.94,14.11,,,,,,,,,
Image_02.vsi - 20x_01,6f1379c8-06ec-4dc0-9a73-4fa9dd298ffa,FOS,FOS,Image,Polygon,3096.2,7486,14.95,14.69,,,,,,,,,
Image_02.vsi - 20x_01,6922e2a1-9136-4709-92cd-2e34119ef7f2,FOS,FOS,Image,Polygon,3176.8,7549.1,62.48,36.44,,,,,,,,,
Image_02.vsi - 20x_01,b7098649-2c0d-4e2c-bdb2-77a3a289657c,FOS,FOS,Image,Polygon,3239.5,7560.8,59.36,33.2,,,,,,,,,
Image_02.vsi - 20x_01,39217cf5-d1d2-40a0-8907-7c9e80c57705,FOS,FOS,Image,Polygon,3269,7629.7,36.65,25.44,,,,,,,,,
Image_02.vsi - 20x_01,f596fe14-6029-4135-8b7a-44aa98c72455,FOS,FOS,Image,Polygon,3287.9,7650,45.05,28.67,,,,,,,,,
Image_02.vsi - 20x_01,0e5aa3c6-bd76-4d8a-aafc-d15f525facab,FOS,FOS,Image,Polygon,3310.6,7612.4,32.82,24.59,,,,,,,,,
Image_02.vsi - 20x_01,0a0c64d8-73cb-4e0e-87cb-f73e10589c83,FOS,FOS,Image,Polygon,3327.3,7552,43.36,28.34,,,,,,,,,
Image_02.vsi - 20x_01,aeb797d7-e1d9-4e6b-8aec-c7046edd0aa3,FOS,FOS,Image,Polygon,3225,7486.9,68.18,37.33,,,,,,,,,
Image_02.vsi - 20x_01,ffa7a477-7763-4d15-92bb-48102d928fba,FOS,FOS,Image,Polygon,3269.6,7447.1,57.71,38.28,,,,,,,,,
Image_02.vsi - 20x_01,e50a0c8f-b9a3-4f16-9d95-9102ccce32a7,FOS,FOS,Image,Polygon,3363,7479.6,43.04,29.28,,,,,,,,,
Image_02.vsi - 20x_01,06efefaf-d47f-46f8-9003-4e92e023e354,FOS,FOS,Image,Polygon,3422.7,7456.8,52.6,32.97,,,,,,,,,
Image_02.vsi - 20x_01,1e80b5c9-7536-42d6-9529-6a13eae7b928,FOS,FOS,Image,Polygon,3395.1,7412.8,67.28,37.81,,,,,,,,,
Image_02.vsi - 20x_01,a7e348fd-8090-4ade-9278-3aaf6dd0250f,FOS,FOS,Image,Polygon,3437.7,7347.2,50.97,32.11,,,,,,,,,
Image_02.vsi - 20x_01,3d8ae82a-6e29-47dc-9e81-8a8cd6b26884,FOS,FOS,Image,Polygon,3460,7359.2,62.23,32.73,,,,,,,,,
Image_02.vsi - 20x_01,99bae1bd-3dc9-45b8-b6c8-7a173bfd3187,FOS,FOS,Image,Polygon,3355.5,7314.4,44.7,29.16,,,,,,,,,
Image_02.vsi - 20x_01,f913372c-d6bb-45e4-9d4b-a679653f51e9,FOS,FOS,Image,Polygon,3278.4,7357.2,31.52,31.43,,,,,,,,,
Image_02.vsi - 20x_01,203ee49f-f520-4fbf-afe4-36bc127da734,FOS,FOS,Image,Polygon,3278.5,7315.2,14.15,17.08,,,,,,,,,
Image_02.vsi - 20x_01,a1c472df-b87f-4cb0-9fe6-1a9b27b8c748,FOS,FOS,Image,Polygon,3577.7,7378.7,15,15.8,,,,,,,,,
Image_02.vsi - 20x_01,544232af-730d-4378-a6f3-76a6afe08432,FOS,FOS,Image,Polygon,3626.3,7356.2,94.16,39.68,,,,,,,,,
Image_02.vsi - 20x_01,c4973153-afcb-4cea-aeb7-96444ba7895c,FOS,FOS,Image,Polygon,3634.4,7316.6,105.41,40.57,,,,,,,,,
Image_02.vsi - 20x_01,b1f17855-3dc8-49c2-b24e-d2f7a55fe23b,FOS,FOS,Image,Polygon,3515.7,7336.6,10.98,13.32,,,,,,,,,
Image_02.vsi - 20x_01,e53328fd-f36e-44a8-ac8a-a5c03e973b0b,FOS,FOS,Image,Polygon,3472.3,7391.7,17.82,17.93,,,,,,,,,
Image_02.vsi - 20x_01,b9bd71d5-34da-41ad-8b91-cc1c90ce2767,FOS,FOS,Image,Polygon,3381.1,7237.2,68.97,34.86,,,,,,,,,
Image_02.vsi - 20x_01,3dd3f36a-aff6-4fd9-bfbf-0572f7af8180,FOS,FOS,Image,Polygon,3420.4,7220.2,33.96,22.9,,,,,,,,,
Image_02.vsi - 20x_01,c02d51ef-bba9-4178-8b24-6428b294fb99,FOS,FOS,Image,Polygon,3404.7,7205.8,14.68,15.4,,,,,,,,,
Image_02.vsi - 20x_01,d5116bd3-8f49-44bb-88b8-816cf86fcc79,FOS,FOS,Image,Polygon,3589.8,7141,46.58,26.92,,,,,,,,,
Image_02.vsi - 20x_01,231888f4-c989-414a-ae66-e71e87aeed9a,FOS,FOS,Image,Polygon,3155.7,7194.5,57.38,32.27,,,,,,,,,
Image_02.vsi - 20x_01,b1b23293-0441-41c4-9ce5-48c49a60cedc,FOS,FOS,Image,Polygon,3078.1,7090.6,45.15,27.62,,,,,,,,,
Image_02.vsi - 20x_01,a6dde6a0-0b15-4a3d-a7c8-43c5544bf692,FOS,FOS,Image,Polygon,2840.7,7302.5,67.71,34.81,,,,,,,,,
Image_02.vsi - 20x_01,b190a4a5-c09d-4bf3-aa95-9a457749b9f4,FOS,FOS,Image,Polygon,2887.1,7347.4,49.66,29.6,,,,,,,,,
Image_02.vsi - 20x_01,46d14e93-2b6e-4e8e-8c25-0ad923f51def,FOS,FOS,Image,Polygon,2923,7339.3,45.68,27.56,,,,,,,,,
Image_02.vsi - 20x_01,53af4946-7bbf-4276-8ff4-822e6cf510da,FOS,FOS,Image,Polygon,2885.7,7382.6,54.24,31.81,,,,,,,,,
Image_02.vsi - 20x_01,246190b4-4d1d-4f0a-bb51-dd567d22dc4d,FOS,FOS,Image,Polygon,2841.2,7393.3,45.52,28.62,,,,,,,,,
Image_02.vsi - 20x_01,870e0663-5087-4984-8015-eeb46fa38984,FOS,FOS,Image,Polygon,2905.1,7437.8,46.72,28.48,,,,,,,,,
Image_02.vsi - 20x_01,494e5180-9770-45e2-aa92-4c5539679057,Negative,Negative,Image,Polygon,2846.7,7331.2,27.94,23.79,,,,,,,,,
Image_02.vsi - 20x_01,56cd652e-3665-4041-89e4-2250bcf9a7b0,Negative,Negative,Image,Polygon,2856.6,7325.6,18.88,17.28,,,,,,,,,
Image_02.vsi - 20x_01,b588b1d0-323e-4f37-b22a-7bdeeaae7fa7,Negative,Negative,Image,Polygon,2874.7,7327,47.32,60.41,,,,,,,,,
Image_02.vsi - 20x_01,aee7074c-9f7e-4535-a988-4e3599f8d01b,Negative,Negative,Image,Polygon,2880.8,7328.3,28.36,27.15,,,,,,,,,
Image_02.vsi - 20x_01,5a1bcad5-d071-461f-a42e-c6d6270b3455,Negative,Negative,Image,Polygon,2890.8,7327.7,25.77,22.68,,,,,,,,,
Image_02.vsi - 20x_01,a094ca4c-6e88-4252-bfc1-f2328e97123c,Negative,Negative,Image,Polygon,2918,7312.3,17.43,20.73,,,,,,,,,
Image_02.vsi - 20x_01,ac3a31d9-3a45-4fa6-929f-32f7f556752f,Negative,Negative,Image,Polygon,2930.2,7314.1,41.51,31.4,,,,,,,,,
Image_02.vsi - 20x_01,8a91256e-49a3-47d5-94c6-5e3bc9d2527b,Negative,Negative,Image,Polygon,2941.6,7346.3,10.35,16.83,,,,,,,,,
Image_02.vsi - 20x_01,7120db9c-f620-4b54-a77a-33676b2a93d7,Negative,Negative,Image,Polygon,2927.3,7356.6,24.13,23.79,,,,,,,,,
Image_02.vsi - 20x_01,59923f92-7b36-4dde-86e6-484eb2a00175,Negative,Negative,Image,Polygon,2930.4,7364.4,3.591,8.877,,,,,,,,,
Image_02.vsi - 20x_01,e0833bf6-e4b4-46be-a9f7-5054cb3accee,Negative,Negative,Image,Polygon,2944.2,7367.4,14.73,18.32,,,,,,,,,
Image_02.vsi - 20x_01,4df4a1b6-a66f-43da-b525-01ba20ce7645,Negative,Negative,Image,Geometry,2930.8,7363.4,15.1,30.62,,,,,,,,,
Image_02.vsi - 20x_01,34174264-15ef-467c-80a8-ca8ddbd787ae,Negative,Negative,Image,Polygon,2903.3,7366.6,17.85,19.17,,,,,,,,,
Image_02.vsi - 20x_01,799a3193-45cd-4f5c-9292-602d5d3a0a6a,Negative,Negative,Image,Polygon,2897,7374.4,14.95,15.59,,,,,,,,,
Image_02.vsi - 20x_01,ae44da94-e4af-472c-804f-2e24c9c28d53,Negative,Negative,Image,Polygon,2995,7420.7,59.07,36.47,,,,,,,,,
Image_02.vsi - 20x_01,8d07c553-9a16-4470-91ae-03c5672ad3b9,Negative,Negative,Image,Polygon,3000.8,7426.3,25.77,24.63,,,,,,,,,
Image_02.vsi - 20x_01,8b559983-c008-415c-9930-16be8de1658b,Negative,Negative,Image,Polygon,2998.9,7438.9,90.02,69.92,,,,,,,,,
Image_02.vsi - 20x_01,e1b5d55f-2708-48a9-88a8-e4d9ccf16f61,Negative,Negative,Image,Geometry,3005.4,7447.6,59.1,50.15,,,,,,,,,
Image_02.vsi - 20x_01,4ee81c11-0d1b-4f92-8bb2-bf9871f02254,Negative,Negative,Image,Polygon,3006.2,7464.8,43.99,27.09,,,,,,,,,
Image_02.vsi - 20x_01,3ae7e9f9-937e-48a6-9fa5-93078e99a458,Negative,Negative,Image,Polygon,3010.2,7472.3,55.08,47.13,,,,,,,,,
Image_02.vsi - 20x_01,469ecb73-5f13-4b32-ae32-94ed13b235e5,Negative,Negative,Image,Geometry,3003,7480.2,114.36,145.27,,,,,,,,,
Image_02.vsi - 20x_01,73b5d473-a1dc-43e2-b6fb-500abfe3b8d4,Negative,Negative,Image,Polygon,3012.5,7494.4,37.95,26.71,,,,,,,,,
Image_02.vsi - 20x_01,4343ca1c-716c-46b5-8ea5-c810800f8b55,Negative,Negative,Image,Polygon,3015.8,7506.4,17.96,17.48,,,,,,,,,
Image_02.vsi - 20x_01,2f670901-c88a-4931-b52c-7efe620b18ca,Negative,Negative,Image,Polygon,3016,7505.7,44.41,27.71,,,,,,,,,
Image_02.vsi - 20x_01,6f8041b4-2ebb-497b-87c5-82c48a269ffa,Negative,Negative,Image,Polygon,3023.6,7512,32.14,23.2,,,,,,,,,
Image_02.vsi - 20x_01,cf8c1f69-5192-4fad-9023-9def8ff289fd,Negative,Negative,Image,Polygon,3021,7520.6,33.41,24.11,,,,,,,,,
Image_02.vsi - 20x_01,a360c544-fc01-4d2f-bd9c-74d46eb5f493,Negative,Negative,Image,Polygon,3023,7530.1,74.07,43.7,,,,,,,,,
Image_02.vsi - 20x_01,281aa039-0c9d-42a8-9e22-75ab469389a7,Negative,Negative,Image,Polygon,3027.5,7544.2,40.3,25.63,,,,,,,,,
Image_02.vsi - 20x_01,30c22f09-1a3e-4f23-bd2f-aab4123775a6,Negative,Negative,Image,Polygon,3034.8,7554.2,33.54,25.7,,,,,,,,,
Image_02.vsi - 20x_01,cd31ae1d-2c31-4d24-b33f-129e482f90b5,Negative,Negative,Image,Polygon,3034.6,7569.4,54.24,42.62,,,,,,,,,
Image_02.vsi - 20x_01,a77658a8-96f0-41e4-ba24-aecaf421adf6,Negative,Negative,Image,Polygon,3039,7584.8,27.73,22.27,,,,,,,,,
Image_02.vsi - 20x_01,f36850b9-13c3-4f7c-9966-3fa099f3bb16,Negative,Negative,Image,Polygon,3038.9,7589.4,72.99,65.42,,,,,,,,,
Image_02.vsi - 20x_01,8f0a1765-eca6-4830-b38a-e86e1319bb73,Negative,Negative,Image,Polygon,3032.7,7601.9,25.24,23.21,,,,,,,,,
Image_02.vsi - 20x_01,af150c4a-a3d7-4844-9609-ff6ba893f584,Negative,Negative,Image,Polygon,3040.6,7602.5,15.69,17.94,,,,,,,,,
Image_02.vsi - 20x_01,878e3139-80ab-424a-a515-422ae60afda7,Negative,Negative,Image,Polygon,3039.9,7610.4,37.71,25.35,,,,,,,,,
Image_02.vsi - 20x_01,081db9d4-54c4-4161-aafb-4075b72f5487,Negative,Negative,Image,Polygon,3041.3,7435.2,52.97,48.96,,,,,,,,,
Image_02.vsi - 20x_01,2a5e902c-81f0-4cd8-982c-931d9c95e228,Negative,Negative,Image,Polygon,3042.1,7433.1,74.62,50.57,,,,,,,,,
Image_02.vsi - 20x_01,ef884c14-ddc0-44bc-b510-14ee4abcc37e,Negative,Negative,Image,Polygon,3043.1,7421.3,29.42,21.08,,,,,,,,,
Image_02.vsi - 20x_01,d7c2e1fb-fad5-40bc-9f63-729ae2c41831,Negative,Negative,Image,Polygon,3040.2,7413.6,27.3,20.33,,,,,,,,,
Image_02.vsi - 20x_01,a10bfd47-b43c-48d9-9f97-4e009854ab9d,Negative,Negative,Image,Polygon,3070.4,7428.3,22.37,21.69,,,,,,,,,
Image_02.vsi - 20x_01,204c272d-7eb5-4fdf-bb14-aa6a09443399,Negative,Negative,Image,Polygon,3138.2,7418.5,18.22,20.12,,,,,,,,,
Image_02.vsi - 20x_01,3fcff931-96e8-477a-885c-1bf5c9f713d6,Negative,Negative,Image,Polygon,3146.5,7414,19.96,19.03,,,,,,,,,
Image_02.vsi - 20x_01,fd19ad50-a3d6-49dc-a6a6-50218199040c,Negative,Negative,Image,Polygon,3160.2,7455,13.52,14.54,,,,,,,,,
Image_02.vsi - 20x_01,68b4b28d-849d-4ffe-a6e3-127e5c432a9a,Negative,Negative,Image,Polygon,3177.6,7465.1,16.21,18.32,,,,,,,,,
Image_02.vsi - 20x_01,199608fe-1c5a-4f57-bf2d-8fbef91c81de,Negative,Negative,Image,Polygon,3182.7,7477.6,20.23,20.16,,,,,,,,,
Image_02.vsi - 20x_01,28b52c03-7dfd-4fb4-9db6-d7b9d54c39f1,Negative,Negative,Image,Polygon,3201.7,7485.4,33.27,26.58,,,,,,,,,
Image_02.vsi - 20x_01,63419ae5-519b-43a1-8d2f-35ac6232a0c9,Negative,Negative,Image,Polygon,3177.4,7507.8,21.12,22.53,,,,,,,,,
Image_02.vsi - 20x_01,047cf795-bfe3-40e7-96bd-e3fd8427dfbb,Negative,Negative,Image,Polygon,3158.7,7512.5,12.09,15.34,,,,,,,,,
Image_02.vsi - 20x_01,a04efc7a-5923-4a08-bc99-2f2301c778a9,Negative,Negative,Image,Polygon,3178.6,7528.4,22.23,20.03,,,,,,,,,
Image_02.vsi - 20x_01,6803acf9-ec4d-40a8-be84-524ebde2b5ff,Negative,Negative,Image,Polygon,3217.8,7538.6,31.21,22.51,,,,,,,,,
Image_02.vsi - 20x_01,8510a7fb-4ae7-4d44-a0a6-ecb402823651,Negative,Negative,Image,Geometry,3125.6,7512.6,35.77,35.64,,,,,,,,,
Image_02.vsi - 20x_01,331cf665-ed0d-4887-8ab0-b70432eae4e0,Negative,Negative,Image,Polygon,3133.8,7497.7,20.15,19.74,,,,,,,,,
Image_02.vsi - 20x_01,c0459aea-8758-4b26-b9ba-81f41996f7d9,Negative,Negative,Image,Polygon,3109.2,7471.7,14.95,16.76,,,,,,,,,
Image_02.vsi - 20x_01,0d99442f-1523-4908-b622-5700c5638bd8,Negative,Negative,Image,Polygon,3100.7,7447,13.36,15.57,,,,,,,,,
Image_02.vsi - 20x_01,52ca1ffa-062a-4b70-bf20-f1ed3cb2088a,Negative,Negative,Image,Polygon,3194.9,7411.8,35.49,28.58,,,,,,,,,
Image_02.vsi - 20x_01,360c63b5-4f7c-4ad1-b212-419689abfe5d,Negative,Negative,Image,Polygon,3215.7,7420.9,22.6,19.7,,,,,,,,,
Image_02.vsi - 20x_01,8fbbe84e-b3ba-4c23-8096-ce684feb403f,Negative,Negative,Image,Polygon,3221.7,7403.7,6.918,11.67,,,,,,,,,
Image_02.vsi - 20x_01,8b9052bf-d961-47eb-a2fd-f433ed718e21,Negative,Negative,Image,Geometry,3237.8,7408.9,47.03,35.36,,,,,,,,,
Image_02.vsi - 20x_01,1a963b8e-6dad-490e-9d46-32e5ab6ef83e,Negative,Negative,Image,Polygon,3267.9,7403.7,21.23,19.28,,,,,,,,,
Image_02.vsi - 20x_01,ae1d08a9-c326-46e3-9681-193416e15da3,Negative,Negative,Image,Polygon,3290.4,7414.1,31.21,23.32,,,,,,,,,
Image_02.vsi - 20x_01,88c00874-69a9-446b-9cd1-7138e9456eba,Negative,Negative,Image,Polygon,3300.2,7421.4,44.1,26.66,,,,,,,,,
Image_02.vsi - 20x_01,60bb07dc-7296-477f-ad35-69c528abe1e7,Negative,Negative,Image,Polygon,3199.2,7373.8,28.44,27.76,,,,,,,,,
Image_02.vsi - 20x_01,e5c0f408-3b45-448b-bc52-0c2058f8281e,Negative,Negative,Image,Geometry,3186.8,7384.9,26.3,28.69,,,,,,,,,
Image_02.vsi - 20x_01,a97c2429-f927-4edf-ad80-10cc475f163a,Negative,Negative,Image,Polygon,3167.5,7359.8,23.98,20.08,,,,,,,,,
Image_02.vsi - 20x_01,3368c17a-0227-492b-a852-1f0d4ca72c45,Negative,Negative,Image,Geometry,3147.9,7348,47.99,41.08,,,,,,,,,
Image_02.vsi - 20x_01,05d3920a-0b50-4202-8eea-6d1d058924f1,Negative,Negative,Image,Polygon,3143.2,7374.4,17.53,18.25,,,,,,,,,
Image_02.vsi - 20x_01,ec322df7-47b9-4e81-a623-588a5ca6e58a,Negative,Negative,Image,Polygon,3123.7,7380.3,17.27,18.71,,,,,,,,,
Image_02.vsi - 20x_01,0bfcd0b5-8e36-4d29-a417-5e56d5c7c4b8,Negative,Negative,Image,Polygon,3129.1,7387.8,8.027,14.21,,,,,,,,,
Image_02.vsi - 20x_01,c3085af8-cb90-4d1d-ad44-1a2c7258e55d,Negative,Negative,Image,Polygon,3092.1,7372.8,27.22,29.32,,,,,,,,,
Image_02.vsi - 20x_01,23cc4f96-2d12-482c-b664-9deeaef5fc7d,Negative,Negative,Image,Geometry,3100,7360.1,25.72,29.53,,,,,,,,,
Image_02.vsi - 20x_01,4905b796-8b76-4a4c-a25f-1f50376e6dd2,Negative,Negative,Image,Polygon,3127.7,7342.1,28.17,27.03,,,,,,,,,
Image_02.vsi - 20x_01,9103a416-27de-4040-aa62-7342e0353c24,Negative,Negative,Image,Polygon,3107,7321.4,30.5,23.22,,,,,,,,,
Image_02.vsi - 20x_01,a8e56d2c-425f-4e6c-8de3-b3e288f48566,Negative,Negative,Image,Polygon,3093.4,7336,19.86,22.42,,,,,,,,,
Image_02.vsi - 20x_01,2b68692e-9e0e-4735-87b7-b885d1c841ff,Negative,Negative,Image,Geometry,3069.1,7328.6,30.16,28.25,,,,,,,,,
Image_02.vsi - 20x_01,ff08f191-100a-48b7-a276-fe1238b50ed6,Negative,Negative,Image,Polygon,3057.2,7324.2,12.6,14.22,,,,,,,,,
Image_02.vsi - 20x_01,f269fe44-4321-4c89-9cb7-d235c2ca0ddb,Negative,Negative,Image,Polygon,3066.4,7309.5,34.54,26.63,,,,,,,,,
Image_02.vsi - 20x_01,9f54c441-0556-4b32-936f-164a7eabcf3e,PathAnnotationObject,,Image,Geometry,3196.9,7450.3,628.55,225.93,,,,,,,,,
Image_02.vsi - 20x_01,caa123ba-8017-4ed7-95c3-0d647e2087d8,Ignore*,Ignore*,Image,Geometry,3166.6,7420,584.39,216.49,,,,,,,,,
Image_02.vsi - 20x_01,d378afcc-b31d-4f63-ac02-a24ba41f22db,Ignore*,Ignore*,Image,Geometry,3165.4,7380.4,362.99,131.27,,,,,,,,,
Image_02.vsi - 20x_01,b038051f-e1bb-4ad8-a0b3-9ec5839e853b,Ignore*,Ignore*,Image,Geometry,3198.3,7349.6,892.66,256.49,,,,,,,,,
Image_02.vsi - 20x_01,42ef72a0-65a3-445a-9c29-a7ec899b3f9b,PathAnnotationObject,,Image,Geometry,3148.1,7328,389.68,155.01,,,,,,,,,
Image_02.vsi - 20x_01,d29e8b13-aead-4985-9e27-343cf4fd9a32,Ignore*,Ignore*,Image,Polygon,3118.1,7356.1,120.99,91.34,,,,,,,,,
Image_02.vsi - 20x_01,fb33bd37-75d6-4b71-8653-7618bec84f7f,Ignore*,Ignore*,Image,Geometry,3123.9,7358.2,282.99,275.32,,,,,,,,,
Image_02.vsi - 20x_01,cacd3356-3b0e-406d-943b-d43806a7b619,Ignore*,Ignore*,Image,Geometry,3116.4,7429.3,409.45,171.55,,,,,,,,,
Image_02.vsi - 20x_01,e761848f-da64-4961-a9ca-1c889bffffb5,Ignore*,Ignore*,Image,Geometry,3220.5,7510.4,433.37,201.45,,,,,,,,,
Image_02.vsi - 20x_01,329968a1-952f-497d-b928-e0377de0d83b,Ignore*,Ignore*,Image,Polygon,3257.5,7484.3,315.36,128.89,,,,,,,,,
Image_02.vsi - 20x_01,4c715079-9a74-43c9-b141-1f81003511bf,Ignore*,Ignore*,Image,Polygon,3321.6,7475.9,434.85,180.66,,,,,,,,,
Image_02.vsi - 20x_01,284b1e63-3b5b-4988-9dd7-9a640da392f0,Ignore*,Ignore*,Image,Geometry,3327.1,7443.8,390.91,164.68,,,,,,,,,
Image_02.vsi - 20x_01,b69e034e-effc-4659-992a-74c467c51f50,Ignore*,Ignore*,Image,Polygon,3131.2,7601.1,356.94,190.84,,,,,,,,,
Image_02.vsi - 20x_01,242d2321-7662-43a4-bba7-5adcd583374b,Ignore*,Ignore*,Image,Polygon,4041.6,7267,2333.3,387.8,,,,,,,,,
Image_02.vsi - 20x_01,f0a11c65-e53f-4034-b9fd-95e90069ccf5,Ignore*,Ignore*,Image,Geometry,4117.2,7316.9,2171.2,402.58,,,,,,,,,
Image_02.vsi - 20x_01,77ab9c63-0b37-4123-9a16-36201e6777de,Ignore*,Ignore*,Image,Polygon,3966.8,7430.1,943.21,315.12,,,,,,,,,
Image_02.vsi - 20x_01,1db74974-4a00-43fa-93df-481da7d6352c,Ignore*,Ignore*,Image,Polygon,3893.9,7436.2,428.09,175.55,,,,,,,,,
Image_02.vsi - 20x_01,58920656-1ef8-4f0f-9bcf-805ed5b4a983,Ignore*,Ignore*,Image,Polygon,3788.8,7349.3,650.69,368.78,,,,,,,,,
Image_02.vsi - 20x_01,4ef4e867-9eca-4b29-84d3-cd03eb44260b,Ignore*,Ignore*,Image,Polygon,3834.4,7342.1,1142.7,352.25,,,,,,,,,
Image_02.vsi - 20x_01,8e932253-ac69-4afa-baf7-b48982e94150,Ignore*,Ignore*,Image,Polygon,3747.1,7286.2,126.06,143.04,,,,,,,,,
Image_02.vsi - 20x_01,95436623-2a2c-422e-9bf1-2830412df328,Ignore*,Ignore*,Image,Polygon,3763.8,7295.3,1354.8,479.25,,,,,,,,,
Image_02.vsi - 20x_01,d4e07c4f-86b2-4f80-ac25-57396d35e8d4,Ignore*,Ignore*,Image,Polygon,3806.4,7268.7,618.9,273.3,,,,,,,,,
Image_02.vsi - 20x_01,e8ced56b-8753-4771-9abc-e130a2cce2e4,Ignore*,Ignore*,Image,Polygon,3792.6,7241.1,886.39,478.28,,,,,,,,,
Image_02.vsi - 20x_01,d27a80e7-6f93-40ca-b93d-d1f476258e8f,Ignore*,Ignore*,Image,Polygon,3790.9,7156.9,1706.1,388.53,,,,,,,,,
Image_02.vsi - 20x_01,cff8d4fc-effd-4670-98f3-273989044326,Ignore*,Ignore*,Image,Polygon,3752.4,7153.8,207.92,86.07,,,,,,,,,
Image_02.vsi - 20x_01,8ec23e6a-f40c-4846-9c45-d679f14efd48,Ignore*,Ignore*,Image,Polygon,3086.3,7696.7,21.71,27.96,,,,,,,,,
Image_02.vsi - 20x_01,14cc0553-7a7a-4d40-9aa2-3cb8bf7dfc82,Ignore*,Ignore*,Image,Geometry,3085.2,7720.2,25.77,45.88,,,,,,,,,
Image_02.vsi - 20x_01,0b87df25-dcff-48e3-92b6-fe73c52a8af2,Ignore*,Ignore*,Image,Polygon,3087.7,7755.5,57.93,76.64,,,,,,,,,
Image_02.vsi - 20x_01,b0714471-c7ee-4d8d-a68a-c201d485f560,Ignore*,Ignore*,Image,Polygon,3097.9,7786.6,22.92,32.57,,,,,,,,,
Image_02.vsi - 20x_01,6d78c1af-9538-4cb2-b356-9ffdd0f2f168,Ignore*,Ignore*,Image,Polygon,3101.7,7816.1,121.78,151.11,,,,,,,,,
Image_02.vsi - 20x_01,de4c7aa0-eeda-4335-8c66-0653d1589fcb,Ignore*,Ignore*,Image,Polygon,3118.6,7806.5,19.7,28.12,,,,,,,,,
Image_02.vsi - 20x_01,94ef37a3-bfb7-445d-9016-b87557cdf4fe,Ignore*,Ignore*,Image,Polygon,3117.9,7795.5,61.84,61.23,,,,,,,,,
Image_02.vsi - 20x_01,3c919fac-54ca-4ebe-8871-6ca28ca92055,Ignore*,Ignore*,Image,Polygon,3112.4,7762.5,18.7,24.9,,,,,,,,,
Image_02.vsi - 20x_01,9c605682-85c3-4ca7-a1c9-d18967c6ed0f,Ignore*,Ignore*,Image,Polygon,3104.8,7728,28.52,34.68,,,,,,,,,
Image_02.vsi - 20x_01,bc6c0d2d-98b3-40b7-8762-b6b0827cc8b4,Ignore*,Ignore*,Image,Polygon,3096.8,7683.3,66.54,89.08,,,,,,,,,
Image_02.vsi - 20x_01,17cd52ec-62d5-46a3-b763-42c539902cf6,Ignore*,Ignore*,Image,Polygon,3086.4,7648.5,38.71,45.69,,,,,,,,,
Image_02.vsi - 20x_01,0fcad2e5-b318-4d8a-818f-f65e192aa591,Ignore*,Ignore*,Image,Polygon,3073.8,7600.6,142.38,92.53,,,,,,,,,
Image_02.vsi - 20x_01,b03980dc-40ad-46cb-a69a-6739b6976ba2,Ignore*,Ignore*,Image,Polygon,3045,7580.2,115.39,117.66,,,,,,,,,
Image_02.vsi - 20x_01,d13a57b1-2895-41ec-aa0c-c74fdb12f6ab,Ignore*,Ignore*,Image,Geometry,3055.8,7522.9,93,75.47,,,,,,,,,
Image_02.vsi - 20x_03,2779bf08-d9dc-4fd2-abe8-ee9e3009d5d3,B,,Image,Polygon,1840.4,5282.3,32432.7,2305.1,2.3022,159.792,97.6978,6780.9697,205,56,149,0,
Image_02.vsi - 20x_03,6fd6450d-451c-4468-b4c4-831f79848367,A,,Image,Polygon,1817.5,4743.1,40788.1,2741.5,2.6853,243.4373,97.3147,8822.041,182,67,115,0,
