Image,Object ID,Name,Class,Parent,ROI,Centroid X,Centroid Y,Area,Perimeter,FOS_VIM_SYXG: FOS %,FOS_VIM_SYXG: FOS area,FOS_VIM_SYXG: Negative %,FOS_VIM_SYXG: Negative area,Num Detections,Num FOS,Num Negative,Positive %,Num points
H224-38_06.vsi - 20x_04,ab2afbc4-a310-4f5e-bd58-96653bf7552a,PH,,Image,Geometry,3948.1,7390.1,618162.3,4368.2,5.1747,3065.4089,94.8253,56173.5,1546,292,1254,0,
H224-38_06.vsi - 20x_04,a3b11ec2-97f9-47f6-901d-e5f625790386,PH_FOS,,Image,Points,3876.5,7405.4,,,21.875,0.7393,78.125,2.6403,0,0,0,,120
H224-38_06.vsi - 20x_04,be3a22c3-08f0-41b1-bd70-2873e3208676,VMH_FOS,,Image,Points,4087.5,8329.2,,,7.1429,0.3168,92.8571,4.1189,0,0,0,,127
H224-38_06.vsi - 20x_04,595b7f15-3d91-46fd-8ff6-4a9bd141f712,ARC_FOS,,Image,Points,3950.9,8734.8,,,19.3548,0.6337,80.6452,2.6403,0,0,0,,141
H224-38_06.vsi - 20x_04,5e3328fe-2f80-4fa5-8f87-d5f5321152ad,BTAN,,Image,Points,4070.7,8645.9,,,6.9767,0.3168,93.0233,4.2245,0,0,0,,68
H224-38_06.vsi - 20x_04,6362d83f-39ee-4798-b520-04aa35f4bc14,ATAN_FOS,,Image,Points,4011.1,7949.5,,,7,0.7393,93,9.822,0,0,0,,186
H224-38_06.vsi - 20x_04,3ad4e5f6-6532-4d54-b3ef-825f313852cc,DMH_FOS,,Image,Points,4077.6,8038.6,,,17.2414,1.0561,82.7586,5.0694,0,0,0,,168
H250-4006.vsi - 20x_01,acb75da6-0df9-4e3c-91f8-3ab6c1345b96,B,,Image,Geometry,4276.8,9066.1,25650.2,1366.9,2.3051,91.6718,97.6949,3885.1748,114,27,87,0,
H250-4006.vsi - 20x_01,9abf2a6b-1cf9-4ebb-b7e2-8826c9a015e0,A,,Image,Geometry,4273.5,8537.6,59994.4,3159.8,4.0428,430.6886,95.9572,10222.5713,267,96,171,0,
H250-4006.vsi - 20x_01,cc8a7fbb-3283-4ace-b1a0-99236b3fed76,ARC,,Image,Geometry,4498.9,9110.3,248968,2805.5,2.8718,655.4325,97.1282,22167.3672,683,176,507,0,
H250-4006.vsi - 20x_01,ba6c6fab-e101-4d58-84c3-5496586700b0,VMH,,Image,Geometry,4505.7,8767.6,564741.5,4384.1,0.7319,393.8298,99.2681,53417.1133,1097,104,993,0,
H250-4006.vsi - 20x_01,1308b824-08f9-4226-a03e-5071d0559570,DMH,,Image,Geometry,4281.5,8365.4,399238.7,3736.8,1.219,484.6567,98.781,39273.7734,860,90,770,0,
H250-4006.vsi - 20x_01,a2e70e7f-5ec1-4f73-8470-42e974bbbaa6,PH,,Image,Geometry,4266,7885.3,663026,4560.7,1.6422,1198.0706,98.3578,71757.0781,1626,130,1496,0,
H250-4006.vsi - 20x_02,bd7690e7-30a5-49ab-860f-7a3c88982c3c,A,,Image,Geometry,2430.6,7515.2,46091.3,2923.2,3.2424,324.4422,96.7576,9681.7285,211,90,121,0,
H250-4006.vsi - 20x_02,92661be5-0430-4eb2-b0c6-33f6b2056e7c,B,,Image,Geometry,2354.9,8115.3,27637.7,2051.6,1.932,119.7648,98.068,6079.3843,149,42,107,0,
H250-4006.vsi - 20x_02,faa068dc-3f56-4cfc-8264-b4695a1f75f4,DMH,,Image,Geometry,2365.2,7219.3,591357.6,4646.4,3.8865,2335.0969,96.1135,57747.7617,1439,219,1220,0,
H250-4006.vsi - 20x_02,e59b5055-5cbc-46b0-af95-6d7ee2de3482,VMH,,Image,Geometry,2443.8,7702.3,715728.1,4710.8,0.7417,586.9954,99.2583,78556,1646,197,1449,0,
H250-4006.vsi - 20x_02,5cc5830b-0e16-4b1a-ac60-2986cbf0f4ba,PH,,Image,Geometry,2352.7,6349,1473936.3,6953.4,2.8182,4047.5015,97.1818,139572.375,3392,409,2983,0,
H250-4006.vsi - 20x_02,60d4a63f-97b8-4c3e-a76e-dbb3e520bb6d,PAG,,Image,Polygon,2606,3495.1,1015636.2,5194,5.8496,4818.4741,94.1504,77554.8984,2452,618,1834,0,
H250-4006.vsi - 20x_02,489c7c5c-39da-48ea-9c52-50c32ce0937d,ARC,,Image,Polygon,1966.1,8122.7,159352.8,1629.7,3.7351,592.1705,96.2649,15261.9863,498,154,344,0,
H250-4006.vsi - 20x_02,81cc8961-761c-41e8-af4a-3f26b118dfdf,PH_FOS,,Image,Points,2368.9,6333.4,,,20,0.5281,80,2.1123,0,0,0,,120
H250-4006.vsi - 20x_02,723d7c6b-4741-4e48-9d04-9b57b2f8b8c2,DMH_FOS,,Image,Points,2329.4,7178.1,,,18.8679,1.0561,81.1321,4.5413,0,0,0,,123
H250-4006.vsi - 20x_02,f3c13fdf-d99e-4396-a985-fec580aaa492,VMH_FOS,,Image,Points,2390.7,7653.1,,,0,0,100,0.6337,0,0,0,,14
H250-4006.vsi - 20x_02,c97093b1-cbd1-4ee2-9c1a-7ee14cf6405f,ARC_FOS,,Image,Points,1994.7,8125.9,,,23.5294,0.4225,76.4706,1.373,0,0,0,,44
H250-4006.vsi - 20x_03,6c79007a-5946-40f7-b20d-d7d1cba63497,A,,Image,Geometry,2838.8,8765,61443.8,3634.9,2.114,261.3914,97.886,12103.4277,215,88,127,0,
H250-4006.vsi - 20x_03,0d7349ea-3de0-4cc3-999c-6e6ccc71a0fb,B,,Image,Geometry,2802.8,9407.3,33122.9,2064.1,2.2168,157.9966,97.7832,6969.2769,167,38,129,0,
H250-4006.vsi - 20x_03,d7d21d9c-6930-4f3e-9085-aeba33803e72,ARC,,Image,Geometry,3046.9,9377.7,248896.6,2838.4,2.6778,646.2441,97.3222,23487.2109,685,179,506,0,
H250-4006.vsi - 20x_03,b7320242-3367-454b-bd62-10809d434aba,VMH,,Image,Geometry,2851.3,8991,579540.8,4061.6,1.1691,731.368,98.8309,61827.6875,1342,195,1147,0,
H250-4006.vsi - 20x_03,6cbce1ce-574e-4ceb-9275-17109e0850ab,DMH,,Image,Geometry,2809.8,8575.6,524055,4485.6,3.6867,2292.0071,96.3133,59877.9688,1445,238,1207,0,
H250-4006.vsi - 20x_03,06637a14-9226-4597-a39d-6673da205d73,PH,,Image,Geometry,2801.9,7833.5,1275385.7,6381.7,2.8616,3588.9312,97.1384,121826.2656,2966,373,2593,0,
H250-4006.vsi - 20x_03,b9579ea4-6b60-4c77-afe3-c3d252f9edca,PAG,,Image,Polygon,2768.3,4730.7,764213.4,5057.9,7.065,4514.8379,92.935,59389.3008,1887,445,1442,0,
H250-4006.vsi - 20x_03,3c02bab2-b5ae-4926-93cc-74550cda41ef,PH_FOS,,Image,Points,2795.1,7877.1,,,14.8148,0.4225,85.1852,2.4291,0,0,0,,127
H250-4006.vsi - 20x_03,a9de3ce4-8eb5-405f-b548-255ad93cf439,DMH_FOS,,Image,Points,2744.5,8591.6,,,17.6471,0.9505,82.3529,4.4357,0,0,0,,166
H250-4006.vsi - 20x_03,13361904-8417-4fb0-bbbb-e57e7cdc162f,VMH_FOS,,Image,Points,2746.5,9027.6,,,0,0,100,3.274,0,0,0,,130
H250-4006.vsi - 20x_03,4cfc226d-2eba-4054-b493-97b17df93f5d,ARC_FOS,,Image,Points,2992,9383.3,,,2.2222,0.1056,97.7778,4.647,0,0,0,,127
H263_36_06.vsi - 20x_01,fa811b30-3a04-4e15-add8-e571594891d2,A,,Image,Polygon,1859,8856.9,17162.8,1673.7,1.0368,39.0767,98.9632,3730.0295,110,23,87,0,
H263_36_06.vsi - 20x_01,33814cd4-4e88-4c07-8dff-5484a2d3d43e,B,,Image,Polygon,2050.4,9480.2,12517.5,1082.4,2.1119,45.0966,97.8881,2090.2866,91,11,80,0,
H263_36_06.vsi - 20x_01,4b0ede99-b8e7-4f39-be45-a4d6c665e32e,ARC,,Image,Polygon,2270.2,9400.7,136070.9,1581.7,0.3603,29.5716,99.6397,8177.6978,272,14,258,0,
H263_36_06.vsi - 20x_01,941841a4-a7d6-4524-bf50-203f817cc82b,VMH,,Image,Geometry,2440.4,9050.2,367284.7,2496,0.7946,215.6611,99.2054,26924.0586,710,47,663,0,
H263_36_06.vsi - 20x_01,b7a21e42-9565-42b6-987d-60b5cb21261c,DMH,,Image,Geometry,2243.9,8642.7,250342.6,2191.6,5.5565,1171.7729,94.4435,19916.4453,625,89,536,0,
H263_36_06.vsi - 20x_01,9a649b87-c29c-48e4-9685-835ab421ad59,PH,,Image,Geometry,2211.1,8092.6,396238.4,2397.2,1.8527,597.2399,98.1473,31638.293,920,73,847,0,
H263_36_06.vsi - 20x_01,d13f207d-5398-41ce-9dc9-c98021e2775b,PH_FOS,,Image,Points,2121.5,8123.2,,,33.3333,0.1056,66.6667,0.2112,0,0,0,,19
H263_36_06.vsi - 20x_01,08afb515-d9f0-4aac-8f00-32799c253f3f,DMH_FOS,,Image,Points,2057.5,8710.6,,,50,0.7393,50,0.7393,0,0,0,,48
H263_36_06.vsi - 20x_01,e16b254b-c97f-4ecb-8d7a-dbc2bad273ef,VMH_FOS,,Image,Points,2038.1,9175.7,,,100,0.1056,0,0,0,0,0,,4
H263_36_06.vsi - 20x_01,dbc467ab-9090-40d6-95e8-ff2dc778a9ad,ARC_FOS,,Image,Points,2262.6,9390.9,,,0,0,100,0.4225,0,0,0,,8
H263_36_06.vsi - 20x_01,2ad85cf0-af4f-4127-a1ff-dadcc7ff8693,PathAnnotationObject,,Image,Points,2330.1,9206.1,,,,0,,0,0,0,0,,1
H263_36_06.vsi - 20x_02,8307cb8a-041c-445e-80d5-8183055acf42,B,,Image,Polygon,1614.9,9820.4,17848.5,1166.9,8.7293,373.869,91.2707,3909.0432,166,80,86,0,
H263_36_06.vsi - 20x_02,43c6b8aa-63b1-41d5-9369-656751312a5d,A,,Image,Geometry,1428.7,9110.2,22401.6,1649.4,5.9334,378.3047,94.0666,5997.5347,184,96,88,0,
H263_36_06.vsi - 20x_02,5f32212d-77bb-4247-ab77-aa881919830a,ARC,,Image,Polygon,1822.1,9787.9,145314.5,1494.2,5.537,898.7642,94.463,15333.2754,533,196,337,0,
H263_36_06.vsi - 20x_02,8aa29cd0-e721-4e13-be19-77097ec35ae8,VMH,,Image,Polygon,2038.5,9449.1,339312.2,2374.1,1.0297,330.0397,98.9703,31721.4102,701,93,608,0,
H263_36_06.vsi - 20x_02,1979be6d-1211-4c5f-b7b5-81a6d0912731,DMH,,Image,Polygon,1772.2,9011.1,258247.4,2207.1,3.9793,1197.2257,96.0207,28888.877,848,226,622,0,
H263_36_06.vsi - 20x_02,38349ecb-b578-46b4-a4b0-b4ae464e429e,PH,,Image,Polygon,1761.7,8475.9,335105.2,2248.5,2.3676,752.3849,97.6324,31026.1621,781,92,689,0,
H263_36_06.vsi - 20x_02,75241da1-b12d-49f8-ab64-ad69b49d5afd,PAG,,Image,Polygon,1675.9,3741.8,325431.6,2721.9,2.2202,539.9978,97.7798,23782.1855,650,98,552,0,
H263_36_06.vsi - 20x_02,1b26a8ce-c4db-4c5f-823a-6e12e6b24a21,PH_FOS,,Image,Points,1677.4,8387.8,,,75,0.3168,25,0.1056,0,0,0,,14
H263_36_06.vsi - 20x_02,d4fb85a5-6fa1-493d-bebe-746e965ee06c,DMH_FOS,,Image,Points,1709.4,9046,,,20,0.2112,80,0.8449,0,0,0,,28
H263_36_06.vsi - 20x_02,6c90a984-1f75-4e54-8270-3ae4a748d0e0,VMH_FOS,,Image,Points,1683.2,9457.5,,,33.3333,0.1056,66.6667,0.2112,0,0,0,,5
H263_36_06.vsi - 20x_02,67a0d570-9b3a-4d1c-8699-f5fcf4a82d53,ARC_FOS,,Image,Points,1862.7,9725.9,,,100,0.1056,0,0,0,0,0,,6
H263_36_06.vsi - 20x_03,1d252d18-4b3d-4e82-bdc4-c41b0712cf89,B,,Image,Geometry,1124.3,9354.9,20358.1,1319.2,3.4018,199.2912,96.5982,5659.0459,156,60,96,0,
H263_36_06.vsi - 20x_03,ab058705-0ce2-4470-86f8-3f5342e46022,A,,Image,Polygon,1012.4,8669.4,25188.8,1371.1,1.8906,121.7715,98.1094,6319.0195,136,46,90,0,
H263_36_06.vsi - 20x_03,b4bf6238-257e-4f4d-85c0-426ebd95d195,ARC,,Image,Geometry,1378.5,9298.7,190083.1,1883.1,2.8632,635.1548,97.1368,21547.9492,594,149,445,0,
H263_36_06.vsi - 20x_03,322b1bba-7bec-4c96-9c3d-11d01d73e242,VMH,,Image,Polygon,1602.2,8948.9,345184.4,2444.9,1.1373,375.0307,98.8627,32601.375,762,136,626,0,
H263_36_06.vsi - 20x_03,263f1bcc-7321-4e95-a0d9-7c80bdac861a,DMH,,Image,Polygon,1364.6,8515.5,321463.8,2221.1,2.2049,931.8209,97.7952,41330.4766,1091,234,857,0,
H263_36_06.vsi - 20x_03,bf553922-e598-42c6-bd38-23972bafcf6d,PH,,Image,Polygon,1189.6,7863.9,306141.1,2144.9,2.3287,704.2255,97.6713,29536.7051,741,140,601,0,
H263_36_06.vsi - 20x_03,57132bc9-6990-4c5f-b5e5-bcede5eeae5a,PAG,,Image,Polygon,1006.2,3438.5,270985,2476.7,3.1769,751.7513,96.8231,22910.9863,721,212,509,0,
H263_36_06.vsi - 20x_03,7ad5968a-6526-4749-9bfb-6d1491c48e16,PH_FOS,,Image,Points,1116,7893.2,,,0,0,100,0.6337,0,0,0,,13
H263_36_06.vsi - 20x_03,5986f9ff-bf76-4f83-9828-a523ba41c3ab,DMH_FOS,,Image,Points,1166.7,8578.1,,,33.3333,0.1056,66.6667,0.2112,0,0,0,,15
H263_36_06.vsi - 20x_03,522dbfad-a9cc-4238-932e-e709d73fecbc,VMH_FOS,,Image,Points,1539.3,8959,,,100,0.1056,0,0,0,0,0,,2
H263_36_06.vsi - 20x_03,791dca2b-70fb-4ecb-83f8-d67ca46a6eb3,ARC_FOS,,Image,Points,1383.3,9271.7,,,,0,,0,0,0,0,,4
H268-3806.vsi - 20x_02,557f04ae-572c-4e7d-acc9-64ffe5c87063,B,,Image,Polygon,2611.8,9090.9,56544.1,2845.2,0.7556,96.53,99.2444,12678.9111,227,26,201,0,
H268-3806.vsi - 20x_02,ac1a8523-93a2-47ed-ac11-a3f961971fb2,ARC,,Image,Geometry,2660.9,9014,328414.3,4449.4,2.7849,1067.7445,97.2151,37273.3633,979,202,777,0,
H268-3806.vsi - 20x_02,fa1ab692-29ae-4252-a6cd-896e53fa6056,VMH,,Image,Geometry,2805.8,8633.5,748640.1,4645.1,1.2502,1011.7697,98.7498,79915.3438,1706,182,1524,0,
H268-3806.vsi - 20x_02,4bc8b6c7-4e7a-4355-9151-4f79c621b532,DMH,,Image,Geometry,2816,8176.1,535297.6,4273.1,2.9761,1500.8622,97.0239,48929.1016,1248,151,1097,0,
H268-3806.vsi - 20x_02,194994a7-0821-4cf7-9b0f-74c6ec0c996f,PH,,Image,Polygon,2865.6,7684.4,454476.2,3558.4,2.1722,1202.7175,97.8278,54166.0117,1239,138,1101,0,
H268-3806.vsi - 20x_02,410364ce-96c5-494a-afa1-7fddafcb318e,PAG,,Image,Geometry,3381.2,3631.2,221016.6,2517.8,3.1213,1538.8828,96.8787,47763.2422,1090,196,894,0,
H268-3806.vsi - 20x_03,bc10e617-4f40-40db-821f-12ab8480f5e1,B,,Image,Geometry,2818.1,9075.4,50371.6,2692.4,1.4316,165.0727,98.5684,11365.5117,194,37,157,0,
H268-3806.vsi - 20x_03,3fc43083-48a1-43f0-b460-4668f2af1e39,A,,Image,Polygon,2975.1,8445.6,24404.1,1331.8,2.2299,194.5386,97.7701,8529.4932,113,40,73,0,
H268-3806.vsi - 20x_03,4fa84f62-8776-46a9-8ae0-804650e6b2eb,ARC,,Image,Geometry,2838.1,9016,269752.6,2916.5,2.8799,986.8452,97.1201,33279.4102,890,203,687,0,
H268-3806.vsi - 20x_03,e304c8f3-2e8a-4643-aea7-e7b477b4db7e,VMH,,Image,Geometry,3019.4,8691.4,619409.2,4275.8,2.4133,1505.4036,97.5867,60874.4258,1381,190,1191,0,
H268-3806.vsi - 20x_03,12125c72-1a2e-42ce-b0f6-6e176134680a,DMH,,Image,Geometry,3084.2,8263.1,498783.4,4008.5,4.2073,2606.5217,95.7927,59345.2578,1496,258,1238,0,
H268-3806.vsi - 20x_03,620710fb-2cc4-4b88-8db7-e345949a4a81,PAG,,Image,Geometry,3634.5,3607.6,193810.3,2309.8,2.4328,1111.785,97.5672,44587.6797,998,192,806,0,
H268-3806.vsi - 20x_03,6e85a8a9-495f-4c22-b41c-9ce954128525,PH,,Image,Polygon,3068.6,7626.3,705943.9,4271.5,2.8433,2262.3298,97.1567,77304.8047,1857,208,1649,0,
H268-3806.vsi - 20x_03,e67f9983-bd30-4628-abd7-ca35a3517d48,PH_FOS,,Image,Points,3046.4,7686.6,,,3.4483,0.1056,96.5517,2.9572,0,0,0,,106
H268-3806.vsi - 20x_03,c2c1100f-d7a5-4775-847f-10ec92eabd8c,DMH_FOS,,Image,Points,3035.4,8261.4,,,16.3043,1.5842,83.6957,8.1322,0,0,0,,249
H268-3806.vsi - 20x_03,e394ac06-0298-40cb-be42-9deaf2ea1c14,VMH_FOS,,Image,Points,3065.8,8724.5,,,8.6957,0.2112,91.3043,2.2179,0,0,0,,116
H268-3806.vsi - 20x_03,20d80505-0bb1-4a96-b6d8-4647d286784f,ARC_FOS,,Image,Points,2811.3,9035.1,,,4.5455,0.2112,95.4545,4.4357,0,0,0,,141
H268-3806.vsi - 20x_03,534512a0-6e8c-4571-9443-a9ac3a028c33,ATAN_FOS,,Image,Points,2981.6,8433.3,,,7.5472,0.4225,92.4528,5.175,0,0,0,,92
H268-3806.vsi - 20x_03,333959ec-5024-4faf-b50e-edcbb2940844,BTAN_FOS,,Image,Points,2792.5,8975.5,,,0,0,100,0.5281,0,0,0,,9
H268-3806.vsi - 20x_04,ba3742d1-dcdf-4b59-8570-f766fce2d020,B,,Image,Geometry,2557.4,9631.9,31670.4,2132.9,1.7147,145.2175,98.2853,8323.8652,180,45,135,0,
H268-3806.vsi - 20x_04,77f27c33-b843-4a72-a008-889390099020,A,,Image,Polygon,2701.7,9026.8,16866.3,1099.4,1.6184,112.5831,98.3816,6843.9146,65,23,42,0,
H268-3806.vsi - 20x_04,619bb431-1dfd-45c5-8893-39c8dd0f5110,ARC,,Image,Geometry,2606.9,9536.6,281336.6,3517.5,2.5819,1004.4825,97.4181,37900.0703,1113,285,828,0,
H268-3806.vsi - 20x_04,2122b096-7339-42b8-823c-dd1830ba2fac,VMH,,Image,Geometry,2637,9222.6,570015.4,4132.5,1.7275,978.0793,98.2725,55641,1415,206,1209,0,
H268-3806.vsi - 20x_04,4a52fb9a-50c6-42e8-ab23-9b556ed795bc,DMH,,Image,Geometry,2741,8786.1,594135.3,4251.5,6.4316,5124.2231,93.5684,74548.2109,2069,389,1680,0,
H268-3806.vsi - 20x_04,e2e24fd4-86c2-4cd8-9ef7-5ea4a91db2df,PH,,Image,Geometry,2845.6,8123.1,564500.6,4207.8,3.4679,2489.6084,96.5321,69300.3125,1787,286,1501,0,
H268-3806.vsi - 20x_04,74e49dbb-b624-4f51-8b70-7b261b50fb0e,PAG,,Image,Geometry,3545.8,4142.2,213051.9,2562,3.4234,1605.8412,96.5766,45301.6211,1146,211,935,0,
H268-3806.vsi - 20x_04,1385ba07-2a35-4e84-8903-c22525a90191,PH_FOS,,Image,Points,2819,8118.4,,,8.8235,0.3168,91.1765,3.274,0,0,0,,135
H268-3806.vsi - 20x_04,5eb0733f-04fd-49a7-ad9c-978233f2a073,VMH_FOS,,Image,Points,2694.5,9249.2,,,7.4074,0.2112,92.5926,2.6403,0,0,0,,104
H268-3806.vsi - 20x_04,81dadf3b-55ec-4bed-af1f-85d55a203dac,ARC_FOS,,Image,Points,2568.1,9533.6,,,0,0,100,3.4852,0,0,0,,168
H268-3806.vsi - 20x_04,e8424c0f-7e44-49ad-9623-f19eae5a1237,BTAN_FOS,,Image,Points,2564.6,9620.3,,,0,0,100,1.7954,0,0,0,,44
H268-3806.vsi - 20x_04,ec927ab7-d479-4c99-93f3-a9f863555fb1,ATAN_FOS,,Image,Points,2698.2,9045.9,,,0,0,100,3.0628,0,0,0,,71
H268-3806.vsi - 20x_04,0f81245f-7ee9-463b-b5a9-d4d5cb7943aa,DMH_FOS,,Image,Points,2750.3,8796.6,,,17.6471,1.5842,82.3529,7.3929,0,0,0,,217
H273-4406.vsi - 20x_01,296c28fa-b268-4b1f-a2d1-7bbaca34f6be,ARC,,Image,Geometry,4767.1,9710.8,385013.8,3638.3,3.0795,1239.2595,96.9205,39002.8789,1265,277,988,0,
H273-4406.vsi - 20x_01,6d2e0b2b-92f7-40cc-890c-78304e4a8230,VMH,,Image,Geometry,4827.6,9321.5,419334.1,3640.7,1.8191,865.6017,98.1809,46717.7812,1258,211,1047,0,
H273-4406.vsi - 20x_01,40286727-f430-4eb7-a754-b5a67e0d5efb,DMH,,Image,Geometry,4826.4,8977.1,338133.3,3430.4,1.29,403.9686,98.71,30911.6777,859,105,754,0,
H273-4406.vsi - 20x_01,3704bab9-e1db-437c-90ec-a725c194a2d7,PH,,Image,Geometry,4744.3,8612,306103.8,3088.5,1.3545,355.598,98.6455,25898.0312,679,58,621,0,
H273-4406.vsi - 20x_01,28ed2fcb-f430-4d5b-8d9c-6387df7e5fe9,PH_FOS,,Image,Points,4612.9,8601.9,,,0,0,100,0.2112,0,0,0,,15
H273-4406.vsi - 20x_01,be0b33d8-7912-40ab-8885-4ba5e0bff978,DMH_FOS,,Image,Points,4881.1,8977.6,,,0,0,100,0.2112,0,0,0,,14
H273-4406.vsi - 20x_01,3158c63c-cb0c-47bd-bf1a-0eae80d64f9d,VMH_FOS,,Image,Points,4822.4,9340.8,,,0,0,100,0.1056,0,0,0,,15
H273-4406.vsi - 20x_01,ec8dd899-21d0-4fe6-a32d-2f0cb0208d13,ARC_FOS,,Image,Points,4756.7,9706.7,,,0,0,100,0.3168,0,0,0,,22
H273-4406.vsi - 20x_02,f6cd6adb-bb3f-4610-9b6c-86a8ab185856,ARC,,Image,Geometry,2954.3,8684.1,333614.7,3180.8,2.0004,805.0857,97.9996,39441.0664,1061,217,844,0,
H273-4406.vsi - 20x_02,013e367f-e74c-4f01-8144-f98f0f94e319,VMH,,Image,Geometry,2939.9,8275,388055.3,3410.4,1.3083,674.654,98.6917,50891.1719,1083,121,962,0,
H273-4406.vsi - 20x_02,726ecdcf-a65e-4ac9-9be4-58a77477b816,DMH,,Image,Geometry,2891.8,7906.3,355118,3416.8,1.2347,482.8613,98.7653,38623.8359,855,62,793,0,
H273-4406.vsi - 20x_02,a288e939-2ad3-4778-974b-29e0f7e6c788,PH,,Image,Geometry,2928.8,7495.5,346374,3438.2,1.3743,464.8015,98.6257,33355.2383,813,81,732,0,
H273-4406.vsi - 20x_02,c249a3f2-b395-4a48-b5a7-bfac3549cbc5,PH_FOS,,Image,Points,3092.6,7476.7,,,25,0.1056,75,0.3168,0,0,0,,17
H273-4406.vsi - 20x_02,8fafeb96-939a-41c1-bf47-edc4bc737d94,DMH_FOS,,Image,Points,2917.7,7927.8,,,33.3333,0.1056,66.6667,0.2112,0,0,0,,9
H273-4406.vsi - 20x_02,5fab76a8-c00c-41b3-ac43-8fd2927f03e8,VMH_FOS,,Image,Points,2837.3,8286.9,,,50,0.3168,50,0.3168,0,0,0,,22
H273-4406.vsi - 20x_02,d298170c-0cd8-470e-ac09-95c63bca7a9a,ARC_FOS,,Image,Points,3013.4,8702.6,,,9.0909,0.1056,90.9091,1.0561,0,0,0,,17
H273-4406.vsi - 20x_03,4426a64b-bc32-42d1-aca8-0e0d9ae9c3aa,ARC,,Image,Geometry,3254.7,8437.3,346497.1,3449.4,3.2715,1415.9496,96.7285,41865.3008,1259,353,906,0,
H273-4406.vsi - 20x_03,5899e9be-7ceb-44e3-b2a9-8aff7be2d8b2,VMH,,Image,Geometry,3406.1,8081.4,585050.4,4497.1,1.8132,1190.0439,98.1868,64440.7539,1468,264,1204,0,
H273-4406.vsi - 20x_03,64685a49-3946-4d35-869e-faf61aea10b3,DMH,,Image,Geometry,3265.5,7692,573808.6,4435.2,2.4493,1627.3862,97.5507,64814.3086,1567,293,1274,0,
H273-4406.vsi - 20x_03,87f59388-f939-4034-b595-aeea0651dd82,PH,,Image,Geometry,3350.4,7169,433831,3612.6,2.9912,1201.8726,97.0088,38978.375,1001,161,840,0,
H273-4406.vsi - 20x_03,0c0b0ba7-9df7-4dcc-9be2-814f1f4183db,PH_FOS,,Image,Points,3300.4,7148.7,,,50,0.3168,50,0.3168,0,0,0,,23
H273-4406.vsi - 20x_03,e53518e0-f6a8-4c0c-8b3a-fff2acccd550,DMH:FOS,,Image,Points,3338.8,7711.3,,,20,0.1056,80,0.4225,0,0,0,,26
H273-4406.vsi - 20x_03,dbfb0857-3e48-4894-a117-f0664a436a15,VMH_FOS,,Image,Points,3354.8,8074.6,,,0,0,100,0.1056,0,0,0,,10
H273-4406.vsi - 20x_03,cbf1f917-6030-4571-99ef-957824f4dc52,ARC_FOS,,Image,Points,3212,8433.9,,,0,0,100,0.4225,0,0,0,,11
H276-20_06.vsi - 20x_03,186a6436-9d83-4ea9-8488-82d684acf27c,ARC,,Image,Geometry,2777,7782.7,285201.1,2956,2.8368,852.2946,97.1632,29191.6699,831,219,612,0,
H276-20_06.vsi - 20x_03,0b3c2f96-a714-4de7-a0f8-d8faff5bc002,VMH,,Image,Geometry,2563.6,7302.7,672062,4247.7,1.5162,1064.2593,98.4838,69126.2656,1519,208,1311,0,
H276-20_06.vsi - 20x_03,caa36732-a111-40f6-9ba3-c5a1715095d0,PH,,Image,Polygon,2303.5,6135.5,421726.4,2699,3.0426,1162.0566,96.9574,37031.3008,981,147,834,0,
H276-20_06.vsi - 20x_03,40405699-93f6-483c-ae35-c0a286e9d2e3,PH_FOS,,Image,Points,2279,6087.4,,,0,0,100,0.3168,0,0,0,,20
H276-20_06.vsi - 20x_03,d6baabf6-c253-40af-9c93-b016e9bcd1fb,DMH_FOS,,Image,Points,2420.1,6625.9,,,50,1.1617,50,1.1617,0,0,0,,70
H276-20_06.vsi - 20x_03,1b21a627-d4bc-44c9-9032-1dcff2f67273,VMH_FOS,,Image,Points,2682.8,7307,,,100,0.2112,0,0,0,0,0,,12
H276-20_06.vsi - 20x_03,a3a92cd8-8163-40de-888e-ea0d9992012a,ARC_FOS,,Image,Points,2703.7,7752.6,,,33.3333,0.1056,66.6667,0.2112,0,0,0,,7
H276-20_06.vsi - 20x_03,4b84f9f2-d1a2-4bc1-98e9-57ecc9c90089,PathAnnotationObject,,Image,Geometry,2453.2,6713.6,677948.5,4726.5,5.3847,3408.8613,94.6153,59897.1914,1573,252,1321,0,
H276-20_06.vsi - 20x_04,af22422f-b880-4026-a786-9a6b5543193d,ARC,,Image,Polygon,3441.4,8974.6,146259.7,1644.5,2.2744,354.5419,97.7256,15233.6826,449,108,341,0,
H276-20_06.vsi - 20x_04,29c55ac7-d442-489e-b9ca-8c2cc797e389,VMH,,Image,Polygon,3486,8505.1,424816.9,2470.2,1.61,680.1458,98.39,41566.0977,941,132,809,0,
H276-20_06.vsi - 20x_04,c6f7f5e1-71eb-481d-91a7-d8222d496138,DMH,,Image,Geometry,2878.1,7946.1,512975.8,4267.8,5.7355,2769.3765,94.2645,45515.4844,1199,173,1026,0,
H276-20_06.vsi - 20x_04,d40f17fc-1320-4614-982b-45b70ef9b9ba,PH,,Image,Geometry,2826.2,7438.5,407302.1,3210.4,2.671,981.4589,97.329,35763.1016,927,110,817,0,
