"","Name","Image","group","num_detections_mean","num1_mean","num2_mean","num3_mean","num_neg_mean","tot_num_pos_mean","num23_mean","fraq_pos_mean","area_mean","ID","numFOSmm2"
"34","LPO","Image_08.vsi","T40",941.333333333333,13,11.3333333333333,12.3333333333333,904.666666666667,36.6666666666667,23.6666666666667,3.86166666666667,603937.7,NA,39.1872649557507
"35","LPO","Image_09_01.vsi","IBE2",913,4.33333333333333,4,3.66666666666667,901,12,7.66666666666667,1.28703333333333,609738.9,NA,12.5736879616286
"36","LPO","Image_12.vsi","A2",879.666666666667,7,7.66666666666667,3.66666666666667,861.333333333333,18.3333333333333,11.3333333333333,2.03333333333333,588549.6,NA,19.256377598988
"37","LPO","Image_13.vsi","ENT",813,6.5,6.5,5.5,794.5,18.5,12,2.2755,616224.45,NA,19.4734240097095
"38","LPO","Image_14.vsi","IBE1",866.5,16.5,14.5,9,826.5,40,23.5,4.5835,593535.75,NA,39.5932342744308
"39","LPO","Image_16.vsi","IBE2",1019,18.3333333333333,3,2,995.666666666667,23.3333333333333,5,2.20733333333333,600765.733333333,NA,8.32271170370791
"40","LPO","Image_17.vsi","IBE1",920,8.66666666666667,7.33333333333333,2,902,18,9.33333333333333,1.94933333333333,606079.533333333,NA,15.3995190730194
"41","LPO","Image_18.vsi","A1",755.666666666667,7.33333333333333,10.6666666666667,11.6666666666667,726,29.6666666666667,22.3333333333333,3.88733333333333,604976.833333333,NA,36.9160141393844
"42","LPO","Image_19.vsi","A1",766,12,10.3333333333333,6,737.666666666667,28.3333333333333,16.3333333333333,3.57633333333333,605220.333333333,NA,26.9874167038891
"43","LPO","Image_20.vsi","A1",1040,6,11,4,1019,21,15,2.019,587745.1,NA,25.5212676379607
"44","LPO","Image_22_01.vsi","IBE1",872,2,4,0,866,6,4,0.6881,603208.4,NA,6.63120739034801
"45","LPO","Image_23.vsi","A2",881,10,5.5,4,861.5,19.5,9.5,2.218,604040.8,NA,15.7274144395544
"46","LPO","Image_25_01.vsi","A2",954.666666666667,10,10,5.66666666666667,929,25.6666666666667,15.6666666666667,2.665,607372.333333333,NA,25.7941723830028
"47","LPO","Image_26.vsi","st64",1016,24,12,4.33333333333333,975.666666666667,40.3333333333333,16.3333333333333,3.88033333333333,639965.366666667,NA,25.5222144573344
"48","LPO","Image_27.vsi","T40",997.333333333333,74.3333333333333,24.3333333333333,1.66666666666667,897,100.333333333333,26,10.1846666666667,602092.133333333,NA,43.1827598478284
"49","LPO","Image_29.vsi","A1",799.333333333333,12.3333333333333,9.33333333333333,3,774.666666666667,24.6666666666667,12.3333333333333,3.06266666666667,509649.4,NA,24.199642603981
"50","LPO","Image_31.vsi","A1",938.5,10.5,2,0,926,22,4,1.2657,600598.7,NA,6.66002107563669
"51","LPO","Image_32.vsi","ENT",944.333333333333,5,3.33333333333333,0.666666666666667,935.333333333333,9,4,0.924433333333333,634600.9,NA,6.30317416820556
"52","LPO","Image_34.vsi","ENT",1112.66666666667,15.6666666666667,9.33333333333333,5,1082.66666666667,30,14.3333333333333,2.695,599455.166666667,NA,23.9106010430027
"53","LPO","Image_36.vsi","ENT",916.5,1,10,4.5,901,15.5,14.5,1.65675,596254.05,NA,24.3184930987052
"54","LPO","Image_37.vsi","IBE2",1032,0.5,1.5,0,1030,3,3,0.1832,600368.5,NA,4.99693105151253
"55","MnPO","Image_01.vsi","T40",504.333333333333,22.3333333333333,18.3333333333333,5,458.666666666667,45.6666666666667,23.3333333333333,8.802,290399.066666667,NA,80.3492022242496
"56","MnPO","Image_02.vsi","IBE1",486,27,8,0,451,35,8,7.202,214748.7,NA,37.252844836779
"57","MnPO","Image_04.vsi","T40",428.666666666667,6,5,6.33333333333333,411.333333333333,17.3333333333333,11.3333333333333,3.85533333333333,300329.866666667,NA,37.7362846363598
"58","MnPO","Image_05.vsi","IBE2",692,13.6666666666667,4,1,673.333333333333,18.6666666666667,5,2.73123333333333,316164.933333333,NA,15.8145305593663
"59","MnPO","Image_06.vsi","ENT",717.666666666667,8.66666666666667,10.6666666666667,4,694.333333333333,23.3333333333333,14.6666666666667,3.31766666666667,372133.033333333,NA,39.4124287631547
"60","MnPO","Image_07.vsi","A2",716.4,13.2,14,13.2,676,40.4,27.2,9.6848,421932.04,NA,64.4653579756588
"61","MnPO","Image_08.vsi","T40",649.333333333333,11,7.66666666666667,4.66666666666667,626,23.3333333333333,12.3333333333333,3.56766666666667,309094.266666667,NA,39.9015273441932
"62","MnPO","Image_09_01.vsi","IBE2",704.666666666667,32,8.33333333333333,3,661.333333333333,43.3333333333333,11.3333333333333,6.11833333333333,324160.1,NA,34.962147819344
"63","MnPO","Image_12.vsi","A2",616.666666666667,9.33333333333333,8,2,597.333333333333,19.3333333333333,10,3.15366666666667,308775.5,NA,32.3859891733638
"64","MnPO","Image_13.vsi","ENT",588,4,1,2,581,7,3,1.2615,337800.25,NA,8.88098809873586
"65","MnPO","Image_14.vsi","IBE1",689.666666666667,10,47,20.6666666666667,612,77.6666666666667,67.6666666666667,11.27,310606.733333333,NA,217.853186698464
"66","MnPO","Image_16.vsi","IBE2",727.666666666667,48.6666666666667,11,7,661,66.6666666666667,18,8.90133333333333,299323,NA,60.1357062437567
"67","MnPO","Image_17.vsi","IBE1",630.333333333333,11,34,20.6666666666667,564.666666666667,65.6666666666667,54.6666666666667,10.1736666666667,287977.366666667,NA,189.829733146853
"68","MnPO","Image_19.vsi","A1",537.333333333333,11,15.3333333333333,5,506,31.3333333333333,20.3333333333333,5.79,300409.533333333,NA,67.6853797138706
"69","MnPO","Image_22_01.vsi","IBE1",692,22,21,17,632,60,38,17.178,302127.4,NA,125.774755947326
"70","MnPO","Image_23.vsi","A2",616.333333333333,8.66666666666667,10.3333333333333,1.66666666666667,595.666666666667,20.6666666666667,12,3.23066666666667,306023.666666667,NA,39.2126534875843
"71","MnPO","Image_25_01.vsi","A2",538,4,6,4,524,14,10,2.602,316030.6,NA,31.6425055042138
"72","MnPO","Image_26.vsi","st64",504,8.66666666666667,7,1.66666666666667,486.666666666667,17.3333333333333,8.66666666666667,3.24033333333333,291200.833333333,NA,29.7618195918624
"73","MnPO","Image_27.vsi","T40",563,41.3333333333333,20.6666666666667,0.666666666666667,500.333333333333,62.6666666666667,21.3333333333333,10.5886666666667,270766.766666667,NA,78.7885957939447
"74","MnPO","Image_29.vsi","A1",641.666666666667,11,6,2,622.666666666667,19,8,2.94333333333333,304038.566666667,NA,26.3124513699304
"75","MnPO","Image_31.vsi","A1",784.5,21,4,1,759,51,9,2.6815,313409.55,NA,28.7164191391105
"76","MnPO","Image_32.vsi","ENT",597.333333333333,8,4,2.66666666666667,582.666666666667,14.6666666666667,6.66666666666667,2.35966666666667,302046.033333333,NA,22.071690838295
"77","MnPO","Image_34.vsi","ENT",745.666666666667,28.3333333333333,10,7,700.333333333333,45.3333333333333,17,5.89566666666667,318047.166666667,NA,53.4511914637399
"78","MnPO","Image_37.vsi","IBE2",698,2,4.5,2,690.5,10,8,1.0791,299047.3,NA,26.7516208974299
"79","OVLT","Image_01.vsi","T40",187.666666666667,0.666666666666667,0.333333333333333,0,186.666666666667,1,0.333333333333333,0.5042,51372.9,NA,6.48850528845623
"80","OVLT","Image_02.vsi","IBE1",219,0,0,0,219,0,0,0,53627.2,NA,0
"81","OVLT","Image_04.vsi","T40",370.333333333333,3.66666666666667,1.33333333333333,0.333333333333333,365,5.33333333333333,1.66666666666667,1.42416666666667,88042.3,NA,18.9302944910193
"82","OVLT","Image_05.vsi","IBE2",283.333333333333,0,0,0,283.333333333333,0,0,0,73949.6333333333,NA,0
"83","OVLT","Image_06.vsi","ENT",258,0,0.5,0,257.5,0.5,0.5,0.12625,58211.25,NA,8.58940496897077
"84","OVLT","Image_07.vsi","A2",302.5,0.5,0.5,0,301.5,1,0.5,0.475775,78353.525,NA,6.38133383277906
"85","OVLT","Image_08.vsi","T40",243,1,0,0,242,1,0,0.4115,43480.4,NA,0
"86","OVLT","Image_09_01.vsi","IBE2",356.5,0.5,0,0,356,0.5,0,0.14285,104892,NA,0
"87","OVLT","Image_12.vsi","A2",208.5,0,0,0,208.5,0,0,0,70937.05,NA,0
"88","OVLT","Image_13.vsi","ENT",316.5,0,0,0,316.5,0,0,0,99023.5,NA,0
"89","OVLT","Image_16.vsi","IBE2",256.666666666667,1,0,0,255.666666666667,1,0,0.3139,63462.0666666667,NA,0
"90","OVLT","Image_17.vsi","IBE1",243,3,2.33333333333333,0,237.666666666667,5.33333333333333,2.33333333333333,1.75266666666667,64850.4666666667,NA,35.980208829132
"91","OVLT","Image_18.vsi","A1",262,0,0,0,262,0,0,0,52419.5,NA,0
"92","OVLT","Image_19.vsi","A1",309.333333333333,1,0.666666666666667,0,307.666666666667,1.66666666666667,0.666666666666667,0.5502,81395.9666666667,NA,8.19041402133357
"93","OVLT","Image_20.vsi","A1",372,10,2,0,360,12,2,3.39455,89460.8,NA,22.3561604635773
"94","OVLT","Image_22_01.vsi","IBE1",381,7,1,0,373,8,1,2.1,83025.8,NA,12.0444488339769
"95","OVLT","Image_23.vsi","A2",390.666666666667,1,0.333333333333333,0,389.333333333333,1.33333333333333,0.333333333333333,0.289466666666667,102717.9,NA,3.24513384067756
"96","OVLT","Image_25_01.vsi","A2",277,0,0,0.5,276.5,0.5,0.5,0.15385,81268.2,NA,6.15246800101393
"97","OVLT","Image_26.vsi","st64",278.333333333333,4,1.33333333333333,1.33333333333333,271.666666666667,6.66666666666667,2.66666666666667,2.43866666666667,65348.4333333333,NA,40.806895141072
"98","OVLT","Image_27.vsi","T40",323,9,5,1,308,15,6,4.644,87480.8,NA,68.5864784044042
"99","OVLT","Image_29.vsi","A1",238.333333333333,6,3.66666666666667,0.333333333333333,228.333333333333,10,4,3.83,57649.3,NA,69.3850575809247
"100","OVLT","Image_31.vsi","A1",356.5,1.5,0.5,0,354.5,4,1,0.42015,76506.95,NA,13.0707079552903
"101","OVLT","Image_32.vsi","ENT",308,0,0,0,308,0,0,0,69091.8,NA,0
"102","OVLT","Image_34.vsi","ENT",450.5,2,0.5,1.5,446.5,4,2,0.8568,101706.8,NA,19.6643685574613
"103","OVLT","Image_36.vsi","ENT",172,0,0,0,172,0,0,0,47255.05,NA,0
"104","OVLT","Image_37.vsi","IBE2",143,0,0,0,143,0,0,0,35242.4,NA,0
"105","cAVPE","Image_06.vsi","ENT",1409,18,21,14,1356,53,35,3.762,751985.1,NA,46.5434753959886
"106","POA","Image_18.vsi","A1",1097.33333333333,24.6666666666667,19.3333333333333,35.3333333333333,1018,79.3333333333333,54.6666666666667,14.4066666666667,705679.533333333,NA,77.466702780006
"107","POA","Image_19.vsi","A1",1776.33333333333,60,46.3333333333333,23.3333333333333,1646.66666666667,129.666666666667,69.6666666666667,13.6753333333333,1004740,NA,69.3380045252171
"108","POA","Image_20.vsi","A1",1457,59,29,31,1338,119,60,16.212,698487.2,NA,85.8999277295275
"109","POA","Image_29.vsi","A1",2205.66666666667,50,21.3333333333333,8,2126.33333333333,79.3333333333333,29.3333333333333,6.79433333333333,1010613.26666667,NA,29.0252802935036
"110","POA","Image_31.vsi","A1",2402,113,21.5,8,2263.5,213,41,9.4805,1018273.9,NA,40.2642157478454
"111","POA","Image_07.vsi","A2",1906.4,41.8666666666667,45.3333333333333,42.5333333333333,1776.66666666667,129.733333333333,87.8666666666667,23.7334666666667,1131006.70666667,NA,77.688899764025
"112","POA","Image_12.vsi","A2",1828.33333333333,26.3333333333333,25,7.33333333333333,1769.66666666667,58.6666666666667,32.3333333333333,6.38466666666667,1006068.43333333,NA,32.1383041769889
"113","POA","Image_23.vsi","A2",1986.33333333333,39.3333333333333,32,13,1902,84.3333333333333,45,7.76933333333333,1007578.8,NA,44.6615192776982
"114","POA","Image_25_01.vsi","A2",1937.66666666667,53.6666666666667,38.6666666666667,16.6666666666667,1828.66666666667,109,55.3333333333333,9.391,1007164.2,NA,54.9397340903632
"115","POA","Image_06.vsi","ENT",2293.66666666667,47.6666666666667,36.6666666666667,12.5,2196.83333333333,96.8333333333333,49.1666666666667,7.95816666666667,1079298.38333333,NA,45.5542854746238
"116","POA","Image_13.vsi","ENT",1947,5,5,3,1934,13,8,2.0995,1063367.95,NA,7.52326605292176
"117","POA","Image_32.vsi","ENT",2139.66666666667,37.3333333333333,27,12.3333333333333,2063,76.6666666666667,39.3333333333333,6.45533333333333,1008690.3,NA,38.9944597795114
"118","POA","Image_34.vsi","ENT",2436,192.333333333333,31.3333333333333,41,2171.33333333333,264.666666666667,72.3333333333333,18.9206666666667,1007902.36666667,NA,71.7662104242835
"119","POA","Image_36.vsi","ENT",1748.33333333333,7.33333333333333,21.6666666666667,7.5,1714.33333333333,47,38,1.98106666666667,700241.066666667,NA,54.2670257557017
"120","POA","Image_02.vsi","IBE1",1684,166.333333333333,109,9.66666666666667,1399,285,118.666666666667,27.7586666666667,909796.866666667,NA,130.432045893321
"121","POA","Image_14.vsi","IBE1",1966.66666666667,26.3333333333333,102.333333333333,54.6666666666667,1783.33333333333,183.333333333333,157,19.447,1114324.56666667,NA,140.892523324368
"122","POA","Image_17.vsi","IBE1",2034,26,118.333333333333,61.6666666666667,1828,206,180,19.9253333333333,987276.533333333,NA,182.319739123412
"123","POA","Image_22_01.vsi","IBE1",2172.66666666667,42.6666666666667,126.333333333333,48.3333333333333,1955.33333333333,217.333333333333,174.666666666667,38.3846666666667,1008284.53333333,NA,173.231524328979
"124","POA","Image_05.vsi","IBE2",2196.66666666667,22.6666666666667,29.3333333333333,12.6666666666667,2132,64.6666666666667,42,5.7859,1028780.26666667,NA,40.8250443372942
"125","POA","Image_09_01.vsi","IBE2",2186.33333333333,55.3333333333333,32,30.3333333333333,2068.66666666667,117.666666666667,62.3333333333333,11.107,1028535.43333333,NA,60.6039727103228
"126","POA","Image_16.vsi","IBE2",2275.33333333333,78.6666666666667,23.3333333333333,41.6666666666667,2131.66666666667,143.666666666667,65,14.2536666666667,1001988.4,NA,64.8710104827561
"127","POA","Image_37.vsi","IBE2",2098.5,31,32,6,2032.5,122,64,4.851,1018174.2,NA,62.8576131667842
"128","POA","Image_01.vsi","T40",2079,44.6666666666667,104.333333333333,46.3333333333333,1883.66666666667,195.333333333333,150.666666666667,18.1716666666667,1020165.7,NA,147.68842617103
"129","POA","Image_04.vsi","T40",1871.66666666667,21.6666666666667,81.3333333333333,58.3333333333333,1710.33333333333,161.333333333333,139.666666666667,13.805,996469.733333333,NA,140.161474046444
"130","POA","Image_08.vsi","T40",2435,37.3333333333333,89.6666666666667,43,2265,170,132.666666666667,11.7863333333333,999045.466666667,NA,132.793422414809
"131","POA","Image_27.vsi","T40",2071,199.333333333333,133.333333333333,16.3333333333333,1722,349,149.666666666667,29.1856666666667,974498,NA,153.583349238959
"132","POA","Image_26.vsi","st64",2085,72.6666666666667,62.3333333333333,21,1929,156,83.3333333333333,11.9813333333333,987913.7,NA,84.3528471498405
"133","ARC","Image_01.vsi","T40",246,25.75,1.25,2.25,216.75,29.25,3.5,10.7405,105276.8,NA,33.2456913584
"134","ARC","Image_02.vsi","IBE1",280,1,0.5,0,278.5,1.5,0.5,0.542,95227.45,NA,5.250586884349
"135","ARC","Image_04.vsi","ENT",211.2,3,1.4,0.6,206.2,5,2,2.2772,109080.9,NA,18.335015571012
"136","ARC","Image_06.vsi","IBE2",238.666666666667,1,0.666666666666667,0,237,1.66666666666667,0.666666666666667,0.681266666666667,106214.1,NA,6.27663056662596
"137","ARC","Image_07.vsi","IBE2",174.666666666667,1,1.66666666666667,0,172,2.66666666666667,1.66666666666667,1.59213333333333,105711.2,NA,15.7662259691184
"138","ARC","Image_11.vsi","ENT",224.333333333333,0.333333333333333,1.33333333333333,0,222.666666666667,1.66666666666667,1.33333333333333,0.7863,104561.866666667,NA,12.751621368657
"139","ARC","Image_12.vsi","T40",330,14.6666666666667,2.66666666666667,0,312.666666666667,17.3333333333333,2.66666666666667,5.62366666666667,104631.566666667,NA,25.4862538297079
"140","ARC","Image_13.vsi","A1",335,5,5,0.666666666666667,324.333333333333,10.6666666666667,5.66666666666667,3.17933333333333,104450.9,NA,54.2519659157237
"141","ARC","Image_14.vsi","IBE2",246,0,1,0,245,1,1,0.4065,104553.5,NA,9.56448134208802
"142","ARC","Image_15.vsi","IBE1",189.333333333333,0.333333333333333,0,0,189,0.333333333333333,0,0.133866666666667,104654.266666667,NA,0
"143","ARC","Image_17.vsi","ENT",182.333333333333,1.66666666666667,0,0,180.666666666667,1.66666666666667,0,0.892466666666667,101490.766666667,NA,0
"144","ARC","Image_18.vsi","A2",196,0.666666666666667,1,0,194.333333333333,1.66666666666667,1,0.895666666666667,112434,NA,8.89410676485761
"145","ARC","Image_19.vsi","A1",210,3.33333333333333,2.33333333333333,0,204.333333333333,5.66666666666667,2.33333333333333,2.66866666666667,105078.233333333,NA,22.2056772303303
"146","ARC","Image_20.vsi","A1",246.666666666667,1,2.33333333333333,0,243.333333333333,3.33333333333333,2.33333333333333,1.3532,102041.033333333,NA,22.8666180369923
"147","ARC","Image_21.vsi","ENT",254,7.66666666666667,2,0,244.333333333333,9.66666666666667,2,3.848,105390.1,NA,18.97711454871
"148","ARC","Image_22.vsi","IBE1",287.666666666667,8.33333333333333,0.333333333333333,0,279,8.66666666666667,0.333333333333333,3.0149,102864.833333333,NA,3.24049845347211
"149","ARC","Image_23.vsi","IBE1",258,0,0,0,258,0,0,0,101941.433333333,NA,0
"150","ARC","Image_24.vsi","T40",255,3.33333333333333,3.66666666666667,0,248,7,3.66666666666667,2.62366666666667,101709.233333333,NA,36.0504798482734
"151","ARC","Image_25.vsi","A2",173.333333333333,2,0.333333333333333,0,171,2.33333333333333,0.333333333333333,1.135,102798.3,NA,3.24259577574078
"152","ARC","Image_26.vsi","A1",283.333333333333,3.33333333333333,1,0,279,4.33333333333333,1,1.42073333333333,105715.566666667,NA,9.45934483947019
"153","ARC","Image_27.vsi","A2",242,17.75,1.25,1,222,20,2.25,8.51025,104262.45,NA,21.5801566143899
"154","ARC","Image_28.vsi","T40",329.333333333333,43.6666666666667,3,0.333333333333333,282.333333333333,47,3.33333333333333,13.5333333333333,99204.8666666667,NA,33.6005021259038
"155","ARC","Image_29.vsi","A1",277.333333333333,5,3,0.666666666666667,268.666666666667,8.66666666666667,3.66666666666667,2.984,106792.9,NA,34.334367422054
"156","ARC","Image_30.vsi","A1",200.333333333333,6,4,0.333333333333333,190,10.3333333333333,4.33333333333333,5.128,104567.166666667,NA,41.4406689161512
"157","ARC","Image_31.vsi","IBE1",290,6.33333333333333,1.66666666666667,0,282,8,1.66666666666667,2.74506666666667,102427.6,NA,16.2716559468997
"158","ARC","Image_32.vsi","ENT",279.666666666667,5.66666666666667,1.66666666666667,0,272.333333333333,7.33333333333333,1.66666666666667,2.65733333333333,102463.7,NA,16.2659231187891
"159","ARC","Image_33.vsi","IBE1",214.666666666667,0,0,0,214.666666666667,0,0,0,106952.966666667,NA,0
"160","ARC","Image_34.vsi","ENT",217.5,0.5,0.5,0,216.5,1,0.5,0.44055,106008.3,NA,4.71661181247129
"161","ATAN","Image_01.vsi","T40",146.333333333333,0,0,0,146.333333333333,0,0,0,20199.8666666667,NA,0
"162","ATAN","Image_02.vsi","IBE1",130,40,16,3,71,59,19,47.3,20364.05,NA,933.016762382728
"163","ATAN","Image_04.vsi","ENT",220.333333333333,0,0,0,220.333333333333,0,0,0,27924.7333333333,NA,0
"164","ATAN","Image_06.vsi","IBE2",159.666666666667,0,0,0,159.666666666667,0,0,0,21072.0666666667,NA,0
"165","ATAN","Image_07.vsi","IBE2",147.666666666667,0,0,0,147.666666666667,0,0,0,20569.2666666667,NA,0
"166","ATAN","Image_11.vsi","ENT",122.666666666667,0,0,0,122.666666666667,0,0,0,19060.4,NA,0
"167","ATAN","Image_12.vsi","T40",181,2.33333333333333,0,0,178.666666666667,2.33333333333333,0,1.3284,23647,NA,0
"168","ATAN","Image_13.vsi","A1",170.333333333333,0,0,0,170.333333333333,0,0,0,24673.3333333333,NA,0
"169","ATAN","Image_14.vsi","IBE2",153,0,0,0,153,0,0,0,24058.2,NA,0
"170","ATAN","Image_15.vsi","IBE1",174.666666666667,4.66666666666667,0.333333333333333,0,169.666666666667,5,0.333333333333333,3.31133333333333,24176.0666666667,NA,13.7877404926635
"171","ATAN","Image_17.vsi","ENT",214.333333333333,0,0,0,214.333333333333,0,0,0,33083.4,NA,0
"172","ATAN","Image_18.vsi","A2",187,0,0,0,187,0,0,0,27561.8666666667,NA,0
"173","ATAN","Image_19.vsi","A1",225.333333333333,0,0,0,225.333333333333,0,0,0,35786.7666666667,NA,0
"174","ATAN","Image_20.vsi","A1",86.6666666666667,0,0.666666666666667,0,86,0.666666666666667,0.666666666666667,0.7867,12975.3,NA,51.3796726601055
"175","ATAN","Image_21.vsi","ENT",175.333333333333,0.333333333333333,0,0,175,0.333333333333333,0,0.209633333333333,25891.5333333333,NA,0
"176","ATAN","Image_22.vsi","IBE1",184.666666666667,134.333333333333,28.6666666666667,15,6.66666666666667,178,43.6666666666667,96.28,24103.4666666667,NA,1811.63428773731
"177","ATAN","Image_23.vsi","IBE1",159,16.6666666666667,17.6666666666667,2,122.666666666667,36.3333333333333,19.6666666666667,23.9333333333333,25685.6666666667,NA,765.666973798617
"178","ATAN","Image_24.vsi","T40",151.666666666667,0,0,0,151.666666666667,0,0,0,20081,NA,0
"179","ATAN","Image_25.vsi","A2",184,0,0.333333333333333,0,183.666666666667,0.333333333333333,0.333333333333333,0.178266666666667,25883.6,NA,12.8781673852684
"180","ATAN","Image_26.vsi","A1",145.666666666667,0,0,0,145.666666666667,0,0,0,19164.4333333333,NA,0
"181","ATAN","Image_27.vsi","A2",176,1,0,0,175,1,0,0.6078,22132.75,NA,0
"182","ATAN","Image_28.vsi","T40",131,1.33333333333333,0,0,129.666666666667,1.33333333333333,0,0.907,16221.1333333333,NA,0
"183","ATAN","Image_29.vsi","A1",195.666666666667,0,0,0,195.666666666667,0,0,0,24679.8333333333,NA,0
"184","ATAN","Image_30.vsi","A1",221.333333333333,0.666666666666667,0,0,220.666666666667,0.666666666666667,0,0.299066666666667,31510.6666666667,NA,0
