"Date and Time","Time (seconds)","60 deg N day90 lock (lx)"
"2021-03-14 10:29:07",170667.0,289.0264
"2021-03-14 10:34:08",170968.0,289.0264
"2021-03-14 10:39:09",171269.0,289.0264
"2021-03-14 10:44:10",171570.0,289.0264
"2021-03-14 10:49:11",171871.0,289.0264
"2021-03-14 10:54:12",172172.0,289.0264
"2021-03-14 10:59:13",172473.0,289.0264
"2021-03-14 11:04:14",172774.0,289.0264
"2021-03-14 11:09:15",173075.0,302.3213
"2021-03-14 11:14:16",173376.0,289.0264
"2021-03-14 11:19:17",173677.0,289.0264
"2021-03-14 11:24:18",173978.0,302.3213
"2021-03-14 11:29:19",174279.0,289.0264
"2021-03-14 11:34:20",174580.0,289.0264
"2021-03-14 11:39:21",174881.0,289.0264
"2021-03-14 11:44:22",175182.0,289.0264
"2021-03-14 11:49:23",175483.0,289.0264
"2021-03-14 11:54:24",175784.0,289.0264
"2021-03-14 11:59:25",176085.0,289.0264
"2021-03-14 12:04:26",176386.0,289.0264
"2021-03-14 12:09:27",176687.0,289.0264
"2021-03-14 12:14:28",176988.0,289.0264
"2021-03-14 12:19:29",177289.0,289.0264
"2021-03-14 12:24:30",177590.0,289.0264
"2021-03-14 12:29:31",177891.0,289.0264
"2021-03-14 12:34:32",178192.0,289.0264
"2021-03-14 12:39:33",178493.0,289.0264
"2021-03-14 12:44:34",178794.0,289.0264
"2021-03-14 12:49:35",179095.0,289.0264
"2021-03-14 12:54:36",179396.0,289.0264
"2021-03-14 12:59:37",179697.0,289.0264
"2021-03-14 13:04:38",179998.0,289.0264
"2021-03-14 13:09:39",180299.0,289.0264
"2021-03-14 13:14:40",180600.0,289.0264
"2021-03-14 13:19:41",180901.0,289.0264
"2021-03-14 13:24:42",181202.0,289.0264
"2021-03-14 13:29:43",181503.0,289.0264
"2021-03-14 13:34:44",181804.0,289.0264
"2021-03-14 13:39:45",182105.0,289.0264
"2021-03-14 13:44:46",182406.0,289.0264
"2021-03-14 13:49:47",182707.0,289.0264
"2021-03-14 13:54:48",183008.0,289.0264
"2021-03-14 13:59:49",183309.0,289.0264
"2021-03-14 14:04:50",183610.0,289.0264
"2021-03-14 14:09:51",183911.0,289.0264
"2021-03-14 14:14:52",184212.0,289.0264
"2021-03-14 14:19:53",184513.0,289.0264
"2021-03-14 14:24:54",184814.0,289.0264
"2021-03-14 14:29:55",185115.0,289.0264
"2021-03-14 14:34:56",185416.0,289.0264
"2021-03-14 14:39:57",185717.0,289.0264
"2021-03-14 14:44:58",186018.0,289.0264
"2021-03-14 14:49:59",186319.0,289.0264
"2021-03-14 14:55:00",186620.0,302.3213
"2021-03-14 15:00:01",186921.0,289.0264
"2021-03-14 15:05:02",187222.0,289.0264
"2021-03-14 15:10:03",187523.0,276.3161
"2021-03-14 15:15:04",187824.0,264.1648
"2021-03-14 15:20:05",188125.0,241.4418
"2021-03-14 15:25:06",188426.0,241.4418
"2021-03-14 15:30:07",188727.0,220.6734
"2021-03-14 15:35:08",189028.0,201.6915
"2021-03-14 15:40:09",189329.0,201.6915
"2021-03-14 15:45:10",189630.0,184.3423
"2021-03-14 15:50:11",189931.0,168.4855
"2021-03-14 15:55:12",190232.0,147.2207
"2021-03-14 16:00:13",190533.0,147.2207
"2021-03-14 16:05:14",190834.0,128.6397
"2021-03-14 16:10:15",191135.0,112.4039
"2021-03-14 16:15:16",191436.0,112.4039
"2021-03-14 16:20:17",191737.0,98.2172
"2021-03-14 16:25:18",192038.0,82.0470
"2021-03-14 16:30:19",192339.0,82.0470
"2021-03-14 16:35:20",192640.0,68.5390
"2021-03-14 16:40:21",192941.0,57.2549
"2021-03-14 16:45:22",193242.0,57.2549
"2021-03-14 16:50:23",193543.0,47.8286
"2021-03-14 16:55:24",193844.0,41.7921
"2021-03-14 17:00:25",194145.0,41.7921
"2021-03-14 17:05:26",194446.0,41.7921
"2021-03-14 17:10:27",194747.0,34.9115
"2021-03-14 17:15:28",195048.0,30.5053
"2021-03-14 17:20:29",195349.0,29.1638
"2021-03-14 17:25:30",195650.0,24.3623
"2021-03-14 17:30:31",195951.0,20.3514
"2021-03-14 17:35:32",196252.0,20.3514
"2021-03-14 17:40:33",196553.0,15.5384
"2021-03-14 17:45:34",196854.0,12.4094
"2021-03-14 17:50:35",197155.0,9.9105
"2021-03-14 17:55:36",197456.0,9.9105
"2021-03-14 18:00:37",197757.0,7.5667
"2021-03-14 18:05:38",198058.0,6.6117
"2021-03-14 18:10:39",198359.0,6.6117
"2021-03-14 18:15:40",198660.0,5.7772
"2021-03-14 18:20:41",198961.0,5.0481
"2021-03-14 18:25:42",199262.0,5.0481
"2021-03-14 18:30:43",199563.0,4.4109
"2021-03-14 18:35:44",199864.0,4.0315
"2021-03-14 18:40:45",200165.0,4.0315
"2021-03-14 18:45:46",200466.0,3.8542
"2021-03-14 18:50:47",200767.0,3.6847
"2021-03-14 18:55:48",201068.0,3.6847
"2021-03-14 19:00:49",201369.0,3.6847
"2021-03-14 19:05:50",201670.0,3.5227
"2021-03-14 19:10:51",201971.0,3.5227
"2021-03-14 19:15:52",202272.0,3.5227
"2021-03-14 19:20:53",202573.0,3.5227
"2021-03-14 19:25:54",202874.0,3.5227
"2021-03-14 19:30:55",203175.0,3.5227
"2021-03-14 19:35:56",203476.0,3.5227
"2021-03-14 19:40:57",203777.0,3.5227
"2021-03-14 19:45:58",204078.0,3.5227
"2021-03-14 19:50:59",204379.0,3.5227
"2021-03-14 19:56:00",204680.0,3.5227
"2021-03-14 20:01:01",204981.0,3.5227
"2021-03-14 20:06:02",205282.0,3.5227
"2021-03-14 20:11:03",205583.0,3.5227
"2021-03-14 20:16:04",205884.0,3.5227
"2021-03-14 20:21:05",206185.0,3.5227
"2021-03-14 20:26:06",206486.0,3.5227
"2021-03-14 20:31:07",206787.0,3.5227
"2021-03-14 20:36:08",207088.0,3.5227
"2021-03-14 20:41:09",207389.0,3.5227
"2021-03-14 20:46:10",207690.0,3.5227
"2021-03-14 20:51:11",207991.0,3.5227
"2021-03-14 20:56:12",208292.0,3.5227
"2021-03-14 21:01:13",208593.0,3.5227
"2021-03-14 21:06:14",208894.0,3.5227
"2021-03-14 21:11:15",209195.0,3.5227
"2021-03-14 21:16:16",209496.0,3.5227
"2021-03-14 21:21:17",209797.0,3.5227
"2021-03-14 21:26:18",210098.0,3.5227
"2021-03-14 21:31:19",210399.0,3.5227
"2021-03-14 21:36:20",210700.0,3.5227
"2021-03-14 21:41:21",211001.0,3.5227
"2021-03-14 21:46:22",211302.0,3.5227
"2021-03-14 21:51:23",211603.0,3.5227
"2021-03-14 21:56:24",211904.0,3.5227
"2021-03-14 22:01:25",212205.0,3.5227
"2021-03-14 22:06:26",212506.0,3.5227
"2021-03-14 22:11:27",212807.0,3.5227
"2021-03-14 22:16:28",213108.0,3.5227
"2021-03-14 22:21:29",213409.0,3.5227
"2021-03-14 22:26:30",213710.0,3.5227
"2021-03-14 22:31:31",214011.0,3.5227
"2021-03-14 22:36:32",214312.0,3.5227
"2021-03-14 22:41:33",214613.0,3.5227
"2021-03-14 22:46:34",214914.0,3.5227
"2021-03-14 22:51:35",215215.0,3.5227
"2021-03-14 22:56:36",215516.0,3.5227
"2021-03-14 23:01:37",215817.0,3.5227
"2021-03-14 23:06:38",216118.0,3.5227
"2021-03-14 23:11:39",216419.0,3.5227
"2021-03-14 23:16:40",216720.0,3.5227
"2021-03-14 23:21:41",217021.0,3.5227
"2021-03-14 23:26:42",217322.0,3.5227
"2021-03-14 23:31:43",217623.0,3.5227
"2021-03-14 23:36:44",217924.0,3.5227
"2021-03-14 23:41:45",218225.0,3.5227
"2021-03-14 23:46:46",218526.0,3.5227
"2021-03-14 23:51:47",218827.0,3.5227
"2021-03-14 23:56:48",219128.0,3.5227
"2021-03-15 00:01:49",219429.0,3.5227
"2021-03-15 00:06:50",219730.0,3.5227
"2021-03-15 00:11:51",220031.0,3.5227
"2021-03-15 00:16:52",220332.0,3.5227
"2021-03-15 00:21:53",220633.0,3.5227
"2021-03-15 00:26:54",220934.0,3.5227
"2021-03-15 00:31:55",221235.0,3.5227
"2021-03-15 00:36:56",221536.0,3.5227
"2021-03-15 00:41:57",221837.0,3.5227
"2021-03-15 00:46:58",222138.0,3.5227
"2021-03-15 00:51:59",222439.0,3.5227
"2021-03-15 00:57:00",222740.0,3.5227
"2021-03-15 01:02:01",223041.0,3.5227
"2021-03-15 01:07:02",223342.0,3.5227
"2021-03-15 01:12:03",223643.0,3.5227
"2021-03-15 01:17:04",223944.0,3.5227
"2021-03-15 01:22:05",224245.0,3.5227
"2021-03-15 01:27:06",224546.0,3.5227
"2021-03-15 01:32:07",224847.0,3.5227
"2021-03-15 01:37:08",225148.0,3.5227
"2021-03-15 01:42:09",225449.0,3.5227
"2021-03-15 01:47:10",225750.0,3.5227
"2021-03-15 01:52:11",226051.0,3.5227
"2021-03-15 01:57:12",226352.0,3.5227
"2021-03-15 02:02:13",226653.0,3.5227
"2021-03-15 02:07:14",226954.0,3.5227
"2021-03-15 02:12:15",227255.0,3.5227
"2021-03-15 02:17:16",227556.0,3.5227
"2021-03-15 02:22:17",227857.0,3.5227
"2021-03-15 02:27:18",228158.0,3.5227
"2021-03-15 02:32:19",228459.0,3.5227
"2021-03-15 02:37:20",228760.0,3.5227
"2021-03-15 02:42:21",229061.0,3.5227
"2021-03-15 02:47:22",229362.0,3.5227
"2021-03-15 02:52:23",229663.0,3.5227
"2021-03-15 02:57:24",229964.0,3.5227
"2021-03-15 03:02:25",230265.0,3.6847
"2021-03-15 03:07:26",230566.0,3.8542
"2021-03-15 03:12:27",230867.0,4.0315
"2021-03-15 03:17:28",231168.0,4.0315
"2021-03-15 03:22:29",231469.0,4.4109
"2021-03-15 03:27:30",231770.0,5.0481
"2021-03-15 03:32:31",232071.0,5.0481
"2021-03-15 03:37:32",232372.0,5.5232
"2021-03-15 03:42:33",232673.0,6.6117
"2021-03-15 03:47:34",232974.0,6.6117
"2021-03-15 03:52:35",233275.0,7.5667
"2021-03-15 03:57:36",233576.0,9.9105
"2021-03-15 04:02:37",233877.0,9.9105
"2021-03-15 04:07:38",234178.0,12.4094
"2021-03-15 04:12:39",234479.0,15.5384
"2021-03-15 04:17:40",234780.0,20.3514
"2021-03-15 04:22:41",235081.0,20.3514
"2021-03-15 04:27:42",235382.0,24.3623
"2021-03-15 04:32:43",235683.0,29.1638
"2021-03-15 04:37:44",235984.0,29.1638
"2021-03-15 04:42:45",236285.0,34.9115
"2021-03-15 04:47:46",236586.0,41.7921
"2021-03-15 04:52:47",236887.0,41.7921
"2021-03-15 04:57:48",237188.0,41.7921
"2021-03-15 05:02:49",237489.0,47.8286
"2021-03-15 05:07:50",237790.0,54.7370
"2021-03-15 05:12:51",238091.0,57.2549
"2021-03-15 05:17:52",238392.0,68.5390
"2021-03-15 05:22:53",238693.0,82.0470
"2021-03-15 05:27:54",238994.0,82.0470
"2021-03-15 05:32:55",239295.0,98.2172
"2021-03-15 05:37:56",239596.0,112.4039
"2021-03-15 05:42:57",239897.0,112.4039
"2021-03-15 05:47:58",240198.0,128.6397
"2021-03-15 05:52:59",240499.0,147.2207
"2021-03-15 05:58:00",240800.0,147.2207
"2021-03-15 06:03:01",241101.0,168.4855
"2021-03-15 06:08:02",241402.0,184.3423
"2021-03-15 06:13:03",241703.0,201.6915
"2021-03-15 06:18:04",242004.0,201.6915
"2021-03-15 06:23:05",242305.0,220.6734
"2021-03-15 06:28:06",242606.0,241.4418
"2021-03-15 06:33:07",242907.0,241.4418
"2021-03-15 06:38:08",243208.0,264.1648
"2021-03-15 06:43:09",243509.0,276.3161
"2021-03-15 06:48:10",243810.0,289.0264
"2021-03-15 06:53:11",244111.0,302.3213
"2021-03-15 06:58:12",244412.0,302.3213
"2021-03-15 07:03:13",244713.0,289.0264
"2021-03-15 07:08:14",245014.0,289.0264
"2021-03-15 07:13:15",245315.0,289.0264
"2021-03-15 07:18:16",245616.0,289.0264
"2021-03-15 07:23:17",245917.0,289.0264
"2021-03-15 07:28:18",246218.0,289.0264
"2021-03-15 07:33:19",246519.0,289.0264
"2021-03-15 07:38:20",246820.0,289.0264
"2021-03-15 07:43:21",247121.0,289.0264
"2021-03-15 07:48:22",247422.0,289.0264
"2021-03-15 07:53:23",247723.0,289.0264
"2021-03-15 07:58:24",248024.0,289.0264
"2021-03-15 08:03:25",248325.0,289.0264
"2021-03-15 08:08:26",248626.0,289.0264
"2021-03-15 08:13:27",248927.0,289.0264
"2021-03-15 08:18:28",249228.0,289.0264
"2021-03-15 08:23:29",249529.0,289.0264
"2021-03-15 08:28:30",249830.0,289.0264
"2021-03-15 08:33:31",250131.0,289.0264
"2021-03-15 08:38:32",250432.0,289.0264
"2021-03-15 08:43:33",250733.0,289.0264
"2021-03-15 08:48:34",251034.0,289.0264
"2021-03-15 08:53:35",251335.0,289.0264
"2021-03-15 08:58:36",251636.0,289.0264
"2021-03-15 09:03:37",251937.0,289.0264
