"Date and Time","Time (seconds)","iSBJORN19/3-19/4 (lx)"
"2021-03-28 08:41:03",1027800.0,192.8219
"2021-03-28 09:11:03",1029600.0,192.8219
"2021-03-28 09:41:03",1031400.0,210.9691
"2021-03-28 10:11:03",1033200.0,220.6734
"2021-03-28 10:41:03",1035000.0,201.6915
"2021-03-28 11:11:03",1036800.0,220.6734
"2021-03-28 11:41:03",1038600.0,210.9691
"2021-03-28 12:11:03",1040400.0,192.8219
"2021-03-28 12:41:03",1042200.0,192.8219
"2021-03-28 13:11:03",1044000.0,192.8219
"2021-03-28 13:41:03",1045800.0,201.6915
"2021-03-28 14:11:03",1047600.0,201.6915
"2021-03-28 14:41:03",1049400.0,220.6734
"2021-03-28 15:11:03",1051200.0,220.6734
"2021-03-28 15:41:03",1053000.0,184.3423
"2021-03-28 16:11:03",1054800.0,192.8219
"2021-03-28 16:41:03",1056600.0,192.8219
"2021-03-28 17:11:03",1058400.0,201.6915
"2021-03-28 17:41:03",1060200.0,220.6734
"2021-03-28 18:11:03",1062000.0,4.8261
"2021-03-28 18:41:03",1063800.0,4.8261
"2021-03-28 19:11:03",1065600.0,4.8261
"2021-03-28 19:41:03",1067400.0,4.8261
"2021-03-28 20:11:03",1069200.0,4.8261
"2021-03-28 20:41:03",1071000.0,4.8261
"2021-03-28 21:11:03",1072800.0,4.8261
"2021-03-28 21:41:03",1074600.0,4.8261
"2021-03-28 22:11:03",1076400.0,4.8261
"2021-03-28 22:41:03",1078200.0,4.8261
"2021-03-28 23:11:03",1080000.0,4.8261
"2021-03-28 23:41:03",1081800.0,4.8261
"2021-03-29 00:11:03",1083600.0,4.8261
"2021-03-29 00:41:03",1085400.0,4.8261
"2021-03-29 01:11:03",1087200.0,4.8261
"2021-03-29 01:41:03",1089000.0,4.8261
"2021-03-29 02:11:03",1090800.0,210.9691
"2021-03-29 02:41:03",1092600.0,192.8219
"2021-03-29 03:11:03",1094400.0,220.6734
"2021-03-29 03:41:03",1096200.0,201.6915
"2021-03-29 04:11:03",1098000.0,220.6734
"2021-03-29 04:41:03",1099800.0,192.8219
"2021-03-29 05:11:03",1101600.0,201.6915
"2021-03-29 05:41:03",1103400.0,220.6734
"2021-03-29 06:11:03",1105200.0,192.8219
"2021-03-29 06:41:03",1107000.0,201.6915
"2021-03-29 07:11:03",1108800.0,220.6734
"2021-03-29 07:41:03",1110600.0,220.6734
"2021-03-29 08:11:03",1112400.0,220.6734
"2021-03-29 08:41:03",1114200.0,220.6734
"2021-03-29 09:11:03",1116000.0,220.6734
"2021-03-29 09:41:03",1117800.0,220.6734
"2021-03-29 10:11:03",1119600.0,184.3423
"2021-03-29 10:41:03",1121400.0,220.6734
"2021-03-29 11:11:03",1123200.0,210.9691
"2021-03-29 11:41:03",1125000.0,201.6915
"2021-03-29 12:11:03",1126800.0,201.6915
"2021-03-29 12:41:03",1128600.0,210.9691
"2021-03-29 13:11:03",1130400.0,192.8219
"2021-03-29 13:41:03",1132200.0,210.9691
"2021-03-29 14:11:03",1134000.0,220.6734
"2021-03-29 14:41:03",1135800.0,220.6734
"2021-03-29 15:11:03",1137600.0,192.8219
"2021-03-29 15:41:03",1139400.0,201.6915
"2021-03-29 16:11:03",1141200.0,210.9691
"2021-03-29 16:41:03",1143000.0,184.3423
"2021-03-29 17:11:03",1144800.0,220.6734
"2021-03-29 17:41:03",1146600.0,201.6915
"2021-03-29 18:11:03",1148400.0,4.8261
"2021-03-29 18:41:03",1150200.0,4.8261
"2021-03-29 19:11:03",1152000.0,4.8261
"2021-03-29 19:41:03",1153800.0,4.8261
"2021-03-29 20:11:03",1155600.0,4.8261
"2021-03-29 20:41:03",1157400.0,4.8261
"2021-03-29 21:11:03",1159200.0,4.6138
"2021-03-29 21:41:03",1161000.0,4.8261
"2021-03-29 22:11:03",1162800.0,4.8261
"2021-03-29 22:41:03",1164600.0,4.8261
"2021-03-29 23:11:03",1166400.0,4.8261
"2021-03-29 23:41:03",1168200.0,4.8261
"2021-03-30 00:11:03",1170000.0,4.8261
"2021-03-30 00:41:03",1171800.0,4.8261
"2021-03-30 01:11:03",1173600.0,4.8261
"2021-03-30 01:41:03",1175400.0,4.8261
"2021-03-30 02:11:03",1177200.0,220.6734
"2021-03-30 02:41:03",1179000.0,220.6734
"2021-03-30 03:11:03",1180800.0,184.3423
"2021-03-30 03:41:03",1182600.0,220.6734
"2021-03-30 04:11:03",1184400.0,210.9691
"2021-03-30 04:41:03",1186200.0,210.9691
"2021-03-30 05:11:03",1188000.0,192.8219
"2021-03-30 05:41:03",1189800.0,201.6915
"2021-03-30 06:11:03",1191600.0,192.8219
"2021-03-30 06:41:03",1193400.0,210.9691
"2021-03-30 07:11:03",1195200.0,210.9691
"2021-03-30 07:41:03",1197000.0,220.6734
"2021-03-30 08:11:03",1198800.0,210.9691
"2021-03-30 08:41:03",1200600.0,201.6915
"2021-03-30 09:11:03",1202400.0,201.6915
"2021-03-30 09:41:03",1204200.0,210.9691
"2021-03-30 10:11:03",1206000.0,192.8219
"2021-03-30 10:41:03",1207800.0,210.9691
"2021-03-30 11:11:03",1209600.0,201.6915
"2021-03-30 11:41:03",1211400.0,210.9691
"2021-03-30 12:11:03",1213200.0,184.3423
"2021-03-30 12:41:03",1215000.0,210.9691
"2021-03-30 13:11:03",1216800.0,210.9691
"2021-03-30 13:41:03",1218600.0,184.3423
"2021-03-30 14:11:03",1220400.0,210.9691
"2021-03-30 14:41:03",1222200.0,201.6915
"2021-03-30 15:11:03",1224000.0,192.8219
"2021-03-30 15:41:03",1225800.0,210.9691
"2021-03-30 16:11:03",1227600.0,210.9691
"2021-03-30 16:41:03",1229400.0,192.8219
"2021-03-30 17:11:03",1231200.0,210.9691
"2021-03-30 17:41:03",1233000.0,220.6734
"2021-03-30 18:11:03",1234800.0,4.8261
"2021-03-30 18:41:03",1236600.0,4.8261
"2021-03-30 19:11:03",1238400.0,4.8261
"2021-03-30 19:41:03",1240200.0,4.8261
"2021-03-30 20:11:03",1242000.0,4.6138
"2021-03-30 20:41:03",1243800.0,4.8261
"2021-03-30 21:11:03",1245600.0,4.8261
"2021-03-30 21:41:03",1247400.0,4.6138
"2021-03-30 22:11:03",1249200.0,4.8261
"2021-03-30 22:41:03",1251000.0,4.8261
"2021-03-30 23:11:03",1252800.0,4.8261
"2021-03-30 23:41:03",1254600.0,4.8261
"2021-03-31 00:11:03",1256400.0,4.6138
"2021-03-31 00:41:03",1258200.0,4.8261
"2021-03-31 01:11:03",1260000.0,4.8261
"2021-03-31 01:41:03",1261800.0,4.8261
"2021-03-31 02:11:03",1263600.0,192.8219
"2021-03-31 02:41:03",1265400.0,201.6915
"2021-03-31 03:11:03",1267200.0,184.3423
"2021-03-31 03:41:03",1269000.0,210.9691
"2021-03-31 04:11:03",1270800.0,192.8219
"2021-03-31 04:41:03",1272600.0,210.9691
"2021-03-31 05:11:03",1274400.0,192.8219
"2021-03-31 05:41:03",1276200.0,210.9691
"2021-03-31 06:11:03",1278000.0,210.9691
"2021-03-31 06:41:03",1279800.0,220.6734
"2021-03-31 07:11:03",1281600.0,192.8219
"2021-03-31 07:41:03",1283400.0,184.3423
"2021-03-31 08:11:03",1285200.0,210.9691
"2021-03-31 08:41:03",1287000.0,201.6915
"2021-03-31 09:11:03",1288800.0,192.8219
"2021-03-31 09:41:03",1290600.0,220.6734
"2021-03-31 10:11:03",1292400.0,201.6915
"2021-03-31 10:41:03",1294200.0,192.8219
"2021-03-31 11:11:03",1296000.0,220.6734
"2021-03-31 11:41:03",1297800.0,192.8219
"2021-03-31 12:11:03",1299600.0,192.8219
"2021-03-31 12:41:03",1301400.0,192.8219
"2021-03-31 13:11:03",1303200.0,201.6915
"2021-03-31 13:41:03",1305000.0,220.6734
"2021-03-31 14:11:03",1306800.0,201.6915
"2021-03-31 14:41:03",1308600.0,220.6734
"2021-03-31 15:11:03",1310400.0,220.6734
"2021-03-31 15:41:03",1312200.0,192.8219
"2021-03-31 16:11:03",1314000.0,210.9691
"2021-03-31 16:41:03",1315800.0,210.9691
"2021-03-31 17:11:03",1317600.0,220.6734
"2021-03-31 17:41:03",1319400.0,220.6734
"2021-03-31 18:11:03",1321200.0,4.8261
"2021-03-31 18:41:03",1323000.0,4.8261
"2021-03-31 19:11:03",1324800.0,4.6138
"2021-03-31 19:41:03",1326600.0,4.8261
"2021-03-31 20:11:03",1328400.0,4.8261
"2021-03-31 20:41:03",1330200.0,4.8261
"2021-03-31 21:11:03",1332000.0,4.8261
"2021-03-31 21:41:03",1333800.0,4.8261
"2021-03-31 22:11:03",1335600.0,4.8261
"2021-03-31 22:41:03",1337400.0,4.8261
"2021-03-31 23:11:03",1339200.0,4.8261
"2021-03-31 23:41:03",1341000.0,4.6138
"2021-04-01 00:11:03",1342800.0,4.6138
"2021-04-01 00:41:03",1344600.0,4.8261
"2021-04-01 01:11:03",1346400.0,4.6138
"2021-04-01 01:41:03",1348200.0,4.6138
"2021-04-01 02:11:03",1350000.0,220.6734
"2021-04-01 02:41:03",1351800.0,192.8219
"2021-04-01 03:11:03",1353600.0,184.3423
"2021-04-01 03:41:03",1355400.0,192.8219
"2021-04-01 04:11:03",1357200.0,201.6915
"2021-04-01 04:41:03",1359000.0,220.6734
"2021-04-01 05:11:03",1360800.0,184.3423
"2021-04-01 05:41:03",1362600.0,184.3423
"2021-04-01 06:11:03",1364400.0,201.6915
"2021-04-01 06:41:03",1366200.0,220.6734
"2021-04-01 07:11:03",1368000.0,192.8219
"2021-04-01 07:41:03",1369800.0,220.6734
"2021-04-01 08:11:03",1371600.0,210.9691
"2021-04-01 08:41:03",1373400.0,220.6734
"2021-04-01 09:11:03",1375200.0,210.9691
"2021-04-01 09:41:03",1377000.0,184.3423
"2021-04-01 10:11:03",1378800.0,210.9691
"2021-04-01 10:41:03",1380600.0,192.8219
"2021-04-01 11:11:03",1382400.0,220.6734
"2021-04-01 11:41:03",1384200.0,201.6915
"2021-04-01 12:11:03",1386000.0,220.6734
"2021-04-01 12:41:03",1387800.0,201.6915
"2021-04-01 13:11:03",1389600.0,210.9691
"2021-04-01 13:41:03",1391400.0,192.8219
"2021-04-01 14:11:03",1393200.0,210.9691
"2021-04-01 14:41:03",1395000.0,220.6734
"2021-04-01 15:11:03",1396800.0,192.8219
"2021-04-01 15:41:03",1398600.0,220.6734
"2021-04-01 16:11:03",1400400.0,210.9691
"2021-04-01 16:41:03",1402200.0,201.6915
"2021-04-01 17:11:03",1404000.0,220.6734
"2021-04-01 17:41:03",1405800.0,220.6734
"2021-04-01 18:11:03",1407600.0,4.8261
"2021-04-01 18:41:03",1409400.0,4.8261
"2021-04-01 19:11:03",1411200.0,4.8261
"2021-04-01 19:41:03",1413000.0,4.8261
"2021-04-01 20:11:03",1414800.0,4.8261
"2021-04-01 20:41:03",1416600.0,4.8261
"2021-04-01 21:11:03",1418400.0,4.8261
"2021-04-01 21:41:03",1420200.0,4.8261
"2021-04-01 22:11:03",1422000.0,4.8261
"2021-04-01 22:41:03",1423800.0,4.8261
"2021-04-01 23:11:03",1425600.0,4.8261
"2021-04-01 23:41:03",1427400.0,4.8261
"2021-04-02 00:11:03",1429200.0,4.8261
"2021-04-02 00:41:03",1431000.0,4.8261
"2021-04-02 01:11:03",1432800.0,4.8261
"2021-04-02 01:41:03",1434600.0,4.8261
"2021-04-02 02:11:03",1436400.0,220.6734
"2021-04-02 02:41:03",1438200.0,210.9691
"2021-04-02 03:11:03",1440000.0,220.6734
"2021-04-02 03:41:03",1441800.0,210.9691
"2021-04-02 04:11:03",1443600.0,192.8219
"2021-04-02 04:41:03",1445400.0,220.6734
"2021-04-02 05:11:03",1447200.0,192.8219
"2021-04-02 05:41:03",1449000.0,184.3423
"2021-04-02 06:11:03",1450800.0,201.6915
"2021-04-02 06:41:03",1452600.0,210.9691
"2021-04-02 07:11:03",1454400.0,184.3423
"2021-04-02 07:41:03",1456200.0,210.9691
"2021-04-02 08:11:03",1458000.0,210.9691
"2021-04-02 08:41:03",1459800.0,192.8219
"2021-04-02 09:11:03",1461600.0,210.9691
"2021-04-02 09:41:03",1463400.0,192.8219
"2021-04-02 10:11:03",1465200.0,220.6734
"2021-04-02 10:41:03",1467000.0,192.8219
"2021-04-02 11:11:03",1468800.0,201.6915
"2021-04-02 11:41:03",1470600.0,201.6915
"2021-04-02 12:11:03",1472400.0,201.6915
"2021-04-02 12:41:03",1474200.0,220.6734
"2021-04-02 13:11:03",1476000.0,192.8219
"2021-04-02 13:41:03",1477800.0,184.3423
"2021-04-02 14:11:03",1479600.0,210.9691
"2021-04-02 14:41:03",1481400.0,192.8219
"2021-04-02 15:11:03",1483200.0,184.3423
"2021-04-02 15:41:03",1485000.0,220.6734
"2021-04-02 16:11:03",1486800.0,192.8219
"2021-04-02 16:41:03",1488600.0,220.6734
"2021-04-02 17:11:03",1490400.0,210.9691
"2021-04-02 17:41:03",1492200.0,210.9691
"2021-04-02 18:11:03",1494000.0,4.8261
"2021-04-02 18:41:03",1495800.0,4.8261
"2021-04-02 19:11:03",1497600.0,4.8261
"2021-04-02 19:41:03",1499400.0,4.8261
"2021-04-02 20:11:03",1501200.0,4.8261
"2021-04-02 20:41:03",1503000.0,4.8261
"2021-04-02 21:11:03",1504800.0,4.8261
"2021-04-02 21:41:03",1506600.0,4.8261
"2021-04-02 22:11:03",1508400.0,4.8261
"2021-04-02 22:41:03",1510200.0,4.8261
"2021-04-02 23:11:03",1512000.0,4.8261
"2021-04-02 23:41:03",1513800.0,4.8261
"2021-04-03 00:11:03",1515600.0,4.6138
"2021-04-03 00:41:03",1517400.0,4.8261
"2021-04-03 01:11:03",1519200.0,4.8261
"2021-04-03 01:41:03",1521000.0,4.8261
"2021-04-03 02:11:03",1522800.0,201.6915
"2021-04-03 02:41:03",1524600.0,192.8219
"2021-04-03 03:11:03",1526400.0,184.3423
"2021-04-03 03:41:03",1528200.0,220.6734
"2021-04-03 04:11:03",1530000.0,220.6734
"2021-04-03 04:41:03",1531800.0,220.6734
"2021-04-03 05:11:03",1533600.0,210.9691
"2021-04-03 05:41:03",1535400.0,201.6915
"2021-04-03 06:11:03",1537200.0,210.9691
"2021-04-03 06:41:03",1539000.0,201.6915
"2021-04-03 07:11:03",1540800.0,192.8219
"2021-04-03 07:41:03",1542600.0,220.6734
"2021-04-03 08:11:03",1544400.0,201.6915
"2021-04-03 08:41:03",1546200.0,220.6734
"2021-04-03 09:11:03",1548000.0,184.3423
"2021-04-03 09:41:03",1549800.0,192.8219
"2021-04-03 10:11:03",1551600.0,220.6734
"2021-04-03 10:41:03",1553400.0,210.9691
"2021-04-03 11:11:03",1555200.0,201.6915
"2021-04-03 11:41:03",1557000.0,220.6734
"2021-04-03 12:11:03",1558800.0,192.8219
"2021-04-03 12:41:03",1560600.0,192.8219
"2021-04-03 13:11:03",1562400.0,201.6915
"2021-04-03 13:41:03",1564200.0,192.8219
"2021-04-03 14:11:03",1566000.0,192.8219
"2021-04-03 14:41:03",1567800.0,220.6734
"2021-04-03 15:11:03",1569600.0,210.9691
"2021-04-03 15:41:03",1571400.0,210.9691
"2021-04-03 16:11:03",1573200.0,220.6734
"2021-04-03 16:41:03",1575000.0,192.8219
"2021-04-03 17:11:03",1576800.0,220.6734
"2021-04-03 17:41:03",1578600.0,201.6915
"2021-04-03 18:11:03",1580400.0,4.8261
"2021-04-03 18:41:03",1582200.0,4.8261
"2021-04-03 19:11:03",1584000.0,4.8261
"2021-04-03 19:41:03",1585800.0,4.8261
"2021-04-03 20:11:03",1587600.0,4.8261
"2021-04-03 20:41:03",1589400.0,4.8261
"2021-04-03 21:11:03",1591200.0,4.8261
"2021-04-03 21:41:03",1593000.0,4.8261
"2021-04-03 22:11:03",1594800.0,4.8261
"2021-04-03 22:41:03",1596600.0,4.8261
"2021-04-03 23:11:03",1598400.0,4.8261
"2021-04-03 23:41:03",1600200.0,4.8261
"2021-04-04 00:11:03",1602000.0,4.8261
"2021-04-04 00:41:03",1603800.0,4.8261
"2021-04-04 01:11:03",1605600.0,4.8261
"2021-04-04 01:41:03",1607400.0,4.8261
"2021-04-04 02:11:03",1609200.0,220.6734
"2021-04-04 02:41:03",1611000.0,201.6915
"2021-04-04 03:11:03",1612800.0,220.6734
"2021-04-04 03:41:03",1614600.0,201.6915
"2021-04-04 04:11:03",1616400.0,210.9691
"2021-04-04 04:41:03",1618200.0,184.3423
"2021-04-04 05:11:03",1620000.0,184.3423
"2021-04-04 05:41:03",1621800.0,192.8219
"2021-04-04 06:11:03",1623600.0,220.6734
"2021-04-04 06:41:03",1625400.0,192.8219
"2021-04-04 07:11:03",1627200.0,210.9691
"2021-04-04 07:41:03",1629000.0,210.9691
"2021-04-04 08:11:03",1630800.0,192.8219
"2021-04-04 08:41:03",1632600.0,201.6915
"2021-04-04 09:11:03",1634400.0,210.9691
"2021-04-04 09:41:03",1636200.0,220.6734
"2021-04-04 10:11:03",1638000.0,210.9691
"2021-04-04 10:41:03",1639800.0,192.8219
"2021-04-04 11:11:03",1641600.0,192.8219
"2021-04-04 11:41:03",1643400.0,201.6915
"2021-04-04 12:11:03",1645200.0,220.6734
"2021-04-04 12:41:03",1647000.0,220.6734
"2021-04-04 13:11:03",1648800.0,201.6915
"2021-04-04 13:41:03",1650600.0,220.6734
"2021-04-04 14:11:03",1652400.0,201.6915
"2021-04-04 14:41:03",1654200.0,201.6915
"2021-04-04 15:11:03",1656000.0,220.6734
"2021-04-04 15:41:03",1657800.0,201.6915
"2021-04-04 16:11:03",1659600.0,184.3423
"2021-04-04 16:41:03",1661400.0,220.6734
"2021-04-04 17:11:03",1663200.0,210.9691
"2021-04-04 17:41:03",1665000.0,184.3423
"2021-04-04 18:11:03",1666800.0,4.8261
"2021-04-04 18:41:03",1668600.0,4.6138
"2021-04-04 19:11:03",1670400.0,4.8261
"2021-04-04 19:41:03",1672200.0,4.8261
"2021-04-04 20:11:03",1674000.0,4.8261
"2021-04-04 20:41:03",1675800.0,4.8261
"2021-04-04 21:11:03",1677600.0,4.8261
"2021-04-04 21:41:03",1679400.0,4.8261
"2021-04-04 22:11:03",1681200.0,4.8261
"2021-04-04 22:41:03",1683000.0,4.8261
"2021-04-04 23:11:03",1684800.0,4.8261
"2021-04-04 23:41:03",1686600.0,4.8261
"2021-04-05 00:11:03",1688400.0,4.8261
"2021-04-05 00:41:03",1690200.0,4.8261
"2021-04-05 01:11:03",1692000.0,4.8261
"2021-04-05 01:41:03",1693800.0,4.8261
"2021-04-05 02:11:03",1695600.0,192.8219
"2021-04-05 02:41:03",1697400.0,201.6915
"2021-04-05 03:11:03",1699200.0,201.6915
"2021-04-05 03:41:03",1701000.0,201.6915
"2021-04-05 04:11:03",1702800.0,192.8219
"2021-04-05 04:41:03",1704600.0,192.8219
"2021-04-05 05:11:03",1706400.0,210.9691
"2021-04-05 05:41:03",1708200.0,210.9691
"2021-04-05 06:11:03",1710000.0,210.9691
"2021-04-05 06:41:03",1711800.0,220.6734
"2021-04-05 07:11:03",1713600.0,184.3423
"2021-04-05 07:41:03",1715400.0,192.8219
"2021-04-05 08:11:03",1717200.0,210.9691
"2021-04-05 08:41:03",1719000.0,201.6915
"2021-04-05 09:11:03",1720800.0,210.9691
"2021-04-05 09:41:03",1722600.0,201.6915
"2021-04-05 10:11:03",1724400.0,192.8219
"2021-04-05 10:41:03",1726200.0,210.9691
"2021-04-05 11:11:03",1728000.0,220.6734
"2021-04-05 11:41:03",1729800.0,210.9691
"2021-04-05 12:11:03",1731600.0,184.3423
"2021-04-05 12:41:03",1733400.0,192.8219
"2021-04-05 13:11:03",1735200.0,192.8219
"2021-04-05 13:41:03",1737000.0,210.9691
"2021-04-05 14:11:03",1738800.0,210.9691
"2021-04-05 14:41:03",1740600.0,220.6734
"2021-04-05 15:11:03",1742400.0,192.8219
"2021-04-05 15:41:03",1744200.0,192.8219
"2021-04-05 16:11:03",1746000.0,210.9691
"2021-04-05 16:41:03",1747800.0,220.6734
"2021-04-05 17:11:03",1749600.0,184.3423
"2021-04-05 17:41:03",1751400.0,184.3423
"2021-04-05 18:11:03",1753200.0,4.8261
"2021-04-05 18:41:03",1755000.0,4.8261
"2021-04-05 19:11:03",1756800.0,4.8261
"2021-04-05 19:41:03",1758600.0,4.8261
"2021-04-05 20:11:03",1760400.0,4.8261
"2021-04-05 20:41:03",1762200.0,4.6138
"2021-04-05 21:11:03",1764000.0,4.8261
"2021-04-05 21:41:03",1765800.0,4.8261
"2021-04-05 22:11:03",1767600.0,4.8261
"2021-04-05 22:41:03",1769400.0,4.8261
"2021-04-05 23:11:03",1771200.0,4.8261
"2021-04-05 23:41:03",1773000.0,4.8261
"2021-04-06 00:11:03",1774800.0,4.8261
"2021-04-06 00:41:03",1776600.0,4.8261
"2021-04-06 01:11:03",1778400.0,4.8261
"2021-04-06 01:41:03",1780200.0,4.8261
"2021-04-06 02:11:03",1782000.0,220.6734
"2021-04-06 02:41:03",1783800.0,220.6734
"2021-04-06 03:11:03",1785600.0,201.6915
"2021-04-06 03:41:03",1787400.0,210.9691
"2021-04-06 04:11:03",1789200.0,220.6734
"2021-04-06 04:41:03",1791000.0,184.3423
"2021-04-06 05:11:03",1792800.0,210.9691
"2021-04-06 05:41:03",1794600.0,184.3423
"2021-04-06 06:11:03",1796400.0,192.8219
"2021-04-06 06:41:03",1798200.0,201.6915
"2021-04-06 07:11:03",1800000.0,184.3423
"2021-04-06 07:41:03",1801800.0,210.9691
"2021-04-06 08:11:03",1803600.0,184.3423
"2021-04-06 08:41:03",1805400.0,184.3423
"2021-04-06 09:11:03",1807200.0,192.8219
"2021-04-06 09:41:03",1809000.0,210.9691
"2021-04-06 10:11:03",1810800.0,210.9691
"2021-04-06 10:41:03",1812600.0,210.9691
"2021-04-06 11:11:03",1814400.0,184.3423
"2021-04-06 11:41:03",1816200.0,201.6915
"2021-04-06 12:11:03",1818000.0,192.8219
"2021-04-06 12:41:03",1819800.0,201.6915
"2021-04-06 13:11:03",1821600.0,201.6915
"2021-04-06 13:41:03",1823400.0,184.3423
"2021-04-06 14:11:03",1825200.0,220.6734
"2021-04-06 14:41:03",1827000.0,184.3423
"2021-04-06 15:11:03",1828800.0,201.6915
"2021-04-06 15:41:03",1830600.0,210.9691
"2021-04-06 16:11:03",1832400.0,192.8219
"2021-04-06 16:41:03",1834200.0,210.9691
"2021-04-06 17:11:03",1836000.0,210.9691
"2021-04-06 17:41:03",1837800.0,192.8219
"2021-04-06 18:11:03",1839600.0,4.8261
"2021-04-06 18:41:03",1841400.0,4.8261
"2021-04-06 19:11:03",1843200.0,4.8261
"2021-04-06 19:41:03",1845000.0,4.8261
"2021-04-06 20:11:03",1846800.0,4.8261
"2021-04-06 20:41:03",1848600.0,4.8261
"2021-04-06 21:11:03",1850400.0,4.8261
"2021-04-06 21:41:03",1852200.0,4.8261
"2021-04-06 22:11:03",1854000.0,4.8261
"2021-04-06 22:41:03",1855800.0,4.8261
"2021-04-06 23:11:03",1857600.0,4.8261
"2021-04-06 23:41:03",1859400.0,4.8261
"2021-04-07 00:11:03",1861200.0,4.8261
"2021-04-07 00:41:03",1863000.0,4.8261
"2021-04-07 01:11:03",1864800.0,4.8261
"2021-04-07 01:41:03",1866600.0,4.8261
"2021-04-07 02:11:03",1868400.0,220.6734
"2021-04-07 02:41:03",1870200.0,184.3423
"2021-04-07 03:11:03",1872000.0,210.9691
"2021-04-07 03:41:03",1873800.0,201.6915
"2021-04-07 04:11:03",1875600.0,192.8219
"2021-04-07 04:41:03",1877400.0,220.6734
"2021-04-07 05:11:03",1879200.0,184.3423
"2021-04-07 05:41:03",1881000.0,220.6734
"2021-04-07 06:11:03",1882800.0,220.6734
"2021-04-07 06:41:03",1884600.0,184.3423
"2021-04-07 07:11:03",1886400.0,201.6915
"2021-04-07 07:41:03",1888200.0,184.3423
"2021-04-07 08:11:03",1890000.0,210.9691
"2021-04-07 08:41:03",1891800.0,184.3423
"2021-04-07 09:11:03",1893600.0,220.6734
"2021-04-07 09:41:03",1895400.0,210.9691
"2021-04-07 10:11:03",1897200.0,220.6734
"2021-04-07 10:41:03",1899000.0,220.6734
"2021-04-07 11:11:03",1900800.0,192.8219
"2021-04-07 11:41:03",1902600.0,210.9691
"2021-04-07 12:11:03",1904400.0,210.9691
"2021-04-07 12:41:03",1906200.0,201.6915
"2021-04-07 13:11:03",1908000.0,192.8219
"2021-04-07 13:41:03",1909800.0,210.9691
"2021-04-07 14:11:03",1911600.0,220.6734
"2021-04-07 14:41:03",1913400.0,210.9691
"2021-04-07 15:11:03",1915200.0,220.6734
"2021-04-07 15:41:03",1917000.0,201.6915
"2021-04-07 16:11:03",1918800.0,210.9691
"2021-04-07 16:41:03",1920600.0,210.9691
"2021-04-07 17:11:03",1922400.0,201.6915
"2021-04-07 17:41:03",1924200.0,210.9691
"2021-04-07 18:11:03",1926000.0,4.8261
"2021-04-07 18:41:03",1927800.0,4.8261
"2021-04-07 19:11:03",1929600.0,4.8261
"2021-04-07 19:41:03",1931400.0,4.8261
"2021-04-07 20:11:03",1933200.0,4.8261
"2021-04-07 20:41:03",1935000.0,4.8261
"2021-04-07 21:11:03",1936800.0,4.8261
"2021-04-07 21:41:03",1938600.0,4.8261
"2021-04-07 22:11:03",1940400.0,4.8261
"2021-04-07 22:41:03",1942200.0,4.8261
"2021-04-07 23:11:03",1944000.0,4.8261
"2021-04-07 23:41:03",1945800.0,4.8261
"2021-04-08 00:11:03",1947600.0,4.8261
"2021-04-08 00:41:03",1949400.0,4.8261
"2021-04-08 01:11:03",1951200.0,4.8261
"2021-04-08 01:41:03",1953000.0,4.8261
"2021-04-08 02:11:03",1954800.0,201.6915
"2021-04-08 02:41:03",1956600.0,201.6915
"2021-04-08 03:11:03",1958400.0,201.6915
"2021-04-08 03:41:03",1960200.0,210.9691
"2021-04-08 04:11:03",1962000.0,201.6915
"2021-04-08 04:41:03",1963800.0,220.6734
"2021-04-08 05:11:03",1965600.0,192.8219
"2021-04-08 05:41:03",1967400.0,210.9691
"2021-04-08 06:11:03",1969200.0,192.8219
"2021-04-08 06:41:03",1971000.0,192.8219
"2021-04-08 07:11:03",1972800.0,210.9691
"2021-04-08 07:41:03",1974600.0,192.8219
"2021-04-08 08:11:03",1976400.0,192.8219
"2021-04-08 08:41:03",1978200.0,220.6734
"2021-04-08 09:11:03",1980000.0,220.6734
"2021-04-08 09:41:03",1981800.0,192.8219
"2021-04-08 10:11:03",1983600.0,220.6734
"2021-04-08 10:41:03",1985400.0,201.6915
"2021-04-08 11:11:03",1987200.0,201.6915
"2021-04-08 11:41:03",1989000.0,192.8219
"2021-04-08 12:11:03",1990800.0,184.3423
"2021-04-08 12:41:03",1992600.0,220.6734
"2021-04-08 13:11:03",1994400.0,201.6915
"2021-04-08 13:41:03",1996200.0,192.8219
"2021-04-08 14:11:03",1998000.0,220.6734
"2021-04-08 14:41:03",1999800.0,184.3423
"2021-04-08 15:11:03",2001600.0,192.8219
"2021-04-08 15:41:03",2003400.0,220.6734
"2021-04-08 16:11:03",2005200.0,220.6734
"2021-04-08 16:41:03",2007000.0,201.6915
"2021-04-08 17:11:03",2008800.0,201.6915
"2021-04-08 17:41:03",2010600.0,192.8219
"2021-04-08 18:11:03",2012400.0,4.8261
"2021-04-08 18:41:03",2014200.0,4.8261
"2021-04-08 19:11:03",2016000.0,4.8261
"2021-04-08 19:41:03",2017800.0,4.8261
"2021-04-08 20:11:03",2019600.0,4.8261
"2021-04-08 20:41:03",2021400.0,4.8261
"2021-04-08 21:11:03",2023200.0,4.8261
"2021-04-08 21:41:03",2025000.0,4.8261
"2021-04-08 22:11:03",2026800.0,4.8261
"2021-04-08 22:41:03",2028600.0,4.8261
"2021-04-08 23:11:03",2030400.0,4.8261
