datetime,temp
13.08.21 10:59:01,16.857
13.08.21 11:09:01,9.211
13.08.21 11:19:01,8.145
13.08.21 11:29:01,8.019
13.08.21 11:39:01,8.019
13.08.21 11:49:01,8.019
13.08.21 11:59:01,8.019
13.08.21 12:09:01,8.019
13.08.21 12:19:01,8.019
13.08.21 12:29:01,8.019
13.08.21 12:39:01,7.956
13.08.21 12:49:01,8.019
13.08.21 12:59:01,7.956
13.08.21 13:09:01,8.082
13.08.21 13:19:01,8.019
13.08.21 13:29:01,8.019
13.08.21 13:39:01,7.956
13.08.21 13:49:01,7.956
13.08.21 13:59:01,8.333
13.08.21 14:09:01,8.27
13.08.21 14:19:01,8.145
13.08.21 14:29:01,8.082
13.08.21 14:39:01,8.082
13.08.21 14:49:01,8.082
13.08.21 14:59:01,8.145
13.08.21 15:09:01,8.145
13.08.21 15:19:01,8.145
13.08.21 15:29:01,8.145
13.08.21 15:39:01,8.082
13.08.21 15:49:01,8.082
13.08.21 15:59:01,8.27
13.08.21 16:09:01,8.458
13.08.21 16:19:01,8.27
13.08.21 16:29:01,8.207
13.08.21 16:39:01,8.082
13.08.21 16:49:01,8.082
13.08.21 16:59:01,8.082
13.08.21 17:09:01,8.019
13.08.21 17:19:01,7.956
13.08.21 17:29:01,7.894
13.08.21 17:39:01,7.894
13.08.21 17:49:01,7.894
13.08.21 17:59:01,7.894
13.08.21 18:09:01,7.894
13.08.21 18:19:01,7.894
13.08.21 18:29:01,7.831
13.08.21 18:39:01,7.831
13.08.21 18:49:01,7.768
13.08.21 18:59:01,7.831
13.08.21 19:09:01,7.831
13.08.21 19:19:01,7.768
13.08.21 19:29:01,7.956
13.08.21 19:39:01,8.082
13.08.21 19:49:01,7.956
13.08.21 19:59:01,7.894
13.08.21 20:09:01,7.831
13.08.21 20:19:01,7.768
13.08.21 20:29:01,7.768
13.08.21 20:39:01,7.768
13.08.21 20:49:01,7.768
13.08.21 20:59:01,7.768
13.08.21 21:09:01,7.768
13.08.21 21:19:01,7.768
13.08.21 21:29:01,7.705
13.08.21 21:39:01,7.705
13.08.21 21:49:01,7.643
13.08.21 21:59:01,7.643
13.08.21 22:09:01,7.643
13.08.21 22:19:01,7.58
13.08.21 22:29:01,7.58
13.08.21 22:39:01,7.58
13.08.21 22:49:01,7.58
13.08.21 22:59:01,7.58
13.08.21 23:09:01,7.58
13.08.21 23:19:01,7.58
13.08.21 23:29:01,7.58
13.08.21 23:39:01,7.58
13.08.21 23:49:01,7.58
13.08.21 23:59:01,7.643
14.08.21 00:09:01,7.643
14.08.21 00:19:01,7.58
14.08.21 00:29:01,7.58
14.08.21 00:39:01,7.58
14.08.21 00:49:01,7.517
14.08.21 00:59:01,7.517
14.08.21 01:09:01,7.517
14.08.21 01:19:01,7.454
14.08.21 01:29:01,7.517
14.08.21 01:39:01,7.517
14.08.21 01:49:01,7.517
14.08.21 01:59:01,7.454
14.08.21 02:09:01,7.454
14.08.21 02:19:01,7.454
14.08.21 02:29:01,7.454
14.08.21 02:39:01,7.454
14.08.21 02:49:01,7.517
14.08.21 02:59:01,7.517
14.08.21 03:09:01,7.517
14.08.21 03:19:01,7.517
14.08.21 03:29:01,7.454
14.08.21 03:39:01,7.454
14.08.21 03:49:01,7.454
14.08.21 03:59:01,7.392
14.08.21 04:09:01,7.392
14.08.21 04:19:01,7.392
14.08.21 04:29:01,7.392
14.08.21 04:39:01,7.392
14.08.21 04:49:01,7.392
14.08.21 04:59:01,7.392
14.08.21 05:09:01,7.392
14.08.21 05:19:01,7.392
14.08.21 05:29:01,7.392
14.08.21 05:39:01,7.392
14.08.21 05:49:01,7.392
14.08.21 05:59:01,7.392
14.08.21 06:09:01,7.392
14.08.21 06:19:01,7.392
14.08.21 06:29:01,7.392
14.08.21 06:39:01,7.392
14.08.21 06:49:01,7.329
14.08.21 06:59:01,7.329
14.08.21 07:09:01,7.329
14.08.21 07:19:01,7.329
14.08.21 07:29:01,7.266
14.08.21 07:39:01,7.266
14.08.21 07:49:01,7.329
14.08.21 07:59:01,7.266
14.08.21 08:09:01,7.329
14.08.21 08:19:01,7.329
14.08.21 08:29:01,7.329
14.08.21 08:39:01,7.329
14.08.21 08:49:01,7.329
14.08.21 08:59:01,7.329
14.08.21 09:09:01,7.392
14.08.21 09:19:01,7.392
14.08.21 09:29:01,7.454
14.08.21 09:39:01,7.454
14.08.21 09:49:01,7.454
14.08.21 09:59:01,7.454
14.08.21 10:09:01,7.705
14.08.21 10:19:01,7.768
14.08.21 10:29:01,7.831
14.08.21 10:39:01,7.705
14.08.21 10:49:01,7.705
14.08.21 10:59:01,7.643
14.08.21 11:09:01,7.643
14.08.21 11:19:01,7.643
14.08.21 11:29:01,7.643
14.08.21 11:39:01,7.705
14.08.21 11:49:01,7.705
14.08.21 11:59:01,7.705
14.08.21 12:09:01,7.705
14.08.21 12:19:01,7.705
14.08.21 12:29:01,7.705
14.08.21 12:39:01,7.705
14.08.21 12:49:01,7.705
14.08.21 12:59:01,7.705
14.08.21 13:09:01,7.705
14.08.21 13:19:01,7.705
14.08.21 13:29:01,7.705
14.08.21 13:39:01,7.705
14.08.21 13:49:01,7.768
14.08.21 13:59:01,7.768
14.08.21 14:09:01,7.768
14.08.21 14:19:01,7.768
14.08.21 14:29:01,7.705
14.08.21 14:39:01,7.768
14.08.21 14:49:01,7.768
14.08.21 14:59:01,7.768
14.08.21 15:09:01,7.768
14.08.21 15:19:01,7.831
14.08.21 15:29:01,7.831
14.08.21 15:39:01,7.831
14.08.21 15:49:01,7.894
14.08.21 15:59:01,7.894
14.08.21 16:09:01,7.831
14.08.21 16:19:01,7.768
14.08.21 16:29:01,7.768
14.08.21 16:39:01,7.768
14.08.21 16:49:01,7.831
14.08.21 16:59:01,7.831
14.08.21 17:09:01,7.831
14.08.21 17:19:01,7.768
14.08.21 17:29:01,7.705
14.08.21 17:39:01,7.705
14.08.21 17:49:01,7.705
14.08.21 17:59:01,7.705
14.08.21 18:09:01,7.705
14.08.21 18:19:01,7.643
14.08.21 18:29:01,7.768
14.08.21 18:39:01,7.768
14.08.21 18:49:01,7.705
14.08.21 18:59:01,7.643
14.08.21 19:09:01,7.643
14.08.21 19:19:01,7.58
14.08.21 19:29:01,7.58
14.08.21 19:39:01,7.705
14.08.21 19:49:01,7.705
14.08.21 19:59:01,7.705
14.08.21 20:09:01,7.705
14.08.21 20:19:01,7.705
14.08.21 20:29:01,7.643
14.08.21 20:39:01,7.58
14.08.21 20:49:01,7.58
14.08.21 20:59:01,7.58
14.08.21 21:09:01,7.58
14.08.21 21:19:01,7.58
14.08.21 21:29:01,7.517
14.08.21 21:39:01,7.517
14.08.21 21:49:01,7.517
14.08.21 21:59:01,7.517
14.08.21 22:09:01,7.517
14.08.21 22:19:01,7.517
14.08.21 22:29:01,7.454
14.08.21 22:39:01,7.454
14.08.21 22:49:01,7.517
14.08.21 22:59:01,7.58
14.08.21 23:09:01,7.58
14.08.21 23:19:01,7.517
14.08.21 23:29:01,7.454
14.08.21 23:39:01,7.517
14.08.21 23:49:01,7.454
14.08.21 23:59:01,7.454
15.08.21 00:09:01,7.454
15.08.21 00:19:01,7.454
15.08.21 00:29:01,7.454
15.08.21 00:39:01,7.454
15.08.21 00:49:01,7.392
15.08.21 00:59:01,7.392
15.08.21 01:09:01,7.392
15.08.21 01:19:01,7.329
15.08.21 01:29:01,7.329
15.08.21 01:39:01,7.329
15.08.21 01:49:01,7.329
15.08.21 01:59:01,7.329
15.08.21 02:09:01,7.329
15.08.21 02:19:01,7.329
15.08.21 02:29:01,7.329
15.08.21 02:39:01,7.329
15.08.21 02:49:01,7.329
15.08.21 02:59:01,7.329
15.08.21 03:09:01,7.329
15.08.21 03:19:01,7.329
15.08.21 03:29:01,7.266
15.08.21 03:39:01,7.266
15.08.21 03:49:01,7.266
15.08.21 03:59:01,7.266
15.08.21 04:09:01,7.266
15.08.21 04:19:01,7.203
15.08.21 04:29:01,7.203
15.08.21 04:39:01,7.203
15.08.21 04:49:01,7.203
15.08.21 04:59:01,7.203
15.08.21 05:09:01,7.203
15.08.21 05:19:01,7.203
15.08.21 05:29:01,7.203
15.08.21 05:39:01,7.203
15.08.21 05:49:01,7.203
15.08.21 05:59:01,7.266
15.08.21 06:09:01,7.266
15.08.21 06:19:01,7.266
15.08.21 06:29:01,7.266
15.08.21 06:39:01,7.203
15.08.21 06:49:01,7.203
15.08.21 06:59:01,7.203
15.08.21 07:09:01,7.203
15.08.21 07:19:01,7.203
15.08.21 07:29:01,7.203
15.08.21 07:39:01,7.203
15.08.21 07:49:01,7.203
15.08.21 07:59:01,7.203
15.08.21 08:09:01,7.203
15.08.21 08:19:01,7.203
15.08.21 08:29:01,7.203
15.08.21 08:39:01,7.203
15.08.21 08:49:01,7.203
15.08.21 08:59:01,7.266
15.08.21 09:09:01,7.266
15.08.21 09:19:01,7.266
15.08.21 09:29:01,7.329
15.08.21 09:39:01,7.329
15.08.21 09:49:01,7.329
15.08.21 09:59:01,7.329
15.08.21 10:09:01,7.392
15.08.21 10:19:01,7.392
15.08.21 10:29:01,7.392
15.08.21 10:39:01,7.392
15.08.21 10:49:01,7.392
15.08.21 10:59:01,7.392
15.08.21 11:09:01,7.392
15.08.21 11:19:01,7.392
15.08.21 11:29:01,7.392
15.08.21 11:39:01,7.454
15.08.21 11:49:01,7.454
15.08.21 11:59:01,7.517
15.08.21 12:09:01,7.517
15.08.21 12:19:01,7.517
15.08.21 12:29:01,7.517
15.08.21 12:39:01,7.517
15.08.21 12:49:01,7.517
15.08.21 12:59:01,7.517
15.08.21 13:09:01,7.517
15.08.21 13:19:01,7.454
15.08.21 13:29:01,7.454
15.08.21 13:39:01,7.454
15.08.21 13:49:01,7.454
15.08.21 13:59:01,7.454
15.08.21 14:09:01,7.454
15.08.21 14:19:01,7.454
15.08.21 14:29:01,7.517
15.08.21 14:39:01,7.517
15.08.21 14:49:01,7.517
15.08.21 14:59:01,7.58
15.08.21 15:09:01,7.58
15.08.21 15:19:01,7.58
15.08.21 15:29:01,7.58
15.08.21 15:39:01,7.517
15.08.21 15:49:01,7.517
15.08.21 15:59:01,7.517
15.08.21 16:09:01,7.517
15.08.21 16:19:01,7.517
15.08.21 16:29:01,7.517
15.08.21 16:39:01,7.517
15.08.21 16:49:01,7.517
15.08.21 16:59:01,7.58
15.08.21 17:09:01,7.517
15.08.21 17:19:01,7.454
15.08.21 17:29:01,7.454
15.08.21 17:39:01,7.454
15.08.21 17:49:01,7.454
15.08.21 17:59:01,7.454
15.08.21 18:09:01,7.454
15.08.21 18:19:01,7.454
15.08.21 18:29:01,7.392
15.08.21 18:39:01,7.392
15.08.21 18:49:01,7.329
15.08.21 18:59:01,7.329
15.08.21 19:09:01,7.329
15.08.21 19:19:01,7.329
15.08.21 19:29:01,7.266
15.08.21 19:39:01,7.266
15.08.21 19:49:01,7.266
15.08.21 19:59:01,7.266
15.08.21 20:09:01,7.266
15.08.21 20:19:01,7.203
15.08.21 20:29:01,7.203
15.08.21 20:39:01,7.266
15.08.21 20:49:01,7.266
15.08.21 20:59:01,7.266
15.08.21 21:09:01,7.266
15.08.21 21:19:01,7.266
15.08.21 21:29:01,7.266
15.08.21 21:39:01,7.266
15.08.21 21:49:01,7.203
15.08.21 21:59:01,7.203
15.08.21 22:09:01,7.203
15.08.21 22:19:01,7.203
15.08.21 22:29:01,7.203
15.08.21 22:39:01,7.203
15.08.21 22:49:01,7.203
15.08.21 22:59:01,7.203
15.08.21 23:09:01,7.203
15.08.21 23:19:01,7.141
15.08.21 23:29:01,7.203
15.08.21 23:39:01,7.203
15.08.21 23:49:01,7.203
15.08.21 23:59:01,7.203
16.08.21 00:09:01,7.203
16.08.21 00:19:01,7.203
16.08.21 00:29:01,7.203
16.08.21 00:39:01,7.203
16.08.21 00:49:01,7.203
16.08.21 00:59:01,7.203
16.08.21 01:09:01,7.203
16.08.21 01:19:01,7.141
16.08.21 01:29:01,7.141
16.08.21 01:39:01,7.141
16.08.21 01:49:01,7.141
16.08.21 01:59:01,7.141
16.08.21 02:09:01,7.141
16.08.21 02:19:01,7.141
16.08.21 02:29:01,7.141
16.08.21 02:39:01,7.203
16.08.21 02:49:01,7.203
16.08.21 02:59:01,7.203
16.08.21 03:09:01,7.203
16.08.21 03:19:01,7.141
16.08.21 03:29:01,7.141
16.08.21 03:39:01,7.141
16.08.21 03:49:01,7.141
16.08.21 03:59:01,7.141
16.08.21 04:09:01,7.141
16.08.21 04:19:01,7.078
16.08.21 04:29:01,7.141
16.08.21 04:39:01,7.141
16.08.21 04:49:01,7.141
16.08.21 04:59:01,7.141
16.08.21 05:09:01,7.141
16.08.21 05:19:01,7.078
16.08.21 05:29:01,7.078
16.08.21 05:39:01,7.141
16.08.21 05:49:01,7.141
16.08.21 05:59:01,7.141
16.08.21 06:09:01,7.141
16.08.21 06:19:01,7.141
16.08.21 06:29:01,7.141
16.08.21 06:39:01,7.141
16.08.21 06:49:01,7.078
16.08.21 06:59:01,7.078
16.08.21 07:09:01,7.078
16.08.21 07:19:01,7.078
16.08.21 07:29:01,7.078
16.08.21 07:39:01,7.078
16.08.21 07:49:01,7.078
16.08.21 07:59:01,7.078
16.08.21 08:09:01,7.078
16.08.21 08:19:01,7.078
16.08.21 08:29:01,7.078
16.08.21 08:39:01,7.141
16.08.21 08:49:01,7.203
16.08.21 08:59:01,7.203
16.08.21 09:09:01,7.203
16.08.21 09:19:01,7.266
16.08.21 09:29:01,7.266
16.08.21 09:39:01,7.329
16.08.21 09:49:01,7.329
16.08.21 09:59:01,7.392
16.08.21 10:09:01,7.392
16.08.21 10:19:01,7.392
16.08.21 10:29:01,7.392
16.08.21 10:39:01,7.329
16.08.21 10:49:01,7.58
16.08.21 10:59:01,7.768
16.08.21 11:09:01,7.643
16.08.21 11:19:01,7.517
16.08.21 11:29:01,7.454
16.08.21 11:39:01,7.454
16.08.21 11:49:01,7.454
16.08.21 11:59:01,7.392
16.08.21 12:09:01,7.454
16.08.21 12:19:01,7.643
16.08.21 12:29:01,7.58
16.08.21 12:39:01,7.58
16.08.21 12:49:01,7.517
16.08.21 12:59:01,7.454
