"Date and Time","Time (seconds)","D66 (lx)"
"2021-03-08 15:46:07",594600.0,14.8551
"2021-03-08 15:56:07",595200.0,12.4094
"2021-03-08 16:06:07",595800.0,9.0580
"2021-03-08 16:16:07",596400.0,7.9148
"2021-03-08 16:26:07",597000.0,6.9158
"2021-03-08 16:36:07",597600.0,5.5232
"2021-03-08 16:46:07",598200.0,5.0481
"2021-03-08 16:56:07",598800.0,4.2170
"2021-03-08 17:06:07",599400.0,4.0315
"2021-03-08 17:16:07",600000.0,3.6847
"2021-03-08 17:26:07",600600.0,3.5227
"2021-03-08 17:36:07",601200.0,3.5227
"2021-03-08 17:46:07",601800.0,3.5227
"2021-03-08 17:56:07",602400.0,3.5227
"2021-03-08 18:06:07",603000.0,3.3678
"2021-03-08 18:16:07",603600.0,3.3678
"2021-03-08 18:26:07",604200.0,3.3678
"2021-03-08 18:36:07",604800.0,3.3678
"2021-03-08 18:46:07",605400.0,3.3678
"2021-03-08 18:56:07",606000.0,3.3678
"2021-03-08 19:06:07",606600.0,3.3678
"2021-03-08 19:16:07",607200.0,3.5227
"2021-03-08 19:26:07",607800.0,3.5227
"2021-03-08 19:36:07",608400.0,3.5227
"2021-03-08 19:46:07",609000.0,3.3678
"2021-03-08 19:56:07",609600.0,3.3678
"2021-03-08 20:06:07",610200.0,3.3678
"2021-03-08 20:16:07",610800.0,3.3678
"2021-03-08 20:26:07",611400.0,3.3678
"2021-03-08 20:36:07",612000.0,3.5227
"2021-03-08 20:46:07",612600.0,3.5227
"2021-03-08 20:56:07",613200.0,3.5227
"2021-03-08 21:06:07",613800.0,3.5227
"2021-03-08 21:16:07",614400.0,3.3678
"2021-03-08 21:26:07",615000.0,3.5227
"2021-03-08 21:36:07",615600.0,3.5227
"2021-03-08 21:46:07",616200.0,3.3678
"2021-03-08 21:56:07",616800.0,3.3678
"2021-03-08 22:06:07",617400.0,3.3678
"2021-03-08 22:16:07",618000.0,3.3678
"2021-03-08 22:26:07",618600.0,3.3678
"2021-03-08 22:36:07",619200.0,3.5227
"2021-03-08 22:46:07",619800.0,3.3678
"2021-03-08 22:56:07",620400.0,3.5227
"2021-03-08 23:06:07",621000.0,3.3678
"2021-03-08 23:16:07",621600.0,3.5227
"2021-03-08 23:26:07",622200.0,3.5227
"2021-03-08 23:36:07",622800.0,3.3678
"2021-03-08 23:46:07",623400.0,3.3678
"2021-03-08 23:56:07",624000.0,3.3678
"2021-03-09 00:06:07",624600.0,3.3678
"2021-03-09 00:16:07",625200.0,3.3678
"2021-03-09 00:26:07",625800.0,3.3678
"2021-03-09 00:36:07",626400.0,3.3678
"2021-03-09 00:46:07",627000.0,3.3678
"2021-03-09 00:56:07",627600.0,3.3678
"2021-03-09 01:06:07",628200.0,3.3678
"2021-03-09 01:16:07",628800.0,3.3678
"2021-03-09 01:26:07",629400.0,3.3678
"2021-03-09 01:36:07",630000.0,3.3678
"2021-03-09 01:46:07",630600.0,3.3678
"2021-03-09 01:56:07",631200.0,3.5227
"2021-03-09 02:06:07",631800.0,3.5227
"2021-03-09 02:16:07",632400.0,3.3678
"2021-03-09 02:26:07",633000.0,3.3678
"2021-03-09 02:36:07",633600.0,3.3678
"2021-03-09 02:46:07",634200.0,3.5227
"2021-03-09 02:56:07",634800.0,3.5227
"2021-03-09 03:06:07",635400.0,3.3678
"2021-03-09 03:16:07",636000.0,3.3678
"2021-03-09 03:26:07",636600.0,3.3678
"2021-03-09 03:36:07",637200.0,3.3678
"2021-03-09 03:46:07",637800.0,3.5227
"2021-03-09 03:56:07",638400.0,3.5227
"2021-03-09 04:06:07",639000.0,3.5227
"2021-03-09 04:16:07",639600.0,3.6847
"2021-03-09 04:26:07",640200.0,3.8542
"2021-03-09 04:36:07",640800.0,4.4109
"2021-03-09 04:46:07",641400.0,4.8261
"2021-03-09 04:56:07",642000.0,5.7772
"2021-03-09 05:06:07",642600.0,6.3209
"2021-03-09 05:16:07",643200.0,7.2339
"2021-03-09 05:26:07",643800.0,9.4746
"2021-03-09 05:36:07",644400.0,11.3419
"2021-03-09 05:46:07",645000.0,16.2531
"2021-03-09 05:56:07",645600.0,18.6008
"2021-03-09 06:06:07",646200.0,21.2875
"2021-03-09 06:16:07",646800.0,27.8813
"2021-03-09 06:26:07",647400.0,31.9085
"2021-03-09 06:36:07",648000.0,33.3762
"2021-03-09 06:46:07",648600.0,36.5174
"2021-03-09 06:56:07",649200.0,41.7921
"2021-03-09 07:06:07",649800.0,57.2549
"2021-03-09 07:16:07",650400.0,65.5249
"2021-03-09 07:26:07",651000.0,74.9894
"2021-03-09 07:36:07",651600.0,89.7687
"2021-03-09 07:46:07",652200.0,102.7351
"2021-03-09 07:56:07",652800.0,122.9826
"2021-03-09 08:06:07",653400.0,134.5570
"2021-03-09 08:16:07",654000.0,147.2207
"2021-03-09 08:26:07",654600.0,168.4855
"2021-03-09 08:36:07",655200.0,176.2356
"2021-03-09 08:46:07",655800.0,192.8219
"2021-03-09 08:56:07",656400.0,210.9691
"2021-03-09 09:06:07",657000.0,230.8242
"2021-03-09 09:16:07",657600.0,241.4418
"2021-03-09 09:26:07",658200.0,241.4418
"2021-03-09 09:36:07",658800.0,241.4418
"2021-03-09 09:46:07",659400.0,241.4418
"2021-03-09 09:56:07",660000.0,241.4418
"2021-03-09 10:06:07",660600.0,241.4418
"2021-03-09 10:16:07",661200.0,241.4418
"2021-03-09 10:26:07",661800.0,241.4418
"2021-03-09 10:36:07",662400.0,241.4418
"2021-03-09 10:46:07",663000.0,241.4418
"2021-03-09 10:56:07",663600.0,241.4418
"2021-03-09 11:06:07",664200.0,241.4418
"2021-03-09 11:16:07",664800.0,241.4418
"2021-03-09 11:26:07",665400.0,241.4418
"2021-03-09 11:36:07",666000.0,241.4418
"2021-03-09 11:46:07",666600.0,241.4418
"2021-03-09 11:56:07",667200.0,241.4418
"2021-03-09 12:06:07",667800.0,241.4418
"2021-03-09 12:16:07",668400.0,241.4418
"2021-03-09 12:26:07",669000.0,241.4418
"2021-03-09 12:36:07",669600.0,241.4418
"2021-03-09 12:46:07",670200.0,210.9691
"2021-03-09 12:56:07",670800.0,201.6915
"2021-03-09 13:06:07",671400.0,184.3423
"2021-03-09 13:16:07",672000.0,168.4855
"2021-03-09 13:26:07",672600.0,161.0762
"2021-03-09 13:36:07",673200.0,134.5570
"2021-03-09 13:46:07",673800.0,122.9826
"2021-03-09 13:56:07",674400.0,102.7351
"2021-03-09 14:06:07",675000.0,93.8980
"2021-03-09 14:16:07",675600.0,82.0470
"2021-03-09 14:26:07",676200.0,65.5249
"2021-03-09 14:36:07",676800.0,57.2549
"2021-03-09 14:46:07",677400.0,47.8286
"2021-03-09 14:56:07",678000.0,38.1972
"2021-03-09 15:06:07",678600.0,33.3762
"2021-03-09 15:16:07",679200.0,31.9085
"2021-03-09 15:26:07",679800.0,27.8813
"2021-03-09 15:36:07",680400.0,24.3623
"2021-03-09 15:46:07",681000.0,18.6008
"2021-03-09 15:56:07",681600.0,16.2531
"2021-03-09 16:06:07",682200.0,11.3419
"2021-03-09 16:16:07",682800.0,9.4746
"2021-03-09 16:26:07",683400.0,8.2788
"2021-03-09 16:36:07",684000.0,6.3209
"2021-03-09 16:46:07",684600.0,5.7772
"2021-03-09 16:56:07",685200.0,4.8261
"2021-03-09 17:06:07",685800.0,4.4109
"2021-03-09 17:16:07",686400.0,4.0315
"2021-03-09 17:26:07",687000.0,3.6847
"2021-03-09 17:36:07",687600.0,3.5227
"2021-03-09 17:46:07",688200.0,3.5227
"2021-03-09 17:56:07",688800.0,3.5227
"2021-03-09 18:06:07",689400.0,3.5227
"2021-03-09 18:16:07",690000.0,3.3678
"2021-03-09 18:26:07",690600.0,3.3678
"2021-03-09 18:36:07",691200.0,3.3678
"2021-03-09 18:46:07",691800.0,3.5227
"2021-03-09 18:56:07",692400.0,3.3678
"2021-03-09 19:06:07",693000.0,3.3678
"2021-03-09 19:16:07",693600.0,3.3678
"2021-03-09 19:26:07",694200.0,3.3678
"2021-03-09 19:36:07",694800.0,3.3678
"2021-03-09 19:46:07",695400.0,3.3678
"2021-03-09 19:56:07",696000.0,3.3678
"2021-03-09 20:06:07",696600.0,3.3678
"2021-03-09 20:16:07",697200.0,3.3678
"2021-03-09 20:26:07",697800.0,3.3678
"2021-03-09 20:36:07",698400.0,3.3678
"2021-03-09 20:46:07",699000.0,3.3678
"2021-03-09 20:56:07",699600.0,3.5227
"2021-03-09 21:06:07",700200.0,3.3678
"2021-03-09 21:16:07",700800.0,3.5227
"2021-03-09 21:26:07",701400.0,3.3678
"2021-03-09 21:36:07",702000.0,3.3678
"2021-03-09 21:46:07",702600.0,3.3678
"2021-03-09 21:56:07",703200.0,3.3678
"2021-03-09 22:06:07",703800.0,3.3678
"2021-03-09 22:16:07",704400.0,3.3678
"2021-03-09 22:26:07",705000.0,3.5227
"2021-03-09 22:36:07",705600.0,3.3678
"2021-03-09 22:46:07",706200.0,3.5227
"2021-03-09 22:56:07",706800.0,3.3678
"2021-03-09 23:06:07",707400.0,3.3678
"2021-03-09 23:16:07",708000.0,3.3678
"2021-03-09 23:26:07",708600.0,3.3678
"2021-03-09 23:36:07",709200.0,3.3678
"2021-03-09 23:46:07",709800.0,3.3678
"2021-03-09 23:56:07",710400.0,3.3678
"2021-03-10 00:06:07",711000.0,3.5227
"2021-03-10 00:16:07",711600.0,3.3678
"2021-03-10 00:26:07",712200.0,3.3678
"2021-03-10 00:36:07",712800.0,3.3678
"2021-03-10 00:46:07",713400.0,3.3678
"2021-03-10 00:56:07",714000.0,3.3678
"2021-03-10 01:06:07",714600.0,3.3678
"2021-03-10 01:16:07",715200.0,3.3678
"2021-03-10 01:26:07",715800.0,3.3678
"2021-03-10 01:36:07",716400.0,3.3678
"2021-03-10 01:46:07",717000.0,3.3678
"2021-03-10 01:56:07",717600.0,3.3678
"2021-03-10 02:06:07",718200.0,3.3678
"2021-03-10 02:16:07",718800.0,3.3678
"2021-03-10 02:26:07",719400.0,3.3678
"2021-03-10 02:36:07",720000.0,3.3678
"2021-03-10 02:46:07",720600.0,3.3678
"2021-03-10 02:56:07",721200.0,3.3678
"2021-03-10 03:06:07",721800.0,3.3678
"2021-03-10 03:16:07",722400.0,3.3678
"2021-03-10 03:26:07",723000.0,3.5227
"2021-03-10 03:36:07",723600.0,3.3678
"2021-03-10 03:46:07",724200.0,3.5227
"2021-03-10 03:56:07",724800.0,3.5227
"2021-03-10 04:06:07",725400.0,3.5227
"2021-03-10 04:16:07",726000.0,3.6847
"2021-03-10 04:26:07",726600.0,3.8542
"2021-03-10 04:36:07",727200.0,4.4109
"2021-03-10 04:46:07",727800.0,4.8261
"2021-03-10 04:56:07",728400.0,5.7772
"2021-03-10 05:06:07",729000.0,6.3209
"2021-03-10 05:16:07",729600.0,7.2339
"2021-03-10 05:26:07",730200.0,9.4746
"2021-03-10 05:36:07",730800.0,11.3419
"2021-03-10 05:46:07",731400.0,15.5384
"2021-03-10 05:56:07",732000.0,18.6008
"2021-03-10 06:06:07",732600.0,21.2875
"2021-03-10 06:16:07",733200.0,27.8813
"2021-03-10 06:26:07",733800.0,31.9085
"2021-03-10 06:36:07",734400.0,33.3762
"2021-03-10 06:46:07",735000.0,36.5174
"2021-03-10 06:56:07",735600.0,41.7921
"2021-03-10 07:06:07",736200.0,57.2549
"2021-03-10 07:16:07",736800.0,65.5249
"2021-03-10 07:26:07",737400.0,71.6917
"2021-03-10 07:36:07",738000.0,93.8980
"2021-03-10 07:46:07",738600.0,102.7351
"2021-03-10 07:56:07",739200.0,122.9826
"2021-03-10 08:06:07",739800.0,134.5570
"2021-03-10 08:16:07",740400.0,147.2207
"2021-03-10 08:26:07",741000.0,168.4855
"2021-03-10 08:36:07",741600.0,184.3423
"2021-03-10 08:46:07",742200.0,192.8219
"2021-03-10 08:56:07",742800.0,220.6734
"2021-03-10 09:06:07",743400.0,230.8242
"2021-03-10 09:16:07",744000.0,241.4418
"2021-03-10 09:26:07",744600.0,241.4418
"2021-03-10 09:36:07",745200.0,241.4418
"2021-03-10 09:46:07",745800.0,241.4418
"2021-03-10 09:56:07",746400.0,241.4418
"2021-03-10 10:06:07",747000.0,241.4418
"2021-03-10 10:16:07",747600.0,241.4418
"2021-03-10 10:26:07",748200.0,241.4418
"2021-03-10 10:36:07",748800.0,241.4418
"2021-03-10 10:46:07",749400.0,241.4418
"2021-03-10 10:56:07",750000.0,241.4418
"2021-03-10 11:06:07",750600.0,241.4418
"2021-03-10 11:16:07",751200.0,241.4418
"2021-03-10 11:26:07",751800.0,241.4418
"2021-03-10 11:36:07",752400.0,241.4418
"2021-03-10 11:46:07",753000.0,241.4418
"2021-03-10 11:56:07",753600.0,241.4418
"2021-03-10 12:06:07",754200.0,241.4418
"2021-03-10 12:16:07",754800.0,241.4418
"2021-03-10 12:26:07",755400.0,241.4418
"2021-03-10 12:36:07",756000.0,241.4418
"2021-03-10 12:46:07",756600.0,210.9691
"2021-03-10 12:56:07",757200.0,201.6915
"2021-03-10 13:06:07",757800.0,184.3423
"2021-03-10 13:16:07",758400.0,168.4855
"2021-03-10 13:26:07",759000.0,161.0762
"2021-03-10 13:36:07",759600.0,134.5570
"2021-03-10 13:46:07",760200.0,122.9826
"2021-03-10 13:56:07",760800.0,102.7351
"2021-03-10 14:06:07",761400.0,93.8980
"2021-03-10 14:16:07",762000.0,82.0470
"2021-03-10 14:26:07",762600.0,65.5249
"2021-03-10 14:36:07",763200.0,57.2549
"2021-03-10 14:46:07",763800.0,47.8286
"2021-03-10 14:56:07",764400.0,36.5174
"2021-03-10 15:06:07",765000.0,33.3762
"2021-03-10 15:16:07",765600.0,31.9085
"2021-03-10 15:26:07",766200.0,27.8813
"2021-03-10 15:36:07",766800.0,24.3623
"2021-03-10 15:46:07",767400.0,18.6008
"2021-03-10 15:56:07",768000.0,16.2531
"2021-03-10 16:06:07",768600.0,11.3419
"2021-03-10 16:16:07",769200.0,9.4746
"2021-03-10 16:26:07",769800.0,8.2788
"2021-03-10 16:36:07",770400.0,6.3209
"2021-03-10 16:46:07",771000.0,5.7772
"2021-03-10 16:56:07",771600.0,4.8261
"2021-03-10 17:06:07",772200.0,4.4109
"2021-03-10 17:16:07",772800.0,4.0315
"2021-03-10 17:26:07",773400.0,3.6847
"2021-03-10 17:36:07",774000.0,3.5227
"2021-03-10 17:46:07",774600.0,3.5227
"2021-03-10 17:56:07",775200.0,3.5227
"2021-03-10 18:06:07",775800.0,3.5227
"2021-03-10 18:16:07",776400.0,3.5227
"2021-03-10 18:26:07",777000.0,3.3678
"2021-03-10 18:36:07",777600.0,3.3678
"2021-03-10 18:46:07",778200.0,3.3678
"2021-03-10 18:56:07",778800.0,3.3678
"2021-03-10 19:06:07",779400.0,3.3678
"2021-03-10 19:16:07",780000.0,3.3678
"2021-03-10 19:26:07",780600.0,3.3678
"2021-03-10 19:36:07",781200.0,3.3678
"2021-03-10 19:46:07",781800.0,3.3678
"2021-03-10 19:56:07",782400.0,3.3678
"2021-03-10 20:06:07",783000.0,3.3678
"2021-03-10 20:16:07",783600.0,3.3678
"2021-03-10 20:26:07",784200.0,3.3678
"2021-03-10 20:36:07",784800.0,3.3678
"2021-03-10 20:46:07",785400.0,3.3678
"2021-03-10 20:56:07",786000.0,3.3678
"2021-03-10 21:06:07",786600.0,3.3678
"2021-03-10 21:16:07",787200.0,3.3678
"2021-03-10 21:26:07",787800.0,3.3678
"2021-03-10 21:36:07",788400.0,3.3678
"2021-03-10 21:46:07",789000.0,3.3678
"2021-03-10 21:56:07",789600.0,3.3678
"2021-03-10 22:06:07",790200.0,3.3678
"2021-03-10 22:16:07",790800.0,3.3678
"2021-03-10 22:26:07",791400.0,3.3678
"2021-03-10 22:36:07",792000.0,3.3678
"2021-03-10 22:46:07",792600.0,3.3678
"2021-03-10 22:56:07",793200.0,3.3678
"2021-03-10 23:06:07",793800.0,3.5227
"2021-03-10 23:16:07",794400.0,3.3678
"2021-03-10 23:26:07",795000.0,3.3678
"2021-03-10 23:36:07",795600.0,3.3678
"2021-03-10 23:46:07",796200.0,3.3678
"2021-03-10 23:56:07",796800.0,3.3678
"2021-03-11 00:06:07",797400.0,3.3678
"2021-03-11 00:16:07",798000.0,3.3678
"2021-03-11 00:26:07",798600.0,3.3678
"2021-03-11 00:36:07",799200.0,3.3678
"2021-03-11 00:46:07",799800.0,3.3678
"2021-03-11 00:56:07",800400.0,3.3678
"2021-03-11 01:06:07",801000.0,3.3678
"2021-03-11 01:16:07",801600.0,3.3678
"2021-03-11 01:26:07",802200.0,3.3678
"2021-03-11 01:36:07",802800.0,3.3678
"2021-03-11 01:46:07",803400.0,3.3678
"2021-03-11 01:56:07",804000.0,3.3678
"2021-03-11 02:06:07",804600.0,3.3678
"2021-03-11 02:16:07",805200.0,3.3678
"2021-03-11 02:26:07",805800.0,3.3678
"2021-03-11 02:36:07",806400.0,3.5227
"2021-03-11 02:46:07",807000.0,3.3678
"2021-03-11 02:56:07",807600.0,3.3678
"2021-03-11 03:06:07",808200.0,3.3678
"2021-03-11 03:16:07",808800.0,3.3678
"2021-03-11 03:26:07",809400.0,3.3678
"2021-03-11 03:36:07",810000.0,3.3678
"2021-03-11 03:46:07",810600.0,3.5227
"2021-03-11 03:56:07",811200.0,3.5227
"2021-03-11 04:06:07",811800.0,3.6847
"2021-03-11 04:16:07",812400.0,3.8542
"2021-03-11 04:26:07",813000.0,4.2170
"2021-03-11 04:36:07",813600.0,5.0481
"2021-03-11 04:46:07",814200.0,5.5232
"2021-03-11 04:56:07",814800.0,6.6117
"2021-03-11 05:06:07",815400.0,7.5667
"2021-03-11 05:16:07",816000.0,9.0580
"2021-03-11 05:26:07",816600.0,12.4094
"2021-03-11 05:36:07",817200.0,14.8551
"2021-03-11 05:46:07",817800.0,19.4564
"2021-03-11 05:56:07",818400.0,23.2910
"2021-03-11 06:06:07",819000.0,25.4830
"2021-03-11 06:16:07",819600.0,33.3762
"2021-03-11 06:26:07",820200.0,33.3762
"2021-03-11 06:36:07",820800.0,34.9115
"2021-03-11 06:46:07",821400.0,43.7144
"2021-03-11 06:56:07",822000.0,52.3299
"2021-03-11 07:06:07",822600.0,68.5390
"2021-03-11 07:16:07",823200.0,78.4389
"2021-03-11 07:26:07",823800.0,85.8210
"2021-03-11 07:36:07",824400.0,107.4608
"2021-03-11 07:46:07",825000.0,117.5743
"2021-03-11 07:56:07",825600.0,140.7465
"2021-03-11 08:06:07",826200.0,153.9927
"2021-03-11 08:16:07",826800.0,161.0762
"2021-03-11 08:26:07",827400.0,184.3423
"2021-03-11 08:36:07",828000.0,201.6915
"2021-03-11 08:46:07",828600.0,210.9691
"2021-03-11 08:56:07",829200.0,230.8242
"2021-03-11 09:06:07",829800.0,241.4418
"2021-03-11 09:16:07",830400.0,241.4418
"2021-03-11 09:26:07",831000.0,241.4418
"2021-03-11 09:36:07",831600.0,241.4418
"2021-03-11 09:46:07",832200.0,241.4418
"2021-03-11 09:56:07",832800.0,241.4418
"2021-03-11 10:06:07",833400.0,241.4418
"2021-03-11 10:16:07",834000.0,241.4418
"2021-03-11 10:26:07",834600.0,241.4418
"2021-03-11 10:36:07",835200.0,241.4418
"2021-03-11 10:46:07",835800.0,241.4418
"2021-03-11 10:56:07",836400.0,241.4418
"2021-03-11 11:06:07",837000.0,241.4418
"2021-03-11 11:16:07",837600.0,241.4418
"2021-03-11 11:26:07",838200.0,241.4418
"2021-03-11 11:36:07",838800.0,241.4418
"2021-03-11 11:46:07",839400.0,241.4418
"2021-03-11 11:56:07",840000.0,241.4418
"2021-03-11 12:06:07",840600.0,241.4418
"2021-03-11 12:16:07",841200.0,241.4418
"2021-03-11 12:26:07",841800.0,241.4418
"2021-03-11 12:36:07",842400.0,241.4418
"2021-03-11 12:46:07",843000.0,230.8242
"2021-03-11 12:56:07",843600.0,220.6734
"2021-03-11 13:06:07",844200.0,201.6915
"2021-03-11 13:16:07",844800.0,184.3423
"2021-03-11 13:26:07",845400.0,176.2356
"2021-03-11 13:36:07",846000.0,153.9927
"2021-03-11 13:46:07",846600.0,140.7465
"2021-03-11 13:56:07",847200.0,117.5743
"2021-03-11 14:06:07",847800.0,107.4608
"2021-03-11 14:16:07",848400.0,98.2172
"2021-03-11 14:26:07",849000.0,78.4389
"2021-03-11 14:36:07",849600.0,68.5390
"2021-03-11 14:46:07",850200.0,59.8885
"2021-03-11 14:56:07",850800.0,7.5667
"2021-03-11 15:06:07",851400.0,161.0762
"2021-03-11 15:16:07",852000.0,140.7465
"2021-03-11 15:26:07",852600.0,567.4221
"2021-03-11 15:36:07",853200.0,82.0470
"2021-03-11 15:46:07",853800.0,65.5249
"2021-03-11 15:56:07",854400.0,52.3299
"2021-03-11 16:06:07",855000.0,43.7144
"2021-03-11 16:16:07",855600.0,11.8637
"2021-03-11 16:26:07",856200.0,8.6596
"2021-03-11 16:36:07",856800.0,6.9158
"2021-03-11 16:46:07",857400.0,5.7772
"2021-03-11 16:56:07",858000.0,5.2803
"2021-03-11 17:06:07",858600.0,5.0481
"2021-03-11 17:16:07",859200.0,5.0481
"2021-03-11 17:26:07",859800.0,5.0481
"2021-03-11 17:36:07",860400.0,4.8261
"2021-03-11 17:46:07",861000.0,4.8261
"2021-03-11 17:56:07",861600.0,4.8261
"2021-03-11 18:06:07",862200.0,4.8261
"2021-03-11 18:16:07",862800.0,4.8261
"2021-03-11 18:26:07",863400.0,4.8261
"2021-03-11 18:36:07",864000.0,4.8261
"2021-03-11 18:46:07",864600.0,4.8261
"2021-03-11 18:56:07",865200.0,4.8261
"2021-03-11 19:06:07",865800.0,4.8261
"2021-03-11 19:16:07",866400.0,4.8261
"2021-03-11 19:26:07",867000.0,4.8261
"2021-03-11 19:36:07",867600.0,4.8261
"2021-03-11 19:46:07",868200.0,4.8261
"2021-03-11 19:56:07",868800.0,4.8261
"2021-03-11 20:06:07",869400.0,4.8261
"2021-03-11 20:16:07",870000.0,4.8261
"2021-03-11 20:26:07",870600.0,4.8261
"2021-03-11 20:36:07",871200.0,4.8261
"2021-03-11 20:46:07",871800.0,4.8261
"2021-03-11 20:56:07",872400.0,4.8261
"2021-03-11 21:06:07",873000.0,4.8261
"2021-03-11 21:16:07",873600.0,4.8261
"2021-03-11 21:26:07",874200.0,4.8261
"2021-03-11 21:36:07",874800.0,4.8261
"2021-03-11 21:46:07",875400.0,4.8261
"2021-03-11 21:56:07",876000.0,4.8261
"2021-03-11 22:06:07",876600.0,4.8261
"2021-03-11 22:16:07",877200.0,4.8261
"2021-03-11 22:26:07",877800.0,4.8261
"2021-03-11 22:36:07",878400.0,4.8261
"2021-03-11 22:46:07",879000.0,4.8261
"2021-03-11 22:56:07",879600.0,4.8261
"2021-03-11 23:06:07",880200.0,4.8261
"2021-03-11 23:16:07",880800.0,4.8261
"2021-03-11 23:26:07",881400.0,4.8261
"2021-03-11 23:36:07",882000.0,4.8261
"2021-03-11 23:46:07",882600.0,4.8261
"2021-03-11 23:56:07",883200.0,4.8261
"2021-03-12 00:06:07",883800.0,4.8261
"2021-03-12 00:16:07",884400.0,4.8261
"2021-03-12 00:26:07",885000.0,4.8261
"2021-03-12 00:36:07",885600.0,4.8261
"2021-03-12 00:46:07",886200.0,4.8261
"2021-03-12 00:56:07",886800.0,4.8261
"2021-03-12 01:06:07",887400.0,4.6138
"2021-03-12 01:16:07",888000.0,4.6138
"2021-03-12 01:26:07",888600.0,4.8261
"2021-03-12 01:36:07",889200.0,4.6138
"2021-03-12 01:46:07",889800.0,4.6138
"2021-03-12 01:56:07",890400.0,4.6138
"2021-03-12 02:06:07",891000.0,4.8261
"2021-03-12 02:16:07",891600.0,4.8261
"2021-03-12 02:26:07",892200.0,4.6138
"2021-03-12 02:36:07",892800.0,4.6138
"2021-03-12 02:46:07",893400.0,4.6138
"2021-03-12 02:56:07",894000.0,4.8261
"2021-03-12 03:06:07",894600.0,4.6138
"2021-03-12 03:16:07",895200.0,4.6138
"2021-03-12 03:26:07",895800.0,4.8261
"2021-03-12 03:36:07",896400.0,4.8261
"2021-03-12 03:46:07",897000.0,4.6138
"2021-03-12 03:56:07",897600.0,4.8261
"2021-03-12 04:06:07",898200.0,4.8261
"2021-03-12 04:16:07",898800.0,4.8261
"2021-03-12 04:26:07",899400.0,4.8261
"2021-03-12 04:36:07",900000.0,5.5232
"2021-03-12 04:46:07",900600.0,6.3209
"2021-03-12 04:56:07",901200.0,8.2788
"2021-03-12 05:06:07",901800.0,10.3663
"2021-03-12 05:16:07",902400.0,12.9802
"2021-03-12 05:26:07",903000.0,20.3514
"2021-03-12 05:36:07",903600.0,30.5053
"2021-03-12 05:46:07",904200.0,52.3299
"2021-03-12 05:56:07",904800.0,74.9894
"2021-03-12 06:06:07",905400.0,107.4608
"2021-03-12 06:16:07",906000.0,147.2207
"2021-03-12 06:26:07",906600.0,176.2356
"2021-03-12 06:36:07",907200.0,210.9691
"2021-03-12 06:46:07",907800.0,302.3213
"2021-03-12 06:56:07",908400.0,252.5479
"2021-03-12 07:06:07",909000.0,252.5479
"2021-03-12 07:16:07",909600.0,345.9892
"2021-03-12 07:26:07",910200.0,395.9645
"2021-03-12 07:36:07",910800.0,316.2278
"2021-03-12 07:46:07",911400.0,276.3161
"2021-03-12 07:56:07",912000.0,252.5479
"2021-03-12 08:06:07",912600.0,264.1648
"2021-03-12 08:16:07",913200.0,302.3213
"2021-03-12 08:26:07",913800.0,330.7739
"2021-03-12 08:36:07",914400.0,361.9043
"2021-03-12 08:46:07",915000.0,378.5515
"2021-03-12 08:56:07",915600.0,395.9645
"2021-03-12 09:06:07",916200.0,345.9892
"2021-03-12 09:16:07",916800.0,361.9043
"2021-03-12 09:26:07",917400.0,378.5515
"2021-03-12 09:36:07",918000.0,433.2302
"2021-03-12 09:46:07",918600.0,453.1584
"2021-03-12 09:56:07",919200.0,474.0032
"2021-03-12 10:06:07",919800.0,710.4974
"2021-03-12 10:16:07",920400.0,495.8068
"2021-03-12 10:26:07",921000.0,495.8068
"2021-03-12 10:36:07",921600.0,474.0032
"2021-03-12 10:46:07",922200.0,453.1584
