datetime,temp
2021-07-30 21:26:34,8.90 
2021-07-30 21:26:41,8.90 
2021-07-30 21:26:54,8.90 
2021-07-30 21:27:01,8.90 
2021-07-30 21:27:08,8.90 
2021-07-30 21:27:14,8.90 
2021-07-30 21:27:28,8.90 
2021-07-30 21:27:35,8.90 
2021-07-30 21:27:42,8.90 
2021-07-30 21:27:49,8.90 
2021-07-30 21:27:56,8.90 
2021-07-30 21:28:02,8.90 
2021-07-30 21:28:09,9 
2021-07-30 21:28:29,8.90 
2021-07-30 21:28:43,8.90 
2021-07-30 21:28:49,8.90 
2021-07-30 21:28:56,8.90 
2021-07-30 21:29:03,8.90 
2021-07-30 21:29:10,8.90 
2021-07-30 21:29:17,9 
2021-07-30 21:29:24,8.90 
2021-07-30 21:29:30,8.90 
2021-07-30 21:29:37,8.90 
2021-07-30 21:29:44,8.90 
2021-07-30 21:29:57,8.90 
2021-07-30 21:30:04,8.90 
2021-07-30 21:30:11,8.90 
2021-07-30 21:30:18,8.90 
2021-07-30 21:30:31,8.90 
2021-07-30 21:30:45,8.90 
2021-07-30 21:30:52,8.90 
2021-07-30 21:31:05,8.90 
2021-07-30 21:31:12,8.90 
2021-07-30 21:31:19,8.90 
2021-07-30 21:31:26,8.90 
2021-07-30 21:31:32,8.90 
2021-07-30 21:31:53,8.90 
2021-07-30 21:32:07,8.90 
2021-07-30 21:32:14,8.90 
2021-07-30 21:32:21,8.90 
2021-07-30 21:32:28,8.90 
2021-07-30 21:32:35,8.90 
2021-07-30 21:32:42,8.90 
2021-07-30 21:32:55,8.90 
2021-07-30 21:33:02,8.90 
2021-07-30 21:33:08,8.90 
2021-07-30 21:33:15,8.90 
2021-07-30 21:33:22,8.90 
2021-07-30 21:33:35,8.90 
2021-07-30 21:33:42,8.90 
2021-07-30 21:33:56,8.90 
2021-07-30 21:34:03,8.90 
2021-07-30 21:34:10,8.90 
2021-07-30 21:34:24,8.90 
2021-07-30 21:34:30,8.90 
2021-07-30 21:34:44,8.90 
2021-07-30 21:34:58,8.90 
2021-07-30 21:35:04,8.90 
2021-07-30 21:35:11,8.90 
2021-07-30 21:35:18,8.90 
2021-07-30 21:35:32,8.90 
2021-07-30 21:35:38,8.90 
2021-07-30 21:35:45,8.90 
2021-07-30 21:35:52,8.90 
2021-07-30 21:36:05,8.90 
2021-07-30 21:36:12,8.90 
2021-07-30 21:36:19,8.90 
2021-07-30 21:36:26,8.90 
2021-07-30 21:36:39,8.90 
2021-07-30 21:36:46,8.90 
2021-07-30 21:36:53,8.90 
2021-07-30 21:37:00,8.90 
2021-07-30 21:37:13,8.90 
2021-07-30 21:37:20,8.90 
2021-07-30 21:37:27,8.90 
2021-07-30 21:37:34,8.90 
2021-07-30 21:37:41,8.90 
2021-07-30 21:37:54,8.90 
2021-07-30 21:38:01,8.90 
2021-07-30 21:38:15,8.90 
2021-07-30 21:38:28,8.90 
2021-07-30 21:38:42,8.90 
2021-07-30 21:38:56,8.90 
2021-07-30 21:39:09,8.90 
2021-07-30 21:39:23,8.90 
2021-07-30 21:39:43,8.90 
2021-07-30 21:39:50,8.90 
2021-07-30 21:39:57,8.90 
2021-07-30 21:40:04,8.90 
2021-07-30 21:40:10,8.90 
2021-07-30 21:40:17,8.90 
2021-07-30 21:40:24,8.90 
2021-07-30 21:40:31,8.90 
2021-07-30 21:40:38,8.90 
2021-07-30 21:40:44,8.90 
2021-07-30 21:40:51,8.90 
2021-07-30 21:40:58,8.90 
2021-07-30 21:41:05,8.90 
2021-07-30 21:41:12,8.90 
2021-07-30 21:41:19,8.90 
2021-07-30 21:41:25,8.90 
2021-07-30 21:41:32,8.90 
2021-07-30 21:41:39,8.90 
2021-07-30 21:41:53,8.90 
2021-07-30 21:42:00,8.90 
2021-07-30 21:42:06,8.90 
2021-07-30 21:42:13,8.90 
2021-07-30 21:42:20,8.90 
2021-07-30 21:42:33,8.90 
2021-07-30 21:42:47,8.90 
2021-07-30 21:42:54,8.90 
2021-07-30 21:43:01,8.90 
2021-07-30 21:43:07,8.90 
2021-07-30 21:43:14,8.90 
2021-07-30 21:43:21,8.90 
2021-07-30 21:43:28,8.90 
2021-07-30 21:43:35,8.90 
2021-07-30 21:43:42,8.90 
2021-07-30 21:43:48,8.90 
2021-07-30 21:43:55,8.90 
2021-07-30 21:44:15,8.90 
2021-07-30 21:44:22,8.90 
2021-07-30 21:44:35,8.90 
2021-07-30 21:44:42,8.90 
2021-07-30 21:44:49,8.90 
2021-07-30 21:44:56,8.90 
2021-07-30 21:45:09,8.90 
2021-07-30 21:45:16,8.90 
2021-07-30 21:45:30,8.90 
2021-07-30 21:45:44,8.90 
2021-07-30 21:45:50,8.90 
2021-07-30 21:46:04,8.90 
2021-07-30 21:46:17,8.90 
2021-07-30 21:46:24,8.90 
2021-07-30 21:46:38,8.90 
2021-07-30 21:46:45,8.90 
2021-07-30 21:46:52,8.90 
2021-07-30 21:46:59,8.90 
2021-07-30 21:47:00,8.90 
2021-07-30 21:47:06,8.90 
2021-07-30 21:47:12,8.90 
2021-07-30 21:47:26,8.90 
2021-07-30 21:47:33,8.90 
2021-07-30 21:47:40,8.90 
2021-07-30 21:47:47,8.90 
2021-07-30 21:48:00,8.90 
2021-07-30 21:48:07,8.90 
2021-07-30 21:48:21,8.90 
2021-07-30 21:48:34,8.90 
2021-07-30 21:48:41,8.90 
2021-07-30 21:48:55,8.90 
2021-07-30 21:49:08,8.90 
2021-07-30 21:49:15,8.90 
2021-07-30 21:49:28,8.90 
2021-07-30 21:49:42,8.90 
2021-07-30 21:49:49,8.90 
2021-07-30 21:49:56,8.90 
2021-07-30 21:50:02,8.90 
2021-07-30 21:50:09,8.90 
2021-07-30 21:50:22,8.90 
2021-07-30 21:50:29,8.90 
2021-07-30 21:50:49,8.90 
2021-07-30 21:50:56,8.90 
2021-07-30 21:51:23,8.90 
2021-07-30 21:51:30,8.90 
2021-07-30 21:51:37,8.90 
2021-07-30 21:51:44,8.90 
2021-07-30 21:51:57,8.90 
2021-07-30 21:52:04,8.90 
2021-07-30 21:52:18,8.90 
2021-07-30 21:52:38,8.90 
2021-07-30 21:53:05,8.90 
2021-07-30 21:53:12,8.90 
2021-07-30 21:53:26,8.90 
2021-07-30 21:53:39,8.90 
2021-07-30 21:53:46,8.90 
2021-07-30 21:53:53,8.90 
2021-07-30 21:54:00,8.90 
2021-07-30 21:54:07,8.90 
2021-07-30 21:54:13,8.90 
2021-07-30 21:54:20,8.90 
2021-07-30 21:54:34,8.90 
2021-07-30 21:54:47,8.90 
2021-07-30 21:54:54,8.90 
2021-07-30 21:55:01,8.90 
2021-07-30 21:55:08,8.90 
2021-07-30 21:55:22,8.90 
2021-07-30 21:55:28,8.90 
2021-07-30 21:55:42,8.90 
2021-07-30 21:55:56,8.90 
2021-07-30 21:56:03,8.90 
2021-07-30 21:56:09,8.90 
2021-07-30 21:56:16,8.90 
2021-07-30 21:56:30,8.90 
2021-07-30 21:56:37,8.90 
2021-07-30 21:56:43,8.90 
2021-07-30 21:56:50,8.90 
2021-07-30 21:57:04,8.90 
2021-07-30 21:57:11,8.90 
2021-07-30 21:57:24,8.90 
2021-07-30 21:57:38,8.90 
2021-07-30 21:57:45,8.90 
2021-07-30 21:57:51,8.90 
2021-07-30 21:57:58,8.90 
2021-07-30 21:58:19,8.90 
2021-07-30 21:58:25,8.90 
2021-07-30 21:58:32,8.90 
2021-07-30 21:58:39,8.90 
2021-07-30 21:58:52,8.90 
2021-07-30 21:59:06,8.90 
2021-07-30 21:59:13,8.90 
2021-07-30 21:59:26,8.90 
2021-07-30 21:59:40,8.90 
2021-07-30 21:59:47,8.90 
2021-07-30 22:00:00,8.90 
2021-07-30 22:00:07,8.90 
2021-07-30 22:00:20,8.90 
2021-07-30 22:00:34,8.90 
2021-07-30 22:00:40,8.90 
2021-07-30 22:00:54,8.90 
2021-07-30 22:01:01,8.90 
2021-07-30 22:01:28,8.90 
2021-07-30 22:01:34,8.90 
2021-07-30 22:01:41,8.90 
2021-07-30 22:01:48,8.90 
2021-07-30 22:01:54,8.90 
2021-07-30 22:02:08,8.90 
2021-07-30 22:02:22,8.90 
2021-07-30 22:02:28,8.90 
2021-07-30 22:02:35,8.90 
2021-07-30 22:02:42,8.90 
2021-07-30 22:02:56,8.90 
2021-07-30 22:03:17,8.90 
2021-07-30 22:03:30,8.90 
2021-07-30 22:03:37,8.90 
2021-07-30 22:03:50,8.90 
2021-07-30 22:04:04,8.90 
2021-07-30 22:04:11,8.90 
2021-07-30 22:04:25,8.90 
2021-07-30 22:04:31,8.90 
2021-07-30 22:04:38,8.90 
2021-07-30 22:04:45,8.90 
2021-07-30 22:04:58,8.90 
2021-07-30 22:05:05,8.90 
2021-07-30 22:05:25,8.90 
2021-07-30 22:05:32,8.90 
2021-07-30 22:05:38,8.90 
2021-07-30 22:05:45,8.90 
2021-07-30 22:05:52,8.90 
2021-07-30 22:05:59,8.90 
2021-07-30 22:06:06,8.90 
2021-07-30 22:06:13,8.90 
2021-07-30 22:06:27,8.90 
2021-07-30 22:06:33,8.90 
2021-07-30 22:06:40,8.90 
2021-07-30 22:06:47,8.90 
2021-07-30 22:07:00,8.90 
2021-07-30 22:07:07,8.90 
2021-07-30 22:07:21,8.90 
2021-07-30 22:07:35,8.90 
2021-07-30 22:07:41,8.90 
2021-07-30 22:07:55,8.90 
2021-07-30 22:08:09,8.90 
2021-07-30 22:08:15,8.90 
2021-07-30 22:08:22,8.90 
2021-07-30 22:08:29,8.90 
2021-07-30 22:08:36,8.90 
2021-07-30 22:08:49,8.90 
2021-07-30 22:08:56,8.90 
2021-07-30 22:09:03,8.90 
2021-07-30 22:09:10,8.90 
2021-07-30 22:09:23,8.90 
2021-07-30 22:09:30,8.90 
2021-07-30 22:09:37,8.90 
2021-07-30 22:09:44,8.90 
2021-07-30 22:09:51,8.90 
2021-07-30 22:09:58,8.90 
2021-07-30 22:10:11,8.90 
2021-07-30 22:10:18,8.90 
2021-07-30 22:10:31,8.90 
2021-07-30 22:10:38,8.90 
2021-07-30 22:10:45,8.90 
2021-07-30 22:10:51,8.90 
2021-07-30 22:11:05,8.90 
2021-07-30 22:11:12,8.90 
2021-07-30 22:11:19,8.90 
2021-07-30 22:11:26,8.90 
2021-07-30 22:11:32,8.90 
2021-07-30 22:11:46,8.90 
2021-07-30 22:11:53,8.90 
2021-07-30 22:12:00,8.90 
