"Time","H248"
2021-07-10 03:51:54,9.80 
2021-07-10 03:52:00,9.80 
2021-07-10 03:52:05,9.80 
2021-07-10 03:52:11,9.80 
2021-07-10 03:52:17,9.80 
2021-07-10 03:52:22,9.80 
2021-07-10 03:52:28,9.80 
2021-07-10 03:52:34,9.80 
2021-07-10 03:52:39,9.80 
2021-07-10 03:52:45,9.80 
2021-07-10 03:52:51,9.80 
2021-07-10 03:52:56,9.80 
2021-07-10 03:53:02,9.80 
2021-07-10 03:53:08,9.80 
2021-07-10 03:53:13,9.80 
2021-07-10 03:53:19,9.80 
2021-07-10 03:53:25,9.80 
2021-07-10 03:53:30,9.80 
2021-07-10 03:53:36,9.80 
2021-07-10 03:53:42,9.80 
2021-07-10 03:53:47,9.80 
2021-07-10 03:53:59,9.80 
2021-07-10 03:54:04,9.80 
2021-07-10 03:54:10,9.80 
2021-07-10 03:54:15,9.80 
2021-07-10 03:54:21,9.80 
2021-07-10 03:54:27,9.80 
2021-07-10 03:54:33,9.80 
2021-07-10 03:54:38,9.80 
2021-07-10 03:54:44,9.80 
2021-07-10 03:54:49,9.80 
2021-07-10 03:54:55,9.80 
2021-07-10 03:55:01,9.80 
2021-07-10 03:55:06,9.80 
2021-07-10 03:55:12,9.80 
2021-07-10 03:55:18,9.80 
2021-07-10 03:55:23,9.80 
2021-07-10 03:55:29,9.80 
2021-07-10 03:55:35,9.80 
2021-07-10 03:55:40,9.80 
2021-07-10 03:55:46,9.80 
2021-07-10 03:55:52,9.80 
2021-07-10 03:55:57,9.80 
2021-07-10 03:56:03,9.80 
2021-07-10 03:56:09,9.80 
2021-07-10 03:56:14,9.80 
2021-07-10 03:56:20,9.80 
2021-07-10 03:56:26,9.80 
2021-07-10 03:56:31,9.80 
2021-07-10 03:56:37,9.80 
2021-07-10 03:56:43,9.80 
2021-07-10 03:56:48,9.80 
2021-07-10 03:56:54,9.80 
2021-07-10 03:57:00,9.80 
2021-07-10 03:57:05,9.80 
2021-07-10 03:57:11,9.80 
2021-07-10 03:57:17,9.80 
2021-07-10 03:57:22,9.80 
2021-07-10 03:57:28,9.80 
2021-07-10 03:57:34,9.80 
2021-07-10 03:57:39,9.80 
2021-07-10 03:57:45,9.80 
2021-07-10 03:57:51,9.80 
2021-07-10 03:57:56,9.80 
