"Time","H243"
2021-07-01 10:30:55,10.8
2021-07-01 10:31:01,10.8
2021-07-01 10:31:08,10.8
2021-07-01 10:44:24,10.9
2021-07-01 10:44:29,10.9
2021-07-01 10:44:35,10.9
2021-07-01 10:44:41,10.9
2021-07-01 10:44:46,10.9
2021-07-01 10:46:51,10.9
2021-07-01 10:46:57,10.9
2021-07-01 10:48:37,10.9
2021-07-01 10:48:43,10.9
2021-07-01 10:51:35,10.9
2021-07-01 11:17:14,10.9
2021-07-01 11:17:35,10.9
2021-07-01 11:17:46,10.9
2021-07-01 11:28:24,10.8
2021-07-01 11:28:30,11
2021-07-01 11:28:37,10.9
2021-07-01 11:34:54,11.8
2021-07-01 11:35:00,11.8
2021-07-01 11:35:06,11.8
2021-07-01 11:39:07,11.7
2021-07-01 11:39:12,11.7
2021-07-01 11:40:31,11.8
2021-07-01 11:40:37,11.8
2021-07-01 11:40:43,11.8
2021-07-01 11:40:49,11.8
2021-07-01 11:42:32,11.8
2021-07-01 11:43:11,11.9
2021-07-01 11:43:18,11.9
2021-07-01 11:43:24,11.9
2021-07-01 11:43:30,11.9
2021-07-01 11:43:35,11.9
2021-07-01 11:43:41,11.9
2021-07-01 11:43:47,11.9
2021-07-01 11:43:53,11.9
2021-07-01 11:43:59,11.9
2021-07-01 11:44:05,12
2021-07-01 11:44:11,12
2021-07-01 11:44:17,12
2021-07-01 11:44:22,11.9
2021-07-01 11:44:28,11.9
2021-07-01 11:44:34,12
2021-07-01 11:44:40,11.9
2021-07-01 11:44:46,12
2021-07-01 11:44:52,12
2021-07-01 11:44:58,12
2021-07-01 11:45:04,12
2021-07-01 11:45:09,12
2021-07-01 11:45:15,12
2021-07-01 11:45:21,12.1
2021-07-01 11:47:53,12.3
2021-07-01 11:47:58,12.3
2021-07-01 11:48:04,12.3
2021-07-01 11:48:10,12.3
2021-07-01 11:48:16,12.4
2021-07-01 11:48:21,12.4
2021-07-01 11:48:27,12.4
2021-07-01 11:48:33,12.4
2021-07-01 11:48:39,12.4
2021-07-01 11:48:44,12.5
2021-07-01 11:48:50,12.5
2021-07-01 11:48:56,12.4
2021-07-01 11:49:02,12.4
2021-07-01 11:49:08,12.5
2021-07-01 11:49:14,12.5
2021-07-01 11:49:20,12.5
2021-07-01 11:49:26,12.5
2021-07-01 11:49:31,12.6
2021-07-01 11:49:37,12.6
2021-07-01 11:49:43,12.6
2021-07-01 11:49:49,12.5
2021-07-01 11:49:55,12.6
2021-07-01 11:50:01,12.6
2021-07-01 11:50:07,12.6
2021-07-01 11:50:13,12.6
2021-07-01 11:50:19,12.6
2021-07-01 11:50:25,12.7
2021-07-01 11:50:30,12.7
2021-07-01 11:50:36,12.7
2021-07-01 11:50:42,12.7
2021-07-01 11:50:48,12.7
2021-07-01 11:50:53,12.7
2021-07-01 11:50:59,12.7
2021-07-01 11:51:05,12.6
2021-07-01 11:51:11,12.7
2021-07-01 11:51:16,12.7
2021-07-01 11:51:22,12.7
2021-07-01 11:51:28,12.7
2021-07-01 11:51:34,12.7
2021-07-01 11:51:40,12.7
2021-07-01 11:51:46,12.8
2021-07-01 11:51:51,12.8
2021-07-01 11:51:57,12.8
2021-07-01 11:52:03,12.8
2021-07-01 11:52:09,12.9
2021-07-01 11:52:15,12.9
2021-07-01 11:52:21,12.9
2021-07-01 11:52:27,12.9
2021-07-01 11:52:32,12.9
2021-07-01 11:52:38,12.9
2021-07-01 11:52:44,13
2021-07-01 11:52:50,13
2021-07-01 11:52:56,13
2021-07-01 11:53:02,13
2021-07-01 11:53:08,13
2021-07-01 11:53:14,13.1
2021-07-01 11:53:19,13
2021-07-01 11:53:25,13.1
2021-07-01 11:53:31,13.1
2021-07-01 11:53:37,13.1
2021-07-01 11:55:02,13.3
2021-07-01 11:55:08,13.3
2021-07-01 11:55:13,13.3
2021-07-01 11:55:19,13.4
2021-07-01 11:55:25,13.3
2021-07-01 11:55:31,13.4
2021-07-01 11:55:37,13.4
2021-07-01 11:55:42,13.4
2021-07-01 11:55:48,13.4
2021-07-01 11:55:54,13.4
2021-07-01 11:56:00,13.4
2021-07-01 11:56:05,13.4
2021-07-01 11:56:11,13.4
2021-07-01 11:56:17,13.4
2021-07-01 11:56:23,13.5
2021-07-01 11:56:28,13.5
2021-07-01 11:56:34,13.6
2021-07-01 11:56:40,13.6
2021-07-01 11:56:45,13.6
2021-07-01 11:56:51,13.6
2021-07-01 11:56:57,13.6
2021-07-01 11:57:02,13.6
2021-07-01 11:57:08,13.7
2021-07-01 11:57:14,13.6
2021-07-01 11:57:19,13.7
2021-07-01 11:57:25,13.7
2021-07-01 11:57:31,13.7
2021-07-01 11:57:36,13.7
2021-07-01 11:57:42,13.7
2021-07-01 11:57:47,13.7
2021-07-01 11:57:53,13.7
2021-07-01 11:57:58,13.8
2021-07-01 11:58:04,13.8
2021-07-01 11:58:10,13.8
2021-07-01 11:58:15,13.8
2021-07-01 11:58:21,13.8
2021-07-01 11:58:26,13.8
2021-07-01 11:58:32,13.8
2021-07-01 11:58:38,13.9
2021-07-01 11:58:43,13.9
2021-07-01 11:58:49,13.9
2021-07-01 11:58:55,13.9
2021-07-01 11:59:01,13.9
2021-07-01 11:59:06,13.9
2021-07-01 11:59:12,14
2021-07-01 11:59:17,14
2021-07-01 11:59:23,14
2021-07-01 11:59:29,14
2021-07-01 11:59:35,14
2021-07-01 11:59:40,14
2021-07-01 12:02:03,14.5
2021-07-01 12:02:15,14.5
2021-07-01 12:02:21,14.5
2021-07-01 12:02:27,14.5
2021-07-01 12:02:33,14.6
2021-07-01 12:02:39,14.6
2021-07-01 12:02:44,14.6
2021-07-01 12:02:50,14.6
2021-07-01 12:02:56,14.6
2021-07-01 12:03:02,14.7
2021-07-01 12:03:08,14.7
2021-07-01 12:03:14,14.7
2021-07-01 12:03:20,14.7
2021-07-01 12:03:25,14.8
2021-07-01 12:03:31,14.7
2021-07-01 12:03:37,14.8
2021-07-01 12:03:43,14.8
2021-07-01 12:03:49,14.8
2021-07-01 12:03:54,14.8
2021-07-01 12:04:00,14.8
2021-07-01 12:04:06,14.8
2021-07-01 12:04:12,14.9
2021-07-01 12:04:17,14.9
2021-07-01 12:04:23,14.9
2021-07-01 12:04:29,14.9
2021-07-01 12:04:35,14.9
2021-07-01 12:04:41,15
2021-07-01 12:04:47,15
2021-07-01 12:04:52,15
2021-07-01 12:04:58,15
2021-07-01 12:05:04,15.1
2021-07-01 12:05:10,15.1
2021-07-01 12:05:16,15.1
2021-07-01 12:05:22,15.1
2021-07-01 12:05:27,15.1
2021-07-01 12:05:33,15.1
2021-07-01 12:05:39,15.2
2021-07-01 12:05:45,15.2
2021-07-01 12:05:51,15.2
2021-07-01 12:05:56,15.2
2021-07-01 12:06:02,15.2
2021-07-01 12:06:08,15.2
2021-07-01 12:06:14,15.3
2021-07-01 12:06:19,15.3
2021-07-01 12:06:25,15.3
2021-07-01 12:06:30,15.4
2021-07-01 12:06:36,15.3
2021-07-01 12:06:42,15.3
2021-07-01 12:06:47,15.4
2021-07-01 12:06:53,15.4
2021-07-01 12:06:59,15.4
2021-07-01 12:07:04,15.4
2021-07-01 12:07:10,15.5
2021-07-01 12:07:17,15.5
2021-07-01 12:09:18,16
2021-07-01 12:09:24,15.9
2021-07-01 12:09:29,16
2021-07-01 12:09:35,16
2021-07-01 12:09:41,16
2021-07-01 12:09:46,16.1
2021-07-01 12:09:52,16
2021-07-01 12:09:58,16.1
2021-07-01 12:10:04,16.1
2021-07-01 12:10:09,16.2
2021-07-01 12:10:15,16.1
2021-07-01 12:10:21,16.2
2021-07-01 12:10:26,16.2
2021-07-01 12:10:32,16.2
2021-07-01 12:10:38,16.3
2021-07-01 12:10:44,16.3
2021-07-01 12:10:49,16.3
2021-07-01 12:10:55,16.3
2021-07-01 12:11:00,16.3
2021-07-01 12:11:06,16.3
2021-07-01 12:11:12,16.4
2021-07-01 12:11:17,16.4
2021-07-01 12:12:22,16.7
2021-07-01 12:12:28,16.7
2021-07-01 12:12:33,16.7
2021-07-01 12:12:39,16.8
2021-07-01 12:12:45,16.8
2021-07-01 12:12:51,16.8
2021-07-01 12:12:57,16.8
2021-07-01 12:13:03,16.9
2021-07-01 12:13:08,16.8
2021-07-01 12:13:14,16.9
2021-07-01 12:13:20,16.9
2021-07-01 12:13:26,17
2021-07-01 12:13:32,17
2021-07-01 12:13:38,17
2021-07-01 12:13:44,17.1
2021-07-01 12:13:49,17.1
2021-07-01 12:13:55,17.1
2021-07-01 12:14:01,17.1
2021-07-01 12:14:07,17.1
2021-07-01 12:14:13,17.1
2021-07-01 12:14:19,17.1
2021-07-01 12:14:24,17.1
2021-07-01 12:14:30,17.1
2021-07-01 12:14:36,17.1
2021-07-01 12:14:42,17.2
2021-07-01 12:14:48,17.3
2021-07-01 12:14:53,17.3
2021-07-01 12:15:23,17.5
2021-07-01 12:15:29,17.5
2021-07-01 12:15:35,17.5
