"datetime","BAT"
2021-07-28 12:59:46,10.7
2021-07-28 12:59:57,10.8
2021-07-28 13:00:03,10.8
2021-07-28 13:00:09,10.8
2021-07-28 13:00:20,10.8
2021-07-28 13:00:26,10.8
2021-07-28 13:00:32,10.7
2021-07-28 13:00:38,10.8
2021-07-28 13:00:43,10.7
2021-07-28 13:00:49,10.8
2021-07-28 13:00:55,10.8
2021-07-28 13:01:12,10.8
2021-07-28 13:01:23,10.8
2021-07-28 13:01:29,10.8
2021-07-28 13:01:35,10.8
2021-07-28 13:01:46,10.8
2021-07-28 13:01:52,10.7
2021-07-28 13:02:04,10.7
2021-07-28 13:02:09,10.8
2021-07-28 13:02:27,10.7
2021-07-28 13:02:38,10.8
2021-07-28 13:02:50,10.7
2021-07-28 13:02:55,10.8
2021-07-28 13:03:07,10.8
2021-07-28 13:03:12,10.7
2021-07-28 13:03:24,10.8
2021-07-28 13:03:30,10.8
2021-07-28 13:03:41,10.8
2021-07-28 13:03:52,10.8
2021-07-28 13:04:27,10.7
2021-07-28 13:04:33,10.8
2021-07-28 13:04:39,10.7
2021-07-28 13:04:57,10.8
2021-07-28 13:05:03,10.8
2021-07-28 13:05:20,10.8
2021-07-28 13:05:25,10.8
2021-07-28 13:05:31,10.7
2021-07-28 13:06:00,10.7
2021-07-28 13:06:05,10.8
2021-07-28 13:06:11,10.8
2021-07-28 13:06:17,10.8
2021-07-28 13:06:28,10.8
2021-07-28 13:06:34,10.7
2021-07-28 13:06:40,10.8
2021-07-28 13:06:46,10.8
2021-07-28 13:06:52,10.8
2021-07-28 13:06:57,10.8
2021-07-28 13:07:15,10.8
2021-07-28 13:07:32,10.8
2021-07-28 13:07:38,10.7
2021-07-28 13:07:43,10.7
2021-07-28 13:07:55,10.7
2021-07-28 13:08:01,10.8
2021-07-28 13:08:06,10.8
2021-07-28 13:08:12,10.8
2021-07-28 13:08:18,10.8
2021-07-28 13:08:24,10.8
2021-07-28 13:08:30,10.8
2021-07-28 13:08:41,10.8
2021-07-28 13:08:58,10.8
2021-07-28 13:09:04,10.7
2021-07-28 13:09:10,10.7
2021-07-28 13:09:21,10.7
2021-07-28 13:09:27,10.7
2021-07-28 13:09:33,10.8
2021-07-28 13:09:50,10.8
2021-07-28 13:10:02,10.7
2021-07-28 13:10:13,10.8
2021-07-28 13:10:19,10.8
2021-07-28 13:10:25,10.8
2021-07-28 13:10:31,10.8
2021-07-28 13:10:37,10.7
2021-07-28 13:10:49,10.7
2021-07-28 13:10:54,10.8
2021-07-28 13:11:00,10.8
2021-07-28 13:11:12,10.7
2021-07-28 13:11:29,10.8
2021-07-28 13:11:40,10.7
2021-07-28 13:11:46,10.8
2021-07-28 13:11:52,10.8
2021-07-28 13:12:15,10.7
2021-07-28 13:12:26,10.8
2021-07-28 13:12:49,10.8
2021-07-28 13:12:55,10.8
2021-07-28 13:13:01,10.8
2021-07-28 13:13:07,10.8
2021-07-28 13:13:29,10.8
2021-07-28 13:13:35,10.8
2021-07-28 13:13:40,10.8
2021-07-28 13:13:46,10.8
2021-07-28 13:13:52,10.8
2021-07-28 13:13:58,10.8
2021-07-28 13:14:09,10.8
2021-07-28 13:14:15,10.8
2021-07-28 13:14:26,10.7
2021-07-28 13:14:32,10.8
2021-07-28 13:14:38,10.8
2021-07-28 13:14:55,10.7
2021-07-28 13:15:01,10.8
2021-07-28 13:15:07,10.8
2021-07-28 13:15:13,10.8
2021-07-28 13:15:19,10.8
2021-07-28 13:15:25,10.8
2021-07-28 13:15:42,10.8
2021-07-28 13:15:48,10.8
2021-07-28 13:15:53,10.8
2021-07-28 13:15:59,10.8
2021-07-28 13:16:17,10.8
2021-07-28 13:16:22,10.8
2021-07-28 13:16:28,10.8
2021-07-28 13:16:34,10.8
2021-07-28 13:16:40,10.8
2021-07-28 13:16:46,10.8
2021-07-28 13:16:52,10.8
2021-07-28 13:17:09,10.8
2021-07-28 13:17:20,10.8
2021-07-28 13:17:26,10.7
2021-07-28 13:17:32,10.8
2021-07-28 13:17:43,10.8
2021-07-28 13:17:55,10.7
2021-07-28 13:18:00,10.8
2021-07-28 13:18:06,10.8
2021-07-28 13:18:12,10.8
2021-07-28 13:18:23,10.8
2021-07-28 13:18:29,10.8
2021-07-28 13:18:40,10.7
2021-07-28 13:18:57,10.8
2021-07-28 13:19:09,10.8
2021-07-28 13:19:21,10.8
2021-07-28 13:19:27,10.8
2021-07-28 13:19:44,10.8
2021-07-28 13:19:50,10.8
2021-07-28 13:19:55,10.8
2021-07-28 13:20:01,10.7
2021-07-28 13:20:07,10.7
2021-07-28 13:20:12,10.8
2021-07-28 13:20:24,10.8
2021-07-28 13:20:30,10.8
2021-07-28 13:20:36,10.8
2021-07-28 13:20:41,10.7
2021-07-28 13:20:47,10.8
2021-07-28 13:20:53,10.7
2021-07-28 13:20:59,10.8
2021-07-28 13:21:10,10.8
2021-07-28 13:21:21,10.7
2021-07-28 13:21:27,10.8
2021-07-28 13:21:39,10.8
2021-07-28 13:21:56,10.8
2021-07-28 13:22:02,10.8
2021-07-28 13:22:08,10.8
2021-07-28 13:22:20,10.8
2021-07-28 13:22:31,10.7
2021-07-28 13:22:37,10.8
2021-07-28 13:22:43,10.7
2021-07-28 13:22:48,10.8
2021-07-28 13:22:54,10.8
2021-07-28 13:23:11,10.8
2021-07-28 13:23:17,10.8
2021-07-28 13:23:23,10.8
2021-07-28 13:23:28,10.8
2021-07-28 13:23:34,10.8
2021-07-28 13:23:51,10.8
2021-07-28 13:24:15,10.8
2021-07-28 13:24:21,10.8
2021-07-28 13:24:27,10.8
2021-07-28 13:24:38,10.8
2021-07-28 13:24:44,10.8
2021-07-28 13:24:50,10.8
2021-07-28 13:24:56,10.8
2021-07-28 13:25:02,10.8
2021-07-28 13:25:07,10.8
2021-07-28 13:25:13,10.7
2021-07-28 13:25:25,10.8
2021-07-28 13:25:31,10.9
2021-07-28 13:25:36,10.8
2021-07-28 13:25:42,10.8
2021-07-28 13:25:48,10.8
2021-07-28 13:26:05,10.8
2021-07-28 13:26:23,10.8
2021-07-28 13:26:28,10.8
2021-07-28 13:26:45,10.8
2021-07-28 13:26:57,10.8
2021-07-28 13:27:08,10.8
2021-07-28 13:27:14,10.8
2021-07-28 13:27:26,10.8
2021-07-28 13:27:31,10.7
2021-07-28 13:27:37,10.8
2021-07-28 13:27:49,10.8
2021-07-28 13:28:06,10.8
2021-07-28 13:28:17,10.8
2021-07-28 13:28:23,10.8
2021-07-28 13:28:29,10.9
2021-07-28 13:28:40,10.8
2021-07-28 13:28:46,10.8
2021-07-28 13:28:52,10.8
2021-07-28 13:28:57,10.8
2021-07-28 13:29:09,10.8
2021-07-28 13:29:26,10.8
2021-07-28 13:29:31,10.8
2021-07-28 13:29:37,10.8
2021-07-28 13:30:00,10.8
2021-07-28 13:30:05,10.8
2021-07-28 13:30:16,10.8
2021-07-28 13:30:34,10.8
2021-07-28 13:30:40,10.8
2021-07-28 13:30:45,10.8
2021-07-28 13:31:20,10.8
2021-07-28 13:31:26,10.8
2021-07-28 13:31:31,10.8
2021-07-28 13:31:37,10.8
2021-07-28 13:31:43,10.8
2021-07-28 13:31:48,10.8
2021-07-28 13:32:05,10.8
2021-07-28 13:32:11,10.8
2021-07-28 13:32:17,10.8
2021-07-28 13:32:23,10.8
2021-07-28 13:32:40,10.8
2021-07-28 13:32:46,10.8
2021-07-28 13:32:51,10.8
2021-07-28 13:33:03,10.8
2021-07-28 13:33:08,10.8
2021-07-28 13:33:14,10.8
2021-07-28 13:33:20,10.8
2021-07-28 13:33:25,10.8
2021-07-28 13:33:37,10.8
2021-07-28 13:33:43,10.8
2021-07-28 13:33:48,10.8
2021-07-28 13:33:54,10.8
2021-07-28 13:34:00,10.8
2021-07-28 13:34:05,10.8
2021-07-28 13:34:23,10.8
2021-07-28 13:34:28,10.8
2021-07-28 13:34:40,10.8
2021-07-28 13:34:52,10.8
2021-07-28 13:34:58,10.8
2021-07-28 13:35:03,10.8
2021-07-28 13:35:09,10.8
2021-07-28 13:35:21,10.8
2021-07-28 13:35:27,10.8
2021-07-28 13:35:32,10.8
2021-07-28 13:35:49,10.8
2021-07-28 13:35:55,10.8
2021-07-28 13:36:01,10.8
2021-07-28 13:36:07,10.8
2021-07-28 13:36:12,10.8
2021-07-28 13:36:18,10.8
2021-07-28 13:36:24,10.8
2021-07-28 13:36:47,10.8
2021-07-28 13:36:52,10.8
2021-07-28 13:36:58,10.8
2021-07-28 13:37:04,10.8
2021-07-28 13:37:21,10.8
2021-07-28 13:37:27,10.8
2021-07-28 13:37:38,10.8
2021-07-28 13:37:50,10.8
2021-07-28 13:37:56,10.8
2021-07-28 13:38:07,10.8
2021-07-28 13:38:13,10.8
2021-07-28 13:38:25,10.8
2021-07-28 13:38:31,10.8
2021-07-28 13:38:37,10.8
2021-07-28 13:38:54,10.8
2021-07-28 13:39:12,10.8
2021-07-28 13:39:17,10.8
2021-07-28 13:39:23,10.8
2021-07-28 13:39:40,10.8
2021-07-28 13:39:52,10.8
2021-07-28 13:39:58,10.8
2021-07-28 13:40:03,10.8
2021-07-28 13:40:09,10.8
2021-07-28 13:40:14,10.8
2021-07-28 13:40:20,10.8
2021-07-28 13:40:26,10.8
2021-07-28 13:40:55,10.8
2021-07-28 13:41:01,10.8
2021-07-28 13:41:06,10.8
2021-07-28 13:41:12,10.8
2021-07-28 13:41:18,10.8
2021-07-28 13:41:35,10.8
2021-07-28 13:41:40,10.8
2021-07-28 13:41:46,10.8
2021-07-28 13:41:52,10.8
2021-07-28 13:42:09,10.8
2021-07-28 13:42:15,10.8
2021-07-28 13:42:20,10.8
2021-07-28 13:42:26,10.8
2021-07-28 13:42:32,10.8
2021-07-28 13:42:44,10.8
2021-07-28 13:43:01,10.8
2021-07-28 13:43:07,10.8
2021-07-28 13:43:18,10.8
2021-07-28 13:43:36,10.8
2021-07-28 13:43:47,10.8
2021-07-28 13:43:53,10.8
2021-07-28 13:43:59,10.8
2021-07-28 13:44:16,10.8
2021-07-28 13:44:21,10.8
2021-07-28 13:44:27,10.8
2021-07-28 13:44:33,10.8
2021-07-28 13:44:38,10.8
2021-07-28 13:44:44,10.9
2021-07-28 13:45:01,10.8
2021-07-28 13:45:13,10.8
2021-07-28 13:45:24,10.8
2021-07-28 13:45:30,10.7
2021-07-28 13:45:47,10.8
2021-07-28 13:45:52,10.8
2021-07-28 13:45:58,10.8
2021-07-28 13:46:10,10.8
2021-07-28 13:46:15,10.8
2021-07-28 13:46:27,10.8
2021-07-28 13:46:32,10.8
2021-07-28 13:46:50,10.9
2021-07-28 13:47:07,10.8
2021-07-28 13:47:13,10.8
2021-07-28 13:47:19,10.9
2021-07-28 13:47:31,10.8
2021-07-28 13:47:43,10.8
2021-07-28 13:47:49,10.8
2021-07-28 13:47:54,10.8
2021-07-28 13:48:00,10.8
2021-07-28 13:48:41,10.9
2021-07-28 13:48:47,10.8
2021-07-28 13:49:10,10.8
2021-07-28 13:49:16,10.8
2021-07-28 13:49:22,10.8
2021-07-28 13:49:28,10.8
2021-07-28 13:49:40,10.8
2021-07-28 13:49:45,10.8
2021-07-28 13:49:57,10.8
2021-07-28 13:50:03,10.8
2021-07-28 13:50:08,10.9
2021-07-28 13:50:14,10.8
2021-07-28 13:50:25,10.8
2021-07-28 13:50:32,10.9
2021-07-28 13:50:37,10.8
2021-07-28 13:50:43,10.8
2021-07-28 13:50:49,10.8
2021-07-28 13:51:17,10.8
2021-07-28 13:51:29,10.8
2021-07-28 13:51:34,10.7
2021-07-28 13:51:40,10.8
2021-07-28 13:51:57,10.9
2021-07-28 13:52:03,10.8
2021-07-28 13:52:09,10.9
2021-07-28 13:52:15,10.8
2021-07-28 13:52:20,10.9
2021-07-28 13:52:38,10.8
2021-07-28 13:52:44,10.9
2021-07-28 13:52:49,10.8
2021-07-28 13:52:55,10.8
2021-07-28 13:53:06,10.9
2021-07-28 13:53:23,10.8
2021-07-28 13:53:29,10.9
2021-07-28 13:53:40,10.8
2021-07-28 13:53:46,10.8
2021-07-28 13:53:52,10.8
2021-07-28 13:53:57,10.9
2021-07-28 13:54:09,10.8
2021-07-28 13:54:14,10.8
2021-07-28 13:54:20,10.8
2021-07-28 13:54:32,10.9
2021-07-28 13:54:43,10.8
2021-07-28 13:54:49,10.9
2021-07-28 13:54:55,10.8
2021-07-28 13:55:01,10.8
2021-07-28 13:55:06,10.8
2021-07-28 13:55:23,10.9
2021-07-28 13:55:29,10.8
2021-07-28 13:55:35,10.9
2021-07-28 13:55:52,10.9
2021-07-28 13:56:15,10.8
2021-07-28 13:56:27,10.9
2021-07-28 13:56:44,10.8
2021-07-28 13:56:55,10.9
2021-07-28 13:57:06,10.9
2021-07-28 13:57:12,10.8
2021-07-28 13:57:18,10.8
2021-07-28 13:57:24,10.8
2021-07-28 13:57:29,10.8
2021-07-28 13:57:41,10.8
2021-07-28 13:57:47,10.8
2021-07-28 13:57:59,10.9
2021-07-28 13:58:10,10.9
2021-07-28 13:58:21,10.9
2021-07-28 13:58:39,10.9
2021-07-28 13:58:50,10.8
2021-07-28 13:58:56,10.8
2021-07-28 13:59:02,10.7
2021-07-28 13:59:07,10.8
2021-07-28 13:59:19,10.9
2021-07-28 13:59:25,10.9
2021-07-28 13:59:31,10.9
2021-07-28 13:59:37,10.9
2021-07-28 13:59:42,10.8
2021-07-28 13:59:54,10.8
2021-07-28 14:00:06,10.9
2021-07-28 14:00:11,10.9
2021-07-28 14:00:23,10.9
2021-07-28 14:00:34,10.8
2021-07-28 14:00:45,10.8
2021-07-28 14:00:51,10.9
2021-07-28 14:00:57,10.9
2021-07-28 14:01:03,10.9
2021-07-28 14:01:09,10.8
2021-07-28 14:01:14,10.9
2021-07-28 14:01:20,10.9
2021-07-28 14:01:26,10.8
2021-07-28 14:01:32,10.9
2021-07-28 14:01:37,10.9
2021-07-28 14:01:43,10.9
2021-07-28 14:01:49,10.9
2021-07-28 14:02:01,10.9
2021-07-28 14:02:12,10.8
2021-07-28 14:02:18,10.8
2021-07-28 14:02:24,10.8
2021-07-28 14:02:35,10.9
2021-07-28 14:02:53,10.9
2021-07-28 14:02:58,10.9
2021-07-28 14:03:04,10.9
2021-07-28 14:03:10,10.8
2021-07-28 14:03:16,10.8
2021-07-28 14:03:22,10.8
2021-07-28 14:03:39,10.9
2021-07-28 14:03:44,10.9
2021-07-28 14:03:50,10.9
2021-07-28 14:03:56,10.9
2021-07-28 14:04:02,10.8
2021-07-28 14:04:13,10.9
2021-07-28 14:04:31,10.9
2021-07-28 14:04:36,10.9
2021-07-28 14:05:00,10.9
2021-07-28 14:05:06,10.9
2021-07-28 14:05:11,10.9
2021-07-28 14:05:23,10.8
2021-07-28 14:05:29,10.9
2021-07-28 14:05:34,10.9
2021-07-28 14:05:46,10.9
2021-07-28 14:05:52,10.9
2021-07-28 14:05:57,10.9
2021-07-28 14:06:03,10.9
2021-07-28 14:06:08,10.9
2021-07-28 14:06:14,10.8
2021-07-28 14:06:26,10.9
2021-07-28 14:06:43,10.9
2021-07-28 14:06:49,10.9
2021-07-28 14:07:00,10.9
2021-07-28 14:07:12,10.9
2021-07-28 14:07:23,10.9
2021-07-28 14:07:29,10.9
2021-07-28 14:07:41,10.9
2021-07-28 14:07:46,10.9
2021-07-28 14:07:52,10.9
2021-07-28 14:07:58,10.8
2021-07-28 14:08:10,10.9
2021-07-28 14:08:21,10.9
2021-07-28 14:08:27,10.9
2021-07-28 14:08:33,10.9
2021-07-28 14:09:01,10.9
2021-07-28 14:09:13,10.8
2021-07-28 14:09:19,10.9
2021-07-28 14:09:30,10.9
2021-07-28 14:09:36,10.9
2021-07-28 14:09:42,10.9
2021-07-28 14:09:53,10.9
2021-07-28 14:09:59,10.8
2021-07-28 14:10:05,10.9
2021-07-28 14:10:10,10.8
2021-07-28 14:10:16,10.9
2021-07-28 14:10:39,10.9
2021-07-28 14:10:45,10.9
2021-07-28 14:10:51,10.9
2021-07-28 14:10:57,10.9
2021-07-28 14:11:08,10.9
2021-07-28 14:11:14,10.8
2021-07-28 14:11:25,10.9
2021-07-28 14:11:37,10.9
2021-07-28 14:11:48,10.8
2021-07-28 14:12:00,10.9
2021-07-28 14:12:06,10.9
2021-07-28 14:12:11,10.9
2021-07-28 14:12:40,10.9
2021-07-28 14:12:45,10.9
2021-07-28 14:12:51,10.9
2021-07-28 14:12:57,10.9
2021-07-28 14:13:08,10.9
2021-07-28 14:13:20,10.9
2021-07-28 14:13:37,10.9
2021-07-28 14:13:43,10.9
2021-07-28 14:13:48,10.9
2021-07-28 14:14:05,10.9
2021-07-28 14:14:11,10.9
2021-07-28 14:14:17,10.9
2021-07-28 14:14:29,10.9
2021-07-28 14:14:35,10.9
2021-07-28 14:14:40,10.9
2021-07-28 14:14:46,10.9
2021-07-28 14:14:58,10.9
2021-07-28 14:15:09,10.9
2021-07-28 14:15:15,10.9
2021-07-28 14:15:20,10.9
2021-07-28 14:15:26,10.9
2021-07-28 14:15:32,10.9
2021-07-28 14:15:38,10.9
2021-07-28 14:15:56,10.8
2021-07-28 14:16:07,10.9
2021-07-28 14:16:13,10.9
2021-07-28 14:16:19,10.9
2021-07-28 14:16:36,10.9
2021-07-28 14:16:53,10.9
2021-07-28 14:17:05,10.9
2021-07-28 14:17:22,10.9
2021-07-28 14:17:34,10.9
2021-07-28 14:17:45,10.9
2021-07-28 14:17:51,10.9
2021-07-28 14:17:57,10.9
2021-07-28 14:18:02,10.9
2021-07-28 14:18:08,10.9
2021-07-28 14:18:14,10.9
2021-07-28 14:18:19,10.9
2021-07-28 14:18:42,10.9
2021-07-28 14:18:54,10.9
2021-07-28 14:19:00,10.9
2021-07-28 14:19:17,10.9
2021-07-28 14:19:22,10.9
2021-07-28 14:19:28,10.9
2021-07-28 14:19:34,10.9
2021-07-28 14:19:40,10.9
2021-07-28 14:19:57,10.9
2021-07-28 14:20:03,10.9
2021-07-28 14:20:08,10.8
2021-07-28 14:20:14,10.9
2021-07-28 14:20:20,10.9
2021-07-28 14:20:26,10.9
2021-07-28 14:20:32,10.9
2021-07-28 14:20:37,10.9
2021-07-28 14:20:43,10.9
2021-07-28 14:20:49,10.9
2021-07-28 14:20:55,10.9
2021-07-28 14:21:00,10.9
2021-07-28 14:21:06,10.9
2021-07-28 14:21:29,10.9
2021-07-28 14:21:34,10.9
2021-07-28 14:21:40,10.9
2021-07-28 14:21:45,10.9
2021-07-28 14:22:02,10.9
2021-07-28 14:22:08,10.9
2021-07-28 14:22:14,10.9
2021-07-28 14:22:19,10.9
2021-07-28 14:22:25,10.9
2021-07-28 14:22:37,10.9
2021-07-28 14:22:43,10.8
2021-07-28 14:22:49,10.9
2021-07-28 14:23:00,10.9
2021-07-28 14:23:41,10.9
2021-07-28 14:23:47,10.9
2021-07-28 14:23:53,10.9
2021-07-28 14:23:58,10.9
2021-07-28 14:24:04,10.9
2021-07-28 14:24:10,10.9
2021-07-28 14:24:16,10.9
2021-07-28 14:24:45,10.9
2021-07-28 14:24:50,10.9
2021-07-28 14:25:07,10.9
2021-07-28 14:25:25,10.9
2021-07-28 14:25:30,10.9
2021-07-28 14:25:36,10.8
2021-07-28 14:25:54,10.9
2021-07-28 14:26:00,10.9
2021-07-28 14:26:11,10.9
2021-07-28 14:26:29,10.9
2021-07-28 14:26:34,10.9
2021-07-28 14:26:51,10.9
2021-07-28 14:26:57,10.9
2021-07-28 14:27:09,10.8
2021-07-28 14:27:27,10.9
2021-07-28 14:27:38,10.9
2021-07-28 14:27:44,10.9
2021-07-28 14:27:56,10.8
2021-07-28 14:28:01,10.9
2021-07-28 14:28:18,10.9
2021-07-28 14:28:24,10.9
2021-07-28 14:28:30,10.8
2021-07-28 14:28:47,10.9
2021-07-28 14:28:59,10.9
2021-07-28 14:29:04,10.8
2021-07-28 14:29:10,10.9
2021-07-28 14:29:16,10.9
2021-07-28 14:29:22,10.9
2021-07-28 14:29:45,10.9
2021-07-28 14:29:51,10.9
2021-07-28 14:29:56,10.9
2021-07-28 14:30:02,10.9
2021-07-28 14:30:31,10.9
2021-07-28 14:30:36,10.9
2021-07-28 14:30:42,10.9
2021-07-28 14:30:59,10.9
2021-07-28 14:31:05,10.9
2021-07-28 14:31:11,10.9
2021-07-28 14:31:17,10.9
2021-07-28 14:31:23,10.9
2021-07-28 14:31:29,10.9
2021-07-28 14:31:46,10.9
2021-07-28 14:31:52,10.9
2021-07-28 14:31:57,10.9
2021-07-28 14:32:03,10.9
2021-07-28 14:32:09,10.9
2021-07-28 14:32:14,10.9
2021-07-28 14:32:26,10.9
2021-07-28 14:32:32,10.8
2021-07-28 14:32:37,10.9
2021-07-28 14:32:43,10.8
2021-07-28 14:32:49,10.9
2021-07-28 14:33:06,10.9
2021-07-28 14:33:12,10.9
2021-07-28 14:33:18,10.9
2021-07-28 14:33:24,10.9
2021-07-28 14:33:30,10.9
2021-07-28 14:33:35,10.9
2021-07-28 14:33:41,10.9
2021-07-28 14:33:59,10.9
2021-07-28 14:34:04,10.9
2021-07-28 14:34:10,10.9
2021-07-28 14:34:15,10.9
2021-07-28 14:34:22,10.9
2021-07-28 14:34:33,10.9
2021-07-28 14:34:39,10.9
2021-07-28 14:34:50,10.9
2021-07-28 14:34:56,10.9
2021-07-28 14:35:02,10.9
2021-07-28 14:35:19,10.9
2021-07-28 14:35:25,10.9
2021-07-28 14:35:31,10.9
2021-07-28 14:35:37,10.9
2021-07-28 14:35:42,10.9
2021-07-28 14:35:48,10.9
2021-07-28 14:35:59,10.9
2021-07-28 14:36:05,10.9
2021-07-28 14:36:11,11
2021-07-28 14:36:17,10.9
2021-07-28 14:36:23,10.9
2021-07-28 14:36:29,10.9
2021-07-28 14:36:46,10.9
2021-07-28 14:36:57,10.9
2021-07-28 14:37:03,10.9
2021-07-28 14:37:09,10.9
2021-07-28 14:37:20,10.9
2021-07-28 14:37:26,10.9
2021-07-28 14:37:38,10.9
2021-07-28 14:37:43,10.9
2021-07-28 14:37:49,10.9
2021-07-28 14:38:01,10.9
2021-07-28 14:38:12,10.9
2021-07-28 14:38:24,10.9
2021-07-28 14:38:46,10.9
2021-07-28 14:38:58,10.9
2021-07-28 14:39:04,10.9
2021-07-28 14:39:10,10.9
2021-07-28 14:39:16,10.9
