"","Period","ID","ap_t","unix","apn"
"1589","SP22","H298",36.11,1620392604,0.787784679089027
"1590","SP22","H298",35.9,1620393503,0.766045548654244
"1591","SP22","H298",34.98,1620394402,0.670807453416149
"1592","SP22","H298",35.09,1620395309,0.682194616977226
"1593","SP22","H298",35.05,1620396216,0.678053830227743
"1594","SP22","H298",35.03,1620397122,0.675983436853002
"1595","SP22","H298",34.65,1620398028,0.636645962732919
"1596","SP22","H298",34.57,1620398935,0.628364389233955
"1597","SP22","H298",34.79,1620399842,0.651138716356108
"1598","SP22","H298",34.78,1620400749,0.650103519668737
"1599","SP22","H298",35.19,1620401655,0.692546583850932
"1600","SP22","H298",35.33,1620402554,0.70703933747412
"1601","SP22","H298",36.12,1620403460,0.788819875776398
"1602","SP22","H298",36.25,1620404359,0.802277432712216
"1603","SP22","H298",35.95,1620405258,0.771221532091098
"1604","SP22","H298",35.87,1620406157,0.762939958592132
"1605","SP22","H298",35.56,1620407056,0.730848861283644
"1606","SP22","H298",35.55,1620407955,0.729813664596273
"1607","SP22","H298",36.29,1620408854,0.806418219461698
"1608","SP22","H298",36.1,1620409753,0.786749482401657
"1609","SP22","H298",35.49,1620410652,0.72360248447205
"1610","SP22","H298",35.83,1620411550,0.75879917184265
"1611","SP22","H298",35.4,1620412448,0.714285714285714
"1612","SP22","H298",34.42,1620413355,0.612836438923396
"1613","SP22","H298",36.18,1620414257,0.795031055900621
"1614","SP22","H298",35.26,1620415157,0.699792960662526
"1615","SP22","H298",35.83,1620416062,0.75879917184265
"1616","SP22","H298",35.3,1620416961,0.703933747412008
"1617","SP22","H298",35.16,1620417859,0.68944099378882
"1618","SP22","H298",35.64,1620418765,0.739130434782609
"1619","SP22","H298",35.35,1620419664,0.709109730848862
"1620","SP22","H298",35.78,1620420564,0.753623188405797
"1621","SP22","H298",34.98,1620421462,0.670807453416149
"1622","SP22","H298",36.7,1620422367,0.848861283643893
"1623","SP22","H298",36.83,1620423265,0.86231884057971
"1624","SP22","H298",37.28,1620424163,0.908902691511388
"1625","SP22","H298",35.39,1620425062,0.713250517598344
"1626","SP22","H298",35.55,1620425960,0.729813664596273
"1627","SP22","H298",35.34,1620426859,0.708074534161491
"1628","SP22","H298",35.11,1620427758,0.684265010351967
"1629","SP22","H298",34.56,1620428657,0.627329192546584
"1630","SP22","H298",35.41,1620429563,0.715320910973085
"1631","SP22","H298",35.03,1620430462,0.675983436853002
"1632","SP22","H298",36.14,1620431366,0.790890269151139
"1633","SP22","H298",36.69,1620432264,0.847826086956522
"1634","SP22","H298",37.31,1620433162,0.9120082815735
"1635","SP22","H298",36.08,1620434061,0.784679089026915
"1636","SP22","H298",36.08,1620434960,0.784679089026915
"1637","SP22","H298",35.59,1620435859,0.733954451345756
"1638","SP22","H298",35.23,1620436766,0.696687370600414
"1639","SP22","H298",34.86,1620437672,0.658385093167702
"1640","SP22","H298",37.17,1620438578,0.897515527950311
"1641","SP22","H298",37.18,1620439476,0.898550724637681
"1642","SP22","H298",35.01,1620440373,0.673913043478261
"1643","SP22","H298",35.57,1620441279,0.731884057971015
"1644","SP22","H298",36.83,1620442176,0.86231884057971
"1645","SP22","H298",36.45,1620443075,0.822981366459628
"1646","SP22","H298",35.72,1620443974,0.747412008281574
"1647","SP22","H298",35.39,1620444874,0.713250517598344
"1648","SP22","H298",35.21,1620445772,0.694616977225673
"1649","SP22","H298",37.07,1620446675,0.887163561076605
"1650","SP22","H298",35.3,1620447577,0.703933747412008
"1651","SP22","H298",36.87,1620448473,0.866459627329193
"1652","SP22","H298",36.34,1620449372,0.811594202898551
"1653","SP22","H298",36.22,1620450271,0.799171842650104
"1654","SP22","H298",35.16,1620451170,0.68944099378882
"1655","SP22","H298",35.83,1620452076,0.75879917184265
"1656","SP22","H298",35.71,1620452975,0.746376811594203
"1657","SP22","H298",35.43,1620453875,0.717391304347826
"1658","SP22","H298",35.19,1620454773,0.692546583850932
"1659","SP22","H298",35.66,1620455672,0.74120082815735
"1660","SP22","H298",36.61,1620456569,0.839544513457557
"1661","SP22","H298",36.36,1620457468,0.813664596273292
"1662","SP22","H298",36.09,1620458367,0.785714285714286
"1663","SP22","H298",35.07,1620459266,0.680124223602485
"1664","SP22","H298",34.74,1620460173,0.645962732919255
"1665","SP22","H298",35.48,1620461073,0.722567287784679
"1666","SP22","H298",35.97,1620461971,0.773291925465839
"1667","SP22","H298",34.94,1620462870,0.666666666666667
"1668","SP22","H298",34.29,1620463777,0.599378881987578
"1669","SP22","H298",34.32,1620464684,0.60248447204969
"1670","SP22","H298",34.84,1620465587,0.656314699792961
"1671","SP22","H298",34.91,1620466494,0.663561076604555
"1672","SP22","H298",35.33,1620467400,0.70703933747412
"1673","SP22","H298",36.1,1620468306,0.786749482401657
"1674","SP22","H298",35.43,1620469205,0.717391304347826
"1675","SP22","H298",35.2,1620470112,0.693581780538303
"1676","SP22","H298",35.59,1620471018,0.733954451345756
"1677","SP22","H298",36.15,1620471924,0.791925465838509
"1678","SP22","H298",36.45,1620472822,0.822981366459628
"1679","SP22","H298",36.23,1620473721,0.800207039337474
"1680","SP22","H298",35.57,1620474621,0.731884057971015
"1681","SP22","H298",36.14,1620475518,0.790890269151139
"1682","SP22","H298",34.47,1620476419,0.618012422360249
"1683","SP22","H298",34.12,1620477322,0.581780538302277
"1684","SP22","H298",33.57,1620478227,0.524844720496895
"1685","SP22","H298",33.47,1620479131,0.514492753623188
"1686","SP22","H298",33.29,1620480036,0.495859213250518
"1687","SP22","H298",33.3,1620480941,0.496894409937888
"1688","SP22","H298",33.68,1620481846,0.536231884057971
"1689","SP22","H298",34,1620482751,0.56935817805383
"1690","SP22","H298",33.99,1620483655,0.56832298136646
"1691","SP22","H298",34.11,1620484559,0.580745341614907
"1692","SP22","H298",33.32,1620485463,0.49896480331263
"1693","SP22","H298",33.26,1620486368,0.492753623188406
"1694","SP22","H298",33.31,1620487273,0.497929606625259
"1695","SP22","H298",33.51,1620488178,0.518633540372671
"1696","SP22","H298",33.53,1620489082,0.520703933747412
"1697","SP22","H298",33.74,1620489987,0.542443064182195
"1698","SP22","H298",33.96,1620490891,0.565217391304348
"1699","SP22","H298",33.64,1620491795,0.532091097308489
"1700","SP22","H298",33.71,1620492699,0.539337474120083
"1701","SP22","H298",33.87,1620493602,0.555900621118012
"1702","SP22","H298",34.03,1620494504,0.572463768115942
"1703","SP22","H298",33.8,1620495408,0.548654244306418
"1704","SP22","H298",33.63,1620496312,0.531055900621119
"1705","SP22","H298",33.21,1620497217,0.487577639751553
"1706","SP22","H298",32.78,1620498122,0.443064182194617
"1707","SP22","H298",34,1620499027,0.56935817805383
"1708","SP22","H298",34,1620499931,0.56935817805383
"1709","SP22","H298",33.79,1620500836,0.547619047619048
"1710","SP22","H298",34.02,1620501740,0.571428571428572
"1711","SP22","H298",33.79,1620502644,0.547619047619048
"1712","SP22","H298",32.85,1620503550,0.450310559006211
"1713","SP22","H298",33.5,1620504455,0.5175983436853
"1714","SP22","H298",33.46,1620505360,0.513457556935818
"1715","SP22","H298",33.37,1620506265,0.504140786749482
"1716","SP22","H298",33.12,1620507170,0.478260869565217
"1717","SP22","H298",34.02,1620508074,0.571428571428572
"1718","SP22","H298",32.98,1620508978,0.463768115942029
"1719","SP22","H298",32.7,1620509875,0.434782608695653
"1720","SP22","H298",33.61,1620510781,0.528985507246377
"1721","SP22","H298",33.3,1620511686,0.496894409937888
"1722","SP22","H298",33.57,1620512590,0.524844720496895
"1723","SP22","H298",33.25,1620513495,0.491718426501035
"1724","SP22","H298",33.63,1620514400,0.531055900621119
"1725","SP22","H298",33.35,1620515304,0.502070393374742
"1726","SP22","H298",33.64,1620516208,0.532091097308489
"1727","SP22","H298",34.16,1620517113,0.58592132505176
"1728","SP22","H298",33.77,1620518016,0.545548654244307
"1729","SP22","H298",33.42,1620518921,0.509316770186336
"1730","SP22","H298",34,1620519825,0.56935817805383
"1731","SP22","H298",33.82,1620520729,0.55072463768116
"1732","SP22","H298",33.66,1620521634,0.53416149068323
"1733","SP22","H298",32.75,1620522531,0.439958592132505
"1734","SP22","H298",34.04,1620523436,0.573498964803313
"1735","SP22","H298",34.21,1620524341,0.591097308488613
"1736","SP22","H298",33.91,1620525245,0.560041407867495
"1737","SP22","H298",33.73,1620526150,0.541407867494824
"1738","SP22","H298",33.8,1620527054,0.548654244306418
"1739","SP22","H298",33.04,1620527959,0.469979296066253
"1740","SP22","H298",33.93,1620528864,0.562111801242236
"1741","SP22","H298",33.95,1620529768,0.564182194616978
"1742","SP22","H298",33.75,1620530673,0.543478260869565
"1743","SP22","H298",33.81,1620531577,0.549689440993789
"1744","SP22","H298",33.57,1620532482,0.524844720496895
"1745","SP22","H298",33.94,1620533386,0.563146997929607
"1746","SP22","H298",34.12,1620534291,0.581780538302277
"1747","SP22","H298",34.15,1620535195,0.584886128364389
"1748","SP22","H298",33.42,1620536099,0.509316770186336
"1749","SP22","H298",33.04,1620537004,0.469979296066253
"1750","SP22","H298",33.26,1620537909,0.492753623188406
"1751","SP22","H298",33.44,1620538814,0.511387163561076
"1752","SP22","H298",33.96,1620539718,0.565217391304348
"1753","SP22","H298",33.47,1620540622,0.514492753623188
"1754","SP22","H298",33.35,1620541527,0.502070393374742
"1755","SP22","H298",34.04,1620542432,0.573498964803313
"1756","SP22","H298",33.99,1620543336,0.56832298136646
"1757","SP22","H298",33.52,1620544241,0.519668737060042
"1758","SP22","H298",32.89,1620545146,0.454451345755694
"1759","SP22","H298",33.25,1620546051,0.491718426501035
"1760","SP22","H298",33.37,1620546956,0.504140786749482
"1761","SP22","H298",33.17,1620547861,0.483436853002071
"1762","SP22","H298",33.23,1620548766,0.489648033126294
"1763","SP22","H298",33.22,1620549670,0.488612836438923
"1764","SP22","H298",33.34,1620550576,0.501035196687371
"1765","SP22","H298",33.55,1620551481,0.522774327122153
"1766","SP22","H298",33.5,1620552386,0.5175983436853
"1767","SP22","H298",33.51,1620553291,0.518633540372671
"1768","SP22","H298",33.49,1620554195,0.51656314699793
"1769","SP22","H298",33.34,1620555100,0.501035196687371
"1770","SP22","H298",33.29,1620556005,0.495859213250518
"1771","SP22","H298",33.88,1620556910,0.556935817805383
"1772","SP22","H298",33.52,1620557815,0.519668737060042
"1773","SP22","H298",33,1620558720,0.46583850931677
"1774","SP22","H298",32.98,1620559625,0.463768115942029
"1775","SP22","H298",33.91,1620560530,0.560041407867495
"1776","SP22","H298",33.81,1620561434,0.549689440993789
"1777","SP22","H298",33.03,1620562337,0.468944099378882
"1778","SP22","H298",33.13,1620563241,0.479296066252588
"1779","SP22","H298",33.36,1620564144,0.503105590062112
"1780","SP22","H298",33.42,1620565048,0.509316770186336
"1781","SP22","H298",32.96,1620565951,0.461697722567288
"1782","SP22","H298",33.47,1620566854,0.514492753623188
"1783","SP22","H298",33.14,1620567758,0.480331262939959
"1784","SP22","H298",34.51,1620568661,0.622153209109731
"1785","SP22","H298",33.82,1620569565,0.55072463768116
"1786","SP22","H298",34.25,1620570468,0.595238095238095
"1787","SP22","H298",33.6,1620571371,0.527950310559007
"1788","SP22","H298",34.42,1620572275,0.612836438923396
"1789","SP22","H298",33.95,1620573178,0.564182194616978
"1790","SP22","H298",33.72,1620574081,0.540372670807453
"1791","SP22","H298",33.9,1620574985,0.559006211180124
"1792","SP22","H298",33.63,1620575888,0.531055900621119
"1793","SP22","H298",33,1620576792,0.46583850931677
"1794","SP22","H298",33.25,1620577695,0.491718426501035
"1795","SP22","H298",33.16,1620578598,0.4824016563147
"1796","SP22","H298",33.43,1620579502,0.510351966873706
"1797","SP22","H298",34.08,1620580405,0.577639751552795
"1798","SP22","H298",33.65,1620581309,0.533126293995859
"1799","SP22","H298",34.11,1620582212,0.580745341614907
"1800","SP22","H298",33.23,1620583115,0.489648033126294
"1801","SP22","H298",33.37,1620584019,0.504140786749482
"1802","SP22","H298",33.17,1620584922,0.483436853002071
"1803","SP22","H298",33.26,1620585826,0.492753623188406
"1804","SP22","H298",33.72,1620586729,0.540372670807453
"1805","SP22","H298",33.77,1620587632,0.545548654244307
"1806","SP22","H298",33.5,1620588536,0.5175983436853
"1807","SP22","H298",33.51,1620589439,0.518633540372671
"1808","SP22","H298",33.77,1620590342,0.545548654244307
"1809","SP22","H298",33.72,1620591246,0.540372670807453
"1810","SP22","H298",34.01,1620592149,0.570393374741201
"1811","SP22","H298",33.46,1620593053,0.513457556935818
"1812","SP22","H298",32.71,1620593956,0.435817805383023
"1813","SP22","H298",32.89,1620594859,0.454451345755694
"1814","SP22","H298",32.71,1620595763,0.435817805383023
"1815","SP22","H298",32.78,1620596666,0.443064182194617
"1816","SP22","H298",33.01,1620597570,0.466873706004141
"1817","SP22","H298",33.5,1620598473,0.5175983436853
"1818","SP22","H298",34.25,1620599376,0.595238095238095
"1819","SP22","H298",34.17,1620600280,0.586956521739131
"1820","SP22","H298",33.52,1620601183,0.519668737060042
"1821","SP22","H298",33.43,1620602087,0.510351966873706
"1822","SP22","H298",33.92,1620602990,0.561076604554866
"1823","SP22","H298",33.86,1620603893,0.554865424430642
"1824","SP22","H298",33.46,1620604797,0.513457556935818
"1825","SP22","H298",34.3,1620605700,0.600414078674948
"1826","SP22","H298",34.45,1620606604,0.615942028985508
"1827","SP22","H298",33.12,1620607507,0.478260869565217
"1828","SP22","H298",32.6,1620608410,0.424430641821946
"1829","SP22","H298",32.87,1620609314,0.452380952380952
"1830","SP22","H298",33.05,1620610217,0.471014492753623
"1831","SP22","H298",33.4,1620611120,0.507246376811594
"1832","SP22","H298",33.79,1620612024,0.547619047619048
"1833","SP22","H298",33.4,1620612927,0.507246376811594
"1834","SP22","H298",33.43,1620613831,0.510351966873706
"1835","SP22","H298",33.5,1620614734,0.5175983436853
"1836","SP22","H298",34.29,1620615637,0.599378881987578
"1837","SP22","H298",33.97,1620616541,0.566252587991719
"1838","SP22","H298",33.72,1620617444,0.540372670807453
"1839","SP22","H298",33.46,1620618348,0.513457556935818
"1840","SP22","H298",33.73,1620619251,0.541407867494824
"1841","SP22","H298",33.97,1620620154,0.566252587991719
"1842","SP22","H298",33.4,1620621058,0.507246376811594
"1843","SP22","H298",33.34,1620621961,0.501035196687371
"1844","SP22","H298",33.59,1620622865,0.526915113871636
"1845","SP22","H298",33.97,1620623768,0.566252587991719
"1846","SP22","H298",33.57,1620624671,0.524844720496895
"1847","SP22","H298",33.4,1620625575,0.507246376811594
"1848","SP22","H298",32.75,1620626478,0.439958592132505
"1849","SP22","H298",33.35,1620627381,0.502070393374742
"1850","SP22","H298",33.55,1620628285,0.522774327122153
"1851","SP22","H298",33.94,1620629188,0.563146997929607
"1852","SP22","H298",34.3,1620630092,0.600414078674948
"1853","SP22","H298",34.64,1620630995,0.635610766045549
"1854","SP22","H298",34.46,1620631898,0.616977225672878
"1855","SP22","H298",33.26,1620632802,0.492753623188406
"1856","SP22","H298",33.41,1620633705,0.508281573498965
"1857","SP22","H298",33.28,1620634609,0.494824016563147
"1858","SP22","H298",34.12,1620635512,0.581780538302277
"1859","SP22","H298",33.91,1620636415,0.560041407867495
"1860","SP22","H298",33.09,1620637319,0.475155279503106
"1861","SP22","H298",33.33,1620638222,0.5
"1862","SP22","H298",33.68,1620639126,0.536231884057971
"1863","SP22","H298",34.04,1620640029,0.573498964803313
"1864","SP22","H298",33.21,1620640932,0.487577639751553
"1865","SP22","H298",33.7,1620641836,0.538302277432713
"1866","SP22","H298",34.66,1620642739,0.63768115942029
"1867","SP22","H298",33.43,1620643642,0.510351966873706
"1868","SP22","H298",33.68,1620644546,0.536231884057971
"1869","SP22","H298",33.93,1620645449,0.562111801242236
"1870","SP22","H298",33.96,1620646353,0.565217391304348
"1871","SP22","H298",33.67,1620647256,0.535196687370601
"1872","SP22","H298",33.59,1620648159,0.526915113871636
"1873","SP22","H298",33.81,1620649063,0.549689440993789
"1874","SP22","H298",34.21,1620649966,0.591097308488613
"1875","SP22","H298",34.21,1620650870,0.591097308488613
"1876","SP22","H298",33.93,1620651773,0.562111801242236
"1877","SP22","H298",33.91,1620652676,0.560041407867495
"1878","SP22","H298",33.51,1620653580,0.518633540372671
"1879","SP22","H298",33.43,1620654483,0.510351966873706
"1880","SP22","H298",33.13,1620655387,0.479296066252588
"1881","SP22","H298",33.64,1620656290,0.532091097308489
"1882","SP22","H298",33.93,1620657193,0.562111801242236
"1883","SP22","H298",33.59,1620658097,0.526915113871636
"1884","SP22","H298",33.76,1620659000,0.544513457556936
"1885","SP22","H298",33.68,1620659904,0.536231884057971
"1886","SP22","H298",33.41,1620660807,0.508281573498965
"1887","SP22","H298",33.72,1620661710,0.540372670807453
"1888","SP22","H298",33.59,1620662614,0.526915113871636
"1889","SP22","H298",33.41,1620663517,0.508281573498965
"1890","SP22","H298",33.79,1620664420,0.547619047619048
"1891","SP22","H298",33.63,1620665324,0.531055900621119
"1892","SP22","H298",33.73,1620666227,0.541407867494824
"1893","SP22","H298",33.86,1620667131,0.554865424430642
"1894","SP22","H298",33.91,1620668034,0.560041407867495
"1895","SP22","H298",34.07,1620668937,0.576604554865425
"1896","SP22","H298",33.86,1620669841,0.554865424430642
"1897","SP22","H298",33.63,1620670744,0.531055900621119
"1898","SP22","H298",33.63,1620671648,0.531055900621119
"1899","SP22","H298",33.97,1620672551,0.566252587991719
"1900","SP22","H298",34.12,1620673454,0.581780538302277
"1901","SP22","H298",34.33,1620674358,0.60351966873706
"1902","SP22","H298",34.35,1620675261,0.605590062111802
"1903","SP22","H298",34.67,1620676165,0.638716356107661
"1904","SP22","H298",35,1620677068,0.67287784679089
"1905","SP22","H298",35.41,1620677971,0.715320910973085
"1906","SP22","H298",35.49,1620678875,0.72360248447205
"1907","SP22","H298",35.99,1620679778,0.77536231884058
"1908","SP22","H298",36.09,1620680681,0.785714285714286
"1909","SP22","H298",36,1620681585,0.776397515527951
"1910","SP22","H298",36.37,1620682488,0.814699792960663
"1911","SP22","H298",37.31,1620683392,0.9120082815735
"1912","SP22","H298",35.72,1620684295,0.747412008281574
"1913","SP22","H298",35.77,1620685198,0.752587991718427
"1914","SP22","H298",35.97,1620686102,0.773291925465839
"1915","SP22","H298",35.44,1620687005,0.718426501035197
"1916","SP22","H298",35.24,1620687909,0.697722567287785
"1917","SP22","H298",36.02,1620688812,0.778467908902692
"1918","SP22","H298",36.74,1620689715,0.853002070393375
"1919","SP22","H298",36.48,1620690619,0.826086956521739
"1920","SP22","H298",36.46,1620691522,0.824016563146998
"1921","SP22","H298",35.62,1620692426,0.737060041407868
"1922","SP22","H298",35.72,1620693329,0.747412008281574
"1923","SP22","H298",35.53,1620694232,0.727743271221532
"1924","SP22","H298",36.32,1620695136,0.80952380952381
"1925","SP22","H298",35.12,1620696039,0.685300207039337
"1926","SP22","H298",36.07,1620696943,0.783643892339545
"1927","SP22","H298",35.85,1620697846,0.760869565217392
"1928","SP22","H298",34.99,1620698749,0.67184265010352
"1929","SP22","H298",35.22,1620699653,0.695652173913044
"1930","SP22","H298",35.28,1620700556,0.701863354037267
"1931","SP22","H298",36.25,1620701459,0.802277432712216
"1932","SP22","H298",35.78,1620702363,0.753623188405797
"1933","SP22","H298",36.73,1620703266,0.851966873706004
"1934","SP22","H298",36.01,1620704170,0.777432712215321
"1935","SP22","H298",36.07,1620705073,0.783643892339545
"1936","SP22","H298",35.25,1620705976,0.698757763975156
"1937","SP22","H298",34.63,1620706880,0.634575569358178
"1938","SP22","H298",34.8,1620707783,0.652173913043478
"1939","SP22","H298",35.09,1620708687,0.682194616977226
"1940","SP22","H298",36.98,1620709590,0.877846790890269
"1941","SP22","H298",36.92,1620710493,0.871635610766046
"1942","SP22","H298",35.97,1620711397,0.773291925465839
"1943","SP22","H298",37.21,1620712300,0.901656314699793
"1944","SP22","H298",36.98,1620713204,0.877846790890269
"1945","SP22","H298",37.03,1620714107,0.883022774327123
"1946","SP22","H298",35.85,1620715010,0.760869565217392
"1947","SP22","H298",34.98,1620715914,0.670807453416149
"1948","SP22","H298",33.93,1620716817,0.562111801242236
"1949","SP22","H298",34.52,1620717720,0.623188405797102
"1950","SP22","H298",34.85,1620718624,0.657349896480332
"1951","SP22","H298",36.62,1620719527,0.840579710144928
"1952","SP22","H298",36.42,1620720431,0.819875776397516
"1953","SP22","H298",36.19,1620721334,0.796066252587992
"1954","SP22","H298",36.08,1620722237,0.784679089026915
"1955","SP22","H298",36.12,1620723141,0.788819875776398
"1956","SP22","H298",35.89,1620724044,0.765010351966874
"1957","SP22","H298",36.48,1620724948,0.826086956521739
"1958","SP22","H298",36.66,1620725851,0.84472049689441
"1959","SP22","H298",36.53,1620726750,0.831262939958593
"1960","SP22","H298",36.46,1620727648,0.824016563146998
"1961","SP22","H298",36.37,1620728547,0.814699792960663
"1962","SP22","H298",36.34,1620729446,0.811594202898551
"1963","SP22","H298",36.25,1620730344,0.802277432712216
"1964","SP22","H298",36.19,1620731244,0.796066252587992
"1965","SP22","H298",36,1620732143,0.776397515527951
"1966","SP22","H298",36.42,1620733041,0.819875776397516
"1967","SP22","H298",36.34,1620733940,0.811594202898551
"1968","SP22","H298",35.81,1620734839,0.756728778467909
"1969","SP22","H298",34.99,1620735739,0.67184265010352
"1970","SP22","H298",35.16,1620736645,0.68944099378882
"1971","SP22","H298",35.27,1620737552,0.700828157349897
"1972","SP22","H298",34.93,1620738451,0.665631469979296
"1973","SP22","H298",35.2,1620739358,0.693581780538303
"1974","SP22","H298",34.74,1620740265,0.645962732919255
"1975","SP22","H298",36.14,1620741168,0.790890269151139
"1976","SP22","H298",36.13,1620742066,0.789855072463769
"1977","SP22","H298",36.12,1620742965,0.788819875776398
"1978","SP22","H298",34.57,1620743864,0.628364389233955
"1979","SP22","H298",34.54,1620744767,0.625258799171843
"1980","SP22","H298",35.75,1620745673,0.750517598343686
"1981","SP22","H298",36.62,1620746571,0.840579710144928
"1982","SP22","H298",36.69,1620747470,0.847826086956522
"1983","SP22","H298",36.32,1620748368,0.80952380952381
"1984","SP22","H298",35.27,1620749268,0.700828157349897
"1985","SP22","H298",35.22,1620750175,0.695652173913044
"1986","SP22","H298",36.14,1620751081,0.790890269151139
"1987","SP22","H298",36.34,1620751981,0.811594202898551
"1988","SP22","H298",36.41,1620752880,0.818840579710145
"1989","SP22","H298",36.25,1620753779,0.802277432712216
"1990","SP22","H298",35.52,1620754679,0.726708074534162
"1991","SP22","H298",34.53,1620755578,0.624223602484472
"1992","SP22","H298",34.45,1620756486,0.615942028985508
"1993","SP22","H298",36.12,1620757389,0.788819875776398
"1994","SP22","H298",36.51,1620758289,0.829192546583851
"1995","SP22","H298",37.06,1620759189,0.886128364389234
"1996","SP22","H298",36.97,1620760087,0.876811594202899
"1997","SP22","H298",36.39,1620760985,0.816770186335404
"1998","SP22","H298",36.06,1620761884,0.782608695652174
"1999","SP22","H298",36.9,1620762783,0.869565217391305
"2000","SP22","H298",36.61,1620763682,0.839544513457557
"2001","SP22","H298",36.98,1620764580,0.877846790890269
"2002","SP22","H298",34.62,1620765479,0.633540372670807
"2003","SP22","H298",36.84,1620766381,0.863354037267081
"2004","SP22","H298",36.71,1620767280,0.849896480331263
"2005","SP22","H298",36.68,1620768178,0.846790890269151
"2006","SP22","H298",36.77,1620769077,0.856107660455487
"2007","SP22","H298",36.31,1620769976,0.808488612836439
"2008","SP22","H298",36.81,1620770875,0.86024844720497
"2009","SP22","H298",36.3,1620771774,0.807453416149068
"2010","SP22","H298",36.11,1620772674,0.787784679089027
"2011","SP22","H298",35.51,1620773573,0.725672877846791
"2012","SP22","H298",35.98,1620774472,0.774327122153209
"2013","SP22","H298",35.81,1620775371,0.756728778467909
"2014","SP22","H298",35.74,1620776269,0.749482401656315
"2015","SP22","H298",36.28,1620777168,0.805383022774327
"2016","SP22","H298",36.25,1620778068,0.802277432712216
"2017","SP22","H298",34.77,1620778967,0.649068322981367
"2018","SP22","H298",37.38,1620779873,0.919254658385094
"2019","SP22","H298",36.92,1620780772,0.871635610766046
"2020","SP22","H298",37.43,1620781671,0.924430641821946
"2021","SP22","H298",35.98,1620782569,0.774327122153209
"2022","SP22","H298",36.16,1620783468,0.79296066252588
"2023","SP22","H298",36.91,1620784366,0.870600414078675
"2024","SP22","H298",36.71,1620785264,0.849896480331263
"2025","SP22","H298",35.36,1620786164,0.710144927536232
"2026","SP22","H298",36.77,1620787061,0.856107660455487
"2027","SP22","H298",36.97,1620787959,0.876811594202899
"2028","SP22","H298",35.77,1620788858,0.752587991718427
"2029","SP22","H298",35.78,1620789756,0.753623188405797
"2030","SP22","H298",36.17,1620790655,0.793995859213251
"2031","SP22","H298",36.85,1620791553,0.864389233954452
"2032","SP22","H298",37.54,1620792452,0.935817805383023
"2033","SP22","H298",37.14,1620793349,0.894409937888199
"2034","SP22","H298",36.93,1620794247,0.872670807453416
"2035","SP22","H298",35.79,1620795145,0.754658385093168
"2036","SP22","H298",36.45,1620796043,0.822981366459628
"2037","SP22","H298",35.2,1620796942,0.693581780538303
"2038","SP22","H298",35.04,1620797842,0.677018633540373
"2039","SP22","H298",35.94,1620798740,0.770186335403727
"2040","SP22","H298",36.26,1620799638,0.803312629399586
"2041","SP22","H298",35.62,1620800538,0.737060041407868
"2042","SP22","H298",34.68,1620801437,0.639751552795031
"2043","SP22","H298",36.78,1620802338,0.857142857142858
"2044","SP22","H298",36.63,1620803236,0.841614906832299
"2045","SP22","H298",35.33,1620804135,0.70703933747412
"2046","SP22","H298",36.69,1620805033,0.847826086956522
"2047","SP22","H298",36.34,1620805932,0.811594202898551
"2048","SP22","H298",36.09,1620806830,0.785714285714286
"2049","SP22","H298",36.19,1620807730,0.796066252587992
"2050","SP22","H298",36.25,1620808629,0.802277432712216
"2051","SP22","H298",34.76,1620809528,0.648033126293996
"2052","SP22","H298",34.97,1620810435,0.669772256728779
"2053","SP22","H298",35.13,1620811341,0.686335403726709
"2054","SP22","H298",35.1,1620812240,0.683229813664597
"2055","SP22","H298",35.1,1620813147,0.683229813664597
"2056","SP22","H298",36.38,1620814046,0.815734989648034
"2057","SP22","H298",36.21,1620814945,0.798136645962733
"2058","SP22","H298",36.4,1620815842,0.817805383022775
"2059","SP22","H298",35.12,1620816742,0.685300207039337
"2060","SP22","H298",35.05,1620817648,0.678053830227743
"2061","SP22","H298",34.75,1620818554,0.646997929606625
"2062","SP22","H298",36.99,1620819455,0.87888198757764
"2063","SP22","H298",37.76,1620820355,0.958592132505176
"2064","SP22","H298",35.78,1620821256,0.753623188405797
"2065","SP22","H298",35.85,1620822155,0.760869565217392
"2066","SP22","H298",35.58,1620823053,0.732919254658385
"2067","SP22","H298",36.29,1620823952,0.806418219461698
"2068","SP22","H298",36.23,1620824851,0.800207039337474
"2069","SP22","H298",36.02,1620825751,0.778467908902692
"2070","SP22","H298",35.94,1620826650,0.770186335403727
"2071","SP22","H298",35.94,1620827548,0.770186335403727
"2072","SP22","H298",36.16,1620828447,0.79296066252588
"2073","SP22","H298",35.83,1620829345,0.75879917184265
"2074","SP22","H298",35.88,1620830243,0.763975155279504
"2075","SP22","H298",35.95,1620831142,0.771221532091098
"2076","SP22","H298",35.81,1620832041,0.756728778467909
"2077","SP22","H298",35.64,1620832939,0.739130434782609
"2078","SP22","H298",36.58,1620833838,0.836438923395445
"2079","SP22","H298",36.4,1620834737,0.817805383022775
"2080","SP22","H298",36.6,1620835636,0.838509316770187
"2081","SP22","H298",35.57,1620836535,0.731884057971015
"2082","SP22","H298",36.25,1620837440,0.802277432712216
"2083","SP22","H298",35.92,1620838340,0.768115942028986
"2084","SP22","H298",36.87,1620839238,0.866459627329193
"2085","SP22","H298",36.6,1620840136,0.838509316770187
"2086","SP22","H298",35.13,1620841035,0.686335403726709
"2087","SP22","H298",36.42,1620841941,0.819875776397516
"2088","SP22","H298",36.37,1620842840,0.814699792960663
