"","Period","ID","ap_t","unix","apn"
"1","LP","H298",34.97,1618964042,0.669772256728779
"2","LP","H298",35.55,1618964947,0.729813664596273
"3","LP","H298",36.87,1618965843,0.866459627329193
"4","LP","H298",36.73,1618966740,0.851966873706004
"5","LP","H298",36.64,1618967637,0.842650103519669
"6","LP","H298",37.01,1618968534,0.880952380952381
"7","LP","H298",35.44,1618969431,0.718426501035197
"8","LP","H298",36.99,1618970328,0.87888198757764
"9","LP","H298",37.59,1618971224,0.940993788819876
"10","LP","H298",35.66,1618972125,0.74120082815735
"11","LP","H298",35.97,1618973022,0.773291925465839
"12","LP","H298",34.81,1618973920,0.653209109730849
"13","LP","H298",34.48,1618974826,0.619047619047619
"14","LP","H298",34.49,1618975732,0.62008281573499
"15","LP","H298",37.41,1618976636,0.922360248447205
"16","LP","H298",37.23,1618977536,0.903726708074534
"17","LP","H298",37.19,1618978436,0.899585921325052
"18","LP","H298",36.07,1618979333,0.783643892339545
"19","LP","H298",36.74,1618980230,0.853002070393375
"20","LP","H298",36.49,1618981127,0.82712215320911
"21","LP","H298",35.34,1618982024,0.708074534161491
"22","LP","H298",36.18,1618982923,0.795031055900621
"23","LP","H298",36.39,1618983820,0.816770186335404
"24","LP","H298",36.37,1618984718,0.814699792960663
"25","LP","H298",36.03,1618985616,0.779503105590063
"26","LP","H298",35.42,1618986514,0.716356107660456
"27","LP","H298",35.37,1618987419,0.711180124223602
"28","LP","H298",35.33,1618988324,0.70703933747412
"29","LP","H298",35.95,1618989228,0.771221532091098
"30","LP","H298",36.56,1618990126,0.834368530020704
"31","LP","H298",36.44,1618991023,0.821946169772257
"32","LP","H298",36.15,1618991920,0.791925465838509
"33","LP","H298",34.9,1618992818,0.662525879917184
"34","LP","H298",34.23,1618993724,0.593167701863354
"35","LP","H298",34.12,1618994630,0.581780538302277
"36","LP","H298",34.49,1618995536,0.62008281573499
"37","LP","H298",35.64,1618996441,0.739130434782609
"38","LP","H298",35.66,1618997340,0.74120082815735
"39","LP","H298",35.68,1618998238,0.743271221532091
"40","LP","H298",35.95,1618999137,0.771221532091098
"41","LP","H298",36.13,1619000035,0.789855072463769
"42","LP","H298",36.24,1619000932,0.801242236024845
"43","LP","H298",35.26,1619001830,0.699792960662526
"44","LP","H298",36.01,1619002734,0.777432712215321
"45","LP","H298",36.71,1619003631,0.849896480331263
"46","LP","H298",36.39,1619004528,0.816770186335404
"47","LP","H298",37.44,1619005425,0.925465838509317
"48","LP","H298",37.22,1619006325,0.902691511387164
"49","LP","H298",36.82,1619007222,0.86128364389234
"50","LP","H298",36.69,1619008119,0.847826086956522
"51","LP","H298",36.41,1619009016,0.818840579710145
"52","LP","H298",36.25,1619009913,0.802277432712216
"53","LP","H298",36.28,1619010811,0.805383022774327
"54","LP","H298",34.98,1619011713,0.670807453416149
"55","LP","H298",35.37,1619012615,0.711180124223602
"56","LP","H298",35.15,1619013517,0.688405797101449
"57","LP","H298",36.62,1619014419,0.840579710144928
"58","LP","H298",35.66,1619015321,0.74120082815735
"59","LP","H298",35.38,1619016220,0.712215320910974
"60","LP","H298",36.22,1619017118,0.799171842650104
"61","LP","H298",36.36,1619018016,0.813664596273292
"62","LP","H298",36.36,1619018913,0.813664596273292
"63","LP","H298",36.51,1619019810,0.829192546583851
"64","LP","H298",36.42,1619020708,0.819875776397516
"65","LP","H298",36.21,1619021605,0.798136645962733
"66","LP","H298",35.43,1619022503,0.717391304347826
"67","LP","H298",36.56,1619023401,0.834368530020704
"68","LP","H298",36.41,1619024298,0.818840579710145
"69","LP","H298",36.02,1619025195,0.778467908902692
"70","LP","H298",36.31,1619026093,0.808488612836439
"71","LP","H298",36.71,1619026990,0.849896480331263
"72","LP","H298",36.6,1619027887,0.838509316770187
"73","LP","H298",36.55,1619028784,0.833333333333333
"74","LP","H298",36.74,1619029681,0.853002070393375
"75","LP","H298",36.69,1619030577,0.847826086956522
"76","LP","H298",36.6,1619031475,0.838509316770187
"77","LP","H298",35.63,1619032372,0.738095238095239
"78","LP","H298",34.8,1619033270,0.652173913043478
"79","LP","H298",36.14,1619034174,0.790890269151139
"80","LP","H298",35.54,1619035072,0.728778467908903
"81","LP","H298",36.62,1619035976,0.840579710144928
"82","LP","H298",34.84,1619036874,0.656314699792961
"83","LP","H298",34.69,1619037779,0.640786749482402
"84","LP","H298",34.95,1619038684,0.667701863354038
"85","LP","H298",37.54,1619039588,0.935817805383023
"86","LP","H298",37.6,1619040488,0.942028985507247
"87","LP","H298",35.58,1619041389,0.732919254658385
"88","LP","H298",36.51,1619042286,0.829192546583851
"89","LP","H298",37.48,1619043183,0.929606625258799
"90","LP","H298",36.71,1619044085,0.849896480331263
"91","LP","H298",36.28,1619044982,0.805383022774327
"92","LP","H298",36.69,1619045878,0.847826086956522
"93","LP","H298",37.01,1619046775,0.880952380952381
"94","LP","H298",37.49,1619047676,0.93064182194617
"95","LP","H298",36.67,1619048573,0.845755693581781
"96","LP","H298",36.24,1619049471,0.801242236024845
"97","LP","H298",36.97,1619050368,0.876811594202899
"98","LP","H298",37.05,1619051265,0.885093167701863
"99","LP","H298",37.19,1619052162,0.899585921325052
"100","LP","H298",36.83,1619053058,0.86231884057971
"101","LP","H298",36.6,1619053955,0.838509316770187
"102","LP","H298",35.99,1619054854,0.77536231884058
"103","LP","H298",35.38,1619055752,0.712215320910974
"104","LP","H298",34.76,1619056650,0.648033126293996
"105","LP","H298",35.99,1619057556,0.77536231884058
"106","LP","H298",35.92,1619058454,0.768115942028986
"107","LP","H298",35.5,1619059351,0.724637681159421
"108","LP","H298",36.31,1619060249,0.808488612836439
"109","LP","H298",36.03,1619061146,0.779503105590063
"110","LP","H298",37.37,1619062043,0.918219461697723
"111","LP","H298",37.03,1619062943,0.883022774327123
"112","LP","H298",35.42,1619063841,0.716356107660456
"113","LP","H298",35.63,1619064739,0.738095238095239
"114","LP","H298",37.31,1619065637,0.9120082815735
"115","LP","H298",37.57,1619066534,0.938923395445135
"116","LP","H298",37.16,1619067430,0.89648033126294
"117","LP","H298",36.77,1619068327,0.856107660455487
"118","LP","H298",36.52,1619069224,0.830227743271222
"119","LP","H298",36.43,1619070122,0.820910973084886
"120","LP","H298",35.75,1619071019,0.750517598343686
"121","LP","H298",36.3,1619071917,0.807453416149068
"122","LP","H298",35.48,1619072815,0.722567287784679
"123","LP","H298",35.52,1619073713,0.726708074534162
"124","LP","H298",34.97,1619074612,0.669772256728779
"125","LP","H298",34.66,1619075517,0.63768115942029
"126","LP","H298",36.43,1619076422,0.820910973084886
"127","LP","H298",35.03,1619077320,0.675983436853002
"128","LP","H298",36.67,1619078221,0.845755693581781
"129","LP","H298",36.71,1619079121,0.849896480331263
"130","LP","H298",36.64,1619080019,0.842650103519669
"131","LP","H298",36.59,1619080916,0.837474120082816
"132","LP","H298",36.57,1619081814,0.835403726708075
"133","LP","H298",36.45,1619082711,0.822981366459628
"134","LP","H298",36.34,1619083608,0.811594202898551
"135","LP","H298",36.77,1619084506,0.856107660455487
"136","LP","H298",36.59,1619085403,0.837474120082816
"137","LP","H298",36.15,1619086300,0.791925465838509
"138","LP","H298",35.21,1619087198,0.694616977225673
"139","LP","H298",36.49,1619088096,0.82712215320911
"140","LP","H298",36.53,1619088993,0.831262939958593
"141","LP","H298",36.25,1619089891,0.802277432712216
"142","LP","H298",35.36,1619090789,0.710144927536232
"143","LP","H298",36.8,1619091686,0.859213250517598
"144","LP","H298",36.54,1619092583,0.832298136645963
"145","LP","H298",36.26,1619093481,0.803312629399586
"146","LP","H298",35.11,1619094378,0.684265010351967
"147","LP","H298",36.15,1619095280,0.791925465838509
"148","LP","H298",36.11,1619096181,0.787784679089027
"149","LP","H298",35.8,1619097079,0.755693581780538
"150","LP","H298",35.28,1619097977,0.701863354037267
"151","LP","H298",34.88,1619098882,0.660455486542444
"152","LP","H298",36.6,1619099780,0.838509316770187
"153","LP","H298",35.6,1619100677,0.734989648033127
"154","LP","H298",35.55,1619101575,0.729813664596273
"155","LP","H298",35.49,1619102474,0.72360248447205
"156","LP","H298",35.45,1619103376,0.719461697722568
"157","LP","H298",34.55,1619104277,0.626293995859213
"158","LP","H298",35.37,1619105183,0.711180124223602
"159","LP","H298",36.15,1619106081,0.791925465838509
"160","LP","H298",36.03,1619106978,0.779503105590063
"161","LP","H298",35.84,1619107876,0.759834368530021
"162","LP","H298",36.48,1619108774,0.826086956521739
"163","LP","H298",35.49,1619109672,0.72360248447205
"164","LP","H298",36.23,1619110577,0.800207039337474
"165","LP","H298",36.76,1619111474,0.855072463768116
"166","LP","H298",36.66,1619112371,0.84472049689441
"167","LP","H298",35.56,1619113269,0.730848861283644
"168","LP","H298",36.39,1619114166,0.816770186335404
"169","LP","H298",36.07,1619115064,0.783643892339545
"170","LP","H298",36.42,1619115962,0.819875776397516
"171","LP","H298",36.31,1619116860,0.808488612836439
"172","LP","H298",36.08,1619117757,0.784679089026915
"173","LP","H298",35.52,1619118655,0.726708074534162
"174","LP","H298",36.85,1619119553,0.864389233954452
"175","LP","H298",36.88,1619120449,0.867494824016564
"176","LP","H298",36.24,1619121347,0.801242236024845
"177","LP","H298",35.15,1619122249,0.688405797101449
"178","LP","H298",34.98,1619123150,0.670807453416149
"179","LP","H298",35.15,1619124055,0.688405797101449
"180","LP","H298",35.64,1619124960,0.739130434782609
"181","LP","H298",36.06,1619125858,0.782608695652174
"182","LP","H298",36.25,1619126756,0.802277432712216
"183","LP","H298",37.01,1619127653,0.880952380952381
"184","LP","H298",36.44,1619128551,0.821946169772257
"185","LP","H298",36.47,1619129448,0.825051759834369
"186","LP","H298",36.33,1619130346,0.81055900621118
"187","LP","H298",37.14,1619131243,0.894409937888199
"188","LP","H298",37.26,1619132141,0.906832298136646
"189","LP","H298",36.71,1619133038,0.849896480331263
"190","LP","H298",36.62,1619133935,0.840579710144928
"191","LP","H298",37.49,1619134832,0.93064182194617
"192","LP","H298",37.32,1619135733,0.91304347826087
"193","LP","H298",35.24,1619136634,0.697722567287785
"194","LP","H298",36.99,1619137538,0.87888198757764
"195","LP","H298",35.19,1619138436,0.692546583850932
"196","LP","H298",35.79,1619139333,0.754658385093168
"197","LP","H298",37.16,1619140231,0.89648033126294
"198","LP","H298",35.44,1619141128,0.718426501035197
"199","LP","H298",37.63,1619142026,0.945134575569359
"200","LP","H298",37.72,1619142925,0.954451345755694
"201","LP","H298",36.63,1619143824,0.841614906832299
"202","LP","H298",36.88,1619144723,0.867494824016564
"203","LP","H298",37.11,1619145620,0.891304347826087
"204","LP","H298",36.95,1619146517,0.874741200828158
"205","LP","H298",37,1619147414,0.879917184265011
"206","LP","H298",36.46,1619148311,0.824016563146998
"207","LP","H298",37.44,1619149208,0.925465838509317
"208","LP","H298",37.36,1619150109,0.917184265010352
"209","LP","H298",37.37,1619151005,0.918219461697723
"210","LP","H298",37.12,1619151901,0.892339544513458
"211","LP","H298",36.81,1619152799,0.86024844720497
"212","LP","H298",36.54,1619153696,0.832298136645963
"213","LP","H298",35.27,1619154594,0.700828157349897
"214","LP","H298",34.8,1619155493,0.652173913043478
"215","LP","H298",35.97,1619156398,0.773291925465839
"216","LP","H298",36.84,1619157295,0.863354037267081
"217","LP","H298",36.85,1619158192,0.864389233954452
"218","LP","H298",36.54,1619159089,0.832298136645963
"219","LP","H298",36.33,1619159986,0.81055900621118
"220","LP","H298",36.84,1619160884,0.863354037267081
"221","LP","H298",36.56,1619161781,0.834368530020704
"222","LP","H298",36.22,1619162679,0.799171842650104
"223","LP","H298",36.42,1619163576,0.819875776397516
"224","LP","H298",36.38,1619164474,0.815734989648034
"225","LP","H298",36.36,1619165372,0.813664596273292
"226","LP","H298",36.34,1619166269,0.811594202898551
"227","LP","H298",36.64,1619167167,0.842650103519669
"228","LP","H298",35.44,1619168064,0.718426501035197
"229","LP","H298",35.64,1619168966,0.739130434782609
"230","LP","H298",35.51,1619169868,0.725672877846791
"231","LP","H298",36.26,1619170766,0.803312629399586
"232","LP","H298",36.08,1619171664,0.784679089026915
"233","LP","H298",36.38,1619172562,0.815734989648034
"234","LP","H298",36.69,1619173460,0.847826086956522
"235","LP","H298",36.48,1619174357,0.826086956521739
"236","LP","H298",35.28,1619175256,0.701863354037267
"237","LP","H298",34.86,1619176153,0.658385093167702
"238","LP","H298",34.24,1619177059,0.594202898550725
"239","LP","H298",34.27,1619177958,0.597308488612837
"240","LP","H298",36.16,1619178863,0.79296066252588
"241","LP","H298",35.85,1619179761,0.760869565217392
"242","LP","H298",36.45,1619180659,0.822981366459628
"243","LP","H298",35.81,1619181557,0.756728778467909
"244","LP","H298",35.49,1619182455,0.72360248447205
"245","LP","H298",35.38,1619183353,0.712215320910974
"246","LP","H298",35.52,1619184252,0.726708074534162
"247","LP","H298",36.36,1619185150,0.813664596273292
"248","LP","H298",35.49,1619186048,0.72360248447205
"249","LP","H298",36.56,1619186946,0.834368530020704
"250","LP","H298",35.29,1619187843,0.702898550724638
"251","LP","H298",35.99,1619188748,0.77536231884058
"252","LP","H298",36.66,1619189647,0.84472049689441
"253","LP","H298",36.38,1619190544,0.815734989648034
"254","LP","H298",36.51,1619191442,0.829192546583851
"255","LP","H298",36.42,1619192339,0.819875776397516
"256","LP","H298",35.39,1619193237,0.713250517598344
"257","LP","H298",35.73,1619194142,0.748447204968944
"258","LP","H298",35.31,1619195044,0.704968944099379
"259","LP","H298",35.49,1619195946,0.72360248447205
"260","LP","H298",35.57,1619196851,0.731884057971015
"261","LP","H298",35.43,1619197757,0.717391304347826
"262","LP","H298",34.75,1619198654,0.646997929606625
"263","LP","H298",35.3,1619199560,0.703933747412008
"264","LP","H298",34.54,1619200457,0.625258799171843
"265","LP","H298",34.25,1619201362,0.595238095238095
"266","LP","H298",34.17,1619202267,0.586956521739131
"267","LP","H298",33.49,1619203171,0.51656314699793
"268","LP","H298",33.57,1619204074,0.524844720496895
"269","LP","H298",33.38,1619204978,0.505175983436853
"270","LP","H298",33.59,1619205881,0.526915113871636
"271","LP","H298",34.1,1619206784,0.579710144927537
"272","LP","H298",32.57,1619207688,0.421325051759835
"273","LP","H298",32.84,1619208592,0.449275362318841
"274","LP","H298",33.34,1619209496,0.501035196687371
"275","LP","H298",33.53,1619210399,0.520703933747412
"276","LP","H298",33.64,1619211303,0.532091097308489
"277","LP","H298",33.97,1619212206,0.566252587991719
"278","LP","H298",33.12,1619213109,0.478260869565217
"279","LP","H298",33.78,1619214013,0.546583850931677
"280","LP","H298",35.86,1619214915,0.761904761904762
"281","LP","H298",36.67,1619215812,0.845755693581781
"282","LP","H298",36.51,1619216710,0.829192546583851
"283","LP","H298",36.27,1619217608,0.804347826086957
"284","LP","H298",36.03,1619218506,0.779503105590063
"285","LP","H298",35.22,1619219404,0.695652173913044
"286","LP","H298",35.68,1619220303,0.743271221532091
"287","LP","H298",35.85,1619221202,0.760869565217392
"288","LP","H298",35.43,1619222100,0.717391304347826
"289","LP","H298",35.63,1619222998,0.738095238095239
"290","LP","H298",35.44,1619223896,0.718426501035197
"291","LP","H298",34.86,1619224798,0.658385093167702
"292","LP","H298",35.47,1619225700,0.721532091097309
"293","LP","H298",35.36,1619226605,0.710144927536232
"294","LP","H298",34.88,1619227503,0.660455486542444
"295","LP","H298",36.59,1619228407,0.837474120082816
"296","LP","H298",35.83,1619229305,0.75879917184265
"297","LP","H298",35.06,1619230203,0.679089026915114
"298","LP","H298",36.06,1619231108,0.782608695652174
"299","LP","H298",35.85,1619232006,0.760869565217392
"300","LP","H298",35.51,1619232905,0.725672877846791
"301","LP","H298",36.21,1619233803,0.798136645962733
"302","LP","H298",36.14,1619234701,0.790890269151139
"303","LP","H298",35.08,1619235599,0.681159420289855
"304","LP","H298",35.37,1619236497,0.711180124223602
"305","LP","H298",35.79,1619237395,0.754658385093168
"306","LP","H298",35.36,1619238293,0.710144927536232
"307","LP","H298",36.83,1619239191,0.86231884057971
"308","LP","H298",37.05,1619240088,0.885093167701863
"309","LP","H298",37.07,1619240985,0.887163561076605
"310","LP","H298",35.87,1619241883,0.762939958592132
"311","LP","H298",35.54,1619242782,0.728778467908903
"312","LP","H298",35.22,1619243688,0.695652173913044
"313","LP","H298",36.32,1619244593,0.80952380952381
"314","LP","H298",37.18,1619245490,0.898550724637681
"315","LP","H298",35.37,1619246388,0.711180124223602
"316","LP","H298",37,1619247286,0.879917184265011
"317","LP","H298",36.53,1619248183,0.831262939958593
"318","LP","H298",36.24,1619249080,0.801242236024845
"319","LP","H298",36.1,1619249978,0.786749482401657
"320","LP","H298",36.1,1619250876,0.786749482401657
"321","LP","H298",36.32,1619251774,0.80952380952381
"322","LP","H298",36.32,1619252672,0.80952380952381
"323","LP","H298",36.14,1619253569,0.790890269151139
"324","LP","H298",36.21,1619254467,0.798136645962733
"325","LP","H298",36.19,1619255365,0.796066252587992
"326","LP","H298",36.22,1619256263,0.799171842650104
"327","LP","H298",36.25,1619257161,0.802277432712216
"328","LP","H298",36.16,1619258058,0.79296066252588
"329","LP","H298",37.15,1619258955,0.89544513457557
"330","LP","H298",36.74,1619259856,0.853002070393375
"331","LP","H298",36.01,1619260753,0.777432712215321
"332","LP","H298",35.39,1619261651,0.713250517598344
"333","LP","H298",36.03,1619262550,0.779503105590063
"334","LP","H298",35.8,1619263448,0.755693581780538
"335","LP","H298",34.7,1619264347,0.641821946169773
"336","LP","H298",34.41,1619265253,0.611801242236025
"337","LP","H298",34.35,1619266160,0.605590062111802
"338","LP","H298",34.12,1619267066,0.581780538302277
"339","LP","H298",33.9,1619267969,0.559006211180124
"340","LP","H298",34.08,1619268871,0.577639751552795
"341","LP","H298",33.56,1619269778,0.523809523809524
"342","LP","H298",35.93,1619270681,0.769151138716356
"343","LP","H298",36.34,1619271579,0.811594202898551
"344","LP","H298",35.95,1619272477,0.771221532091098
"345","LP","H298",36.48,1619273374,0.826086956521739
"346","LP","H298",36.04,1619274272,0.780538302277433
"347","LP","H298",36.74,1619275169,0.853002070393375
"348","LP","H298",36.56,1619276067,0.834368530020704
"349","LP","H298",36.42,1619276964,0.819875776397516
"350","LP","H298",36.1,1619277862,0.786749482401657
"351","LP","H298",35.59,1619278761,0.733954451345756
"352","LP","H298",35.03,1619279659,0.675983436853002
"353","LP","H298",34.61,1619280566,0.632505175983437
"354","LP","H298",34.35,1619281472,0.605590062111802
"355","LP","H298",36.41,1619282376,0.818840579710145
"356","LP","H298",36.39,1619283274,0.816770186335404
"357","LP","H298",36.16,1619284171,0.79296066252588
"358","LP","H298",35.3,1619285070,0.703933747412008
"359","LP","H298",35.22,1619285976,0.695652173913044
"360","LP","H298",34.82,1619286881,0.65424430641822
"361","LP","H298",34.84,1619287787,0.656314699792961
"362","LP","H298",36.45,1619288692,0.822981366459628
"363","LP","H298",36.41,1619289590,0.818840579710145
"364","LP","H298",36.07,1619290487,0.783643892339545
"365","LP","H298",36.91,1619291384,0.870600414078675
"366","LP","H298",35.65,1619292283,0.740165631469979
"367","LP","H298",36.52,1619293181,0.830227743271222
"368","LP","H298",36.16,1619294078,0.79296066252588
"369","LP","H298",35.47,1619294976,0.721532091097309
"370","LP","H298",35.39,1619295874,0.713250517598344
"371","LP","H298",35.74,1619296773,0.749482401656315
"372","LP","H298",35.11,1619297671,0.684265010351967
"373","LP","H298",36.02,1619298568,0.778467908902692
"374","LP","H298",38.16,1619299465,1
"375","LP","H298",37.89,1619300365,0.972049689440994
"376","LP","H298",36.36,1619301265,0.813664596273292
"377","LP","H298",37.15,1619302162,0.89544513457557
"378","LP","H298",36.09,1619303062,0.785714285714286
"379","LP","H298",35.77,1619303960,0.752587991718427
"380","LP","H298",37.35,1619304857,0.916149068322982
"381","LP","H298",37.35,1619305754,0.916149068322982
"382","LP","H298",37.08,1619306654,0.888198757763975
"383","LP","H298",36.39,1619307551,0.816770186335404
"384","LP","H298",36.99,1619308448,0.87888198757764
"385","LP","H298",35.68,1619309346,0.743271221532091
"386","LP","H298",34.91,1619310244,0.663561076604555
"387","LP","H298",36.98,1619311148,0.877846790890269
"388","LP","H298",36.51,1619312045,0.829192546583851
"389","LP","H298",35.66,1619312942,0.74120082815735
"390","LP","H298",35.59,1619313841,0.733954451345756
"391","LP","H298",35.66,1619314739,0.74120082815735
"392","LP","H298",35.89,1619315636,0.765010351966874
"393","LP","H298",37.48,1619316534,0.929606625258799
"394","LP","H298",36.72,1619317434,0.850931677018634
"395","LP","H298",37.46,1619318332,0.927536231884058
"396","LP","H298",36.98,1619319232,0.877846790890269
"397","LP","H298",36.74,1619320130,0.853002070393375
"398","LP","H298",36.14,1619321027,0.790890269151139
"399","LP","H298",36.92,1619321924,0.871635610766046
"400","LP","H298",35.33,1619322821,0.70703933747412
"401","LP","H298",37.36,1619323717,0.917184265010352
"402","LP","H298",37.04,1619324614,0.884057971014493
"403","LP","H298",36.53,1619325511,0.831262939958593
"404","LP","H298",37.32,1619326411,0.91304347826087
"405","LP","H298",36,1619327311,0.776397515527951
"406","LP","H298",36.6,1619328211,0.838509316770187
"407","LP","H298",36.62,1619329111,0.840579710144928
"408","LP","H298",36.66,1619330011,0.84472049689441
"409","LP","H298",36.63,1619330911,0.841614906832299
"410","LP","H298",36.13,1619331811,0.789855072463769
"411","LP","H298",36.54,1619332711,0.832298136645963
"412","LP","H298",36.63,1619333611,0.841614906832299
"413","LP","H298",36.3,1619334511,0.807453416149068
"414","LP","H298",36.17,1619335411,0.793995859213251
"415","LP","H298",35.87,1619336311,0.762939958592132
"416","LP","H298",36.14,1619337211,0.790890269151139
"417","LP","H298",35.77,1619338111,0.752587991718427
"418","LP","H298",35.38,1619339011,0.712215320910974
"419","LP","H298",35.07,1619339911,0.680124223602485
"420","LP","H298",34.19,1619340811,0.589026915113872
"421","LP","H298",33.71,1619341711,0.539337474120083
"422","LP","H298",34.97,1619342611,0.669772256728779
"423","LP","H298",36.16,1619343511,0.79296066252588
"424","LP","H298",36.22,1619344411,0.799171842650104
"425","LP","H298",36.73,1619345311,0.851966873706004
"426","LP","H298",36.59,1619346211,0.837474120082816
"427","LP","H298",36.59,1619347111,0.837474120082816
"428","LP","H298",36.48,1619348011,0.826086956521739
"429","LP","H298",36.24,1619348911,0.801242236024845
"430","LP","H298",35.9,1619349811,0.766045548654244
"431","LP","H298",34.38,1619350711,0.608695652173914
"432","LP","H298",34.96,1619351611,0.668737060041408
"433","LP","H298",35,1619352511,0.67287784679089
"434","LP","H298",34.47,1619353411,0.618012422360249
"435","LP","H298",34.17,1619354311,0.586956521739131
"436","LP","H298",36.15,1619355211,0.791925465838509
"437","LP","H298",36.37,1619356111,0.814699792960663
"438","LP","H298",35.73,1619357011,0.748447204968944
"439","LP","H298",35.49,1619357911,0.72360248447205
"440","LP","H298",35.09,1619358811,0.682194616977226
"441","LP","H298",34.46,1619359711,0.616977225672878
"442","LP","H298",34.57,1619360611,0.628364389233955
"443","LP","H298",34.78,1619361511,0.650103519668737
"444","LP","H298",34.81,1619362411,0.653209109730849
"445","LP","H298",34.94,1619363311,0.666666666666667
"446","LP","H298",34.82,1619364211,0.65424430641822
"447","LP","H298",36.12,1619365111,0.788819875776398
"448","LP","H298",36.08,1619366011,0.784679089026915
"449","LP","H298",35.62,1619366911,0.737060041407868
"450","LP","H298",35.22,1619367811,0.695652173913044
"451","LP","H298",36.46,1619368711,0.824016563146998
"452","LP","H298",36.37,1619369611,0.814699792960663
"453","LP","H298",36.41,1619370511,0.818840579710145
"454","LP","H298",36.31,1619371411,0.808488612836439
"455","LP","H298",36.21,1619372311,0.798136645962733
"456","LP","H298",35.04,1619373211,0.677018633540373
"457","LP","H298",34.98,1619374111,0.670807453416149
"458","LP","H298",35.55,1619375011,0.729813664596273
"459","LP","H298",35.35,1619375911,0.709109730848862
"460","LP","H298",35.11,1619376811,0.684265010351967
"461","LP","H298",35.34,1619377711,0.708074534161491
"462","LP","H298",34.82,1619378611,0.65424430641822
"463","LP","H298",34.62,1619379511,0.633540372670807
"464","LP","H298",35,1619380411,0.67287784679089
"465","LP","H298",35.79,1619381311,0.754658385093168
"466","LP","H298",35.08,1619382211,0.681159420289855
"467","LP","H298",35.29,1619383112,0.702898550724638
"468","LP","H298",36.1,1619384012,0.786749482401657
"469","LP","H298",35.29,1619384912,0.702898550724638
"470","LP","H298",36.51,1619385812,0.829192546583851
"471","LP","H298",37.22,1619386712,0.902691511387164
"472","LP","H298",37.38,1619387612,0.919254658385094
"473","LP","H298",37.69,1619388512,0.951345755693582
"474","LP","H298",35.74,1619389412,0.749482401656315
"475","LP","H298",37.1,1619390312,0.890269151138717
"476","LP","H298",37.47,1619391212,0.928571428571429
"477","LP","H298",34.98,1619392112,0.670807453416149
"478","LP","H298",36.8,1619393012,0.859213250517598
"479","LP","H298",36.67,1619393912,0.845755693581781
"480","LP","H298",35.57,1619394812,0.731884057971015
"481","LP","H298",36.3,1619395712,0.807453416149068
"482","LP","H298",35.4,1619396612,0.714285714285714
"483","LP","H298",35.33,1619397512,0.70703933747412
"484","LP","H298",34.55,1619398412,0.626293995859213
"485","LP","H298",37.38,1619399312,0.919254658385094
"486","LP","H298",35.43,1619400212,0.717391304347826
"487","LP","H298",37.08,1619401112,0.888198757763975
"488","LP","H298",36.14,1619402012,0.790890269151139
"489","LP","H298",36.03,1619402912,0.779503105590063
"490","LP","H298",35.77,1619403812,0.752587991718427
"491","LP","H298",35.44,1619404712,0.718426501035197
"492","LP","H298",34.8,1619405612,0.652173913043478
"493","LP","H298",34.9,1619406512,0.662525879917184
"494","LP","H298",37.35,1619407412,0.916149068322982
"495","LP","H298",36.25,1619408312,0.802277432712216
"496","LP","H298",36.23,1619409212,0.800207039337474
"497","LP","H298",36.71,1619410112,0.849896480331263
"498","LP","H298",36.91,1619411012,0.870600414078675
"499","LP","H298",36.78,1619411912,0.857142857142858
"500","LP","H298",34.96,1619412812,0.668737060041408
"501","LP","H298",36.63,1619413712,0.841614906832299
"502","LP","H298",36.67,1619414612,0.845755693581781
"503","LP","H298",36.46,1619415512,0.824016563146998
"504","LP","H298",36.78,1619416412,0.857142857142858
"505","LP","H298",36.73,1619417312,0.851966873706004
"506","LP","H298",36.34,1619418212,0.811594202898551
"507","LP","H298",36.44,1619419112,0.821946169772257
"508","LP","H298",36.26,1619420012,0.803312629399586
"509","LP","H298",36.18,1619420912,0.795031055900621
"510","LP","H298",35.51,1619421812,0.725672877846791
"511","LP","H298",36.78,1619422712,0.857142857142858
"512","LP","H298",36.48,1619423612,0.826086956521739
"513","LP","H298",35.71,1619424512,0.746376811594203
"514","LP","H298",34.6,1619425412,0.631469979296067
"515","LP","H298",34.22,1619426312,0.592132505175983
"516","LP","H298",34.23,1619427212,0.593167701863354
"517","LP","H298",34.42,1619428112,0.612836438923396
"518","LP","H298",34.94,1619429012,0.666666666666667
"519","LP","H298",35.68,1619429912,0.743271221532091
"520","LP","H298",36.29,1619430812,0.806418219461698
"521","LP","H298",36.21,1619431712,0.798136645962733
"522","LP","H298",36.26,1619432612,0.803312629399586
"523","LP","H298",36.88,1619433512,0.867494824016564
"524","LP","H298",34.93,1619434412,0.665631469979296
"525","LP","H298",36.78,1619435312,0.857142857142858
"526","LP","H298",36.26,1619436212,0.803312629399586
"527","LP","H298",36.64,1619437112,0.842650103519669
"528","LP","H298",35.92,1619438012,0.768115942028986
"529","LP","H298",35.98,1619438912,0.774327122153209
"530","LP","H298",35.95,1619439812,0.771221532091098
"531","LP","H298",36.85,1619440712,0.864389233954452
"532","LP","H298",35.8,1619441610,0.755693581780538
"533","LP","H298",35.63,1619442508,0.738095238095239
"534","LP","H298",35.22,1619443407,0.695652173913044
"535","LP","H298",35.04,1619444310,0.677018633540373
"536","LP","H298",34.88,1619445214,0.660455486542444
"537","LP","H298",35.33,1619446117,0.70703933747412
"538","LP","H298",35.98,1619447019,0.774327122153209
