Column1,Period,ID,ap_t,unix
1954,SP22,H298,36.08,1620722237
1955,SP22,H298,36.12,1620723141
1956,SP22,H298,35.89,1620724044
1957,SP22,H298,36.48,1620724948
1958,SP22,H298,36.66,1620725851
1959,SP22,H298,36.53,1620726750
1960,SP22,H298,36.46,1620727648
1961,SP22,H298,36.37,1620728547
1962,SP22,H298,36.34,1620729446
1963,SP22,H298,36.25,1620730344
1964,SP22,H298,36.19,1620731244
1965,SP22,H298,36,1620732143
1966,SP22,H298,36.42,1620733041
1967,SP22,H298,36.34,1620733940
1968,SP22,H298,35.81,1620734839
1969,SP22,H298,34.99,1620735739
1970,SP22,H298,35.16,1620736645
1971,SP22,H298,35.27,1620737552
1972,SP22,H298,34.93,1620738451
1973,SP22,H298,35.2,1620739358
1974,SP22,H298,34.74,1620740265
1975,SP22,H298,36.14,1620741168
1976,SP22,H298,36.13,1620742066
1977,SP22,H298,36.12,1620742965
1978,SP22,H298,34.57,1620743864
1979,SP22,H298,34.54,1620744767
1980,SP22,H298,35.75,1620745673
1981,SP22,H298,36.62,1620746571
1982,SP22,H298,36.69,1620747470
1983,SP22,H298,36.32,1620748368
1984,SP22,H298,35.27,1620749268
1985,SP22,H298,35.22,1620750175
1986,SP22,H298,36.14,1620751081
1987,SP22,H298,36.34,1620751981
1988,SP22,H298,36.41,1620752880
1989,SP22,H298,36.25,1620753779
1990,SP22,H298,35.52,1620754679
1991,SP22,H298,34.53,1620755578
1992,SP22,H298,34.45,1620756486
1993,SP22,H298,36.12,1620757389
1994,SP22,H298,36.51,1620758289
1995,SP22,H298,37.06,1620759189
1996,SP22,H298,36.97,1620760087
1997,SP22,H298,36.39,1620760985
1998,SP22,H298,36.06,1620761884
1999,SP22,H298,36.9,1620762783
2000,SP22,H298,36.61,1620763682
2001,SP22,H298,36.98,1620764580
2002,SP22,H298,34.62,1620765479
2003,SP22,H298,36.84,1620766381
2004,SP22,H298,36.71,1620767280
2005,SP22,H298,36.68,1620768178
2006,SP22,H298,36.77,1620769077
2007,SP22,H298,36.31,1620769976
2008,SP22,H298,36.81,1620770875
2009,SP22,H298,36.3,1620771774
2010,SP22,H298,36.11,1620772674
2011,SP22,H298,35.51,1620773573
2012,SP22,H298,35.98,1620774472
2013,SP22,H298,35.81,1620775371
2014,SP22,H298,35.74,1620776269
2015,SP22,H298,36.28,1620777168
2016,SP22,H298,36.25,1620778068
2017,SP22,H298,34.77,1620778967
2018,SP22,H298,37.38,1620779873
2019,SP22,H298,36.92,1620780772
2020,SP22,H298,37.43,1620781671
2021,SP22,H298,35.98,1620782569
2022,SP22,H298,36.16,1620783468
2023,SP22,H298,36.91,1620784366
2024,SP22,H298,36.71,1620785264
2025,SP22,H298,35.36,1620786164
2026,SP22,H298,36.77,1620787061
2027,SP22,H298,36.97,1620787959
2028,SP22,H298,35.77,1620788858
2029,SP22,H298,35.78,1620789756
2030,SP22,H298,36.17,1620790655
2031,SP22,H298,36.85,1620791553
2032,SP22,H298,37.54,1620792452
2033,SP22,H298,37.14,1620793349
2034,SP22,H298,36.93,1620794247
2035,SP22,H298,35.79,1620795145
2036,SP22,H298,36.45,1620796043
2037,SP22,H298,35.2,1620796942
2038,SP22,H298,35.04,1620797842
2039,SP22,H298,35.94,1620798740
2040,SP22,H298,36.26,1620799638
2041,SP22,H298,35.62,1620800538
2042,SP22,H298,34.68,1620801437
2043,SP22,H298,36.78,1620802338
2044,SP22,H298,36.63,1620803236
2045,SP22,H298,35.33,1620804135
2046,SP22,H298,36.69,1620805033
2047,SP22,H298,36.34,1620805932
2048,SP22,H298,36.09,1620806830
2049,SP22,H298,36.19,1620807730
2050,SP22,H298,36.25,1620808629
2051,SP22,H298,34.76,1620809528
2052,SP22,H298,34.97,1620810435
2053,SP22,H298,35.13,1620811341
2054,SP22,H298,35.1,1620812240
2055,SP22,H298,35.1,1620813147
2056,SP22,H298,36.38,1620814046
2057,SP22,H298,36.21,1620814945
2058,SP22,H298,36.4,1620815842
2059,SP22,H298,35.12,1620816742
2060,SP22,H298,35.05,1620817648
2061,SP22,H298,34.75,1620818554
2062,SP22,H298,36.99,1620819455
2063,SP22,H298,37.76,1620820355
2064,SP22,H298,35.78,1620821256
2065,SP22,H298,35.85,1620822155
2066,SP22,H298,35.58,1620823053
2067,SP22,H298,36.29,1620823952
2068,SP22,H298,36.23,1620824851
2069,SP22,H298,36.02,1620825751
2070,SP22,H298,35.94,1620826650
2071,SP22,H298,35.94,1620827548
2072,SP22,H298,36.16,1620828447
2073,SP22,H298,35.83,1620829345
2074,SP22,H298,35.88,1620830243
2075,SP22,H298,35.95,1620831142
2076,SP22,H298,35.81,1620832041
2077,SP22,H298,35.64,1620832939
2078,SP22,H298,36.58,1620833838
2079,SP22,H298,36.4,1620834737
2080,SP22,H298,36.6,1620835636
2081,SP22,H298,35.57,1620836535
2082,SP22,H298,36.25,1620837440
2083,SP22,H298,35.92,1620838340
2084,SP22,H298,36.87,1620839238
2085,SP22,H298,36.6,1620840136
2086,SP22,H298,35.13,1620841035
2087,SP22,H298,36.42,1620841941
2088,SP22,H298,36.37,1620842840
2089,SP22,H298,36.01,1620843739
2090,SP22,H298,36.57,1620844636
2091,SP22,H298,36.49,1620845535
2092,SP22,H298,35.79,1620846435
2093,SP22,H298,36.34,1620847334
2094,SP22,H298,36.27,1620848233
2095,SP22,H298,37.11,1620849132
2096,SP22,H298,36.58,1620850030
2097,SP22,H298,36.72,1620850929
2098,SP22,H298,37.07,1620851827
2099,SP22,H298,35.82,1620852725
2100,SP22,H298,34.99,1620853625
2101,SP22,H298,36.39,1620854527
2102,SP22,H298,36.88,1620855426
2103,SP22,H298,36.19,1620856325
2104,SP22,H298,36.74,1620857223
2105,SP22,H298,36.83,1620858122
2106,SP22,H298,36.41,1620859021
2107,SP22,H298,36.06,1620859920
2108,SP22,H298,37.18,1620860818
2109,SP22,H298,36.33,1620861716
2110,SP22,H298,35.15,1620862617
2111,SP22,H298,35.27,1620863515
2112,SP22,H298,35.53,1620864413
2113,SP22,H298,35.58,1620865312
2114,SP22,H298,36.78,1620866218
2115,SP22,H298,36.16,1620867117
2116,SP22,H298,35.78,1620868016
2117,SP22,H298,35.99,1620868916
2118,SP22,H298,35.47,1620869815
2119,SP22,H298,35.52,1620870713
2120,SP22,H298,35.35,1620871612
2121,SP22,H298,36.51,1620872511
2122,SP22,H298,36.58,1620873410
2123,SP22,H298,35.51,1620874309
2124,SP22,H298,35.72,1620875207
2125,SP22,H298,36.6,1620876106
2126,SP22,H298,35.48,1620877006
2127,SP22,H298,35.8,1620877912
2128,SP22,H298,36.01,1620878811
2129,SP22,H298,36.18,1620879709
2130,SP22,H298,35.57,1620880608
2131,SP22,H298,37.95,1620881514
2132,SP22,H298,37.59,1620882411
2133,SP22,H298,35.56,1620883310
2134,SP22,H298,35.64,1620884208
2135,SP22,H298,35.34,1620885107
2136,SP22,H298,35.21,1620886005
2137,SP22,H298,35.08,1620886912
2138,SP22,H298,36.53,1620887818
2139,SP22,H298,36.48,1620888717
2140,SP22,H298,36.47,1620889616
2141,SP22,H298,35.13,1620890515
2142,SP22,H298,35.97,1620891421
2143,SP22,H298,36.14,1620892321
2144,SP22,H298,36.04,1620893220
2145,SP22,H298,36.46,1620894118
2146,SP22,H298,36.48,1620895017
2147,SP22,H298,36.3,1620895916
2148,SP22,H298,35.96,1620896814
2149,SP22,H298,36.19,1620897713
2150,SP22,H298,36.06,1620898611
2151,SP22,H298,35.83,1620899510
2152,SP22,H298,35.97,1620900408
2153,SP22,H298,36.84,1620901306
2154,SP22,H298,36.51,1620902205
2155,SP22,H298,36.19,1620903106
2156,SP22,H298,35.52,1620904007
2157,SP22,H298,35.85,1620904907
2158,SP22,H298,35.52,1620905808
2159,SP22,H298,36.61,1620906709
2160,SP22,H298,36.37,1620907610
2161,SP22,H298,35.13,1620908510
2162,SP22,H298,36.43,1620909411
2163,SP22,H298,36.69,1620910312
2164,SP22,H298,36.43,1620911213
2165,SP22,H298,36.08,1620912114
2166,SP22,H298,36.28,1620913014
2167,SP22,H298,36.42,1620913915
2168,SP22,H298,36.27,1620914816
2169,SP22,H298,36.58,1620915717
2170,SP22,H298,36.37,1620916618
2171,SP22,H298,36.31,1620917518
2172,SP22,H298,36.6,1620918419
2173,SP22,H298,36.22,1620919320
2174,SP22,H298,35.1,1620920221
2175,SP22,H298,35.33,1620921121
2176,SP22,H298,36.38,1620922022
2177,SP22,H298,36.03,1620922923
2178,SP22,H298,36.25,1620923824
2179,SP22,H298,35.07,1620924725
2180,SP22,H298,34.95,1620925625
2181,SP22,H298,35.75,1620926526
2182,SP22,H298,35.67,1620927427
2183,SP22,H298,35.35,1620928328
2184,SP22,H298,35.4,1620929229
2185,SP22,H298,35.11,1620930129
2186,SP22,H298,35.48,1620931030
2187,SP22,H298,36.23,1620931931
2188,SP22,H298,35.29,1620932832
2189,SP22,H298,35.43,1620933732
2190,SP22,H298,37.12,1620934633
2191,SP22,H298,36.73,1620935534
2192,SP22,H298,35.16,1620936435
2193,SP22,H298,35.99,1620937336
2194,SP22,H298,35.64,1620938236
2195,SP22,H298,35.37,1620939137
2196,SP22,H298,36.33,1620940038
2197,SP22,H298,35.98,1620940939
2198,SP22,H298,37.05,1620941839
2199,SP22,H298,35.54,1620942740
2200,SP22,H298,36.8,1620943641
2201,SP22,H298,36.56,1620944542
2202,SP22,H298,36.41,1620945443
2203,SP22,H298,35.63,1620946343
2204,SP22,H298,34.42,1620947244
2205,SP22,H298,35.06,1620948145
2206,SP22,H298,35.08,1620949046
2207,SP22,H298,35.79,1620949947
2208,SP22,H298,35.59,1620950847
2209,SP22,H298,35.67,1620951748
2210,SP22,H298,35.11,1620952649
2211,SP22,H298,36.24,1620953550
2212,SP22,H298,36.87,1620954450
2213,SP22,H298,35.86,1620955351
2214,SP22,H298,34.96,1620956252
2215,SP22,H298,36.66,1620957153
2216,SP22,H298,36.57,1620958054
2217,SP22,H298,35.44,1620958954
2218,SP22,H298,35.18,1620959855
2219,SP22,H298,35.38,1620960756
2220,SP22,H298,36.37,1620961657
2221,SP22,H298,35.09,1620962558
2222,SP22,H298,36.08,1620963458
2223,SP22,H298,35.84,1620964359
2224,SP22,H298,35.14,1620965260
2225,SP22,H298,34.36,1620966161
2226,SP22,H298,35.55,1620967061
2227,SP22,H298,35.79,1620967962
2228,SP22,H298,36.18,1620968863
2229,SP22,H298,36.64,1620969764
2230,SP22,H298,36.37,1620970665
2231,SP22,H298,36.23,1620971565
2232,SP22,H298,36.45,1620972466
2233,SP22,H298,36.54,1620973367
2234,SP22,H298,36.62,1620974268
2235,SP22,H298,35.65,1620975169
2236,SP22,H298,35.36,1620976069
2237,SP22,H298,35.12,1620976970
2238,SP22,H298,36.31,1620977871
2239,SP22,H298,36.58,1620978772
2240,SP22,H298,36.34,1620979672
2241,SP22,H298,35.97,1620980573
2242,SP22,H298,35.92,1620981474
2243,SP22,H298,36.01,1620982375
2244,SP22,H298,35.24,1620983276
2245,SP22,H298,36.08,1620984176
2246,SP22,H298,37.15,1620985077
2247,SP22,H298,36.88,1620985978
2248,SP22,H298,36.55,1620986879
2249,SP22,H298,36.52,1620987779
2250,SP22,H298,36.28,1620988680
2251,SP22,H298,35.98,1620989581
2252,SP22,H298,36.28,1620990482
2253,SP22,H298,36,1620991383
2254,SP22,H298,34.23,1620992283
2255,SP22,H298,34.76,1620993184
2256,SP22,H298,36.21,1620994085
2257,SP22,H298,36.29,1620994986
2258,SP22,H298,36.32,1620995887
2259,SP22,H298,35.84,1620996787
2260,SP22,H298,34.8,1620997688
2261,SP22,H298,35.81,1620998589
2262,SP22,H298,35.84,1620999490
2263,SP22,H298,35.7,1621000390
2264,SP22,H298,36.52,1621001291
2265,SP22,H298,36.29,1621002192
2266,SP22,H298,36.19,1621003093
2267,SP22,H298,35.66,1621003994
2268,SP22,H298,35.92,1621004894
2269,SP22,H298,36.12,1621005795
2270,SP22,H298,36.09,1621006696
2271,SP22,H298,36.04,1621007597
2272,SP22,H298,36.01,1621008498
2273,SP22,H298,36.68,1621009398
2274,SP22,H298,36.4,1621010299
2275,SP22,H298,35.13,1621011200
2276,SP22,H298,35.4,1621012101
2277,SP22,H298,36.14,1621013001
2278,SP22,H298,35.24,1621013902
2279,SP22,H298,35.79,1621014803
2280,SP22,H298,36.57,1621015704
2281,SP22,H298,35.24,1621016605
2282,SP22,H298,36.21,1621017505
2283,SP22,H298,35.99,1621018406
2284,SP22,H298,35.9,1621019307
2285,SP22,H298,35.43,1621020208
2286,SP22,H298,36.67,1621021108
2287,SP22,H298,36.63,1621022009
2288,SP22,H298,36.06,1621022910
2289,SP22,H298,35.5,1621023811
2290,SP22,H298,35.51,1621024712
2291,SP22,H298,35.93,1621025612
2292,SP22,H298,36.28,1621026513
2293,SP22,H298,36.01,1621027414
2294,SP22,H298,37.4,1621028315
2295,SP22,H298,35.42,1621029216
2296,SP22,H298,36.45,1621030116
2297,SP22,H298,34.79,1621031017
2298,SP22,H298,35.38,1621031918
2299,SP22,H298,35.57,1621032819
2300,SP22,H298,34.65,1621033719
2301,SP22,H298,35.11,1621034620
2302,SP22,H298,36.12,1621035521
2303,SP22,H298,35.82,1621036422
2304,SP22,H298,36.16,1621037323
2305,SP22,H298,35.68,1621038223
2306,SP22,H298,35.65,1621039124
2307,SP22,H298,34.68,1621040025
2308,SP22,H298,35.82,1621040926
2309,SP22,H298,35.92,1621041827
2310,SP22,H298,36.71,1621042727
2311,SP22,H298,37.36,1621043628
2312,SP22,H298,36.07,1621044529
2313,SP22,H298,35.33,1621045430
2314,SP22,H298,35.51,1621046330
2315,SP22,H298,35.28,1621047231
2316,SP22,H298,35.28,1621048132
2317,SP22,H298,35.07,1621049033
2318,SP22,H298,35.28,1621049934
2319,SP22,H298,35.56,1621050834
2320,SP22,H298,35.15,1621051735
2321,SP22,H298,35.03,1621052636
2322,SP22,H298,35.68,1621053537
2323,SP22,H298,35.3,1621054437
2324,SP22,H298,37.55,1621055338
2325,SP22,H298,36.77,1621056239
2326,SP22,H298,36.66,1621057140
2327,SP22,H298,36.69,1621058041
2328,SP22,H298,36.75,1621058941
2329,SP22,H298,35.85,1621059842
2330,SP22,H298,36.12,1621060743
2331,SP22,H298,35.53,1621061644
2332,SP22,H298,34.69,1621062545
2333,SP22,H298,35.42,1621063445
2334,SP22,H298,36.16,1621064346
2335,SP22,H298,35.04,1621065247
2336,SP22,H298,34.9,1621066148
2337,SP22,H298,36.55,1621067048
2338,SP22,H298,36.51,1621067949
2339,SP22,H298,36.28,1621068850
2340,SP22,H298,36.12,1621069751
2341,SP22,H298,36.14,1621070652
2342,SP22,H298,35.89,1621071552
2343,SP22,H298,35.73,1621072453
2344,SP22,H298,36.11,1621073354
2345,SP22,H298,35.48,1621074255
2346,SP22,H298,35.2,1621075156
2347,SP22,H298,35.15,1621076056
2348,SP22,H298,36.16,1621076957
2349,SP22,H298,36.27,1621077858
2350,SP22,H298,36.29,1621078759
2351,SP22,H298,35.81,1621079659
2352,SP22,H298,35.97,1621080560
2353,SP22,H298,36.3,1621081461
2354,SP22,H298,36.13,1621082362
2355,SP22,H298,35.42,1621083263
2356,SP22,H298,36.21,1621084163
2357,SP22,H298,36.67,1621085064
2358,SP22,H298,36.46,1621085965
2359,SP22,H298,36.42,1621086866
2360,SP22,H298,36.22,1621087767
2361,SP22,H298,35.81,1621088667
2362,SP22,H298,36,1621089568
2363,SP22,H298,35.9,1621090469
2364,SP22,H298,35.99,1621091370
2365,SP22,H298,36.33,1621092270
2366,SP22,H298,36.58,1621093171
2367,SP22,H298,36.41,1621094072
2368,SP22,H298,36.31,1621094973
2369,SP22,H298,36.23,1621095874
2370,SP22,H298,36.21,1621096774
2371,SP22,H298,36.07,1621097675
2372,SP22,H298,35.71,1621098576
2373,SP22,H298,35.53,1621099477
2374,SP22,H298,34.91,1621100377
2375,SP22,H298,36.25,1621101278
2376,SP22,H298,36.82,1621102179
2377,SP22,H298,35.68,1621103080
2378,SP22,H298,35.29,1621103981
2379,SP22,H298,35.48,1621104881
2380,SP22,H298,35.18,1621105782
2381,SP22,H298,35.21,1621106683
2382,SP22,H298,35.7,1621107584
2383,SP22,H298,35.7,1621108485
2384,SP22,H298,35.7,1621109385
2385,SP22,H298,35.97,1621110286
2386,SP22,H298,35.99,1621111187
2387,SP22,H298,35.07,1621112088
2388,SP22,H298,35.49,1621112988
2389,SP22,H298,35.7,1621113889
2390,SP22,H298,36.19,1621114790
2391,SP22,H298,36.62,1621115691
2392,SP22,H298,36.54,1621116592
2393,SP22,H298,35.45,1621117492
2394,SP22,H298,35.57,1621118393
2395,SP22,H298,35.37,1621119294
2396,SP22,H298,35.53,1621120195
2397,SP22,H298,35.83,1621121096
2398,SP22,H298,34.82,1621121996
2399,SP22,H298,36.14,1621122897
2400,SP22,H298,36.22,1621123798
2401,SP22,H298,37.7,1621124699
2402,SP22,H298,37.01,1621125599
2403,SP22,H298,35.13,1621126500
2404,SP22,H298,34.93,1621127401
2405,SP22,H298,35.28,1621128302
2406,SP22,H298,35.39,1621129203
2407,SP22,H298,36.83,1621130103
2408,SP22,H298,35.9,1621131004
2409,SP22,H298,36.58,1621131905
2410,SP22,H298,34.81,1621132806
2411,SP22,H298,34.81,1621133706
2412,SP22,H298,34.77,1621134607
2413,SP22,H298,34.4,1621135508
2414,SP22,H298,35.44,1621136409
2415,SP22,H298,35.57,1621137310
2416,SP22,H298,36.1,1621138210
2417,SP22,H298,35.81,1621139111
2418,SP22,H298,37.23,1621140012
2419,SP22,H298,35.57,1621140913
2420,SP22,H298,35.57,1621141814
2421,SP22,H298,36.75,1621142714
2422,SP22,H298,35.7,1621143615
2423,SP22,H298,35.09,1621144516
2424,SP22,H298,35.49,1621145417
2425,SP22,H298,35.81,1621146317
2426,SP22,H298,35.57,1621147218
2427,SP22,H298,35.58,1621148119
2428,SP22,H298,35.88,1621149020
2429,SP22,H298,35.79,1621149921
2430,SP22,H298,34.93,1621150821
2431,SP22,H298,34.31,1621151722
2432,SP22,H298,35.93,1621152623
2433,SP22,H298,35.57,1621153524
2434,SP22,H298,35.82,1621154425
2435,SP22,H298,36.21,1621155325
2436,SP22,H298,35.89,1621156226
2437,SP22,H298,36.32,1621157127
2438,SP22,H298,36.63,1621158028
2439,SP22,H298,36.9,1621158928
2440,SP22,H298,36.99,1621159829
2441,SP22,H298,35.16,1621160730
2442,SP22,H298,36.74,1621161631
2443,SP22,H298,36.36,1621162532
2444,SP22,H298,36.32,1621163432
2445,SP22,H298,35.28,1621164333
2446,SP22,H298,36.12,1621165234
2447,SP22,H298,36.06,1621166135
2448,SP22,H298,35.13,1621167035
2449,SP22,H298,36.54,1621167936
2450,SP22,H298,36.52,1621168837
2451,SP22,H298,36.42,1621169738
2452,SP22,H298,35.56,1621170639
2453,SP22,H298,35.84,1621171539
2454,SP22,H298,34.69,1621172440
2455,SP22,H298,34.96,1621173341
2456,SP22,H298,34.77,1621174242
2457,SP22,H298,36.04,1621175143
2458,SP22,H298,36.45,1621176043
2459,SP22,H298,36.4,1621176944
2460,SP22,H298,35.05,1621177845
2461,SP22,H298,36.31,1621178746
2462,SP22,H298,36.17,1621179646
2463,SP22,H298,34.67,1621180547
2464,SP22,H298,36.47,1621181448
2465,SP22,H298,35.42,1621182349
2466,SP22,H298,34.93,1621183250
2467,SP22,H298,35.33,1621184150
2468,SP22,H298,36.26,1621185051
2469,SP22,H298,36.46,1621185952
2470,SP22,H298,36.32,1621186853
2471,SP22,H298,36.29,1621187754
2472,SP22,H298,35.88,1621188654
2473,SP22,H298,34.74,1621189555
2474,SP22,H298,36.72,1621190456
2475,SP22,H298,36.87,1621191357
2476,SP22,H298,36.62,1621192257
2477,SP22,H298,36.63,1621193158
2478,SP22,H298,36.45,1621194059
2479,SP22,H298,36.59,1621194960
2480,SP22,H298,35.03,1621195861
2481,SP22,H298,35.56,1621196761
2482,SP22,H298,36.71,1621197662
2483,SP22,H298,37.14,1621198563
2484,SP22,H298,36.78,1621199464
2485,SP22,H298,37.11,1621200365
2486,SP22,H298,37.27,1621201265
2487,SP22,H298,36.76,1621202166
2488,SP22,H298,36,1621203067
2489,SP22,H298,35.89,1621203968
2490,SP22,H298,34.36,1621204868
2491,SP22,H298,36.36,1621205769
2492,SP22,H298,36.59,1621206670
2493,SP22,H298,36.17,1621207571
2494,SP22,H298,36.64,1621208472
2495,SP22,H298,35.85,1621209372
2496,SP22,H298,36.19,1621210273
2497,SP22,H298,35.94,1621211174
2498,SP22,H298,36.6,1621212075
2499,SP22,H298,36.41,1621212975
2500,SP22,H298,35.44,1621213876
2501,SP22,H298,34.82,1621214777
2502,SP22,H298,34.97,1621215678
2503,SP22,H298,36.62,1621216579
2504,SP22,H298,35.6,1621217479
2505,SP22,H298,35.33,1621218380
2506,SP22,H298,36.27,1621219281
2507,SP22,H298,35.59,1621220182
2508,SP22,H298,36.07,1621221083
2509,SP22,H298,34.89,1621221983
2510,SP22,H298,35.65,1621222884
2511,SP22,H298,35.72,1621223785
2512,SP22,H298,35.56,1621224686
2513,SP22,H298,34.78,1621225586
2514,SP22,H298,34.67,1621226487
2515,SP22,H298,34.47,1621227388
2516,SP22,H298,36.15,1621228289
2517,SP22,H298,35.39,1621229190
2518,SP22,H298,35.57,1621230090
2519,SP22,H298,36.1,1621230991
2520,SP22,H298,35.58,1621231892
2521,SP22,H298,35.1,1621232793
2522,SP22,H298,34.49,1621233694
2523,SP22,H298,35,1621234594
2524,SP22,H298,35.24,1621235495
2525,SP22,H298,36.99,1621236396
2526,SP22,H298,36.57,1621237297
2527,SP22,H298,36.45,1621238197
2528,SP22,H298,36.27,1621239098
2529,SP22,H298,36.15,1621239999
2530,SP22,H298,36.28,1621240900
2531,SP22,H298,35.25,1621241801
2532,SP22,H298,36.41,1621242701
2533,SP22,H298,36.32,1621243602
2534,SP22,H298,36.7,1621244503
2535,SP22,H298,36.6,1621245404
2536,SP22,H298,36.51,1621246304
2537,SP22,H298,36.49,1621247205
2538,SP22,H298,35.73,1621248106
2539,SP22,H298,35.59,1621249007
2540,SP22,H298,36.16,1621249908
2541,SP22,H298,36.66,1621250808
2542,SP22,H298,36.64,1621251709
2543,SP22,H298,36.39,1621252610
2544,SP22,H298,36.26,1621253511
2545,SP22,H298,36.14,1621254412
2546,SP22,H298,36.12,1621255312
2547,SP22,H298,35.99,1621256213
2548,SP22,H298,36.09,1621257114
2549,SP22,H298,35.37,1621258015
2550,SP22,H298,35.31,1621258915
2551,SP22,H298,35.59,1621259816
2552,SP22,H298,35.74,1621260717
2553,SP22,H298,36.19,1621261618
2554,SP22,H298,35.22,1621262519
2555,SP22,H298,36.1,1621263419
2556,SP22,H298,35.69,1621264320
2557,SP22,H298,36.19,1621265221
2558,SP22,H298,36.45,1621266122
2559,SP22,H298,36.43,1621267023
2560,SP22,H298,36.27,1621267923
2561,SP22,H298,35.48,1621268824
2562,SP22,H298,36.04,1621269725
2563,SP22,H298,35.71,1621270626
2564,SP22,H298,34.51,1621271526
2565,SP22,H298,36.12,1621272427
2566,SP22,H298,35.15,1621273328
2567,SP22,H298,35.44,1621274229
2568,SP22,H298,35.45,1621275130
2569,SP22,H298,36.33,1621276030
2570,SP22,H298,35.93,1621276931
2571,SP22,H298,36.11,1621277832
2572,SP22,H298,35.07,1621278733
2573,SP22,H298,35.23,1621279634
2574,SP22,H298,35.74,1621280534
2575,SP22,H298,35.53,1621281435
2576,SP22,H298,35.22,1621282336
2577,SP22,H298,35.53,1621283237
2578,SP22,H298,35.94,1621284137
2579,SP22,H298,34.92,1621285038
2580,SP22,H298,35.26,1621285939
2581,SP22,H298,35.09,1621286840
2582,SP22,H298,35.51,1621287741
2583,SP22,H298,36.12,1621288641
2584,SP22,H298,35.09,1621289542
2585,SP22,H298,35.28,1621290443
2586,SP22,H298,34.83,1621291344
2587,SP22,H298,35.47,1621292244
2588,SP22,H298,35.52,1621293145
2589,SP22,H298,36.71,1621294046
2590,SP22,H298,36.03,1621294947
2591,SP22,H298,35.14,1621295848
2592,SP22,H298,34.95,1621296748
2593,SP22,H298,35.86,1621297649
2594,SP22,H298,36.21,1621298550
2595,SP22,H298,36.89,1621299451
2596,SP22,H298,36.09,1621300352
2597,SP22,H298,35.78,1621301252
2598,SP22,H298,37.01,1621302153
2599,SP22,H298,36.78,1621303054
2600,SP22,H298,35.24,1621303955
2601,SP22,H298,35.77,1621304855
2602,SP22,H298,35.59,1621305756
2603,SP22,H298,35.59,1621306657
2604,SP22,H298,34.68,1621307558
2605,SP22,H298,35.94,1621308459
2606,SP22,H298,35.7,1621309359
2607,SP22,H298,36.51,1621310260
2608,SP22,H298,35.38,1621311161
2609,SP22,H298,35.1,1621312062
2610,SP22,H298,35.66,1621312963
2611,SP22,H298,34.79,1621313863
2612,SP22,H298,35.31,1621314764
2613,SP22,H298,37.05,1621315665
2614,SP22,H298,36.77,1621316566
2615,SP22,H298,36.43,1621317466
2616,SP22,H298,35.71,1621318367
2617,SP22,H298,35.72,1621319268
2618,SP22,H298,35.36,1621320169
2619,SP22,H298,34.8,1621321070
2620,SP22,H298,34.65,1621321970
2621,SP22,H298,36.12,1621322871
2622,SP22,H298,35.95,1621323772
2623,SP22,H298,35.39,1621324673
2624,SP22,H298,36,1621325573
2625,SP22,H298,35.03,1621326474
2626,SP22,H298,36.53,1621327375
2627,SP22,H298,36.87,1621328276
2628,SP22,H298,36.59,1621329177
2629,SP22,H298,36.34,1621330077
2630,SP22,H298,35.52,1621330978
2631,SP22,H298,34.98,1621331879
2632,SP22,H298,34.55,1621332780
2633,SP22,H298,35.92,1621333681
2634,SP22,H298,36.3,1621334581
2635,SP22,H298,36.28,1621335482
2636,SP22,H298,36.04,1621336383
2637,SP22,H298,36.31,1621337284
2638,SP22,H298,36.46,1621338184
2639,SP22,H298,36.12,1621339085
2640,SP22,H298,36.06,1621339986
2641,SP22,H298,36.85,1621340887
2642,SP22,H298,36.64,1621341788
2643,SP22,H298,36.3,1621342688
2644,SP22,H298,36.23,1621343589
2645,SP22,H298,36.23,1621344490
2646,SP22,H298,36.22,1621345391
2647,SP22,H298,35.11,1621346292
2648,SP22,H298,35.45,1621347192
2649,SP22,H298,35.96,1621348093
2650,SP22,H298,36.29,1621348994
2651,SP22,H298,36.55,1621349895
2652,SP22,H298,36.73,1621350795
2653,SP22,H298,36.57,1621351696
2654,SP22,H298,36.41,1621352597
2655,SP22,H298,35.87,1621353498
2656,SP22,H298,36.76,1621354399
2657,SP22,H298,36.4,1621355299
2658,SP22,H298,36.28,1621356200
2659,SP22,H298,36.3,1621357101
2660,SP22,H298,35.94,1621358002
2661,SP22,H298,35.39,1621358902
2662,SP22,H298,35.05,1621359803
2663,SP22,H298,34.74,1621360704
2664,SP22,H298,35.18,1621361605
2665,SP22,H298,34.75,1621362506
2666,SP22,H298,34.64,1621363406
2667,SP22,H298,34.68,1621364307
2668,SP22,H298,35.05,1621365208
2669,SP22,H298,36,1621366109
2670,SP22,H298,35.03,1621367010
2671,SP22,H298,34.34,1621367910
2672,SP22,H298,35.11,1621368811
2673,SP22,H298,36.53,1621369712
2674,SP22,H298,35.26,1621370613
2675,SP22,H298,35.9,1621371513
2676,SP22,H298,35.83,1621372414
2677,SP22,H298,35.22,1621373315
2678,SP22,H298,37.02,1621374216
2679,SP22,H298,36.26,1621375117
2680,SP22,H298,35.43,1621376017
2681,SP22,H298,35.89,1621376918
2682,SP22,H298,35.49,1621377819
2683,SP22,H298,35.67,1621378720
2684,SP22,H298,35.11,1621379621
2685,SP22,H298,35.45,1621380521
2686,SP22,H298,34.96,1621381422
2687,SP22,H298,35.77,1621382323
2688,SP22,H298,35.96,1621383224
2689,SP22,H298,35.4,1621384124
