Column1,Period,ID,ap_t,unix
3815,SP8w1,H298,35.98,1622398165
3816,SP8w1,H298,35.86,1622399065
3817,SP8w1,H298,35.64,1622399966
3818,SP8w1,H298,36.58,1622400867
3819,SP8w1,H298,36.54,1622401767
3820,SP8w1,H298,35.83,1622402668
3821,SP8w1,H298,36.78,1622403568
3822,SP8w1,H298,36.46,1622404469
3823,SP8w1,H298,36.15,1622405370
3824,SP8w1,H298,36.01,1622406270
3825,SP8w1,H298,35.9,1622407171
3826,SP8w1,H298,36.51,1622408071
3827,SP8w1,H298,36.38,1622408972
3828,SP8w1,H298,35.87,1622409872
3829,SP8w1,H298,35.8,1622410773
3830,SP8w1,H298,36.15,1622411674
3831,SP8w1,H298,35.85,1622412574
3832,SP8w1,H298,36.1,1622413475
3833,SP8w1,H298,35.98,1622414375
3834,SP8w1,H298,36.12,1622415276
3835,SP8w1,H298,36.13,1622416177
3836,SP8w1,H298,35.52,1622417077
3837,SP8w1,H298,36.78,1622417978
3838,SP8w1,H298,36.46,1622418878
3839,SP8w1,H298,35.86,1622419779
3840,SP8w1,H298,36.24,1622420680
3841,SP8w1,H298,36.11,1622421580
3842,SP8w1,H298,35.83,1622422481
3843,SP8w1,H298,36.88,1622423381
3844,SP8w1,H298,36.97,1622424282
3845,SP8w1,H298,36.67,1622425182
3846,SP8w1,H298,36.49,1622426083
3847,SP8w1,H298,35.87,1622426984
3848,SP8w1,H298,36.01,1622427884
3849,SP8w1,H298,35.54,1622428785
3850,SP8w1,H298,35.57,1622429685
3851,SP8w1,H298,35.62,1622430586
3852,SP8w1,H298,35.71,1622431487
3853,SP8w1,H298,36.14,1622432387
3854,SP8w1,H298,36.41,1622433288
3855,SP8w1,H298,36.33,1622434188
3856,SP8w1,H298,36.91,1622435089
3857,SP8w1,H298,35.63,1622435990
3858,SP8w1,H298,36.04,1622436890
3859,SP8w1,H298,36.34,1622437791
3860,SP8w1,H298,36.19,1622438691
3861,SP8w1,H298,36.18,1622439592
3862,SP8w1,H298,35.67,1622440492
3863,SP8w1,H298,35.18,1622441393
3864,SP8w1,H298,35.06,1622442294
3865,SP8w1,H298,35.43,1622443194
3866,SP8w1,H298,35.39,1622444095
3867,SP8w1,H298,34.96,1622444995
3868,SP8w1,H298,34.73,1622445896
3869,SP8w1,H298,34.21,1622446797
3870,SP8w1,H298,35.52,1622447697
3871,SP8w1,H298,35.67,1622448598
3872,SP8w1,H298,34.68,1622449498
3873,SP8w1,H298,34.67,1622450399
3874,SP8w1,H298,34.62,1622451299
3875,SP8w1,H298,34.79,1622452200
3876,SP8w1,H298,34.24,1622453101
3877,SP8w1,H298,35.4,1622454001
3878,SP8w1,H298,35.54,1622454902
3879,SP8w1,H298,35.19,1622455802
3880,SP8w1,H298,35.39,1622456703
3881,SP8w1,H298,34.98,1622457603
3882,SP8w1,H298,34.78,1622458507
3883,SP8w1,H298,35.44,1622459411
3884,SP8w1,H298,36.01,1622460311
3885,SP8w1,H298,35.86,1622461210
3886,SP8w1,H298,35.6,1622462109
3887,SP8w1,H298,35.22,1622463009
3888,SP8w1,H298,35.4,1622463909
3889,SP8w1,H298,36.11,1622464816
3890,SP8w1,H298,36.31,1622465715
3891,SP8w1,H298,35.79,1622466614
3892,SP8w1,H298,35.53,1622467514
3893,SP8w1,H298,35.28,1622468414
3894,SP8w1,H298,34.97,1622469322
3895,SP8w1,H298,34.98,1622470225
3896,SP8w1,H298,35.6,1622471129
3897,SP8w1,H298,36.17,1622472028
3898,SP8w1,H298,35.6,1622472928
3899,SP8w1,H298,35.64,1622473827
3900,SP8w1,H298,35.41,1622474728
3901,SP8w1,H298,35.22,1622475629
3902,SP8w1,H298,35.27,1622476530
3903,SP8w1,H298,35.12,1622477431
3904,SP8w1,H298,34.64,1622478332
3905,SP8w1,H298,35.59,1622479233
3906,SP8w1,H298,36.19,1622480134
3907,SP8w1,H298,35.77,1622481035
3908,SP8w1,H298,35.83,1622481935
3909,SP8w1,H298,35.9,1622482835
3910,SP8w1,H298,35.68,1622483736
3911,SP8w1,H298,35.42,1622484636
3912,SP8w1,H298,35.51,1622485536
3913,SP8w1,H298,35.9,1622486436
3914,SP8w1,H298,35.7,1622487336
3915,SP8w1,H298,35.7,1622488236
3916,SP8w1,H298,36.26,1622489137
3917,SP8w1,H298,36.75,1622490037
3918,SP8w1,H298,37.37,1622490937
3919,SP8w1,H298,36.54,1622491837
3920,SP8w1,H298,36.34,1622492737
3921,SP8w1,H298,35.65,1622493637
3922,SP8w1,H298,35.48,1622494538
3923,SP8w1,H298,35.55,1622495438
3924,SP8w1,H298,35.45,1622496338
3925,SP8w1,H298,35.04,1622497238
3926,SP8w1,H298,35.09,1622498138
3927,SP8w1,H298,36.14,1622499038
3928,SP8w1,H298,35.03,1622499939
3929,SP8w1,H298,34.89,1622500839
3930,SP8w1,H298,36.55,1622501739
3931,SP8w1,H298,36.71,1622502639
3932,SP8w1,H298,36.62,1622503539
3933,SP8w1,H298,36.36,1622504439
3934,SP8w1,H298,36.85,1622505340
3935,SP8w1,H298,37.04,1622506240
3936,SP8w1,H298,35.64,1622507140
3937,SP8w1,H298,36.17,1622508039
3938,SP8w1,H298,36.31,1622508939
3939,SP8w1,H298,35.8,1622509840
3940,SP8w1,H298,35.52,1622510740
3941,SP8w1,H298,35.28,1622511641
3942,SP8w1,H298,35.51,1622512541
3943,SP8w1,H298,35.44,1622513442
3944,SP8w1,H298,35.77,1622514342
3945,SP8w1,H298,35.66,1622515243
3946,SP8w1,H298,36.32,1622516143
3947,SP8w1,H298,36.58,1622517044
3948,SP8w1,H298,36.59,1622517944
3949,SP8w1,H298,36.54,1622518845
3950,SP8w1,H298,36.72,1622519745
3951,SP8w1,H298,36.56,1622520646
3952,SP8w1,H298,36.61,1622521546
3953,SP8w1,H298,36.51,1622522447
3954,SP8w1,H298,35.88,1622523347
3955,SP8w1,H298,35.28,1622524248
3956,SP8w1,H298,35.34,1622525148
3957,SP8w1,H298,35.86,1622526049
3958,SP8w1,H298,35.48,1622526949
3959,SP8w1,H298,36.26,1622527850
3960,SP8w1,H298,35.9,1622528750
3961,SP8w1,H298,36.34,1622529651
3962,SP8w1,H298,36.4,1622530551
3963,SP8w1,H298,36.21,1622531453
3964,SP8w1,H298,36.23,1622532356
3965,SP8w1,H298,35.43,1622533258
3966,SP8w1,H298,35.11,1622534160
3967,SP8w1,H298,34.71,1622535063
3968,SP8w1,H298,34.75,1622535965
3969,SP8w1,H298,34.35,1622536870
3970,SP8w1,H298,34.4,1622537775
3971,SP8w1,H298,34.16,1622538680
3972,SP8w1,H298,33.86,1622539585
3973,SP8w1,H298,34.34,1622540489
3974,SP8w1,H298,35.22,1622541394
3975,SP8w1,H298,34.8,1622542299
3976,SP8w1,H298,34.68,1622543204
3977,SP8w1,H298,34.53,1622544109
3978,SP8w1,H298,34.73,1622545012
3979,SP8w1,H298,35.74,1622545915
3980,SP8w1,H298,35.44,1622546818
3981,SP8w1,H298,34.98,1622547721
3982,SP8w1,H298,35.05,1622548624
3983,SP8w1,H298,34.8,1622549527
3984,SP8w1,H298,34.71,1622550430
3985,SP8w1,H298,35.59,1622551333
3986,SP8w1,H298,35.66,1622552236
3987,SP8w1,H298,35.3,1622553139
3988,SP8w1,H298,34.93,1622554042
3989,SP8w1,H298,35.8,1622554945
3990,SP8w1,H298,36.06,1622555848
3991,SP8w1,H298,35.72,1622556751
3992,SP8w1,H298,35.28,1622557654
3993,SP8w1,H298,35.37,1622558557
3994,SP8w1,H298,35.12,1622559460
3995,SP8w1,H298,34.98,1622560363
3996,SP8w1,H298,35.08,1622561266
3997,SP8w1,H298,34.64,1622562169
3998,SP8w1,H298,35.01,1622563072
3999,SP8w1,H298,35.71,1622563975
4000,SP8w1,H298,35.24,1622564878
4001,SP8w1,H298,34.76,1622565781
4002,SP8w1,H298,34.68,1622566684
4003,SP8w1,H298,34.56,1622567587
4004,SP8w1,H298,35.44,1622568490
4005,SP8w1,H298,35.3,1622569393
4006,SP8w1,H298,35.82,1622570296
4007,SP8w1,H298,36.58,1622571194
4008,SP8w1,H298,36.49,1622572093
4009,SP8w1,H298,36.15,1622572993
4010,SP8w1,H298,35.86,1622573892
4011,SP8w1,H298,35.9,1622574791
4012,SP8w1,H298,36.26,1622575691
4013,SP8w1,H298,36.12,1622576590
4014,SP8w1,H298,35.98,1622577489
4015,SP8w1,H298,36.17,1622578388
4016,SP8w1,H298,37.08,1622579288
4017,SP8w1,H298,37.03,1622580187
4018,SP8w1,H298,36.78,1622581086
4019,SP8w1,H298,35.93,1622581988
4020,SP8w1,H298,35.49,1622582890
4021,SP8w1,H298,35.63,1622583791
4022,SP8w1,H298,35.87,1622584693
4023,SP8w1,H298,35.35,1622585593
4024,SP8w1,H298,35.74,1622586493
4025,SP8w1,H298,35.77,1622587393
4026,SP8w1,H298,35.58,1622588292
4027,SP8w1,H298,35.63,1622589192
4028,SP8w1,H298,36.13,1622590091
4029,SP8w1,H298,36.96,1622590991
4030,SP8w1,H298,37.32,1622591890
4031,SP8w1,H298,37.2,1622592790
4032,SP8w1,H298,37.01,1622593689
4033,SP8w1,H298,36.61,1622594589
4034,SP8w1,H298,36.43,1622595488
4035,SP8w1,H298,34.84,1622596388
4036,SP8w1,H298,35.63,1622597288
4037,SP8w1,H298,35.9,1622598188
4038,SP8w1,H298,35.4,1622599089
4039,SP8w1,H298,35.67,1622599989
4040,SP8w1,H298,35.68,1622600889
4041,SP8w1,H298,35.37,1622601789
4042,SP8w1,H298,35.56,1622602690
4043,SP8w1,H298,36.1,1622603590
4044,SP8w1,H298,35.94,1622604491
4045,SP8w1,H298,36.45,1622605391
4046,SP8w1,H298,35.79,1622606291
4047,SP8w1,H298,36.21,1622607191
4048,SP8w1,H298,35.58,1622608092
4049,SP8w1,H298,35.81,1622608992
4050,SP8w1,H298,35.9,1622609892
4051,SP8w1,H298,35.18,1622610793
4052,SP8w1,H298,34.82,1622611693
4053,SP8w1,H298,34.92,1622612598
4054,SP8w1,H298,35.53,1622613501
4055,SP8w1,H298,35.73,1622614403
4056,SP8w1,H298,35.95,1622615306
4057,SP8w1,H298,35.7,1622616208
4058,SP8w1,H298,35.33,1622617111
4059,SP8w1,H298,35.06,1622618013
4060,SP8w1,H298,34.83,1622618916
4061,SP8w1,H298,34.55,1622619819
4062,SP8w1,H298,34.81,1622620721
4063,SP8w1,H298,34.77,1622621624
4064,SP8w1,H298,34.68,1622622526
4065,SP8w1,H298,34.4,1622623429
4066,SP8w1,H298,35.05,1622624332
4067,SP8w1,H298,35.43,1622625235
4068,SP8w1,H298,35.59,1622626138
4069,SP8w1,H298,35.66,1622627041
4070,SP8w1,H298,35.21,1622627944
4071,SP8w1,H298,34.77,1622628846
4072,SP8w1,H298,35.05,1622629749
4073,SP8w1,H298,35.18,1622630652
4074,SP8w1,H298,34.71,1622631555
4075,SP8w1,H298,35.63,1622632458
4076,SP8w1,H298,35.93,1622633361
4077,SP8w1,H298,35.38,1622634261
4078,SP8w1,H298,35.29,1622635161
4079,SP8w1,H298,35.15,1622636061
4080,SP8w1,H298,35.51,1622636965
4081,SP8w1,H298,35.03,1622637865
4082,SP8w1,H298,35.71,1622638769
4083,SP8w1,H298,36.59,1622639668
4084,SP8w1,H298,36.71,1622640569
4085,SP8w1,H298,35.74,1622641470
4086,SP8w1,H298,35.37,1622642370
4087,SP8w1,H298,35.16,1622643271
4088,SP8w1,H298,35.56,1622644173
4089,SP8w1,H298,34.9,1622645075
4090,SP8w1,H298,35.07,1622645977
4091,SP8w1,H298,35.54,1622646879
4092,SP8w1,H298,35.27,1622647781
4093,SP8w1,H298,35.03,1622648683
4094,SP8w1,H298,36,1622649585
4095,SP8w1,H298,35.58,1622650487
4096,SP8w1,H298,35.56,1622651389
4097,SP8w1,H298,35.37,1622652291
4098,SP8w1,H298,34.77,1622653193
4099,SP8w1,H298,35.3,1622654095
4100,SP8w1,H298,35.13,1622655002
4101,SP8w1,H298,35.51,1622655902
4102,SP8w1,H298,36.82,1622656803
4103,SP8w1,H298,36.66,1622657703
4104,SP8w1,H298,36.57,1622658603
4105,SP8w1,H298,36.51,1622659504
4106,SP8w1,H298,36.24,1622660404
4107,SP8w1,H298,36.01,1622661303
4108,SP8w1,H298,36.13,1622662202
4109,SP8w1,H298,35.68,1622663102
4110,SP8w1,H298,35.95,1622664001
4111,SP8w1,H298,35.95,1622664901
4112,SP8w1,H298,36.1,1622665801
4113,SP8w1,H298,36.38,1622666702
4114,SP8w1,H298,35.95,1622667602
4115,SP8w1,H298,35.79,1622668502
4116,SP8w1,H298,35.41,1622669402
4117,SP8w1,H298,35.72,1622670302
4118,SP8w2,H298,35.44,1622671203
4119,SP8w2,H298,35.12,1622672103
4120,SP8w2,H298,35.99,1622673003
4121,SP8w2,H298,35.66,1622673903
4122,SP8w2,H298,35.57,1622674802
4123,SP8w2,H298,35.85,1622675703
4124,SP8w2,H298,35.86,1622676604
4125,SP8w2,H298,35.81,1622677506
4126,SP8w2,H298,35.59,1622678407
4127,SP8w2,H298,36.13,1622679308
4128,SP8w2,H298,36.06,1622680209
4129,SP8w2,H298,36.75,1622681111
4130,SP8w2,H298,36.78,1622682012
4131,SP8w2,H298,36.58,1622682914
4132,SP8w2,H298,36.07,1622683815
4133,SP8w2,H298,35.9,1622684717
4134,SP8w2,H298,35.93,1622685618
4135,SP8w2,H298,35.99,1622686520
4136,SP8w2,H298,35.7,1622687421
4137,SP8w2,H298,35.37,1622688323
4138,SP8w2,H298,36.17,1622689224
4139,SP8w2,H298,36.47,1622690126
4140,SP8w2,H298,36.03,1622691027
4141,SP8w2,H298,35.74,1622691929
4142,SP8w2,H298,36.11,1622692830
4143,SP8w2,H298,36.71,1622693732
4144,SP8w2,H298,36.36,1622694633
4145,SP8w2,H298,36.42,1622695535
4146,SP8w2,H298,36.45,1622696436
4147,SP8w2,H298,36.66,1622697338
4148,SP8w2,H298,36.76,1622698239
4149,SP8w2,H298,36.1,1622699141
4150,SP8w2,H298,35.66,1622700042
4151,SP8w2,H298,35.45,1622700944
4152,SP8w2,H298,34.96,1622701845
4153,SP8w2,H298,35.99,1622702747
4154,SP8w2,H298,35.52,1622703648
4155,SP8w2,H298,34.85,1622704550
4156,SP8w2,H298,34.64,1622705451
4157,SP8w2,H298,34.32,1622706353
4158,SP8w2,H298,33.89,1622707254
4159,SP8w2,H298,34.56,1622708156
4160,SP8w2,H298,33.97,1622709057
4161,SP8w2,H298,34.92,1622709959
4162,SP8w2,H298,34.77,1622710860
4163,SP8w2,H298,35.09,1622711762
4164,SP8w2,H298,34.85,1622712663
4165,SP8w2,H298,35.58,1622713565
4166,SP8w2,H298,36.34,1622714466
4167,SP8w2,H298,35.77,1622715368
4168,SP8w2,H298,35.27,1622716269
4169,SP8w2,H298,34.9,1622717171
4170,SP8w2,H298,34.92,1622718072
4171,SP8w2,H298,35.11,1622718974
4172,SP8w2,H298,34.9,1622719875
4173,SP8w2,H298,34.53,1622720777
4174,SP8w2,H298,35.55,1622721678
4175,SP8w2,H298,35.25,1622722580
4176,SP8w2,H298,35.14,1622723481
4177,SP8w2,H298,35.67,1622724383
4178,SP8w2,H298,36.1,1622725284
4179,SP8w2,H298,35.42,1622726186
4180,SP8w2,H298,35.35,1622727088
4181,SP8w2,H298,35.12,1622727989
4182,SP8w2,H298,35.11,1622728891
4183,SP8w2,H298,35.55,1622729792
4184,SP8w2,H298,35.69,1622730694
4185,SP8w2,H298,35.74,1622731596
4186,SP8w2,H298,35.52,1622732497
4187,SP8w2,H298,35.04,1622733399
4188,SP8w2,H298,35.29,1622734301
4189,SP8w2,H298,35.03,1622735202
4190,SP8w2,H298,35.44,1622736104
4191,SP8w2,H298,35.04,1622737006
4192,SP8w2,H298,35.67,1622737907
4193,SP8w2,H298,36.37,1622738809
4194,SP8w2,H298,36,1622739710
4195,SP8w2,H298,35.25,1622740612
4196,SP8w2,H298,35.27,1622741514
4197,SP8w2,H298,35.48,1622742415
4198,SP8w2,H298,35.58,1622743317
4199,SP8w2,H298,36.67,1622744219
4200,SP8w2,H298,36.45,1622745120
4201,SP8w2,H298,36.21,1622746022
4202,SP8w2,H298,35.78,1622746923
4203,SP8w2,H298,36.11,1622747825
4204,SP8w2,H298,36.32,1622748727
4205,SP8w2,H298,35.72,1622749628
4206,SP8w2,H298,36.77,1622750530
4207,SP8w2,H298,36.24,1622751432
4208,SP8w2,H298,35.81,1622752333
4209,SP8w2,H298,35.44,1622753235
4210,SP8w2,H298,35.34,1622754137
4211,SP8w2,H298,35.79,1622755038
4212,SP8w2,H298,36.01,1622755940
4213,SP8w2,H298,36.3,1622756841
4214,SP8w2,H298,35.64,1622757743
4215,SP8w2,H298,35.08,1622758645
4216,SP8w2,H298,35.3,1622759546
4217,SP8w2,H298,36.34,1622760448
4218,SP8w2,H298,36.51,1622761347
4219,SP8w2,H298,36.03,1622762247
4220,SP8w2,H298,36.14,1622763146
4221,SP8w2,H298,36.87,1622764046
4222,SP8w2,H298,36.25,1622764945
4223,SP8w2,H298,36.32,1622765845
4224,SP8w2,H298,35.74,1622766744
4225,SP8w2,H298,35.39,1622767644
4226,SP8w2,H298,36.31,1622768547
4227,SP8w2,H298,35.97,1622769447
4228,SP8w2,H298,35.66,1622770347
4229,SP8w2,H298,35.63,1622771247
4230,SP8w2,H298,35.59,1622772147
4231,SP8w2,H298,35.96,1622773048
4232,SP8w2,H298,35.99,1622773948
4233,SP8w2,H298,36.25,1622774848
4234,SP8w2,H298,36.28,1622775749
4235,SP8w2,H298,36.34,1622776649
4236,SP8w2,H298,36.39,1622777551
4237,SP8w2,H298,36.27,1622778453
4238,SP8w2,H298,36.1,1622779355
4239,SP8w2,H298,35.74,1622780257
4240,SP8w2,H298,35.36,1622781159
4241,SP8w2,H298,35.22,1622782061
4242,SP8w2,H298,35.21,1622782963
4243,SP8w2,H298,35.52,1622783865
4244,SP8w2,H298,35.73,1622784767
4245,SP8w2,H298,35.69,1622785669
4246,SP8w2,H298,35.63,1622786571
4247,SP8w2,H298,35.44,1622787473
4248,SP8w2,H298,35.6,1622788375
4249,SP8w2,H298,36.37,1622789277
4250,SP8w2,H298,36.44,1622790179
4251,SP8w2,H298,36.03,1622791081
4252,SP8w2,H298,36.22,1622791983
4253,SP8w2,H298,35.64,1622792885
4254,SP8w2,H298,35.21,1622793787
4255,SP8w2,H298,35.41,1622794689
4256,SP8w2,H298,34.97,1622795591
4257,SP8w2,H298,34.65,1622796493
4258,SP8w2,H298,35.11,1622797395
4259,SP8w2,H298,36.14,1622798297
4260,SP8w2,H298,36.59,1622799199
4261,SP8w2,H298,35.94,1622800101
4262,SP8w2,H298,35.56,1622801003
4263,SP8w2,H298,35.36,1622801905
4264,SP8w2,H298,35.56,1622802807
4265,SP8w2,H298,35.22,1622803709
4266,SP8w2,H298,34.96,1622804611
4267,SP8w2,H298,35.48,1622805513
4268,SP8w2,H298,34.81,1622806415
4269,SP8w2,H298,35.23,1622807318
4270,SP8w2,H298,35.04,1622808220
4271,SP8w2,H298,35.77,1622809122
4272,SP8w2,H298,35.52,1622810024
4273,SP8w2,H298,34.88,1622810926
4274,SP8w2,H298,34.96,1622811828
4275,SP8w2,H298,35.13,1622812730
4276,SP8w2,H298,34.56,1622813632
4277,SP8w2,H298,35.14,1622814534
4278,SP8w2,H298,35.08,1622815436
4279,SP8w2,H298,34.95,1622816338
4280,SP8w2,H298,35.5,1622817240
4281,SP8w2,H298,35.89,1622818142
4282,SP8w2,H298,35.36,1622819044
4283,SP8w2,H298,34.79,1622819946
4284,SP8w2,H298,35.7,1622820848
4285,SP8w2,H298,35.72,1622821750
4286,SP8w2,H298,35.35,1622822652
4287,SP8w2,H298,35.25,1622823554
4288,SP8w2,H298,35.19,1622824456
4289,SP8w2,H298,35.03,1622825358
4290,SP8w2,H298,35.03,1622826260
4291,SP8w2,H298,35.78,1622827162
4292,SP8w2,H298,35.36,1622828064
4293,SP8w2,H298,35.5,1622828966
4294,SP8w2,H298,35.94,1622829868
4295,SP8w2,H298,35.18,1622830770
4296,SP8w2,H298,35.01,1622831672
4297,SP8w2,H298,35.14,1622832574
4298,SP8w2,H298,36.26,1622833476
4299,SP8w2,H298,35.84,1622834378
4300,SP8w2,H298,35.28,1622835280
4301,SP8w2,H298,35.53,1622836182
4302,SP8w2,H298,35.66,1622837084
4303,SP8w2,H298,36.19,1622837984
4304,SP8w2,H298,35.44,1622838883
4305,SP8w2,H298,36.78,1622839784
4306,SP8w2,H298,36.46,1622840684
4307,SP8w2,H298,36.03,1622841585
4308,SP8w2,H298,35.59,1622842485
4309,SP8w2,H298,35.44,1622843386
4310,SP8w2,H298,36.13,1622844286
4311,SP8w2,H298,35.66,1622845187
4312,SP8w2,H298,35.77,1622846088
4313,SP8w2,H298,35.13,1622846988
4314,SP8w2,H298,35.98,1622847889
4315,SP8w2,H298,36.21,1622848789
4316,SP8w2,H298,36.55,1622849690
4317,SP8w2,H298,36.58,1622850590
4318,SP8w2,H298,36.31,1622851491
4319,SP8w2,H298,36.58,1622852392
4320,SP8w2,H298,36.75,1622853292
4321,SP8w2,H298,36.89,1622854193
4322,SP8w2,H298,36.39,1622855093
4323,SP8w2,H298,36.51,1622855994
4324,SP8w2,H298,36.42,1622856894
4325,SP8w2,H298,35.96,1622857795
4326,SP8w2,H298,35.07,1622858696
4327,SP8w2,H298,35.72,1622859596
4328,SP8w2,H298,35.57,1622860497
4329,SP8w2,H298,35.39,1622861397
4330,SP8w2,H298,34.61,1622862298
4331,SP8w2,H298,34.98,1622863198
4332,SP8w2,H298,35.09,1622864099
4333,SP8w2,H298,35.77,1622865001
4334,SP8w2,H298,35.69,1622865902
4335,SP8w2,H298,35.23,1622866804
4336,SP8w2,H298,35.27,1622867706
4337,SP8w2,H298,34.85,1622868608
4338,SP8w2,H298,35.03,1622869509
4339,SP8w2,H298,35.39,1622870411
4340,SP8w2,H298,36.43,1622871313
4341,SP8w2,H298,36.1,1622872214
4342,SP8w2,H298,36.39,1622873116
4343,SP8w2,H298,36.08,1622874018
4344,SP8w2,H298,35.31,1622874920
4345,SP8w2,H298,35,1622875821
4346,SP8w2,H298,34.73,1622876723
4347,SP8w2,H298,35.55,1622877626
4348,SP8w2,H298,36.19,1622878528
4349,SP8w2,H298,35.64,1622879431
4350,SP8w2,H298,35.39,1622880333
4351,SP8w2,H298,35.34,1622881236
4352,SP8w2,H298,34.96,1622882138
4353,SP8w2,H298,35.41,1622883041
4354,SP8w2,H298,36.19,1622883943
4355,SP8w2,H298,35.72,1622884846
4356,SP8w2,H298,35.21,1622885748
4357,SP8w2,H298,34.71,1622886651
4358,SP8w2,H298,34.84,1622887553
4359,SP8w2,H298,34.49,1622888456
4360,SP8w2,H298,34.66,1622889359
4361,SP8w2,H298,35.35,1622890261
4362,SP8w2,H298,34.88,1622891164
4363,SP8w2,H298,35.15,1622892066
4364,SP8w2,H298,34.9,1622892969
4365,SP8w2,H298,34.39,1622893871
4366,SP8w2,H298,35.65,1622894774
4367,SP8w2,H298,36.08,1622895676
4368,SP8w2,H298,36.02,1622896579
4369,SP8w2,H298,35.73,1622897481
4370,SP8w2,H298,35.1,1622898384
4371,SP8w2,H298,35.55,1622899287
4372,SP8w2,H298,35.33,1622900189
4373,SP8w2,H298,35.14,1622901092
4374,SP8w2,H298,35.48,1622901994
4375,SP8w2,H298,35.06,1622902897
4376,SP8w2,H298,34.84,1622903799
4377,SP8w2,H298,34.84,1622904702
4378,SP8w2,H298,34.57,1622905604
4379,SP8w2,H298,35.31,1622906507
4380,SP8w2,H298,35.16,1622907409
4381,SP8w2,H298,35.45,1622908312
4382,SP8w2,H298,34.85,1622909214
4383,SP8w2,H298,34.75,1622910117
4384,SP8w2,H298,34.38,1622911020
4385,SP8w2,H298,34.5,1622911922
4386,SP8w2,H298,35.22,1622912825
4387,SP8w2,H298,35.22,1622913727
4388,SP8w2,H298,35.64,1622914630
4389,SP8w2,H298,36.14,1622915532
4390,SP8w2,H298,36.16,1622916435
4391,SP8w2,H298,35.71,1622917337
4392,SP8w2,H298,35.38,1622918240
4393,SP8w2,H298,35.43,1622919142
4394,SP8w2,H298,35.58,1622920045
4395,SP8w2,H298,36.31,1622920948
4396,SP8w2,H298,36.68,1622921850
4397,SP8w2,H298,36.39,1622922753
4398,SP8w2,H298,36.27,1622923655
4399,SP8w2,H298,35.71,1622924558
4400,SP8w2,H298,36.19,1622925460
4401,SP8w2,H298,35.77,1622926363
4402,SP8w2,H298,35.21,1622927265
4403,SP8w2,H298,35.34,1622928168
4404,SP8w2,H298,34.94,1622929070
4405,SP8w2,H298,35.09,1622929973
4406,SP8w2,H298,36.32,1622930875
4407,SP8w2,H298,36.34,1622931778
4408,SP8w2,H298,35.86,1622932680
4409,SP8w2,H298,35.77,1622933582
4410,SP8w2,H298,34.78,1622934483
4411,SP8w2,H298,36.31,1622935385
4412,SP8w2,H298,36.23,1622936287
4413,SP8w2,H298,36.34,1622937189
4414,SP8w2,H298,35.48,1622938090
4415,SP8w2,H298,35.41,1622938992
4416,SP8w2,H298,35.07,1622939894
4417,SP8w2,H298,35.18,1622940796
4418,SP8w2,H298,34.81,1622941697
4419,SP8w2,H298,35.38,1622942599
4420,SP8w2,H298,35.37,1622943501
4421,SP8w2,H298,35.95,1622944403
4422,SP8w2,H298,37.02,1622945304
4423,SP8w2,H298,36.74,1622946206
4424,SP8w2,H298,35.84,1622947106
4425,SP8w2,H298,36.28,1622948006
4426,SP8w2,H298,34.78,1622948909
4427,SP8w2,H298,36.17,1622949812
4428,SP8w2,H298,35.4,1622950715
4429,SP8w2,H298,35.37,1622951618
4430,SP8w2,H298,34.88,1622952521
4431,SP8w2,H298,34.65,1622953424
4432,SP8w2,H298,34.48,1622954327
4433,SP8w2,H298,34.8,1622955230
4434,SP8w2,H298,34.31,1622956133
4435,SP8w2,H298,35.55,1622957036
4436,SP8w2,H298,35.97,1622957940
4437,SP8w2,H298,35.99,1622958843
4438,SP8w2,H298,35.24,1622959746
4439,SP8w2,H298,35.26,1622960649
4440,SP8w2,H298,34.95,1622961552
4441,SP8w2,H298,35.22,1622962455
4442,SP8w2,H298,36.04,1622963358
4443,SP8w2,H298,36.08,1622964261
4444,SP8w2,H298,35.35,1622965164
4445,SP8w2,H298,34.93,1622966067
4446,SP8w2,H298,34.29,1622966970
4447,SP8w2,H298,34.69,1622967873
4448,SP8w2,H298,35.09,1622968776
4449,SP8w2,H298,34.99,1622969679
4450,SP8w2,H298,34.61,1622970582
4451,SP8w2,H298,33.97,1622971485
4452,SP8w2,H298,34.96,1622972388
4453,SP8w2,H298,35.14,1622973291
4454,SP8w2,H298,34.36,1622974194
4455,SP8w2,H298,34.78,1622975097
4456,SP8w2,H298,34.57,1622976000
4457,SP8w2,H298,34.21,1622976903
4458,SP8w2,H298,34.63,1622977807
4459,SP8w2,H298,34.07,1622978710
4460,SP8w2,H298,34.82,1622979613
4461,SP8w2,H298,34.12,1622980516
4462,SP8w2,H298,34.73,1622981419
4463,SP8w2,H298,35.7,1622982322
4464,SP8w2,H298,35.29,1622983225
4465,SP8w2,H298,35.04,1622984128
4466,SP8w2,H298,35.34,1622985031
4467,SP8w2,H298,35.03,1622985934
4468,SP8w2,H298,34.57,1622986837
4469,SP8w2,H298,35.53,1622987740
4470,SP8w2,H298,35.53,1622988643
4471,SP8w2,H298,34.77,1622989546
4472,SP8w2,H298,34.46,1622990449
4473,SP8w2,H298,34.65,1622991352
4474,SP8w2,H298,34.85,1622992255
4475,SP8w2,H298,35.35,1622993158
4476,SP8w2,H298,34.92,1622994061
4477,SP8w2,H298,34.91,1622994964
4478,SP8w2,H298,34.59,1622995867
4479,SP8w2,H298,35.64,1622996771
4480,SP8w2,H298,35.15,1622997674
