"","X.1","X","ap_t","ap_ID","datetime","ID","unix","Period","State","num_Period","tod","DayNight","density","floordate","todfloor"
"1",18,283091,35.24,"22.00.31.25","2021-04-21 00:11:44","H230",1618963904,"LPw2","Euthermic",-4,0.195555555555556,"Night",0.00424967806875872,2021-04-21,0
"2",47,283092,36.49,"22.00.31.25","2021-04-21 00:26:43","H230",1618964803,"LPw2","Euthermic",-4,0.445277777777778,"Night",0.00723452959869919,2021-04-21,0
"3",76,283093,35.87,"22.00.31.25","2021-04-21 00:41:41","H230",1618965701,"LPw2","Euthermic",-4,0.694722222222222,"Night",0.00776476873671378,2021-04-21,1
"4",105,283094,35.78,"22.00.31.25","2021-04-21 00:56:41","H230",1618966601,"LPw2","Euthermic",-4,0.944722222222222,"Night",0.00832348103340914,2021-04-21,1
"5",134,283095,37.33,"22.00.31.25","2021-04-21 01:11:41","H230",1618967501,"LPw2","Euthermic",-4,1.19472222222222,"Night",0.00534917225183475,2021-04-21,1
"6",163,283096,37.77,"22.00.31.25","2021-04-21 01:26:41","H230",1618968401,"LPw2","Euthermic",-4,1.44472222222222,"Night",0.00137247152061275,2021-04-21,1
"7",192,283097,36.57,"22.00.31.25","2021-04-21 01:41:40","H230",1618969300,"LPw2","Euthermic",-4,1.69444444444444,"Night",0.00926413950588994,2021-04-21,2
"8",221,283098,37.6,"22.00.31.25","2021-04-21 01:56:40","H230",1618970200,"LPw2","Euthermic",-4,1.94444444444444,"Night",0.00282945562747978,2021-04-21,2
"9",250,283099,37.63,"22.00.31.25","2021-04-21 02:11:39","H230",1618971099,"LPw2","Euthermic",-4,2.19416666666667,"Night",0.00259187534504669,2021-04-21,2
"10",279,283100,37.48,"22.00.31.25","2021-04-21 02:26:38","H230",1618971998,"LPw2","Euthermic",-4,2.44388888888889,"Night",0.00382392786788708,2021-04-21,2
"11",308,283101,37.14,"22.00.31.25","2021-04-21 02:41:37","H230",1618972897,"LPw2","Euthermic",-4,2.69361111111111,"Night",0.00744197079827687,2021-04-21,3
"12",337,283102,36.85,"22.00.31.25","2021-04-21 02:56:37","H230",1618973797,"LPw2","Euthermic",-4,2.94361111111111,"Night",0.0094905364192027,2021-04-21,3
"13",366,283103,37.1,"22.00.31.25","2021-04-21 03:11:36","H230",1618974696,"LPw2","Euthermic",-4,3.19333333333333,"Night",0.00800739795659397,2021-04-21,3
"14",395,283104,35.87,"22.00.31.25","2021-04-21 03:26:37","H230",1618975597,"LPw2","Euthermic",-4,3.44361111111111,"Night",0.00821698422321497,2021-04-21,3
"15",424,283105,36.23,"22.00.31.25","2021-04-21 03:41:36","H230",1618976496,"LPw2","Euthermic",-4,3.69333333333333,"Night",0.00851172638033071,2021-04-21,4
"16",453,283106,35.34,"22.00.31.25","2021-04-21 03:56:36","H230",1618977396,"LPw2","Euthermic",-4,3.94333333333333,"Night",0.00724005911457055,2021-04-21,4
"17",482,283107,37.48,"22.00.31.25","2021-04-21 04:11:34","H230",1618978294,"LPw2","Euthermic",-4,4.19277777777778,"Night",0.00325897686437077,2021-04-21,4
"18",511,283108,37.28,"22.00.31.25","2021-04-21 04:26:33","H230",1618979193,"LPw2","Euthermic",-4,4.4425,"Night",0.00521153472511517,2021-04-21,4
"19",540,283109,37.22,"22.00.31.25","2021-04-21 04:41:33","H230",1618980093,"LPw2","Euthermic",-4,4.6925,"Night",0.00568984615983845,2021-04-21,5
"20",569,283110,35.57,"22.00.31.25","2021-04-21 04:56:32","H230",1618980992,"LPw2","Euthermic",-4,4.94222222222222,"Night",0.00834169391598441,2021-04-21,5
"21",598,283111,35.44,"22.00.31.25","2021-04-21 05:11:33","H230",1618981893,"LPw2","Euthermic",-4,5.1925,"Night",0.00804801915476124,2021-04-21,5
"22",627,283112,35.57,"22.00.31.25","2021-04-21 05:26:33","H230",1618982793,"LPw2","Euthermic",-4,5.4425,"Night",0.008615864836463,2021-04-21,5
"23",656,283113,35.33,"22.00.31.25","2021-04-21 05:41:33","H230",1618983693,"LPw2","Euthermic",-4,5.6925,"Night",0.0078323452631492,2021-04-21,6
"24",686,283114,34.73,"22.00.31.25","2021-04-21 05:56:34","H230",1618984594,"LPw2","Euthermic",-4,5.94277777777778,"Night",0.00483102792255337,2021-04-21,6
"25",715,283115,34.56,"22.00.31.25","2021-04-21 06:11:35","H230",1618985495,"LPw2","Euthermic",-4,6.19305555555556,"Night",0.00422698260800917,2021-04-21,6
"26",744,283116,35.28,"22.00.31.25","2021-04-21 06:26:32","H230",1618986392,"LPw2","Euthermic",-4,6.44222222222222,"Night",0.00788326818125337,2021-04-21,6
"27",773,283117,36.58,"22.00.31.25","2021-04-21 06:41:32","H230",1618987292,"LPw2","Euthermic",-4,6.69222222222222,"Night",0.0102614161239251,2021-04-21,7
"28",802,283118,35.47,"22.00.31.25","2021-04-21 06:56:32","H230",1618988192,"LPw2","Euthermic",-4,6.94222222222222,"Night",0.00865220241695925,2021-04-21,7
"29",831,283119,35.53,"22.00.31.25","2021-04-21 07:11:32","H230",1618989092,"LPw2","Euthermic",-4,7.19222222222222,"Night",0.00873899061464989,2021-04-21,7
"30",860,283120,36.67,"22.00.31.25","2021-04-21 07:26:32","H230",1618989992,"LPw2","Euthermic",-4,7.44222222222222,"Night",0.00844314130013786,2021-04-21,7
"31",889,283121,36.52,"22.00.31.25","2021-04-21 07:41:31","H230",1618990891,"LPw2","Euthermic",-4,7.69194444444444,"Night",0.0111669420115335,2021-04-21,8
"32",918,283122,36.84,"22.00.31.25","2021-04-21 07:56:30","H230",1618991790,"LPw2","Euthermic",-4,7.94166666666667,"Night",0.00410581616435244,2021-04-21,8
"33",947,283123,36.8,"22.00.31.25","2021-04-21 08:11:30","H230",1618992690,"LPw2","Euthermic",-4,8.19166666666667,"Night",0.00534281924323441,2021-04-21,8
"34",976,283124,36.67,"22.00.31.25","2021-04-21 08:26:29","H230",1618993589,"LPw2","Euthermic",-4,8.44138888888889,"Night",0.00839062674310363,2021-04-21,8
"35",1005,283125,36.56,"22.00.31.25","2021-04-21 08:41:28","H230",1618994488,"LPw2","Euthermic",-4,8.69111111111111,"Night",0.0107878154047276,2021-04-21,9
"36",1034,283126,36.46,"22.00.31.25","2021-04-21 08:56:28","H230",1618995388,"LPw2","Euthermic",-4,8.94111111111111,"Night",0.0127972846890783,2021-04-21,9
"37",1063,283127,36.73,"22.00.31.25","2021-04-21 09:11:27","H230",1618996287,"LPw2","Euthermic",-4,9.19083333333333,"Day",0.00721093662591594,2021-04-21,9
"38",1092,283128,36.68,"22.00.31.25","2021-04-21 09:26:26","H230",1618997186,"LPw2","Euthermic",-4,9.44055555555556,"Day",0.00813387152870402,2021-04-21,9
"39",1121,283129,36.44,"22.00.31.25","2021-04-21 09:41:25","H230",1618998085,"LPw2","Euthermic",-4,9.69027777777778,"Day",0.0135211422743095,2021-04-21,10
"40",1152,283130,36.53,"22.00.31.25","2021-04-21 09:56:24","H230",1618998984,"LPw2","Euthermic",-4,9.94,"Day",0.012103591551125,2021-04-21,10
"41",1181,283131,36.59,"22.00.31.25","2021-04-21 10:11:24","H230",1618999884,"LPw2","Euthermic",-4,10.19,"Day",0.0107639566001223,2021-04-21,10
"42",1210,283132,36.47,"22.00.31.25","2021-04-21 10:26:23","H230",1619000783,"LPw2","Euthermic",-4,10.4397222222222,"Day",0.013247884852431,2021-04-21,10
"43",1239,283133,35.39,"22.00.31.25","2021-04-21 10:41:22","H230",1619001682,"LPw2","Euthermic",-4,10.6894444444444,"Day",0.0077211108368273,2021-04-21,11
"44",1268,283134,36.57,"22.00.31.25","2021-04-21 10:56:22","H230",1619002582,"LPw2","Euthermic",-4,10.9394444444444,"Day",0.0112457892144744,2021-04-21,11
"45",1297,283135,35.67,"22.00.31.25","2021-04-21 11:11:22","H230",1619003482,"LPw2","Euthermic",-4,11.1894444444444,"Day",0.00865521460751057,2021-04-21,11
"46",1326,283136,36.69,"22.00.31.25","2021-04-21 11:26:21","H230",1619004381,"LPw2","Euthermic",-4,11.4391666666667,"Day",0.00803015902447436,2021-04-21,11
"47",1355,283137,36.38,"22.00.31.25","2021-04-21 11:41:20","H230",1619005280,"LPw2","Euthermic",-4,11.6888888888889,"Day",0.0137800207465497,2021-04-21,12
"48",1384,283138,36.95,"22.00.31.25","2021-04-21 11:56:20","H230",1619006180,"LPw2","Euthermic",-4,11.9388888888889,"Day",0.00289326704601101,2021-04-21,12
"49",1413,283139,36.15,"22.00.31.25","2021-04-21 12:11:20","H230",1619007080,"LPw2","Euthermic",-4,12.1888888888889,"Day",0.0140570477171534,2021-04-21,12
"50",1442,283140,36.31,"22.00.31.25","2021-04-21 12:26:20","H230",1619007980,"LPw2","Euthermic",-4,12.4388888888889,"Day",0.0144963178736992,2021-04-21,12
"51",1471,283141,36.22,"22.00.31.25","2021-04-21 12:41:19","H230",1619008879,"LPw2","Euthermic",-4,12.6886111111111,"Day",0.0147762531560248,2021-04-21,13
"52",1500,283142,36.28,"22.00.31.25","2021-04-21 12:56:18","H230",1619009778,"LPw2","Euthermic",-4,12.9383333333333,"Day",0.0149433932102325,2021-04-21,13
"53",1529,283143,36.04,"22.00.31.25","2021-04-21 13:11:18","H230",1619010678,"LPw2","Euthermic",-4,13.1883333333333,"Day",0.0130737428334447,2021-04-21,13
"54",1558,283144,35.45,"22.00.31.25","2021-04-21 13:26:18","H230",1619011578,"LPw2","Euthermic",-4,13.4383333333333,"Day",0.00828836744547938,2021-04-21,13
"55",1587,283145,35.08,"22.00.31.25","2021-04-21 13:41:19","H230",1619012479,"LPw2","Euthermic",-4,13.6886111111111,"Day",0.00638715847516805,2021-04-21,14
"56",1616,283146,36.59,"22.00.31.25","2021-04-21 13:56:19","H230",1619013379,"LPw2","Euthermic",-4,13.9386111111111,"Day",0.010345905902647,2021-04-21,14
"57",1645,283147,36.57,"22.00.31.25","2021-04-21 14:11:18","H230",1619014278,"LPw2","Euthermic",-4,14.1883333333333,"Day",0.0112677212484375,2021-04-21,14
"58",1674,283148,36.61,"22.00.31.25","2021-04-21 14:26:17","H230",1619015177,"LPw2","Euthermic",-4,14.4380555555556,"Day",0.00970361743910468,2021-04-21,14
"59",1703,283149,36.43,"22.00.31.25","2021-04-21 14:41:17","H230",1619016077,"LPw2","Euthermic",-4,14.6880555555556,"Day",0.0140444198288005,2021-04-21,15
"60",1732,283150,36.75,"22.00.31.25","2021-04-21 14:56:16","H230",1619016976,"LPw2","Euthermic",-4,14.9377777777778,"Day",0.00665191890596714,2021-04-21,15
"61",1761,283151,36.3,"22.00.31.25","2021-04-21 15:11:16","H230",1619017876,"LPw2","Euthermic",-4,15.1877777777778,"Day",0.0150526452852434,2021-04-21,15
"62",1790,283152,36.59,"22.00.31.25","2021-04-21 15:26:15","H230",1619018775,"LPw2","Euthermic",-4,15.4375,"Day",0.0110947512568572,2021-04-21,15
"63",1819,283153,36.4,"22.00.31.25","2021-04-21 15:41:14","H230",1619019674,"LPw2","Euthermic",-4,15.6872222222222,"Day",0.0146092378273188,2021-04-21,16
"64",1848,283154,36.43,"22.00.31.25","2021-04-21 15:56:14","H230",1619020574,"LPw2","Euthermic",-4,15.9372222222222,"Day",0.0143079107615069,2021-04-21,16
"65",1877,283155,36.14,"22.00.31.25","2021-04-21 16:11:13","H230",1619021473,"LPw2","Euthermic",-4,16.1869444444444,"Day",0.01391365268718,2021-04-21,16
"66",1906,283156,36.11,"22.00.31.25","2021-04-21 16:26:13","H230",1619022373,"LPw2","Euthermic",-4,16.4369444444444,"Day",0.0138626136267272,2021-04-21,16
"67",1935,283157,36.46,"22.00.31.25","2021-04-21 16:41:12","H230",1619023272,"LPw2","Euthermic",-4,16.6866666666667,"Day",0.0139929964102003,2021-04-21,17
"68",1964,283158,36.48,"22.00.31.25","2021-04-21 16:56:12","H230",1619024172,"LPw2","Euthermic",-4,16.9366666666667,"Day",0.0135741408279237,2021-04-21,17
"69",1993,283159,36.34,"22.00.31.25","2021-04-21 17:11:11","H230",1619025071,"LPw2","Euthermic",-4,17.1863888888889,"Night",0.0147024961910277,2021-04-21,17
"70",2022,283160,36.88,"22.00.31.25","2021-04-21 17:26:10","H230",1619025970,"LPw2","Euthermic",-4,17.4361111111111,"Night",0.00587185163526635,2021-04-21,17
"71",2051,283161,36.54,"22.00.31.25","2021-04-21 17:41:09","H230",1619026869,"LPw2","Euthermic",-4,17.6858333333333,"Night",0.0133950747275187,2021-04-21,18
"72",2080,283162,36.54,"22.00.31.25","2021-04-21 17:56:08","H230",1619027768,"LPw2","Euthermic",-4,17.9355555555556,"Night",0.0134871204464174,2021-04-21,18
"73",2109,283163,36.58,"22.00.31.25","2021-04-21 18:11:08","H230",1619028668,"LPw2","Euthermic",-4,18.1855555555556,"Night",0.0128230981102775,2021-04-21,18
"74",2138,283164,36.44,"22.00.31.25","2021-04-21 18:26:07","H230",1619029567,"LPw2","Euthermic",-4,18.4352777777778,"Night",0.0137165482112431,2021-04-21,18
"75",2167,283165,36.69,"22.00.31.25","2021-04-21 18:41:06","H230",1619030466,"LPw2","Euthermic",-4,18.685,"Night",0.011782535872946,2021-04-21,19
"76",2196,283166,36.89,"22.00.31.25","2021-04-21 18:56:06","H230",1619031366,"LPw2","Euthermic",-4,18.935,"Night",0.00877252106429526,2021-04-21,19
"77",2225,283167,37.02,"22.00.31.25","2021-04-21 19:11:06","H230",1619032266,"LPw2","Euthermic",-4,19.185,"Night",0.00686830864661405,2021-04-21,19
"78",2254,283168,36.87,"22.00.31.25","2021-04-21 19:26:05","H230",1619033165,"LPw2","Euthermic",-4,19.4347222222222,"Night",0.0100344436415029,2021-04-21,19
"79",2283,283169,36.47,"22.00.31.25","2021-04-21 19:41:05","H230",1619034065,"LPw2","Euthermic",-4,19.6847222222222,"Night",0.0114778951538764,2021-04-21,20
"80",2312,283170,37.26,"22.00.31.25","2021-04-21 19:56:03","H230",1619034963,"LPw2","Euthermic",-4,19.9341666666667,"Night",0.00481532985375757,2021-04-21,20
"81",2341,283171,37.14,"22.00.31.25","2021-04-21 20:11:03","H230",1619035863,"LPw2","Euthermic",-4,20.1841666666667,"Night",0.00675883701040118,2021-04-21,20
"82",2370,283172,36.67,"22.00.31.25","2021-04-21 20:26:03","H230",1619036763,"LPw2","Euthermic",-4,20.4341666666667,"Night",0.0105703414420761,2021-04-21,20
"83",2399,283173,36.71,"22.00.31.25","2021-04-21 20:41:02","H230",1619037662,"LPw2","Euthermic",-4,20.6838888888889,"Night",0.0101887782792204,2021-04-21,21
"84",2428,283174,37.14,"22.00.31.25","2021-04-21 20:56:02","H230",1619038562,"LPw2","Euthermic",-4,20.9338888888889,"Night",0.00779651070672562,2021-04-21,21
"85",2457,283175,36.39,"22.00.31.25","2021-04-21 21:11:01","H230",1619039461,"LPw2","Euthermic",-4,21.1836111111111,"Night",0.00851782877367969,2021-04-21,21
"86",2486,283176,36.93,"22.00.31.25","2021-04-21 21:26:00","H230",1619040360,"LPw2","Euthermic",-4,21.4333333333333,"Night",0.00907083236472347,2021-04-21,21
"87",2515,283177,37.01,"22.00.31.25","2021-04-21 21:40:59","H230",1619041259,"LPw2","Euthermic",-4,21.6830555555556,"Night",0.00850629180179166,2021-04-21,22
"88",2544,283178,36.59,"22.00.31.25","2021-04-21 21:55:58","H230",1619042158,"LPw2","Euthermic",-4,21.9327777777778,"Night",0.00859379744514795,2021-04-21,22
"89",2573,283179,37.22,"22.00.31.25","2021-04-21 22:10:57","H230",1619043057,"LPw2","Euthermic",-4,22.1825,"Night",0.00697589275334998,2021-04-21,22
"90",2602,283180,35.98,"22.00.31.25","2021-04-21 22:25:57","H230",1619043957,"LPw2","Euthermic",-4,22.4325,"Night",0.0080335987877844,2021-04-21,22
"91",2631,283181,37.44,"22.00.31.25","2021-04-21 22:40:56","H230",1619044856,"LPw2","Euthermic",-4,22.6822222222222,"Night",0.00489768971101575,2021-04-21,23
"92",2660,283182,37.97,"22.00.31.25","2021-04-21 22:55:55","H230",1619045755,"LPw2","Euthermic",-4,22.9319444444444,"Night",0.00125093499948698,2021-04-21,23
"93",2689,283183,38.02,"22.00.31.25","2021-04-21 23:10:54","H230",1619046654,"LPw2","Euthermic",-4,23.1816666666667,"Night",0.00101161038404559,2021-04-21,23
"94",2718,283184,38.18,"22.00.31.25","2021-04-21 23:25:53","H230",1619047553,"LPw2","Euthermic",-4,23.4313888888889,"Night",0.000446379342290778,2021-04-21,23
"95",2747,283185,38.1,"22.00.31.25","2021-04-21 23:40:51","H230",1619048451,"LPw2","Euthermic",-4,23.6808333333333,"Night",0.000481550304183399,2021-04-21,24
"96",2776,283186,38.03,"22.00.31.25","2021-04-21 23:55:50","H230",1619049350,"LPw2","Euthermic",-4,23.9305555555556,"Night",0.000518663519484051,2021-04-21,24
"97",2805,283187,37.93,"22.00.31.25","2021-04-22 00:10:49","H230",1619050249,"LPw2","Euthermic",-4,0.180277777777778,"Night",0.000570967069506431,2021-04-22,0
"98",2834,283188,37.42,"22.00.31.25","2021-04-22 00:25:48","H230",1619051148,"LPw2","Euthermic",-4,0.43,"Night",0.00318334130380992,2021-04-22,0
"99",2863,283189,37.05,"22.00.31.25","2021-04-22 00:40:47","H230",1619052047,"LPw2","Euthermic",-4,0.679722222222222,"Night",0.00723738909273763,2021-04-22,1
"100",2892,283190,37.01,"22.00.31.25","2021-04-22 00:55:47","H230",1619052947,"LPw2","Euthermic",-4,0.929722222222222,"Night",0.00819009940898155,2021-04-22,1
"101",2921,283191,37.25,"22.00.31.25","2021-04-22 01:10:47","H230",1619053847,"LPw2","Euthermic",-4,1.17972222222222,"Night",0.00613369214403292,2021-04-22,1
"102",2950,283192,37.37,"22.00.31.25","2021-04-22 01:25:47","H230",1619054747,"LPw2","Euthermic",-4,1.42972222222222,"Night",0.00471978649434116,2021-04-22,1
"103",2979,283193,37.19,"22.00.31.25","2021-04-22 01:40:47","H230",1619055647,"LPw2","Euthermic",-4,1.67972222222222,"Night",0.00718455950985804,2021-04-22,2
"104",3008,283194,37.22,"22.00.31.25","2021-04-22 01:55:46","H230",1619056546,"LPw2","Euthermic",-4,1.92944444444444,"Night",0.00683045399414038,2021-04-22,2
"105",3037,283195,37.31,"22.00.31.25","2021-04-22 02:10:46","H230",1619057446,"LPw2","Euthermic",-4,2.17944444444444,"Night",0.00565723348800338,2021-04-22,2
"106",3066,283196,35.5,"22.00.31.25","2021-04-22 02:25:45","H230",1619058345,"LPw2","Euthermic",-4,2.42916666666667,"Night",0.0081927076369976,2021-04-22,2
"107",3095,283197,36.18,"22.00.31.25","2021-04-22 02:40:44","H230",1619059244,"LPw2","Euthermic",-4,2.67888888888889,"Night",0.00840821853055714,2021-04-22,3
"108",3124,283198,35.25,"22.00.31.25","2021-04-22 02:55:43","H230",1619060143,"LPw2","Euthermic",-4,2.92861111111111,"Night",0.00706604062895907,2021-04-22,3
"109",3153,283199,35.22,"22.00.31.25","2021-04-22 03:10:44","H230",1619061044,"LPw2","Euthermic",-4,3.17888888888889,"Night",0.00685075104155735,2021-04-22,3
"110",3182,283200,36.99,"22.00.31.25","2021-04-22 03:25:43","H230",1619061943,"LPw2","Euthermic",-4,3.42861111111111,"Night",0.00886609935858717,2021-04-22,3
"111",3211,283201,34.27,"22.00.31.25","2021-04-22 03:40:44","H230",1619062844,"LPw2","Euthermic",-4,3.67888888888889,"Night",0.00503782347667362,2021-04-22,4
"112",3240,283202,36.96,"22.00.31.25","2021-04-22 03:55:41","H230",1619063741,"LPw2","Euthermic",-4,3.92805555555556,"Night",0.00907797572225043,2021-04-22,4
"113",3269,283203,35.87,"22.00.31.25","2021-04-22 04:10:42","H230",1619064642,"LPw2","Euthermic",-4,4.17833333333333,"Night",0.00827392007847402,2021-04-22,4
"114",3298,283204,35.74,"22.00.31.25","2021-04-22 04:25:42","H230",1619065542,"LPw2","Euthermic",-4,4.42833333333333,"Night",0.008306558137848,2021-04-22,4
"115",3327,283205,35.24,"22.00.31.25","2021-04-22 04:40:42","H230",1619066442,"LPw2","Euthermic",-4,4.67833333333333,"Night",0.0069656431918103,2021-04-22,5
"116",3356,283206,36.61,"22.00.31.25","2021-04-22 04:55:42","H230",1619067342,"LPw2","Euthermic",-4,4.92833333333333,"Night",0.00983261659982598,2021-04-22,5
"117",3385,283207,36.44,"22.00.31.25","2021-04-22 05:10:42","H230",1619068242,"LPw2","Euthermic",-4,5.17833333333333,"Night",0.00980357976442794,2021-04-22,5
"118",3414,283208,36.83,"22.00.31.25","2021-04-22 05:25:41","H230",1619069141,"LPw2","Euthermic",-4,5.42805555555556,"Night",0.00897417585806859,2021-04-22,5
"119",3443,283209,36.58,"22.00.31.25","2021-04-22 05:40:40","H230",1619070040,"LPw2","Euthermic",-4,5.67777777777778,"Night",0.0102194451423935,2021-04-22,6
"120",3472,283210,36.74,"22.00.31.25","2021-04-22 05:55:39","H230",1619070939,"LPw2","Euthermic",-4,5.9275,"Night",0.00906942094873866,2021-04-22,6
"121",3501,283211,36.62,"22.00.31.25","2021-04-22 06:10:39","H230",1619071839,"LPw2","Euthermic",-4,6.1775,"Night",0.0101208292122071,2021-04-22,6
"122",3530,283212,34.93,"22.00.31.25","2021-04-22 06:25:38","H230",1619072738,"LPw2","Euthermic",-4,6.42722222222222,"Night",0.00596274578953446,2021-04-22,6
"123",3559,283213,35,"22.00.31.25","2021-04-22 06:40:39","H230",1619073639,"LPw2","Euthermic",-4,6.6775,"Night",0.00645342400980417,2021-04-22,7
"124",3588,283214,34.96,"22.00.31.25","2021-04-22 06:55:40","H230",1619074540,"LPw2","Euthermic",-4,6.92777777777778,"Night",0.00631410056070695,2021-04-22,7
"125",3617,283215,34.39,"22.00.31.25","2021-04-22 07:10:40","H230",1619075440,"LPw2","Euthermic",-4,7.17777777777778,"Night",0.00391858638874694,2021-04-22,7
"126",3646,283216,34.22,"22.00.31.25","2021-04-22 07:25:38","H230",1619076338,"LPw2","Euthermic",-4,7.42722222222222,"Night",0.00376951749855469,2021-04-22,7
"127",3675,283217,34.55,"22.00.31.25","2021-04-22 07:40:35","H230",1619077235,"LPw2","Euthermic",-4,7.67638888888889,"Night",0.00436292525858601,2021-04-22,8
"128",3704,283218,35.08,"22.00.31.25","2021-04-22 07:55:32","H230",1619078132,"LPw2","Euthermic",-4,7.92555555555556,"Night",0.0067464140055702,2021-04-22,8
"129",3733,283219,34.85,"22.00.31.25","2021-04-22 08:10:33","H230",1619079033,"LPw2","Euthermic",-4,8.17583333333333,"Night",0.00571430005118283,2021-04-22,8
"130",3762,283220,35.15,"22.00.31.25","2021-04-22 08:25:30","H230",1619079930,"LPw2","Euthermic",-4,8.425,"Night",0.00700874070517613,2021-04-22,8
"131",3791,283221,35.24,"22.00.31.25","2021-04-22 08:40:31","H230",1619080831,"LPw2","Euthermic",-4,8.67527777777778,"Night",0.00718365508695899,2021-04-22,9
"132",3820,283222,36.03,"22.00.31.25","2021-04-22 08:55:30","H230",1619081730,"LPw2","Euthermic",-4,8.925,"Night",0.0123133236708608,2021-04-22,9
"133",3849,283223,36.28,"22.00.31.25","2021-04-22 09:10:30","H230",1619082630,"LPw2","Euthermic",-4,9.175,"Day",0.0142323426061619,2021-04-22,9
"134",3878,283224,36.26,"22.00.31.25","2021-04-22 09:25:29","H230",1619083529,"LPw2","Euthermic",-4,9.42472222222222,"Day",0.0141539109447834,2021-04-22,9
"135",3907,283225,36.42,"22.00.31.25","2021-04-22 09:40:29","H230",1619084429,"LPw2","Euthermic",-4,9.67472222222222,"Day",0.013512514930436,2021-04-22,10
"136",3936,283226,36.21,"22.00.31.25","2021-04-22 09:55:28","H230",1619085328,"LPw2","Euthermic",-4,9.92444444444445,"Day",0.0139511762077183,2021-04-22,10
"137",3965,283227,36.6,"22.00.31.25","2021-04-22 10:10:27","H230",1619086227,"LPw2","Euthermic",-4,10.1741666666667,"Day",0.0107638287254938,2021-04-22,10
"138",3994,283228,36.58,"22.00.31.25","2021-04-22 10:25:26","H230",1619087126,"LPw2","Euthermic",-4,10.4238888888889,"Day",0.0107330851461741,2021-04-22,10
"139",4023,283229,36.46,"22.00.31.25","2021-04-22 10:40:26","H230",1619088026,"LPw2","Euthermic",-4,10.6738888888889,"Day",0.0131942844779966,2021-04-22,11
"140",4052,283230,36.15,"22.00.31.25","2021-04-22 10:55:25","H230",1619088925,"LPw2","Euthermic",-4,10.9236111111111,"Day",0.013743148724956,2021-04-22,11
"141",4081,283231,36.15,"22.00.31.25","2021-04-22 11:10:25","H230",1619089825,"LPw2","Euthermic",-4,11.1736111111111,"Day",0.0138169845710582,2021-04-22,11
"142",4110,283232,36.74,"22.00.31.25","2021-04-22 11:25:25","H230",1619090725,"LPw2","Euthermic",-4,11.4236111111111,"Day",0.00651371166977714,2021-04-22,11
"143",4139,283233,36.55,"22.00.31.25","2021-04-22 11:40:24","H230",1619091624,"LPw2","Euthermic",-4,11.6733333333333,"Day",0.0110505314642728,2021-04-22,12
"144",4168,283234,36.84,"22.00.31.25","2021-04-22 11:55:23","H230",1619092523,"LPw2","Euthermic",-4,11.9230555555556,"Day",0.00447669741245693,2021-04-22,12
"145",4197,283235,36.11,"22.00.31.25","2021-04-22 12:10:22","H230",1619093422,"LPw2","Euthermic",-4,12.1727777777778,"Day",0.0137453837715618,2021-04-22,12
"146",4227,283236,37,"22.00.31.25","2021-04-22 12:25:22","H230",1619094322,"LPw2","Euthermic",-4,12.4227777777778,"Day",0.00229162612117817,2021-04-22,12
"147",4256,283237,36.66,"22.00.31.25","2021-04-22 12:40:22","H230",1619095222,"LPw2","Euthermic",-4,12.6727777777778,"Day",0.00859080526294156,2021-04-22,13
"148",4285,283238,36.42,"22.00.31.25","2021-04-22 12:55:21","H230",1619096121,"LPw2","Euthermic",-4,12.9225,"Day",0.0136890819428599,2021-04-22,13
"149",4314,283239,36.48,"22.00.31.25","2021-04-22 13:10:21","H230",1619097021,"LPw2","Euthermic",-4,13.1725,"Day",0.012540899178701,2021-04-22,13
"150",4343,283240,36.3,"22.00.31.25","2021-04-22 13:25:20","H230",1619097920,"LPw2","Euthermic",-4,13.4222222222222,"Day",0.0151218960324796,2021-04-22,13
"151",4372,283241,36.37,"22.00.31.25","2021-04-22 13:40:20","H230",1619098820,"LPw2","Euthermic",-4,13.6722222222222,"Day",0.0147493314999518,2021-04-22,14
"152",4401,283242,36.28,"22.00.31.25","2021-04-22 13:55:20","H230",1619099720,"LPw2","Euthermic",-4,13.9222222222222,"Day",0.0151263253419685,2021-04-22,14
"153",4430,283243,36.45,"22.00.31.25","2021-04-22 14:10:21","H230",1619100621,"LPw2","Euthermic",-4,14.1725,"Day",0.0134061991122643,2021-04-22,14
"154",4459,283244,35.18,"22.00.31.25","2021-04-22 14:25:21","H230",1619101521,"LPw2","Euthermic",-4,14.4225,"Day",0.00667520018490728,2021-04-22,14
"155",4488,283245,35.33,"22.00.31.25","2021-04-22 14:40:18","H230",1619102418,"LPw2","Euthermic",-4,14.6716666666667,"Day",0.00740395535390129,2021-04-22,15
"156",4517,283246,35.5,"22.00.31.25","2021-04-22 14:55:19","H230",1619103319,"LPw2","Euthermic",-4,14.9219444444444,"Day",0.00801612719834979,2021-04-22,15
"157",4546,283247,35.15,"22.00.31.25","2021-04-22 15:10:19","H230",1619104219,"LPw2","Euthermic",-4,15.1719444444444,"Day",0.0064814484289945,2021-04-22,15
"158",4575,283248,34.94,"22.00.31.25","2021-04-22 15:25:18","H230",1619105118,"LPw2","Euthermic",-4,15.4216666666667,"Day",0.00509641330174384,2021-04-22,15
"159",4604,283249,34.86,"22.00.31.25","2021-04-22 15:40:16","H230",1619106016,"LPw2","Euthermic",-4,15.6711111111111,"Day",0.00468714076560171,2021-04-22,16
