"","X.1","X","ap_t","ap_ID","datetime","ID","unix","Period","State","num_Period","tod","DayNight","density","floordate","todfloor"
"3107",89780,286197,36.22,"22.00.31.25","2021-05-23 08:37:28","H230",1621759048,"SP22w4","Euthermic",0,8.62444444444444,"Night",0.0142354324870806,2021-05-23,9
"3108",89807,286198,34.76,"22.00.31.25","2021-05-23 08:52:28","H230",1621759948,"SP22w4","Euthermic",0,8.87444444444444,"Night",0.0051159830093755,2021-05-23,9
"3109",89834,286199,34.75,"22.00.31.25","2021-05-23 09:07:28","H230",1621760848,"SP22w4","Euthermic",0,9.12444444444444,"Day",0.00509536273836266,2021-05-23,9
"3110",89861,286200,36.07,"22.00.31.25","2021-05-23 09:22:28","H230",1621761748,"SP22w4","Euthermic",0,9.37444444444444,"Day",0.0124102937578209,2021-05-23,9
"3111",89888,286201,35.36,"22.00.31.25","2021-05-23 09:37:28","H230",1621762648,"SP22w4","Euthermic",0,9.62444444444444,"Day",0.0076179650964805,2021-05-23,10
"3112",89915,286202,35.06,"22.00.31.25","2021-05-23 09:52:28","H230",1621763548,"SP22w4","Euthermic",0,9.87444444444444,"Day",0.00659184989459319,2021-05-23,10
"3113",89942,286203,36.16,"22.00.31.25","2021-05-23 10:07:28","H230",1621764448,"SP22w4","Euthermic",0,10.1244444444444,"Day",0.0134086197806578,2021-05-23,10
"3114",89969,286204,36.01,"22.00.31.25","2021-05-23 10:22:28","H230",1621765348,"SP22w4","Euthermic",0,10.3744444444444,"Day",0.0118547790184151,2021-05-23,10
"3115",89996,286205,35.55,"22.00.31.25","2021-05-23 10:37:28","H230",1621766248,"SP22w4","Euthermic",0,10.6244444444444,"Day",0.00810589940183687,2021-05-23,11
"3116",90023,286206,35.7,"22.00.31.25","2021-05-23 10:52:28","H230",1621767148,"SP22w4","Euthermic",0,10.8744444444444,"Day",0.00870907180000595,2021-05-23,11
"3117",90050,286207,36.33,"22.00.31.25","2021-05-23 11:07:28","H230",1621768048,"SP22w4","Euthermic",0,11.1244444444444,"Day",0.0143258772799217,2021-05-23,11
"3118",90077,286208,36.46,"22.00.31.25","2021-05-23 11:22:28","H230",1621768948,"SP22w4","Euthermic",0,11.3744444444444,"Day",0.0129598517914112,2021-05-23,11
"3119",90104,286209,36.36,"22.00.31.25","2021-05-23 11:37:28","H230",1621769848,"SP22w4","Euthermic",0,11.6244444444444,"Day",0.014078640308827,2021-05-23,12
"3120",90131,286210,36.39,"22.00.31.25","2021-05-23 11:52:27","H230",1621770747,"SP22w4","Euthermic",0,11.8741666666667,"Day",0.0137850432723304,2021-05-23,12
"3121",90158,286211,36.4,"22.00.31.25","2021-05-23 12:07:27","H230",1621771647,"SP22w4","Euthermic",0,12.1241666666667,"Day",0.0138264175044726,2021-05-23,12
"3122",90185,286212,34.54,"22.00.31.25","2021-05-23 12:22:27","H230",1621772547,"SP22w4","Euthermic",0,12.3741666666667,"Day",0.00361386702591814,2021-05-23,12
"3123",90212,286213,34.21,"22.00.31.25","2021-05-23 12:37:27","H230",1621773447,"SP22w4","Euthermic",0,12.6241666666667,"Day",0.00313457873996282,2021-05-23,13
"3124",90239,286214,36.45,"22.00.31.25","2021-05-23 12:52:27","H230",1621774347,"SP22w4","Euthermic",0,12.8741666666667,"Day",0.0131130801121256,2021-05-23,13
"3125",90266,286215,36.57,"22.00.31.25","2021-05-23 13:07:27","H230",1621775247,"SP22w4","Euthermic",0,13.1241666666667,"Day",0.011010401042285,2021-05-23,13
"3126",90293,286216,36.43,"22.00.31.25","2021-05-23 13:22:27","H230",1621776147,"SP22w4","Euthermic",0,13.3741666666667,"Day",0.0138383378916643,2021-05-23,13
"3127",90320,286217,36.4,"22.00.31.25","2021-05-23 13:37:27","H230",1621777047,"SP22w4","Euthermic",0,13.6241666666667,"Day",0.0143740158136463,2021-05-23,14
"3128",90347,286218,36.31,"22.00.31.25","2021-05-23 13:52:27","H230",1621777947,"SP22w4","Euthermic",0,13.8741666666667,"Day",0.0150015559517505,2021-05-23,14
"3129",90374,286219,35.37,"22.00.31.25","2021-05-23 14:07:27","H230",1621778847,"SP22w4","Euthermic",0,14.1241666666667,"Day",0.00773414005480392,2021-05-23,14
"3130",90401,286220,35.83,"22.00.31.25","2021-05-23 14:22:27","H230",1621779747,"SP22w4","Euthermic",0,14.3741666666667,"Day",0.0104043312782784,2021-05-23,14
"3131",90428,286221,35.83,"22.00.31.25","2021-05-23 14:37:27","H230",1621780647,"SP22w4","Euthermic",0,14.6241666666667,"Day",0.0103690228703873,2021-05-23,15
"3132",90455,286222,35.51,"22.00.31.25","2021-05-23 14:52:27","H230",1621781547,"SP22w4","Euthermic",0,14.8741666666667,"Day",0.00803654858033868,2021-05-23,15
"3133",90482,286223,36.52,"22.00.31.25","2021-05-23 15:07:27","H230",1621782447,"SP22w4","Euthermic",0,15.1241666666667,"Day",0.0124215521298206,2021-05-23,15
"3134",90509,286224,36.07,"22.00.31.25","2021-05-23 15:22:27","H230",1621783347,"SP22w4","Euthermic",0,15.3741666666667,"Day",0.0131738952181499,2021-05-23,15
"3135",90536,286225,36.41,"22.00.31.25","2021-05-23 15:37:27","H230",1621784247,"SP22w4","Euthermic",0,15.6241666666667,"Day",0.0142521009386709,2021-05-23,16
"3136",90563,286226,35.24,"22.00.31.25","2021-05-23 15:52:27","H230",1621785147,"SP22w4","Euthermic",0,15.8741666666667,"Day",0.00659660168647633,2021-05-23,16
"3137",90590,286227,35.45,"22.00.31.25","2021-05-23 16:07:27","H230",1621786047,"SP22w4","Euthermic",0,16.1241666666667,"Day",0.00744019001360139,2021-05-23,16
"3138",90617,286228,35.74,"22.00.31.25","2021-05-23 16:22:27","H230",1621786947,"SP22w4","Euthermic",0,16.3741666666667,"Day",0.00888556614868263,2021-05-23,16
"3139",90644,286229,35.03,"22.00.31.25","2021-05-23 16:37:27","H230",1621787847,"SP22w4","Euthermic",0,16.6241666666667,"Day",0.00533622156932486,2021-05-23,17
"3140",90671,286230,35.37,"22.00.31.25","2021-05-23 16:52:27","H230",1621788747,"SP22w4","Euthermic",0,16.8741666666667,"Day",0.00685838947707027,2021-05-23,17
"3141",90698,286231,35.31,"22.00.31.25","2021-05-23 17:07:27","H230",1621789647,"SP22w4","Euthermic",0,17.1241666666667,"Night",0.00653093247211249,2021-05-23,17
"3142",90725,286232,35.48,"22.00.31.25","2021-05-23 17:22:27","H230",1621790547,"SP22w4","Euthermic",0,17.3741666666667,"Night",0.00728009267595979,2021-05-23,17
"3143",90752,286233,35.63,"22.00.31.25","2021-05-23 17:37:27","H230",1621791447,"SP22w4","Euthermic",0,17.6241666666667,"Night",0.00783716409277684,2021-05-23,18
"3144",90779,286234,37.66,"22.00.31.25","2021-05-23 17:52:27","H230",1621792347,"SP22w4","Euthermic",0,17.8741666666667,"Night",0.000488101419651963,2021-05-23,18
"3145",90806,286235,36.67,"22.00.31.25","2021-05-23 18:07:27","H230",1621793247,"SP22w4","Euthermic",0,18.1241666666667,"Night",0.0117885437303603,2021-05-23,18
"3146",90833,286236,37.56,"22.00.31.25","2021-05-23 18:22:27","H230",1621794147,"SP22w4","Euthermic",0,18.3741666666667,"Night",0.000816654780313678,2021-05-23,18
"3147",90860,286237,36.1,"22.00.31.25","2021-05-23 18:37:27","H230",1621795047,"SP22w4","Euthermic",0,18.6241666666667,"Night",0.0105412177490246,2021-05-23,19
"3148",90887,286238,36.68,"22.00.31.25","2021-05-23 18:52:27","H230",1621795947,"SP22w4","Euthermic",0,18.8741666666667,"Night",0.0118970562396453,2021-05-23,19
"3149",90914,286239,34.65,"22.00.31.25","2021-05-23 19:07:27","H230",1621796847,"SP22w4","Euthermic",0,19.1241666666667,"Night",0.0039717308634985,2021-05-23,19
"3150",90941,286240,36.27,"22.00.31.25","2021-05-23 19:22:27","H230",1621797747,"SP22w4","Euthermic",0,19.3741666666667,"Night",0.0106287024411532,2021-05-23,19
"3151",90968,286241,35.44,"22.00.31.25","2021-05-23 19:37:27","H230",1621798647,"SP22w4","Euthermic",0,19.6241666666667,"Night",0.00711450382466853,2021-05-23,20
"3152",90995,286242,36.31,"22.00.31.25","2021-05-23 19:52:27","H230",1621799547,"SP22w4","Euthermic",0,19.8741666666667,"Night",0.0100575514283301,2021-05-23,20
"3153",91022,286243,36.12,"22.00.31.25","2021-05-23 20:07:27","H230",1621800447,"SP22w4","Euthermic",0,20.1241666666667,"Night",0.00851751078170711,2021-05-23,20
"3154",91048,286244,35.49,"22.00.31.25","2021-05-23 20:22:27","H230",1621801347,"SP22w4","Euthermic",0,20.3741666666667,"Night",0.00721257642927904,2021-05-23,20
"3155",91075,286245,36.3,"22.00.31.25","2021-05-23 20:37:27","H230",1621802247,"SP22w4","Euthermic",0,20.6241666666667,"Night",0.00869122363435753,2021-05-23,21
"3156",91102,286246,36.59,"22.00.31.25","2021-05-23 20:52:27","H230",1621803147,"SP22w4","Euthermic",0,20.8741666666667,"Night",0.00951247707281625,2021-05-23,21
"3157",91129,286247,36.98,"22.00.31.25","2021-05-23 21:07:27","H230",1621804047,"SP22w4","Euthermic",0,21.1241666666667,"Night",0.00911190631813379,2021-05-23,21
"3158",91156,286248,35.27,"22.00.31.25","2021-05-23 21:22:27","H230",1621804947,"SP22w4","Euthermic",0,21.3741666666667,"Night",0.0060375803593448,2021-05-23,21
"3159",91183,286249,37.42,"22.00.31.25","2021-05-23 21:37:27","H230",1621805847,"SP22w4","Euthermic",0,21.6241666666667,"Night",0.00547300893456538,2021-05-23,22
"3160",91210,286250,37.15,"22.00.31.25","2021-05-23 21:52:27","H230",1621806747,"SP22w4","Euthermic",0,21.8741666666667,"Night",0.00760751358524528,2021-05-23,22
"3161",91237,286251,37.28,"22.00.31.25","2021-05-23 22:07:27","H230",1621807647,"SP22w4","Euthermic",0,22.1241666666667,"Night",0.0065320834808406,2021-05-23,22
"3162",91264,286252,37.65,"22.00.31.25","2021-05-23 22:22:27","H230",1621808547,"SP22w4","Euthermic",0,22.3741666666667,"Night",0.00358036600057367,2021-05-23,22
"3163",91291,286253,37.15,"22.00.31.25","2021-05-23 22:37:27","H230",1621809447,"SP22w4","Euthermic",0,22.6241666666667,"Night",0.00718564145532033,2021-05-23,23
"3164",91318,286254,36.93,"22.00.31.25","2021-05-23 22:52:27","H230",1621810347,"SP22w4","Euthermic",0,22.8741666666667,"Night",0.00826072824664488,2021-05-23,23
"3165",91345,286255,36.64,"22.00.31.25","2021-05-23 23:07:27","H230",1621811247,"SP22w4","Euthermic",0,23.1241666666667,"Night",0.00821066525002397,2021-05-23,23
"3166",91372,286256,36.57,"22.00.31.25","2021-05-23 23:22:27","H230",1621812147,"SP22w4","Euthermic",0,23.3741666666667,"Night",0.00755242537215542,2021-05-23,23
"3167",91399,286257,37.11,"22.00.31.25","2021-05-23 23:37:27","H230",1621813047,"SP22w4","Euthermic",0,23.6241666666667,"Night",0.00548517052485409,2021-05-23,24
"3168",91426,286258,35.65,"22.00.31.25","2021-05-23 23:52:27","H230",1621813947,"SP22w4","Euthermic",0,23.8741666666667,"Night",0.00494826905473153,2021-05-23,24
"3169",91453,286259,35.28,"22.00.31.25","2021-05-24 00:07:27","H230",1621814847,"SP22w4","Euthermic",0,0.124166666666667,"Night",0.00403220158414532,2021-05-24,0
"3170",91480,286260,36.8,"22.00.31.25","2021-05-24 00:22:27","H230",1621815747,"SP22w4","Euthermic",0,0.374166666666667,"Night",0.00707354410394228,2021-05-24,0
"3171",91507,286261,36.3,"22.00.31.25","2021-05-24 00:37:27","H230",1621816647,"SP22w4","Euthermic",0,0.624166666666667,"Night",0.00758070527408575,2021-05-24,1
"3172",91534,286262,36.03,"22.00.31.25","2021-05-24 00:52:27","H230",1621817547,"SP22w4","Euthermic",0,0.874166666666667,"Night",0.0082335605732075,2021-05-24,1
"3173",91561,286263,37.52,"22.00.31.25","2021-05-24 01:07:27","H230",1621818447,"SP22w4","Euthermic",0,1.12416666666667,"Night",0.00320768656855061,2021-05-24,1
"3174",91588,286264,37.06,"22.00.31.25","2021-05-24 01:22:27","H230",1621819347,"SP22w4","Euthermic",0,1.37416666666667,"Night",0.00848979881249943,2021-05-24,1
"3175",91615,286265,36.59,"22.00.31.25","2021-05-24 01:37:27","H230",1621820247,"SP22w4","Euthermic",0,1.62416666666667,"Night",0.00939763228546334,2021-05-24,2
"3176",91642,286266,35.29,"22.00.31.25","2021-05-24 01:52:27","H230",1621821147,"SP22w4","Euthermic",0,1.87416666666667,"Night",0.00736002988936427,2021-05-24,2
"3177",91669,286267,33.19,"22.00.31.25","2021-05-24 02:07:27","H230",1621822047,"SP22w4","Euthermic",0,2.12416666666667,"Night",0.00584235272879504,2021-05-24,2
"3178",91696,286268,37.07,"22.00.31.25","2021-05-24 02:22:27","H230",1621822947,"SP22w4","Euthermic",0,2.37416666666667,"Night",0.00847809137990157,2021-05-24,2
"3179",91723,286269,37,"22.00.31.25","2021-05-24 02:37:27","H230",1621823847,"SP22w4","Euthermic",0,2.62416666666667,"Night",0.00889492426887883,2021-05-24,3
"3180",91750,286270,36.97,"22.00.31.25","2021-05-24 02:52:27","H230",1621824747,"SP22w4","Euthermic",0,2.87416666666667,"Night",0.0090629768410495,2021-05-24,3
"3181",91777,286271,36.99,"22.00.31.25","2021-05-24 03:07:27","H230",1621825647,"SP22w4","Euthermic",0,3.12416666666667,"Night",0.00884783316537758,2021-05-24,3
"3182",91804,286272,36.02,"22.00.31.25","2021-05-24 03:22:27","H230",1621826547,"SP22w4","Euthermic",0,3.37416666666667,"Night",0.0082429034610279,2021-05-24,3
"3183",91831,286273,35.11,"22.00.31.25","2021-05-24 03:37:27","H230",1621827447,"SP22w4","Euthermic",0,3.62416666666667,"Night",0.00619081327399964,2021-05-24,4
"3184",91858,286274,34.83,"22.00.31.25","2021-05-24 03:52:27","H230",1621828347,"SP22w4","Euthermic",0,3.87416666666667,"Night",0.00508852908113255,2021-05-24,4
"3185",91885,286275,34.79,"22.00.31.25","2021-05-24 04:07:27","H230",1621829247,"SP22w4","Euthermic",0,4.12416666666667,"Night",0.00500518331473676,2021-05-24,4
"3186",91912,286276,34.39,"22.00.31.25","2021-05-24 04:22:27","H230",1621830147,"SP22w4","Euthermic",0,4.37416666666667,"Night",0.00469332701696713,2021-05-24,4
"3187",91939,286277,34.76,"22.00.31.25","2021-05-24 04:37:27","H230",1621831047,"SP22w4","Euthermic",0,4.62416666666667,"Night",0.00498667818696749,2021-05-24,5
"3188",91966,286278,34.93,"22.00.31.25","2021-05-24 04:52:27","H230",1621831947,"SP22w4","Euthermic",0,4.87416666666667,"Night",0.00560880650604871,2021-05-24,5
"3189",91993,286279,35.49,"22.00.31.25","2021-05-24 05:07:27","H230",1621832847,"SP22w4","Euthermic",0,5.12416666666667,"Night",0.00825594506751361,2021-05-24,5
"3190",92020,286280,35.39,"22.00.31.25","2021-05-24 05:22:27","H230",1621833747,"SP22w4","Euthermic",0,5.37416666666667,"Night",0.00798868794088168,2021-05-24,5
"3191",92047,286281,33.81,"22.00.31.25","2021-05-24 05:37:27","H230",1621834647,"SP22w4","Euthermic",0,5.62416666666667,"Night",0.0050909086157583,2021-05-24,6
"3192",92074,286282,33.26,"22.00.31.25","2021-05-24 05:52:27","H230",1621835547,"SP22w4","Euthermic",0,5.87416666666667,"Night",0.00610280144714106,2021-05-24,6
"3193",92101,286283,36.53,"22.00.31.25","2021-05-24 06:07:27","H230",1621836447,"SP22w4","Euthermic",0,6.12416666666667,"Night",0.0107930748043228,2021-05-24,6
"3194",92128,286284,35.86,"22.00.31.25","2021-05-24 06:22:27","H230",1621837347,"SP22w4","Euthermic",0,6.37416666666667,"Night",0.0099799667678309,2021-05-24,6
"3195",92155,286285,36.56,"22.00.31.25","2021-05-24 06:37:27","H230",1621838247,"SP22w4","Euthermic",0,6.62416666666667,"Night",0.0107113651059522,2021-05-24,7
"3196",92182,286286,36.22,"22.00.31.25","2021-05-24 06:52:27","H230",1621839147,"SP22w4","Euthermic",0,6.87416666666667,"Night",0.0129287040468692,2021-05-24,7
"3197",92209,286287,35.86,"22.00.31.25","2021-05-24 07:07:27","H230",1621840047,"SP22w4","Euthermic",0,7.12416666666667,"Night",0.0105728073353699,2021-05-24,7
"3198",92236,286288,36.06,"22.00.31.25","2021-05-24 07:22:27","H230",1621840947,"SP22w4","Euthermic",0,7.37416666666667,"Night",0.0127758680002844,2021-05-24,7
"3199",92263,286289,34.98,"22.00.31.25","2021-05-24 07:37:27","H230",1621841847,"SP22w4","Euthermic",0,7.62416666666667,"Night",0.00632185696065456,2021-05-24,8
"3200",92290,286290,34.99,"22.00.31.25","2021-05-24 07:52:27","H230",1621842747,"SP22w4","Euthermic",0,7.87416666666667,"Night",0.00644269388527904,2021-05-24,8
"3201",92317,286291,34.99,"22.00.31.25","2021-05-24 08:07:26","H230",1621843646,"SP22w4","Euthermic",0,8.12388888888889,"Night",0.00638051590785986,2021-05-24,8
"3202",92344,286292,34.75,"22.00.31.25","2021-05-24 08:22:26","H230",1621844546,"SP22w4","Euthermic",0,8.37388888888889,"Night",0.00520078720296105,2021-05-24,8
"3203",92371,286293,34.1,"22.00.31.25","2021-05-24 08:37:26","H230",1621845446,"SP22w4","Euthermic",0,8.62388888888889,"Night",0.00366398558293474,2021-05-24,9
"3204",92398,286294,36.44,"22.00.31.25","2021-05-24 08:52:26","H230",1621846346,"SP22w4","Euthermic",0,8.87388888888889,"Night",0.0132555793771781,2021-05-24,9
"3205",92425,286295,36.17,"22.00.31.25","2021-05-24 09:07:26","H230",1621847246,"SP22w4","Euthermic",0,9.12388888888889,"Day",0.0136750685801059,2021-05-24,9
"3206",92452,286296,35.96,"22.00.31.25","2021-05-24 09:22:26","H230",1621848146,"SP22w4","Euthermic",0,9.37388888888889,"Day",0.0111188956168239,2021-05-24,9
"3207",92479,286297,35.97,"22.00.31.25","2021-05-24 09:37:26","H230",1621849046,"SP22w4","Euthermic",0,9.62388888888889,"Day",0.0109706208170505,2021-05-24,10
"3208",92506,286298,35.95,"22.00.31.25","2021-05-24 09:52:26","H230",1621849946,"SP22w4","Euthermic",0,9.87388888888889,"Day",0.0108844969514552,2021-05-24,10
"3209",92533,286299,36.31,"22.00.31.25","2021-05-24 10:07:26","H230",1621850846,"SP22w4","Euthermic",0,10.1238888888889,"Day",0.0142575161118405,2021-05-24,10
"3210",92560,286300,36.42,"22.00.31.25","2021-05-24 10:22:26","H230",1621851746,"SP22w4","Euthermic",0,10.3738888888889,"Day",0.0136713303667601,2021-05-24,10
"3211",92587,286301,36.43,"22.00.31.25","2021-05-24 10:37:26","H230",1621852646,"SP22w4","Euthermic",0,10.6238888888889,"Day",0.0136431863990743,2021-05-24,11
"3212",92614,286302,36.37,"22.00.31.25","2021-05-24 10:52:26","H230",1621853546,"SP22w4","Euthermic",0,10.8738888888889,"Day",0.0141932684733409,2021-05-24,11
"3213",92641,286303,36.41,"22.00.31.25","2021-05-24 11:07:26","H230",1621854446,"SP22w4","Euthermic",0,11.1238888888889,"Day",0.0134981284328978,2021-05-24,11
"3214",92668,286304,36.22,"22.00.31.25","2021-05-24 11:22:26","H230",1621855346,"SP22w4","Euthermic",0,11.3738888888889,"Day",0.0142819603987239,2021-05-24,11
"3215",92695,286305,35.87,"22.00.31.25","2021-05-24 11:37:26","H230",1621856246,"SP22w4","Euthermic",0,11.6238888888889,"Day",0.0103112084704958,2021-05-24,12
"3216",92722,286306,35.57,"22.00.31.25","2021-05-24 11:52:26","H230",1621857146,"SP22w4","Euthermic",0,11.8738888888889,"Day",0.00858610117068229,2021-05-24,12
"3217",92749,286307,36.31,"22.00.31.25","2021-05-24 12:07:26","H230",1621858046,"SP22w4","Euthermic",0,12.1238888888889,"Day",0.0143502409323621,2021-05-24,12
"3218",92776,286308,36.21,"22.00.31.25","2021-05-24 12:22:26","H230",1621858946,"SP22w4","Euthermic",0,12.3738888888889,"Day",0.0145611560591186,2021-05-24,12
"3219",92803,286309,35.96,"22.00.31.25","2021-05-24 12:37:26","H230",1621859846,"SP22w4","Euthermic",0,12.6238888888889,"Day",0.0120101427068308,2021-05-24,13
"3220",92830,286310,35.98,"22.00.31.25","2021-05-24 12:52:26","H230",1621860746,"SP22w4","Euthermic",0,12.8738888888889,"Day",0.0125582838513025,2021-05-24,13
"3221",92857,286311,35.81,"22.00.31.25","2021-05-24 13:07:26","H230",1621861646,"SP22w4","Euthermic",0,13.1238888888889,"Day",0.0102372011884818,2021-05-24,13
"3222",92884,286312,36.08,"22.00.31.25","2021-05-24 13:22:26","H230",1621862546,"SP22w4","Euthermic",0,13.3738888888889,"Day",0.0139437616324404,2021-05-24,13
"3223",92912,286313,35.06,"22.00.31.25","2021-05-24 13:37:26","H230",1621863446,"SP22w4","Euthermic",0,13.6238888888889,"Day",0.00639519110464146,2021-05-24,14
"3224",92939,286314,36.26,"22.00.31.25","2021-05-24 13:52:26","H230",1621864346,"SP22w4","Euthermic",0,13.8738888888889,"Day",0.0151481223521841,2021-05-24,14
"3225",92966,286315,36.12,"22.00.31.25","2021-05-24 14:07:26","H230",1621865246,"SP22w4","Euthermic",0,14.1238888888889,"Day",0.0142093807294836,2021-05-24,14
"3226",92993,286316,35.99,"22.00.31.25","2021-05-24 14:22:26","H230",1621866146,"SP22w4","Euthermic",0,14.3738888888889,"Day",0.0124411476319744,2021-05-24,14
"3227",93020,286317,36.17,"22.00.31.25","2021-05-24 14:37:26","H230",1621867046,"SP22w4","Euthermic",0,14.6238888888889,"Day",0.01445227363105,2021-05-24,15
"3228",93047,286318,36.49,"22.00.31.25","2021-05-24 14:52:26","H230",1621867946,"SP22w4","Euthermic",0,14.8738888888889,"Day",0.0129904083300046,2021-05-24,15
"3229",93074,286319,36.53,"22.00.31.25","2021-05-24 15:07:26","H230",1621868846,"SP22w4","Euthermic",0,15.1238888888889,"Day",0.0124215521298206,2021-05-24,15
"3230",93101,286320,34.99,"22.00.31.25","2021-05-24 15:22:26","H230",1621869746,"SP22w4","Euthermic",0,15.3738888888889,"Day",0.00549404751674668,2021-05-24,15
"3231",93128,286321,34.64,"22.00.31.25","2021-05-24 15:37:26","H230",1621870646,"SP22w4","Euthermic",0,15.6238888888889,"Day",0.00372773649613749,2021-05-24,16
"3232",93155,286322,36.46,"22.00.31.25","2021-05-24 15:52:26","H230",1621871546,"SP22w4","Euthermic",0,15.8738888888889,"Day",0.0138637068568694,2021-05-24,16
"3233",93182,286323,35.11,"22.00.31.25","2021-05-24 16:07:26","H230",1621872446,"SP22w4","Euthermic",0,16.1238888888889,"Day",0.00582512426553878,2021-05-24,16
"3234",93209,286324,36.87,"22.00.31.25","2021-05-24 16:22:26","H230",1621873346,"SP22w4","Euthermic",0,16.3738888888889,"Day",0.00541095070810846,2021-05-24,16
"3235",93236,286325,36.84,"22.00.31.25","2021-05-24 16:37:26","H230",1621874246,"SP22w4","Euthermic",0,16.6238888888889,"Day",0.00559792472963815,2021-05-24,17
"3236",93263,286326,36.91,"22.00.31.25","2021-05-24 16:52:26","H230",1621875146,"SP22w4","Euthermic",0,16.8738888888889,"Day",0.0045491324707993,2021-05-24,17
"3237",93290,286327,37.08,"22.00.31.25","2021-05-24 17:07:26","H230",1621876046,"SP22w4","Euthermic",0,17.1238888888889,"Night",0.00238616420341853,2021-05-24,17
"3238",93317,286328,37.41,"22.00.31.25","2021-05-24 17:22:26","H230",1621876946,"SP22w4","Euthermic",0,17.3738888888889,"Night",0.000675941049760424,2021-05-24,17
"3239",93344,286329,37.32,"22.00.31.25","2021-05-24 17:37:26","H230",1621877846,"SP22w4","Euthermic",0,17.6238888888889,"Night",0.00112754726100502,2021-05-24,18
"3240",93371,286330,37.66,"22.00.31.25","2021-05-24 17:52:26","H230",1621878746,"SP22w4","Euthermic",0,17.8738888888889,"Night",0.000488101419651963,2021-05-24,18
"3241",93398,286331,35.97,"22.00.31.25","2021-05-24 18:07:26","H230",1621879646,"SP22w4","Euthermic",0,18.1238888888889,"Night",0.00992276598326223,2021-05-24,18
"3242",93425,286332,36.86,"22.00.31.25","2021-05-24 18:22:26","H230",1621880546,"SP22w4","Euthermic",0,18.3738888888889,"Night",0.00831718012600865,2021-05-24,18
"3243",93452,286333,36.33,"22.00.31.25","2021-05-24 18:37:26","H230",1621881446,"SP22w4","Euthermic",0,18.6238888888889,"Night",0.0129435751398674,2021-05-24,19
"3244",93479,286334,34.06,"22.00.31.25","2021-05-24 18:52:26","H230",1621882346,"SP22w4","Euthermic",0,18.8738888888889,"Night",0.0054918250960828,2021-05-24,19
"3245",93506,286335,35.01,"22.00.31.25","2021-05-24 19:07:26","H230",1621883246,"SP22w4","Euthermic",0,19.1238888888889,"Night",0.00507709629460449,2021-05-24,19
"3246",93533,286336,36.98,"22.00.31.25","2021-05-24 19:22:26","H230",1621884146,"SP22w4","Euthermic",0,19.3738888888889,"Night",0.00780562529456913,2021-05-24,19
"3247",93560,286337,36.98,"22.00.31.25","2021-05-24 19:37:26","H230",1621885046,"SP22w4","Euthermic",0,19.6238888888889,"Night",0.00822315740555437,2021-05-24,20
"3248",93587,286338,36.41,"22.00.31.25","2021-05-24 19:52:26","H230",1621885946,"SP22w4","Euthermic",0,19.8738888888889,"Night",0.0108020262523813,2021-05-24,20
"3249",93614,286339,36.54,"22.00.31.25","2021-05-24 20:07:26","H230",1621886846,"SP22w4","Euthermic",0,20.1238888888889,"Night",0.0108369116678867,2021-05-24,20
"3250",93641,286340,37.15,"22.00.31.25","2021-05-24 20:22:26","H230",1621887746,"SP22w4","Euthermic",0,20.3738888888889,"Night",0.00711892504906621,2021-05-24,20
"3251",93668,286341,36.85,"22.00.31.25","2021-05-24 20:37:26","H230",1621888646,"SP22w4","Euthermic",0,20.6238888888889,"Night",0.0100783012585187,2021-05-24,21
"3252",93695,286342,36.69,"22.00.31.25","2021-05-24 20:52:26","H230",1621889546,"SP22w4","Euthermic",0,20.8738888888889,"Night",0.00979579573678266,2021-05-24,21
"3253",93722,286343,34.52,"22.00.31.25","2021-05-24 21:07:26","H230",1621890446,"SP22w4","Euthermic",0,21.1238888888889,"Night",0.00409616955919091,2021-05-24,21
"3254",93749,286344,36.27,"22.00.31.25","2021-05-24 21:22:26","H230",1621891346,"SP22w4","Euthermic",0,21.3738888888889,"Night",0.00817627226447332,2021-05-24,21
"3255",93776,286345,36.97,"22.00.31.25","2021-05-24 21:37:26","H230",1621892246,"SP22w4","Euthermic",0,21.6238888888889,"Night",0.0088007408594384,2021-05-24,22
"3256",93803,286346,36.91,"22.00.31.25","2021-05-24 21:52:26","H230",1621893146,"SP22w4","Euthermic",0,21.8738888888889,"Night",0.00869404491378977,2021-05-24,22
"3257",93830,286347,35.48,"22.00.31.25","2021-05-24 22:07:26","H230",1621894046,"SP22w4","Euthermic",0,22.1238888888889,"Night",0.00701822501064722,2021-05-24,22
"3258",93857,286348,35.37,"22.00.31.25","2021-05-24 22:22:26","H230",1621894946,"SP22w4","Euthermic",0,22.3738888888889,"Night",0.00659935067942319,2021-05-24,22
"3259",93884,286349,34.76,"22.00.31.25","2021-05-24 22:37:26","H230",1621895846,"SP22w4","Euthermic",0,22.6238888888889,"Night",0.00457178018160699,2021-05-24,23
"3260",93911,286350,37.11,"22.00.31.25","2021-05-24 22:52:26","H230",1621896746,"SP22w4","Euthermic",0,22.8738888888889,"Night",0.0072237167636685,2021-05-24,23
"3261",93938,286351,37.07,"22.00.31.25","2021-05-24 23:07:26","H230",1621897646,"SP22w4","Euthermic",0,23.1238888888889,"Night",0.00736224844416745,2021-05-24,23
"3262",93965,286352,36.83,"22.00.31.25","2021-05-24 23:22:26","H230",1621898546,"SP22w4","Euthermic",0,23.3738888888889,"Night",0.00767484425004283,2021-05-24,23
