"","ID","Period","State","DayNight","num_Period","floordate","todfloor","mean_BTind","median_BTind","std_BTind"
"1","H263","LPw2","Euthermic","Day",-4,2021-04-21,9,36.715,36.715,0.233345237791564
"2","H263","LPw2","Euthermic","Day",-4,2021-04-21,10,36.525,36.6,0.231588715902425
"3","H263","LPw2","Euthermic","Day",-4,2021-04-21,11,36.1275,36.165,0.597069231050021
"4","H263","LPw2","Euthermic","Day",-4,2021-04-21,12,35.5125,35.49,0.125532200384336
"5","H263","LPw2","Euthermic","Day",-4,2021-04-21,13,35.2175,35.265,0.211719153597401
"6","H263","LPw2","Euthermic","Day",-4,2021-04-21,14,35.92,35.91,0.778888096369861
"7","H263","LPw2","Euthermic","Day",-4,2021-04-21,15,36.285,36.405,0.366287682930598
"8","H263","LPw2","Euthermic","Day",-4,2021-04-21,16,36.5675,36.58,0.314046174948846
"9","H263","LPw2","Euthermic","Day",-4,2021-04-21,17,36.16,36.16,0.0282842712474613
"10","H263","LPw2","Euthermic","Day",-4,2021-04-22,9,36.57,36.57,0.282842712474623
"11","H263","LPw2","Euthermic","Day",-4,2021-04-22,10,36.6075,36.62,0.0997914491994843
"12","H263","LPw2","Euthermic","Day",-4,2021-04-22,11,35.65,35.64,0.786638417571887
"13","H263","LPw2","Euthermic","Day",-4,2021-04-22,12,35.295,34.96,0.83064232174063
"14","H263","LPw2","Euthermic","Day",-4,2021-04-22,13,36.23,36.555,0.917205902001652
"15","H263","LPw2","Euthermic","Day",-4,2021-04-22,14,35.9975,36.245,0.574245882295496
"16","H263","LPw2","Euthermic","Day",-4,2021-04-22,15,36.16,36.405,0.587593964116947
"17","H263","LPw2","Euthermic","Day",-4,2021-04-22,16,36.4825,36.485,0.0457347424467074
"18","H263","LPw2","Euthermic","Day",-4,2021-04-22,17,36.71,36.71,0.0424264068711945
"19","H263","LPw2","Euthermic","Day",-4,2021-04-23,9,35.145,35.145,0.106066017177981
"20","H263","LPw2","Euthermic","Day",-4,2021-04-23,10,36.385,36.375,0.110905365064095
"21","H263","LPw2","Euthermic","Day",-4,2021-04-23,11,36.3725,36.39,0.191376592090046
"22","H263","LPw2","Euthermic","Day",-4,2021-04-23,12,36.2425,36.255,0.0981070843517445
"23","H263","LPw2","Euthermic","Day",-4,2021-04-23,13,35.1325,35.13,0.196192932254622
"24","H263","LPw2","Euthermic","Day",-4,2021-04-23,14,35.9575,36.175,0.631948046387781
"25","H263","LPw2","Euthermic","Day",-4,2021-04-23,15,36.0825,36.17,0.711073132666395
"26","H263","LPw2","Euthermic","Day",-4,2021-04-23,16,36.6525,36.645,0.0718215380880523
"27","H263","LPw2","Euthermic","Day",-4,2021-04-23,17,36.65,36.65,0.339411254969546
"28","H263","LPw2","Euthermic","Day",-4,2021-04-24,9,36.68,36.68,0.197989898732234
"29","H263","LPw2","Euthermic","Day",-4,2021-04-24,10,36.95,37.055,0.241246761636295
"30","H263","LPw2","Euthermic","Day",-4,2021-04-24,11,35.705,36.485,1.72974950016855
"31","H263","LPw2","Euthermic","Day",-4,2021-04-24,12,36.42,36.44,0.155777619273971
"32","H263","LPw2","Euthermic","Day",-4,2021-04-24,13,36.0575,36.115,0.215
"33","H263","LPw2","Euthermic","Day",-4,2021-04-24,14,36.005,36.435,0.876755382076438
"34","H263","LPw2","Euthermic","Day",-4,2021-04-24,15,36.28,36.28,0.0637704215656984
"35","H263","LPw2","Euthermic","Day",-4,2021-04-24,16,35.3725,35.345,0.298370574956714
"36","H263","LPw2","Euthermic","Day",-4,2021-04-24,17,36.615,36.615,0.0353553390593254
"37","H263","LPw2","Euthermic","Day",-4,2021-04-25,9,35.135,35.135,0.0777817459305198
"38","H263","LPw2","Euthermic","Day",-4,2021-04-25,10,35.825,35.89,0.719652694012882
"39","H263","LPw2","Euthermic","Day",-4,2021-04-25,11,36.5175,36.5,0.161322658049014
"40","H263","LPw2","Euthermic","Day",-4,2021-04-25,12,36.405,36.345,0.184842275106825
"41","H263","LPw2","Euthermic","Day",-4,2021-04-25,13,36.45,36.445,0.250199920063934
"42","H263","LPw2","Euthermic","Day",-4,2021-04-25,14,35.875,36.16,0.857651833010732
"43","H263","LPw2","Euthermic","Day",-4,2021-04-25,15,36.5725,36.57,0.0793200268952744
"44","H263","LPw2","Euthermic","Day",-4,2021-04-25,16,36.425,36.38,0.17616280348965
"45","H263","LPw2","Euthermic","Day",-4,2021-04-25,17,36.18,36.18,0.791959594928936
"46","H263","LPw2","Euthermic","Day",-4,2021-04-26,9,35.115,35.115,0.0636396103067867
"47","H263","LPw2","Euthermic","Day",-4,2021-04-26,10,35.3125,35.02,1.00483414883585
"48","H263","LPw2","Euthermic","Day",-4,2021-04-26,11,35.785,35.795,0.698307477643862
"49","H263","LPw2","Euthermic","Day",-4,2021-04-26,12,36.3075,36.31,0.0670198975429425
"50","H263","LPw2","Euthermic","Day",-4,2021-04-26,13,35.6325,35.585,0.600243006345483
"51","H263","LPw2","Euthermic","Day",-4,2021-04-26,14,36.26,36.265,0.139761701954912
"52","H263","LPw2","Euthermic","Day",-4,2021-04-26,15,36.395,36.415,0.0967815409397214
"53","H263","LPw2","Euthermic","Day",-4,2021-04-26,16,36.105,36.115,0.127148207485071
"54","H263","LPw2","Euthermic","Day",-4,2021-04-26,17,36.085,36.085,0.219203102167831
"55","H263","LPw2","Euthermic","Day",-4,2021-04-27,9,36.425,36.425,0.233345237791564
"56","H263","LPw2","Euthermic","Day",-4,2021-04-27,10,36.31,36.7,1.48258782764012
"57","H263","LPw2","Euthermic","Day",-4,2021-04-27,11,36.975,36.95,0.264889914241118
"58","H263","LPw2","Euthermic","Day",-4,2021-04-27,12,36.46,36.44,0.0637704215656958
"59","H263","LPw2","Euthermic","Day",-4,2021-04-27,13,36.185,36.25,0.143874945699383
"60","H263","LPw2","Euthermic","Day",-4,2021-04-27,14,36.6325,36.645,0.185539753152795
"61","H263","LPw2","Euthermic","Day",-4,2021-04-27,15,36.1375,36.115,0.134752860204647
"62","H263","LPw2","Euthermic","Day",-4,2021-04-27,16,36.375,36.345,0.162583311976763
"63","H263","LPw2","Euthermic","Day",-4,2021-04-27,17,36.635,36.635,0.261629509039021
"64","H263","LPw2","Euthermic","Night",-4,2021-04-21,0,37.435,37.435,0.0212132034355972
"65","H263","LPw2","Euthermic","Night",-4,2021-04-21,1,36.97,37.255,0.730342385460407
"66","H263","LPw2","Euthermic","Night",-4,2021-04-21,2,36.53,36.56,1.27195387757051
"67","H263","LPw2","Euthermic","Night",-4,2021-04-21,3,36.1375,36.53,1.10813281394124
"68","H263","LPw2","Euthermic","Night",-4,2021-04-21,4,36.7475,37.22,1.04767599953421
"69","H263","LPw2","Euthermic","Night",-4,2021-04-21,5,35.4975,35.54,1.77738337638976
"70","H263","LPw2","Euthermic","Night",-4,2021-04-21,6,36.925,36.955,0.23330952259463
"71","H263","LPw2","Euthermic","Night",-4,2021-04-21,7,36.31,36.315,0.134412301024374
"72","H263","LPw2","Euthermic","Night",-4,2021-04-21,8,36.56,36.485,0.406530031690977
"73","H263","LPw2","Euthermic","Night",-4,2021-04-21,9,36.94,36.94,0.127279220613578
"74","H263","LPw2","Euthermic","Night",-4,2021-04-21,17,35.535,35.535,0.148492424049176
"75","H263","LPw2","Euthermic","Night",-4,2021-04-21,18,36.14,36.005,0.463824679521621
"76","H263","LPw2","Euthermic","Night",-4,2021-04-21,19,36.8325,36.845,0.0801560977094075
"77","H263","LPw2","Euthermic","Night",-4,2021-04-21,20,35.5875,35.67,1.04875720100825
"78","H263","LPw2","Euthermic","Night",-4,2021-04-21,21,35.525,35.235,1.32957386657029
"79","H263","LPw2","Euthermic","Night",-4,2021-04-21,22,37.3125,37.28,0.163579746097533
"80","H263","LPw2","Euthermic","Night",-4,2021-04-21,23,37.6925,37.67,0.155643824162736
"81","H263","LPw2","Euthermic","Night",-4,2021-04-21,24,37.34,37.34,0.0848528137423839
"82","H263","LPw2","Euthermic","Night",-4,2021-04-22,0,37.12,37.12,0.42426406871193
"83","H263","LPw2","Euthermic","Night",-4,2021-04-22,1,36.1125,36.515,1.30890221177901
"84","H263","LPw2","Euthermic","Night",-4,2021-04-22,2,36.9425,36.93,0.305436845627154
"85","H263","LPw2","Euthermic","Night",-4,2021-04-22,3,37.1175,37.045,0.229981883344466
"86","H263","LPw2","Euthermic","Night",-4,2021-04-22,4,36.3175,36.26,0.678890025458222
"87","H263","LPw2","Euthermic","Night",-4,2021-04-22,5,36.2575,36.185,0.871373436975597
"88","H263","LPw2","Euthermic","Night",-4,2021-04-22,6,36.755,37.17,0.94026591983332
"89","H263","LPw2","Euthermic","Night",-4,2021-04-22,7,36.5675,36.535,0.128419884233973
"90","H263","LPw2","Euthermic","Night",-4,2021-04-22,8,36.575,36.495,0.275741424768445
"91","H263","LPw2","Euthermic","Night",-4,2021-04-22,9,36.445,36.445,0.190918830920365
"92","H263","LPw2","Euthermic","Night",-4,2021-04-22,17,36.655,36.655,0.289913780286482
"93","H263","LPw2","Euthermic","Night",-4,2021-04-22,18,36.035,36.045,0.719930552206252
"94","H263","LPw2","Euthermic","Night",-4,2021-04-22,19,36.1425,36.15,0.990197791689452
"95","H263","LPw2","Euthermic","Night",-4,2021-04-22,20,36.63,36.67,0.330756708170826
"96","H263","LPw2","Euthermic","Night",-4,2021-04-22,21,36.51,36.39,0.972488217580726
"97","H263","LPw2","Euthermic","Night",-4,2021-04-22,22,37.1525,37.325,0.568059562604722
"98","H263","LPw2","Euthermic","Night",-4,2021-04-22,23,37.1,37.12,0.558629274802768
"99","H263","LPw2","Euthermic","Night",-4,2021-04-22,24,36.345,36.345,0.784888527117067
"100","H263","LPw2","Euthermic","Night",-4,2021-04-23,0,35.745,35.745,0.0636396103067867
"101","H263","LPw2","Euthermic","Night",-4,2021-04-23,1,36.7925,36.965,0.575231837320107
"102","H263","LPw2","Euthermic","Night",-4,2021-04-23,2,36.6375,36.895,0.639967447088783
"103","H263","LPw2","Euthermic","Night",-4,2021-04-23,3,35.9125,35.525,0.853400062495114
"104","H263","LPw2","Euthermic","Night",-4,2021-04-23,4,36.9075,37.345,1.16115962152784
"105","H263","LPw2","Euthermic","Night",-4,2021-04-23,5,36.61,36.93,0.841110377219702
"106","H263","LPw2","Euthermic","Night",-4,2021-04-23,6,36.845,36.835,0.248260615751538
"107","H263","LPw2","Euthermic","Night",-4,2021-04-23,7,36.2225,36.24,0.274393270082681
"108","H263","LPw2","Euthermic","Night",-4,2021-04-23,8,36.295,36.32,0.598748695196909
"109","H263","LPw2","Euthermic","Night",-4,2021-04-23,9,35.315,35.315,0.233345237791559
"110","H263","LPw2","Euthermic","Night",-4,2021-04-23,17,36.54,36.54,0.325269119345812
"111","H263","LPw2","Euthermic","Night",-4,2021-04-23,18,36.575,36.63,0.225314594881617
"112","H263","LPw2","Euthermic","Night",-4,2021-04-23,19,36.6,36.555,0.472087562499443
"113","H263","LPw2","Euthermic","Night",-4,2021-04-23,20,37.0425,37.03,0.137931142241337
"114","H263","LPw2","Euthermic","Night",-4,2021-04-23,21,37.4225,37.435,0.172312700247737
"115","H263","LPw2","Euthermic","Night",-4,2021-04-23,22,35.2075,34.97,1.42284632573819
"116","H263","LPw2","Euthermic","Night",-4,2021-04-23,23,37.2075,37.35,0.568118238866993
"117","H263","LPw2","Euthermic","Night",-4,2021-04-23,24,36.855,36.855,0.19091883092037
"118","H263","LPw2","Euthermic","Night",-4,2021-04-24,0,36.915,36.915,0.162634559672909
"119","H263","LPw2","Euthermic","Night",-4,2021-04-24,1,36.4625,36.665,1.08632024130395
"120","H263","LPw2","Euthermic","Night",-4,2021-04-24,2,35.14,35.055,0.366151152758892
"121","H263","LPw2","Euthermic","Night",-4,2021-04-24,3,36.8325,37.005,0.383090502797099
"122","H263","LPw2","Euthermic","Night",-4,2021-04-24,4,36.3,36.925,1.28018227868795
"123","H263","LPw2","Euthermic","Night",-4,2021-04-24,5,34.855,35.23,0.76339155527597
"124","H263","LPw2","Euthermic","Night",-4,2021-04-24,6,34.8025,34.875,0.308909371822872
"125","H263","LPw2","Euthermic","Night",-4,2021-04-24,7,35.165,35.035,0.558002389481146
"126","H263","LPw2","Euthermic","Night",-4,2021-04-24,8,34.895,34.915,0.0818535277187235
"127","H263","LPw2","Euthermic","Night",-4,2021-04-24,9,35.46,35.46,0.0989949493661171
"128","H263","LPw2","Euthermic","Night",-4,2021-04-24,17,36.78,36.78,0.296984848098351
"129","H263","LPw2","Euthermic","Night",-4,2021-04-24,18,34.9925,35.025,0.163375844807814
"130","H263","LPw2","Euthermic","Night",-4,2021-04-24,19,35.05,35.135,0.318224239596336
"131","H263","LPw2","Euthermic","Night",-4,2021-04-24,20,35.4425,35.55,0.322838969147159
"132","H263","LPw2","Euthermic","Night",-4,2021-04-24,21,35.1225,35.465,1.06543809455704
"133","H263","LPw2","Euthermic","Night",-4,2021-04-24,22,35.79,35.385,1.30012819880708
"134","H263","LPw2","Euthermic","Night",-4,2021-04-24,23,37.0675,37.4,0.876826664740528
"135","H263","LPw2","Euthermic","Night",-4,2021-04-24,24,35.835,35.835,1.47785317267989
"136","H263","LPw2","Euthermic","Night",-4,2021-04-25,0,36.195,36.195,1.08187337521542
"137","H263","LPw2","Euthermic","Night",-4,2021-04-25,1,36.5675,36.54,0.937029882127565
"138","H263","LPw2","Euthermic","Night",-4,2021-04-25,2,36.99,37.03,0.227596133534821
"139","H263","LPw2","Euthermic","Night",-4,2021-04-25,3,36.3175,36.4,0.947395552730397
"140","H263","LPw2","Euthermic","Night",-4,2021-04-25,4,36.6525,36.855,0.617650116705782
"141","H263","LPw2","Euthermic","Night",-4,2021-04-25,5,35.6025,35.72,1.10146493362249
"142","H263","LPw2","Euthermic","Night",-4,2021-04-25,6,35.375,35.43,0.313315602335197
"143","H263","LPw2","Euthermic","Night",-4,2021-04-25,7,35.2025,34.995,0.734455580685446
"144","H263","LPw2","Euthermic","Night",-4,2021-04-25,8,36.0825,36.095,0.177834192437788
"145","H263","LPw2","Euthermic","Night",-4,2021-04-25,9,35.16,35.16,0.0282842712474613
"146","H263","LPw2","Euthermic","Night",-4,2021-04-25,17,35.64,35.64,0.0282842712474613
"147","H263","LPw2","Euthermic","Night",-4,2021-04-25,18,35.5,35.515,0.0725718035235917
"148","H263","LPw2","Euthermic","Night",-4,2021-04-25,19,36.405,36.38,0.149999999999998
"149","H263","LPw2","Euthermic","Night",-4,2021-04-25,20,36.24,36.56,0.89462282555276
"150","H263","LPw2","Euthermic","Night",-4,2021-04-25,21,36.5625,36.87,0.83015560790332
"151","H263","LPw2","Euthermic","Night",-4,2021-04-25,22,36.1975,36.42,1.265158092888
"152","H263","LPw2","Euthermic","Night",-4,2021-04-25,23,36.9675,37.065,0.382480936344108
"153","H263","LPw2","Euthermic","Night",-4,2021-04-25,24,36.925,36.925,0.091923881554253
"154","H263","LPw2","Euthermic","Night",-4,2021-04-26,0,37.05,37.05,0.410121933088201
"155","H263","LPw2","Euthermic","Night",-4,2021-04-26,1,36.1525,36.145,0.811105213068357
"156","H263","LPw2","Euthermic","Night",-4,2021-04-26,2,35.93,36.145,1.49615061630394
"157","H263","LPw2","Euthermic","Night",-4,2021-04-26,3,35.59,35.49,0.512054684579684
"158","H263","LPw2","Euthermic","Night",-4,2021-04-26,4,35.62,35.475,0.564682801815911
"159","H263","LPw2","Euthermic","Night",-4,2021-04-26,5,34.885,34.99,0.58954784934445
"160","H263","LPw2","Euthermic","Night",-4,2021-04-26,6,35.77,35.76,0.165730705262079
"161","H263","LPw2","Euthermic","Night",-4,2021-04-26,7,35.265,35.25,0.136991483920232
"162","H263","LPw2","Euthermic","Night",-4,2021-04-26,8,34.9625,34.96,0.0403112887414913
"163","H263","LPw2","Euthermic","Night",-4,2021-04-26,9,35.34,35.34,0.282842712474618
"164","H263","LPw2","Euthermic","Night",-4,2021-04-26,17,36.64,36.64,0.113137084989845
"165","H263","LPw2","Euthermic","Night",-4,2021-04-26,18,35.7775,35.755,0.230416289933388
"166","H263","LPw2","Euthermic","Night",-4,2021-04-26,19,36.0375,36.065,0.54670985601749
"167","H263","LPw2","Euthermic","Night",-4,2021-04-26,20,35.1275,35.085,0.157559512565888
"168","H263","LPw2","Euthermic","Night",-4,2021-04-26,21,35.3175,35.31,0.74441811727908
"169","H263","LPw2","Euthermic","Night",-4,2021-04-26,22,36.0725,36.19,1.04116521263438
"170","H263","LPw2","Euthermic","Night",-4,2021-04-26,23,36.885,37.29,1.01174766287515
"171","H263","LPw2","Euthermic","Night",-4,2021-04-26,24,36.445,36.445,1.09601551083915
"172","H263","LPw2","Euthermic","Night",-4,2021-04-27,0,37.22,37.22,0.0848528137423889
"173","H263","LPw2","Euthermic","Night",-4,2021-04-27,1,36.3475,36.375,0.909409148843357
"174","H263","LPw2","Euthermic","Night",-4,2021-04-27,2,36.8,37.02,1.00439036235918
"175","H263","LPw2","Euthermic","Night",-4,2021-04-27,3,35.64,35.66,1.85904993657155
"176","H263","LPw2","Euthermic","Night",-4,2021-04-27,4,37.1975,37.125,0.353022662162076
"177","H263","LPw2","Euthermic","Night",-4,2021-04-27,5,35.6225,35.2,1.09928385779106
"178","H263","LPw2","Euthermic","Night",-4,2021-04-27,6,36.96,36.885,0.324037034920395
"179","H263","LPw2","Euthermic","Night",-4,2021-04-27,7,35.9975,36.18,0.675937620396044
"180","H263","LPw2","Euthermic","Night",-4,2021-04-27,8,35.2875,35.29,0.0368555739791584
"181","H263","LPw2","Euthermic","Night",-4,2021-04-27,9,35.35,35.35,1.5980613254816
"182","H263","LPw2","Euthermic","Night",-4,2021-04-27,17,36.075,36.075,0.106066017177981
"183","H263","LPw2","Euthermic","Night",-4,2021-04-27,18,36.2725,36.295,0.237399101374315
"184","H263","LPw2","Euthermic","Night",-4,2021-04-27,19,36.74,36.715,0.247521042876492
"185","H263","LPw2","Euthermic","Night",-4,2021-04-27,20,36.06,36.715,1.59082787671493
"186","H263","LPw2","Euthermic","Night",-4,2021-04-27,21,35.1525,35.205,0.4300678241084
"187","H263","LPw2","Euthermic","Night",-4,2021-04-27,22,34.545,34.545,0.968736290225568
"188","H263","SP22w1","Euthermic","Day",-3,2021-04-28,9,35.23,35.23,0.0424264068711894
"189","H263","SP22w1","Euthermic","Day",-3,2021-04-28,10,35.705,35.81,1.05998427661294
"190","H263","SP22w1","Euthermic","Day",-3,2021-04-28,11,35.39,35.41,0.0637704215656973
"191","H263","SP22w1","Euthermic","Day",-3,2021-04-28,12,34.8275,35.05,0.479192028314329
"192","H263","SP22w1","Euthermic","Day",-3,2021-04-28,13,35.2275,34.95,0.702062437869075
"193","H263","SP22w1","Euthermic","Day",-3,2021-04-28,14,36.32,36.225,0.345928701709855
"194","H263","SP22w1","Euthermic","Day",-3,2021-04-28,15,36.245,35.955,0.645213143077543
"195","H263","SP22w1","Euthermic","Day",-3,2021-04-28,16,35.6225,35.625,0.212347984842492
"196","H263","SP22w1","Euthermic","Day",-3,2021-04-28,17,35.53,35.53,0.127279220613578
"197","H263","SP22w1","Euthermic","Day",-3,2021-04-29,9,36.28,36.28,0.226274169979695
"198","H263","SP22w1","Euthermic","Day",-3,2021-04-29,10,36.3775,36.385,0.0434932945023333
"199","H263","SP22w1","Euthermic","Day",-3,2021-04-29,11,36.0975,36.22,0.363444172695982
"200","H263","SP22w1","Euthermic","Day",-3,2021-04-29,12,35.9525,36.43,1.00986385220979
"201","H263","SP22w1","Euthermic","Day",-3,2021-04-29,13,36.4525,36.465,0.0830160627027466
"202","H263","SP22w1","Euthermic","Day",-3,2021-04-29,14,35.4225,35.42,0.118708326020826
"203","H263","SP22w1","Euthermic","Day",-3,2021-04-29,15,34.91,34.91,0.135892114070928
"204","H263","SP22w1","Euthermic","Day",-3,2021-04-29,16,35.7875,36.065,0.826251575893605
"205","H263","SP22w1","Euthermic","Day",-3,2021-04-29,17,36.56,36.56,0.0141421356237332
"206","H263","SP22w1","Euthermic","Day",-3,2021-04-30,9,35.84,35.84,1.04651803615609
"207","H263","SP22w1","Euthermic","Day",-3,2021-04-30,10,35.0425,35.04,0.101447851956886
"208","H263","SP22w1","Euthermic","Day",-3,2021-04-30,11,35.4275,35.38,0.236555138040443
"209","H263","SP22w1","Euthermic","Day",-3,2021-04-30,12,36.4625,36.505,0.13696106502701
"210","H263","SP22w1","Euthermic","Day",-3,2021-04-30,13,36.0375,36.255,0.715186455874737
"211","H263","SP22w1","Euthermic","Day",-3,2021-04-30,14,34.9,34.85,0.146515073172239
"212","H263","SP22w1","Euthermic","Day",-3,2021-04-30,15,35.95,36.06,1.01347586716869
"213","H263","SP22w1","Euthermic","Day",-3,2021-04-30,16,36.5275,36.55,0.0880814017448283
"214","H263","SP22w1","Euthermic","Day",-3,2021-04-30,17,36.605,36.605,0.134350288425447
"215","H263","SP22w1","Euthermic","Day",-3,2021-05-01,9,36.51,36.51,0
"216","H263","SP22w1","Euthermic","Day",-3,2021-05-01,10,35.7025,35.76,0.781766162821934
"217","H263","SP22w1","Euthermic","Day",-3,2021-05-01,11,36.125,36.295,0.391620564662616
"218","H263","SP22w1","Euthermic","Day",-3,2021-05-01,12,35.5475,35.34,0.992551426039643
"219","H263","SP22w1","Euthermic","Day",-3,2021-05-01,13,35.655,35.635,0.737857258101682
"220","H263","SP22w1","Euthermic","Day",-3,2021-05-01,14,36.27,36.29,0.108934230922456
"221","H263","SP22w1","Euthermic","Day",-3,2021-05-01,15,36.255,36.24,0.353789014338586
"222","H263","SP22w1","Euthermic","Day",-3,2021-05-01,16,35.7775,35.695,0.423664568575975
"223","H263","SP22w1","Euthermic","Day",-3,2021-05-01,17,36.235,36.235,0.00707106781186909
"224","H263","SP22w1","Euthermic","Day",-3,2021-05-02,9,35.77,35.77,0.806101730552665
"225","H263","SP22w1","Euthermic","Day",-3,2021-05-02,10,36.3575,36.41,0.126852933220586
"226","H263","SP22w1","Euthermic","Day",-3,2021-05-02,11,36.475,36.445,0.147535306508872
"227","H263","SP22w1","Euthermic","Day",-3,2021-05-02,12,35.6075,35.44,0.67019275834146
"228","H263","SP22w1","Euthermic","Day",-3,2021-05-02,13,34.7425,34.635,0.398862967279073
"229","H263","SP22w1","Euthermic","Day",-3,2021-05-02,14,35.32,35.325,0.148099065943486
"230","H263","SP22w1","Euthermic","Day",-3,2021-05-02,15,35.1925,35.27,0.250383039894211
"231","H263","SP22w1","Euthermic","Day",-3,2021-05-02,16,35.33,35.14,0.653809350397091
"232","H263","SP22w1","Euthermic","Day",-3,2021-05-02,17,36.455,36.455,0.120208152801714
"233","H263","SP22w1","Euthermic","Day",-3,2021-05-03,9,36.49,36.49,0.0707106781186558
"234","H263","SP22w1","Euthermic","Day",-3,2021-05-03,10,35.76,35.795,0.915314153719912
"235","H263","SP22w1","Euthermic","Day",-3,2021-05-03,11,36.035,36.27,0.596126384810023
"236","H263","SP22w1","Euthermic","Day",-3,2021-05-03,12,35.25,35.21,0.257811300502262
"237","H263","SP22w1","Euthermic","Day",-3,2021-05-03,13,36.0075,36.35,0.726286215390782
"238","H263","SP22w1","Euthermic","Day",-3,2021-05-03,14,35.13,35.17,0.137113092008022
"239","H263","SP22w1","Euthermic","Day",-3,2021-05-03,15,35.9975,36.325,0.727249384095077
"240","H263","SP22w1","Euthermic","Day",-3,2021-05-03,16,36.0975,36.45,0.803092979257904
"241","H263","SP22w1","Euthermic","Day",-3,2021-05-03,17,34.995,34.995,0.19091883092037
"242","H263","SP22w1","Euthermic","Day",-3,2021-05-04,9,35.24,35.24,0.551543289325508
"243","H263","SP22w1","Euthermic","Day",-3,2021-05-04,10,34.87,34.84,0.209443707632069
"244","H263","SP22w1","Euthermic","Day",-3,2021-05-04,11,35.435,35.44,0.193649167310371
"245","H263","SP22w1","Euthermic","Day",-3,2021-05-04,12,36.045,36.3,0.723164342778781
"246","H263","SP22w1","Euthermic","Day",-3,2021-05-04,13,36.25,36.24,0.0454606056566204
"247","H263","SP22w1","Euthermic","Day",-3,2021-05-04,14,35.72,35.89,0.689927532426413
"248","H263","SP22w1","Euthermic","Day",-3,2021-05-04,15,36.2825,36.29,0.172506038541649
"249","H263","SP22w1","Euthermic","Day",-3,2021-05-04,16,35.875,36.045,0.724545834759035
"250","H263","SP22w1","Euthermic","Day",-3,2021-05-04,17,36.12,36.12,0.961665222413704
"251","H263","SP22w1","Euthermic","Night",-3,2021-04-27,22,34.92,34.92,0.494974746830585
"252","H263","SP22w1","Euthermic","Night",-3,2021-04-27,23,34.3875,34.4,0.133759734848223
"253","H263","SP22w1","Euthermic","Night",-3,2021-04-27,24,36.49,36.49,1.76776695296637
"254","H263","SP22w1","Euthermic","Night",-3,2021-04-28,0,34.16,34.16,1.04651803615609
"255","H263","SP22w1","Euthermic","Night",-3,2021-04-28,1,34.675,34.765,0.677077051252909
"256","H263","SP22w1","Euthermic","Night",-3,2021-04-28,2,35.6925,35.345,0.904521051901687
"257","H263","SP22w1","Euthermic","Night",-3,2021-04-28,3,35.2325,35.115,0.451100506169818
"258","H263","SP22w1","Euthermic","Night",-3,2021-04-28,4,34.89,34.955,1.0563143471524
"259","H263","SP22w1","Euthermic","Night",-3,2021-04-28,5,36.05,36.47,1.29887130489001
"260","H263","SP22w1","Euthermic","Night",-3,2021-04-28,6,36.64,36.575,0.198158185969359
"261","H263","SP22w1","Euthermic","Night",-3,2021-04-28,7,35.47,35.47,0.0673300329224124
"262","H263","SP22w1","Euthermic","Night",-3,2021-04-28,8,35.59,35.41,0.495445927086566
"263","H263","SP22w1","Euthermic","Night",-3,2021-04-28,9,35.19,35.19,0.0848528137423839
"264","H263","SP22w1","Euthermic","Night",-3,2021-04-28,17,36.51,36.51,0.0989949493661171
"265","H263","SP22w1","Euthermic","Night",-3,2021-04-28,18,36.4875,36.72,0.570869220283128
"266","H263","SP22w1","Euthermic","Night",-3,2021-04-28,19,36.2075,36.37,0.448283764298167
"267","H263","SP22w1","Euthermic","Night",-3,2021-04-28,20,36.025,36.48,1.29652098581807
"268","H263","SP22w1","Euthermic","Night",-3,2021-04-28,21,36.2475,36.255,0.624893324229557
"269","H263","SP22w1","Euthermic","Night",-3,2021-04-28,22,34.9225,34.955,1.13164702977563
"270","H263","SP22w1","Euthermic","Night",-3,2021-04-28,23,35.7375,35.4,1.19889880028855
"271","H263","SP22w1","Euthermic","Night",-3,2021-04-28,24,36.08,36.08,0.311126983722079
"272","H263","SP22w1","Euthermic","Night",-3,2021-04-29,0,37.445,37.445,0.0212132034355972
"273","H263","SP22w1","Euthermic","Night",-3,2021-04-29,1,36.09,35.865,0.76336972256786
"274","H263","SP22w1","Euthermic","Night",-3,2021-04-29,2,36.195,35.99,0.779978632185952
"275","H263","SP22w1","Euthermic","Night",-3,2021-04-29,3,36.475,36.61,0.95531844603427
"276","H263","SP22w1","Euthermic","Night",-3,2021-04-29,4,35.2175,35.23,0.422561632585513
"277","H263","SP22w1","Euthermic","Night",-3,2021-04-29,5,35.4175,35.56,0.614891589360815
"278","H263","SP22w1","Euthermic","Night",-3,2021-04-29,6,35.6825,35.5,0.614512001510142
"279","H263","SP22w1","Euthermic","Night",-3,2021-04-29,7,35.075,34.995,0.518748493973718
"280","H263","SP22w1","Euthermic","Night",-3,2021-04-29,8,35.965,36.06,0.497761656484974
"281","H263","SP22w1","Euthermic","Night",-3,2021-04-29,9,36.46,36.46,0.0282842712474613
"282","H263","SP22w1","Euthermic","Night",-3,2021-04-29,17,36.56,36.56,0.11313708498985
"283","H263","SP22w1","Euthermic","Night",-3,2021-04-29,18,35.7175,35.575,0.496881944395915
"284","H263","SP22w1","Euthermic","Night",-3,2021-04-29,19,35.26,35.18,0.327414110874898
"285","H263","SP22w1","Euthermic","Night",-3,2021-04-29,20,35.4925,35.53,0.285467452902546
