Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,FOS-Thresh-1: Positive %,FOS-Thresh-1: Positive area µm^2,FOS-Thresh-1: Negative %,FOS-Thresh-1: Negative area µm^2,Num Detections,Num Negative,Num Positive,Positive %,Num Positive per mm^2,Area µm^2,Perimeter µm,Classifier: Positive %,Classifier: Positive area µm^2,Classifier: Negative %,Classifier: Negative area µm^2,Fos-Thresh-1: Positive %,Fos-Thresh-1: Positive area µm^2,Fos-Thresh-1: Negative %,Fos-Thresh-1: Negative area µm^2
Slide 68_Image01.vsi - EFI 40x_05 #10 COMBINED,0855fd90-89c5-4504-b23c-626548387656,OVLT,,Image,Geometry,1157.8,803.32,0.781,635.1742,99.219,80688.4453,532,529,3,0.5639,36.89,81328.5,3889.7,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_05 #10 COMBINED,e6903358-a972-4b01-978a-e6c8d9b4990c,AVPE,,Image,Polygon,1176.1,1062.9,0.2669,1903.599,99.7331,711227.125,2733,2731,2,0.0732,2.805,713133.9,4704.4,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_05 #10 COMBINED,3ae793fb-e967-4a12-bb0a-225404241278,MnPO,,Image,Polygon,1114.5,2033,0.0512,148.4667,99.9488,289637.2812,1133,1131,2,0.1765,6.901,289801.7,2583.1,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_05 #10 COMBINED,0d3669b9-fd6a-4987-932c-e9cae44cca63,LPO,,Image,Rectangle,2040.5,1995.3,0.0452,270.5025,99.9548,598589.5625,1586,1581,5,0.3153,8.349,598840.5,3096.9,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_04 #8 COMBINED,d5e02f43-71fd-4b8c-88fd-ba978aa6ac6f,OVLT,,Image,Geometry,1024.7,845.84,0.6313,548.3463,99.3688,86318.2656,432,431,1,0.2315,11.51,86863.7,3253.1,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_04 #8 COMBINED,18983131-1256-4937-93d3-27f9ea647f30,AVPE,,Image,Polygon,1058.8,1053.3,0.3245,2290.5166,99.6755,703672.5,1693,1693,0,0,0,705951.3,4810,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_04 #8 COMBINED,014ff35b-fe2a-4e2d-9fc4-62394ba99c89,MnPO,,Image,Polygon,976.44,1924.6,0.1347,415.0691,99.8653,307707.75,706,706,0,0,0,308118.8,2341.8,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_04 #8 COMBINED,4f5e6d10-e344-491b-b240-69a5cd033a47,LPO,,Image,Rectangle,1627.3,2141.4,0.1382,426.5586,99.8618,308150.4062,532,532,0,0,0,308566.6,2222.9,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_04 #8 COMBINED,ecea3c4e-2ca4-415e-89c9-1dd92ed75e33,PathAnnotationObject,,Image,Rectangle,1021.2,1272.4,,,,,3361,3360,1,0.0298,0.2182,4583854.3,8598.3,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_03 #6 COMBINED,2a4abe7f-55bb-485a-9bec-40c767379cac,OVLT,,Image,Geometry,1369.1,645.44,0.8936,399.54,99.1064,44310.6992,241,241,0,0,0,44709.1,1761,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_03 #6 COMBINED,d99ca0fc-bdb5-425f-89d2-b535f03fd455,AVPE,,Image,Polygon,1349.9,808.35,0.2782,1968.8035,99.7218,705829.625,1582,1578,4,0.2528,5.651,707814.9,4242.5,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_03 #6 COMBINED,c5934bba-6dbe-40b5-854f-16a4b0490280,MnPO,,Image,Polygon,1245.1,1659.3,0.0763,255.0339,99.9237,334078.0312,686,683,3,0.4373,8.973,334319.4,2676.7,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_03 #6 COMBINED,c0c65cb3-f00c-4e98-a122-db49aad12df1,LPO,,Image,Rectangle,1950.6,1957,0.3202,1908.5907,99.6798,594233.9375,1011,1004,7,0.6924,11.74,596123.3,3092.1,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_02 #4 COMBINED,3b90d89f-d077-46e4-95b3-a29a9018e3e7,OVLT,,Image,Polygon,1607.9,735.63,0.6193,590.0342,99.3807,94684.2266,426,426,0,0,0,95274.3,1148.5,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_02 #4 COMBINED,490204c0-b2d9-4461-a817-fe07990c6429,AVPE,,Image,Geometry,1586.6,962.46,0.0609,426.9662,99.9391,700918.4375,1487,1480,7,0.4707,9.98,701367.9,4402.8,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_02 #4 COMBINED,c3e98635-ee0d-440e-bac4-b9d829f7d6d7,MnPO,,Image,Polygon,1454.7,1904.2,0.27,868.6121,99.73,320882.6562,624,622,2,0.3205,6.216,321747.3,2801.6,,,,,,,,
Slide 68_Image01.vsi - EFI 40x_02 #4 COMBINED,5fd9fc41-e564-4005-9596-33060438e216,LPO,,Image,Rectangle,2437,1730,0.1489,872.1696,99.8511,584782.625,945,920,25,2.646,42.68,585749.3,3067.7,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_01 #2 COMBINED,d0e47b23-dcd0-4f5c-9021-79d23ee9a0aa,ATAN,,Image,Geometry,819.18,1208.7,0.1163,27.8798,99.8837,23949.2344,232,232,0,0,0,23979.6,1427.9,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_01 #2 COMBINED,b6ed2246-c034-4a72-bfd2-e0e018e4e324,PT,,Image,Polygon,1099.5,317.33,7.0223,2649.2646,92.9777,35076.9336,346,308,38,10.98,1007.3,37724.8,2720.7,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_01 #2 COMBINED,d6c7c607-4576-4ce9-9f35-caced6bd2fad,DMH,,Image,Polygon,1113.5,1136.7,0.1488,220.772,99.8512,148165.8281,548,547,1,0.1825,6.739,148387.9,1559.3,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_01 #2 COMBINED,c739c64f-f4d5-4739-abed-d0c877255a98,ME,,Image,Polygon,1208.8,318.3,2.4293,2194.1497,97.5707,88126.5234,347,321,26,7.493,287.86,90320.9,1251.6,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_02 #4 COMBINED,e410d07d-3a10-45ce-a866-692943d070e7,PT,,Image,Geometry,672.29,426.82,10.0579,4624.9346,89.9421,41358.0781,381,313,68,17.85,1480,45945.3,3271.2,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_02 #4 COMBINED,eeb1d2a8-6313-4107-99c9-c2961219d2d8,BTAN,,Image,Polygon,690.6,461.78,21.3985,4391.8037,78.6015,16132.1182,223,168,55,24.66,2679.5,20526.6,1130.1,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_02 #4 COMBINED,bd47635b-494d-43b6-9da1-a30495e946c1,ATAN,,Image,Geometry,1159.9,1012.2,3.879,1162.7029,96.121,28811.332,256,250,6,2.344,200.19,29971.1,1918.1,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_02 #4 COMBINED,9b82e061-dc81-43f1-be30-21fed2ef9109,DMH,,Image,Geometry,855.35,1089.9,0.1218,238.5856,99.8783,195721.0156,699,698,1,0.1431,5.103,195961,1800.5,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_02 #4 COMBINED,d1dc34de-434f-49e7-8fac-3f3a4c910d94,ME,,Image,Polygon,549.49,382.77,2.8039,1442.792,97.1961,50013.25,224,213,11,4.911,213.77,51457.9,1410,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_03 #6 COMBINED,d37b1f09-6751-4a22-9cd7-fb5719c12230,PT,,Image,Geometry,1104.4,469.53,5.1547,1746.1757,94.8453,32128.9473,326,304,22,6.748,649.75,33859.4,4426.1,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_03 #6 COMBINED,fd944fcd-bf8b-4d0c-b119-b9ac1e357ab5,DMH,,Image,Polygon,716.87,1473.9,0.0555,121.0583,99.9445,218035.7188,719,719,0,0,0,218153.6,2057,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_03 #6 COMBINED,512aafed-7e1d-4973-a68f-df5797f5ca78,ATAN,,Image,Geometry,429.99,1319.6,0.1839,40.0805,99.8161,21756.666,214,214,0,0,0,21792.1,1305.6,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_03 #6 COMBINED,ad09f6ef-1c95-41f2-a228-9539df5f0f61,BTAN,,Image,Geometry,1151.4,478.23,1.2346,271.235,98.7654,21698.0078,237,235,2,0.8439,91.03,21970.8,2053.3,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_03 #6 COMBINED,3ede243b-7b89-44ef-97e7-3b2ae6e9bc6b,ME,,Image,Polygon,1186.5,420.95,0.4121,285.7283,99.5879,69042.6797,274,273,1,0.365,14.42,69324.6,2033.3,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_06 #12 COMBINED,54405bd9-b25f-4e4e-a3c9-8198d435c31b,DMH,,Image,Polygon,1096.4,1583.4,0.0715,144.5901,99.9285,202074.0781,961,960,1,0.1041,4.945,202216.5,2007.7,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_06 #12 COMBINED,ee1c1d0e-2e0c-48dd-9285-ebbfd10b2e09,PT,,Image,Geometry,1014.3,559.58,2.1265,1223.9436,97.8735,56332.1562,487,474,13,2.669,226.22,57465.5,3917.1,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_06 #12 COMBINED,28fc7520-8e04-40ee-a036-7e321ad05488,ME,,Image,Geometry,1226.6,451.58,0.3877,256.3991,99.6123,65876.2969,255,252,3,1.176,45.36,66134.1,2357.3,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_06 #12 COMBINED,34ce8ea0-c87c-41e9-8ed6-6f5063fd1800,BTAN,,Image,Polygon,1030.5,635.52,0.1681,117.132,99.8319,69551.8359,474,474,0,0,0,69669.1,2305,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_06 #12 COMBINED,42f84b15-006f-4c3c-aade-90f372883180,ATAN,,Image,Polygon,793.13,1604,0.6989,240.114,99.3011,34116.1875,368,367,1,0.2717,29.12,34344.2,1186.2,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_06 #12 COMBINED,9ad9b4da-af54-4d97-b960-2ee7f85448a1,ARC,,Image,Polygon,1184.2,730.22,0.0025,2.5561,99.9975,101547.5781,524,524,0,0,0,101546.8,1554.2,,,,,,,,
Slide 8_Image01.vsi - EFI 40x_06 #12 COMBINED,d3e3c5f4-194a-4d4f-8897-ce5f3acb96ec,VMH,,Image,Polygon,1202.9,1098.8,0.0194,52.2548,99.9806,269188.3125,1027,1027,0,0,0,269241.9,1892.8,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_01 #2 COMBINED,93f6ad87-bdb8-4d96-8108-c51e37dbeada,DMH,,Image,Polygon,786.41,1733.9,2.0708,4108.6055,97.9292,194293.7188,456,428,28,6.14,141.12,198410,1924.5,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_01 #2 COMBINED,8d2ae183-a50f-4f79-8284-f218e6efa379,VMH,,Image,Polygon,592.03,1252.2,0.3674,1045.65,99.6326,283538.9688,640,635,5,0.7812,17.57,284584.2,1928.6,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_01 #2 COMBINED,1610248f-4698-4ae1-9150-828120049c93,ARC,,Image,Polygon,686.67,813.12,0.513,485.2611,99.487,94105.7891,201,200,1,0.4975,10.57,94592.6,1264.6,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_01 #2 COMBINED,455aee0f-9b8a-49c3-a64e-8437b6d1bce1,ATAN,,Image,Geometry,988.44,1381.9,1.4263,327.9432,98.5737,22665,210,209,1,0.4762,43.49,22993.7,1432.8,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_01 #2 COMBINED,ac50ebe8-25e2-4146-b758-7966536134bf,PT,,Image,Polygon,881.1,495.58,24.4467,4097.9858,75.5533,12664.9316,176,131,45,25.57,2684.8,16760.8,1662.1,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_01 #2 COMBINED,6e1bf719-874f-4768-9218-5ac9fd33fbf8,BTAN,,Image,Polygon,898.09,688.98,11.3742,1668.2546,88.6258,12998.7783,147,132,15,10.2,1022.8,14665.2,1184.9,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_01 #2 COMBINED,7a0aeccb-8aa3-4d3c-98ee-109dfe74e9e3,ME,,Image,Polygon,903.17,564.32,2.0485,680.4459,97.9515,32536.209,95,91,4,4.211,120.42,33215.7,968.12,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_01 #2 COMBINED,469378c2-8f3f-421f-8439-4e45bee2a8f9,PathAnnotationObject,,Image,Rectangle,884.94,1392.9,,,,,1920,1821,99,5.156,32.91,3008041.4,7039.9,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_02 #4 COMBINED,ed8697b7-a0fc-4fb2-9313-50b9542f44f6,DMH,,Image,Polygon,947.79,1392.7,0.2545,507.528,99.7455,198915.9688,442,440,2,0.4525,10.03,199430.5,1885.6,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_02 #4 COMBINED,d5f60af2-9f19-4039-88f3-873bbcac4099,ME,,Image,Polygon,1211,374.34,13.6433,4362.8438,86.3567,27615.1367,326,271,55,16.87,1720,31977.4,1983.4,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_02 #4 COMBINED,59c6ed6b-f389-4b22-9abd-c713b69d2eb0,ME,,Image,Polygon,1120.6,483.16,0.8122,352.898,99.1878,43095.6914,149,149,0,0,0,43445.8,1314.6,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_02 #4 COMBINED,89956012-9d27-488c-aa20-5a78536d07f4,ATAN,,Image,Polygon,1194.5,1308.3,0.0068,1.2912,99.9932,19009.8223,175,175,0,0,0,19008.7,1028.8,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_02 #4 COMBINED,e2d97f6e-209f-4a3c-9803-b578c0c72c6c,ARC,,Image,Polygon,810.41,667.25,0.0454,42.3204,99.9546,93156.7422,203,203,0,0,0,93198.4,1270.2,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_02 #4 COMBINED,711507dd-18a2-4cde-ae2c-a4a36b8e185c,VMH,,Image,Polygon,680.52,1004.1,0.2631,737.5231,99.7369,279566.2188,744,740,4,0.5376,14.27,280300.9,2041.9,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_02 #4 COMBINED,d1d8781c-e9ee-4e8d-a2c8-029f73930f54,BTAN,,Image,Polygon,1173.8,587.42,5.3011,806.2739,94.6989,14403.1494,167,154,13,7.784,854.84,15207.6,833.37,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_03 #6 COMBINED,39cc034e-3432-442a-b0cd-5203fd62bfe1,DMH,,Image,Geometry,936.8,1387.2,1.308,2282.3213,98.692,172212.875,546,523,23,4.212,131.8,174501.3,1990.4,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_03 #6 COMBINED,5cfbd379-f566-4ace-97ec-b63ec5074fa3,VMH,,Image,Polygon,628.85,1007.6,0.0272,90.5698,99.9728,332983.25,1166,1166,0,0,0,333072.7,2120,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_03 #6 COMBINED,61ecf458-f5ed-472f-b39b-6c103049fd48,ARC,,Image,Polygon,751.18,640.06,0.0954,93.7319,99.9046,98117.2109,313,313,0,0,0,98209.1,1302.9,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_03 #6 COMBINED,5429fdd4-622b-4b38-9eb8-f4ddb2c8381d,ATAN,,Image,Polygon,1191.6,1191.6,0.0233,3.7155,99.9767,15954.2461,191,191,0,0,0,15967,1008.8,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_03 #6 COMBINED,0e20f89b-163e-46e4-a68d-bd6bfb62d544,BTAN,,Image,Polygon,1051.3,493.84,10.1104,1819.0637,89.8896,16172.9893,218,195,23,10.55,1278.3,17992.4,1397.2,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_03 #6 COMBINED,6022a3f0-3a0d-4733-9823-62da316124f2,PT,,Image,Polygon,1069.4,233.61,13.1164,3195.0549,86.8836,21164.209,262,217,45,17.18,1847.8,24353.4,1945.7,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_03 #6 COMBINED,02840d24-f621-4932-8f4b-849d2bdc7a33,ME,,Image,Polygon,1035.8,365.29,0.296,85.115,99.704,28670.8262,155,155,0,0,0,28755.8,867.88,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_03 #6 COMBINED,a1a1a9d1-6552-4f55-a8d6-5c3b9c84f89c,PathAnnotationObject,,Image,Rectangle,976.81,1207,,,,,2778,2699,79,2.844,19.2,4114460,8131.5,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_04 #8 COMBINED,34c4bb2f-8eb6-4c10-8f7e-39a66e1f00e5,DMH,,Image,Polygon,1177.2,1541.4,0.716,1445.0582,99.284,200369.6562,586,578,8,1.365,39.64,201820.7,1952.9,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_04 #8 COMBINED,6431ecb5-4fd7-461b-b6fd-f1748b625966,VMH,,Image,Polygon,912.71,1161.8,0.0631,183.1949,99.9369,290325.375,936,936,0,0,0,290508.5,1955.6,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_04 #8 COMBINED,4b457a35-8b97-4a20-a232-29b0392a5182,ARC,,Image,Polygon,1041.1,809.77,0.0505,45.1927,99.9495,89410.5234,275,275,0,0,0,89454.3,1319.6,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_04 #8 COMBINED,d999d7ba-fafc-43f2-be8a-e12c32675220,ATAN,,Image,Geometry,1431,1376.7,0.3399,57.4724,99.6601,16850.0098,200,200,0,0,0,16908.4,1248.1,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_04 #8 COMBINED,b4a8358e-5112-45fa-9de5-aa35fdc53523,BTAN,,Image,Geometry,1325.3,660.67,2.686,526.1848,97.314,19063.5527,248,243,5,2.016,255.24,19589.3,1320.9,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_04 #8 COMBINED,81568c17-4552-445a-81e8-33085260505a,PT,,Image,Polygon,1221.4,476.85,19.9626,5776.2275,80.0374,23159.0879,317,239,78,24.61,2695.7,28935.2,2235.5,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_04 #8 COMBINED,f8f03256-d157-4905-9b41-bb586c82f06d,ME,,Image,Geometry,1295.6,577.92,1.2421,446.788,98.7579,35524.3789,162,158,4,2.469,111.2,35969.6,953.14,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_05 #10 COMBINED,3ff4ca06-0957-4da4-b010-157c0bfb3bc9,VMH,,Image,Polygon,854.05,956.22,0.0222,65.167,99.9778,294071.4062,861,861,0,0,0,294137.1,2049.9,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_05 #10 COMBINED,ff8a15bd-5218-4431-a2ce-be5f7cc14fbe,ARC,,Image,Polygon,1069.5,645.97,0.1746,164.9334,99.8254,94322.8203,302,301,1,0.3311,10.58,94489.4,1397.9,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_05 #10 COMBINED,810fe430-4653-463d-8d1a-113dadb67e04,DMH,,Image,Polygon,1153.3,1284.4,0.7044,1427.8771,99.2956,201278.0938,716,710,6,0.838,29.6,202716.6,1967.5,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_05 #10 COMBINED,fa49b237-d18b-4fa2-89fa-663281af0fec,ATAN,,Image,Polygon,1418.4,1159.5,0.0822,18.1561,99.9178,22079.4453,254,254,0,0,0,22123.4,1122.3,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_05 #10 COMBINED,66af3fd1-2b1c-445a-a9d3-113a863aa367,BTAN,,Image,Polygon,1438.2,499.04,3.8199,1028.6007,96.1801,25899.1328,313,307,6,1.917,222.84,26925.6,1385,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_05 #10 COMBINED,a1e503a9-6df9-47ad-ad42-dc9abbd1ece2,PT,,Image,Geometry,1486.4,270.25,23.647,7867.8174,76.353,25404.123,357,253,104,29.13,3124.7,33283.2,3289.7,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_05 #10 COMBINED,bd126ce9-a782-4147-9c0a-21d268f56b1e,ME,,Image,Polygon,1352.8,447.84,1.018,405.2319,98.982,39400.1953,155,152,3,1.935,75.37,39806.2,1162.7,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_06 #12 COMBINED,2eefd9e6-5602-4203-b091-ff1ce27f44f8,DMH,,Image,Polygon,1079.6,1310.8,1.3012,2490.5237,98.6988,188912.0469,760,739,21,2.763,109.71,191411.3,1866.3,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_06 #12 COMBINED,c32669f0-918a-4906-9df8-e8c378c28f70,VMH,,Image,Polygon,778.3,953.43,0.3,855.3665,99.7,284305.2188,822,819,3,0.365,10.52,285167.2,2083.2,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_06 #12 COMBINED,949e857b-83e2-4582-ac12-1a94739c1507,ARC,,Image,Polygon,979.06,696.63,0.3451,385.3893,99.6549,111300.1797,377,376,1,0.2653,8.954,111686.7,1539.6,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_06 #12 COMBINED,d134f885-b748-49d5-ab43-12fe5cbf2fb4,ATAN,,Image,Polygon,1355.7,1290.8,4.2619,1116.1664,95.7381,25073.4121,319,308,11,3.448,419.76,26205.2,1400.9,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_06 #12 COMBINED,8420ad42-5402-409e-956f-7ce3eb12d3f4,BTAN,,Image,Polygon,1401.2,568.41,6.6087,2091.8271,93.3913,29560.582,334,310,24,7.186,758.26,31651.3,1680.4,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_06 #12 COMBINED,136eccf9-3322-4611-b4db-4191c3775092,PT,,Image,Polygon,1408.7,356.53,39.2357,16939.0762,60.7643,26233.5059,479,262,217,45.3,5026.7,43169.5,2383.7,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_06 #12 COMBINED,a7a349ed-edde-4f48-ad6f-c2508e570f4a,ME,,Image,Polygon,1334.6,500.81,3.3386,1164.6266,96.6614,33719.5703,135,125,10,7.407,286.66,34884.9,1134.5,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_07 #14 COMBINED,52800ff3-155b-4003-a304-4a47d2f8cf3c,DMH,,Image,Polygon,1130.5,1464.6,0.1197,252.8944,99.8803,211094,856,856,0,0,0,211356.7,1868.2,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_07 #14 COMBINED,d12db99f-f663-44b6-b5f7-c3c4a19ff721,VMH,,Image,Geometry,769.97,1145.7,0.0161,42.9264,99.9839,265963.2812,882,882,0,0,0,266004.9,2159.7,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_07 #14 COMBINED,74c64fbf-44a0-42fb-b39c-0c499a652400,ARC,,Image,Polygon,973.69,870.36,0.0524,55.7859,99.9476,106416.1875,471,471,0,0,0,106471.4,1377.5,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_07 #14 COMBINED,e26a7e46-9961-4eb4-b7f0-3b3f50b532b6,ATAN,,Image,Geometry,1396.2,1609.4,3.259,1376.3601,96.7411,40856.875,513,494,19,3.704,449.78,42242.7,1638.3,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_07 #14 COMBINED,6d4b3b0c-f426-4ebd-9a5b-106e872cb819,BTAN,,Image,Polygon,1345.2,682.11,1.7002,541.6267,98.2998,31315.4277,380,380,0,0,0,31855.1,1964.2,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_07 #14 COMBINED,790ba522-2779-4b35-bf70-ec5862732db4,PT,,Image,Polygon,1308.7,478.48,29.1882,11424.5186,70.8118,27716.3789,492,329,163,33.13,4165.1,39135.1,2959.3,,,,,,,,
Slide 9_Image01.vsi - EFI 40x_07 #14 COMBINED,7fa8d528-1ceb-49b1-b2c8-d0fa2fe7de45,PT,,Image,Geometry,1298.3,617.36,1.0031,489.3983,98.9969,48299.3555,209,204,5,2.392,102.49,48787,1390,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_02 #4 COMBINED,14ed02b8-4b70-47b8-b256-23ebf72ac230,VMH,,Image,Polygon,930.95,1237.9,0.3815,1190.8726,99.6185,310985,914,906,8,0.8753,25.63,312173.7,2136.8,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_02 #4 COMBINED,c89d19fd-dd19-480d-a83c-e6bb79756fa2,ARC,,Image,Polygon,908.43,877.48,1.0119,1076.323,98.9881,105289.0078,396,389,7,1.768,65.81,106365.9,1339,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_02 #4 COMBINED,02686539-bd74-45e6-93ec-e48e7e6c1c5d,DMH,,Image,Polygon,1327.7,1547.5,0.8408,1825.5942,99.1592,215295.9844,750,708,42,5.6,193.43,217132.1,1844.8,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_02 #4 COMBINED,6f94d498-be53-4b5e-9a45-11744c734d32,BTAN,,Image,Geometry,1120.9,678.93,8.0999,2178.2598,91.9001,24714.084,298,273,25,8.389,929.69,26890.6,2263.7,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_02 #4 COMBINED,04b8c320-cb7b-4d40-9fef-acc5cd454b2c,PT,,Image,Polygon,825.34,582.96,32.4535,10638.6143,67.5465,22142.5312,366,197,169,46.17,5155.7,32779.3,2233.8,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_02 #4 COMBINED,a1eba6eb-cb36-46d0-9688-3ad10e55bb56,ME,,Image,Polygon,1067.9,543.99,1.922,1064.3859,98.078,54314.3008,181,173,8,4.42,144.46,55379.8,1353.6,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_02 #4 COMBINED,c4b565f4-ea20-401d-a948-0f3bd5eef1f8,ATAN,,Image,Polygon,1500.2,1286.1,10.4717,2404.5391,89.5283,20557.7305,245,222,23,9.388,1001.6,22963,1241,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_05 #10 COMBINED,6bec92f5-4316-4cf7-b1cd-794f96f445b6,DMH,,Image,Polygon,1119.8,1526.2,0.5319,1098.9589,99.4681,205497.0938,825,817,8,0.9697,38.72,206600.2,1819.6,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_05 #10 COMBINED,afb06bdb-9954-4cb9-b31e-32edc1f5860c,VMH,,Image,Polygon,782.51,1270.5,0.1027,206.4632,99.8973,200919.7031,676,676,0,0,0,201125.5,2133.2,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_05 #10 COMBINED,b051d541-5a9f-4b63-bf90-4ff7b7f9f450,ARC,,Image,Polygon,884.28,934.52,0.7646,681.5,99.2354,88448.2969,315,308,7,2.222,78.53,89133.3,1265.4,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_05 #10 COMBINED,365cd5b1-8e32-48a4-8068-1c620e3a5d68,ATAN,,Image,Polygon,1331.8,1460.4,29.6202,5818.9956,70.3798,13826.3438,246,160,86,34.96,4377.4,19646.3,1128.5,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_05 #10 COMBINED,a4c019a3-4246-49c8-a938-be3aa0dddbf4,PT,,Image,Geometry,1052.7,566.47,10.9642,7907.9771,89.0358,64217.6055,564,443,121,21.45,1677.6,72125,3502.4,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_05 #10 COMBINED,3cc478e8-fdae-4bee-b01a-16ed5efba09f,ME,,Image,Polygon,1059.4,545.28,1.9359,1011.9466,98.0641,51260.3828,164,156,8,4.878,153.04,52273.9,1362.2,,,,,,,,
Slide 10_Image01.vsi - EFI 40x_05 #10 COMBINED,35bf6e1d-349c-40fd-8bf5-a8ba91e2b263,BTAN,,Image,Geometry,1040.3,643.19,2.0365,578.5978,97.9635,27832.377,293,284,9,3.072,316.69,28418.8,3405.3,,,,,,,,
