Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,FOS-Thresh-1: Positive %,FOS-Thresh-1: Positive area µm^2,FOS-Thresh-1: Negative %,FOS-Thresh-1: Negative area µm^2,Num Detections,Num Negative,Num Positive,Positive %,Num Positive per mm^2,Area µm^2,Perimeter µm,Classifier: Positive %,Classifier: Positive area µm^2,Classifier: Negative %,Classifier: Negative area µm^2,Fos-Thresh-1: Positive %,Fos-Thresh-1: Positive area µm^2,Fos-Thresh-1: Negative %,Fos-Thresh-1: Negative area µm^2
Slide 10_Image01.vsi - EFI 40x_06 #12 COMBINED,532a8925-a992-497b-b656-30eabcfdc566,CP,,Image,Polygon,204.47,341.35,99.6224,46891.2656,0.3776,177.7139,322,,322,100,6841.1,47068.4,1124.4,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_01 #2 COMBINED,05ac9ea9-1c7a-44a3-b466-5deb39e7f4b9,DMH,,Image,Polygon,1142.3,1461.4,0.0695,139.3199,99.9305,200229.9531,704,704,,0,,200354.9,2015.9,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_01 #2 COMBINED,61a394a1-acd9-4c6d-bb8c-7de674006651,ARC,,Image,Polygon,1355.2,1002.7,0.1046,348.2865,99.8954,332505.1875,1251,1251,,0,,332891.5,2106.6,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_01 #2 COMBINED,91012141-0c26-4ca2-9a7d-7570f82b93c3,ARC,,Image,Polygon,1268.1,555.89,0.0375,41.4771,99.9625,110442.8906,324,324,,0,,110487.2,1303.6,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_01 #2 COMBINED,c1aa7f42-57d5-400a-97d1-d7b9acb89af8,ATAN,,Image,Polygon,880.68,1386.3,0.124,37.8406,99.876,30467.2012,302,302,,0,,30512.1,1286.2,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_01 #2 COMBINED,f0281973-de56-414d-9aa8-d8fe465f67ec,PT,,Image,Geometry,873.39,291.88,0.182,77.2096,99.818,42335.6367,449,449,,0,,42359.5,3154.5,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_01 #2 COMBINED,07181890-a208-4437-b8a2-e667447ff019,ME,,Image,Polygon,984.39,318.76,0.3872,174.8416,99.6128,44981.5547,235,235,,0,,45154.2,1286,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_01 #2 COMBINED,584f31d5-8c9a-4e7f-a781-e797fb3f34c9,BTAN,,Image,Polygon,989.19,444.77,1.0647,216.1078,98.9353,20082.3516,218,218,,0,,20292.4,1740.5,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_02 #4 COMBINED,2e9c087b-51fc-4b96-aef9-979b9a8c5f81,DMH,,Image,Polygon,813.94,1460.1,0.1779,359.1433,99.8221,201568.5781,713,713,0,0,0,201937.8,1892.1,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_02 #4 COMBINED,c9f5ed6f-64dd-47b3-9d39-80443028a571,VMH,,Image,Polygon,591.9,1054.5,0.3616,1106.917,99.6384,304980.3438,1147,1143,4,0.3487,13.07,306085.6,2019.5,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_02 #4 COMBINED,67da1e0d-bf27-4fa6-b36f-ebfcaf441879,ARC,,Image,Polygon,711.79,679.38,0.0579,68.5927,99.9421,118420.4922,342,342,0,0,0,118489.9,1437.4,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_02 #4 COMBINED,e914bec5-8837-49c5-b0e4-c43b470aa89c,ATAN,,Image,Polygon,1049.9,1544.1,0.7619,323.9114,99.2381,42190.7305,498,498,0,0,0,42537.7,1934.5,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_02 #4 COMBINED,1871db2c-eb0c-4397-a555-6318faac8bc5,PT,,Image,Geometry,1218.2,367.87,0.1003,41.4244,99.8997,41249.7734,465,465,0,0,0,41268.1,3861.7,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_02 #4 COMBINED,930d31e1-8812-40bc-9f99-7e61fb93f279,ME,,Image,Polygon,1263.5,421.71,0.1041,36.7602,99.8959,35271.9844,164,164,0,0,0,35306.3,1197.5,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_02 #4 COMBINED,04d92f87-7b45-4403-a362-dd2226a9be5e,BTAN,,Image,Polygon,1240.3,537.31,0.2166,75.9184,99.7834,34977.668,282,282,0,0,0,35051.7,2088.7,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_03 #6 COMBINED,aa16723b-633c-46a4-bf49-d7b4544101ec,DMH,,Image,Polygon,943.88,1479.8,0.1533,320.4857,99.8467,208789.7188,770,770,0,0,0,209118.7,1876.5,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_03 #6 COMBINED,67f4e237-3249-44b3-a26c-121e5c9e7343,VMH,,Image,Polygon,656.22,1013.8,0.1485,529.7159,99.8515,356248.3125,1132,1132,0,0,0,356781.9,2198.5,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_03 #6 COMBINED,8eb534cc-cc37-492e-a580-d51bc5f37426,ARC,,Image,Polygon,853.73,657.23,0.0224,21.7926,99.9776,97310.6719,340,340,0,0,0,97331.9,1370.4,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_03 #6 COMBINED,cfe602ae-02db-4a82-9097-064e814f951e,ATAN,,Image,Geometry,1188.8,1496.2,0.2546,98.4752,99.7454,38577.2148,412,412,0,0,0,38686.4,1876.4,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_03 #6 COMBINED,4cd410e4-e08a-4c56-9a9d-cd0a997b3bc2,PT,,Image,Geometry,1392.6,376.64,0.2091,91.1232,99.7909,43487.7461,486,486,0,0,0,43575.6,5066.5,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_03 #6 COMBINED,d28cd411-f391-41b6-bcaf-d713c761d01e,BTAN,,Image,Geometry,1348.5,555.96,0.4011,152.9172,99.5989,37975.8516,356,355,1,0.2809,26.21,38156.6,3736.8,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_03 #6 COMBINED,a8949584-3040-4efc-83a1-f33f4cce9f0e,ME,,Image,Polygon,1312.1,439.22,0.0935,45.5352,99.9065,48680.6055,169,169,0,0,0,48726.7,1481.6,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_03 #6 COMBINED,c822f7c6-3930-40b0-9a91-3f2d69aaef46,PathAnnotationObject,,Image,Rectangle,1211.3,1432.6,,,,,3665,3664,1,0.0273,0.1756,5694374.6,9601.1,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_04 #8 COMBINED,6fb0747f-dbb2-463a-aece-985f13ba7a41,DMH,,Image,Polygon,1349.2,1604.3,0.2905,560.4417,99.7095,192332.7969,1077,1077,0,0,0,192901.2,1750,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_04 #8 COMBINED,616b7ed5-4ead-4b43-aad4-d47c01312222,VMH,,Image,Polygon,1037.1,1187.1,0.3225,868.4368,99.6775,268384.5312,840,838,2,0.2381,7.428,269256,1943.1,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_04 #8 COMBINED,771f6911-f3bd-4b66-9b20-3218835e241a,ARC,,Image,Polygon,1184.2,842.49,0.0749,81.5839,99.9251,108875.5859,421,421,0,0,0,108955.4,1296.7,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_04 #8 COMBINED,5afa5c53-4071-4de2-93c8-ed4921720c82,ATAN,,Image,Polygon,1567.6,1587.8,0.2537,93.2049,99.7463,36642.6523,417,417,0,0,0,36750.9,1594,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_04 #8 COMBINED,eb0627ba-5426-4e2a-ab59-96ea6b6dad65,PT,,Image,Geometry,1722.4,512.85,0.1918,85.6684,99.8082,44586.4688,458,458,0,0,0,44673.6,4210.7,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_04 #8 COMBINED,124cdab9-cf08-4610-ab76-7d026a87d5ab,ME,,Image,Polygon,1606.8,579.78,0.0561,23.7163,99.9439,42235.3711,103,103,0,0,0,42259.3,1356.7,,,,,,,,
Slide 11_Image01.vsi - EFI 40x_06 #12 COMBINED,c5265cb2-d23a-410c-a6ef-8ed41d69dff3,CP,,Image,Polygon,344.94,426.44,4.2267,747.8792,95.7733,16946.377,142,139,3,2.113,169.06,17745.1,750.87,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_01 #2 COMBINED,8b3eac48-2e3f-4909-a74f-56424d4c1ff8,DMH,,Image,Polygon,1766.5,1576,1.2879,2665.9832,98.7122,204344.0625,660,622,38,5.758,183.56,207020.2,2254.1,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_01 #2 COMBINED,1e0e8e1d-fa1c-4c01-915a-94e7629b5443,VMH,,Image,Polygon,1850.1,1171.8,0.2749,921.5085,99.7251,334263.2188,938,938,0,0,0,335188.4,2177.7,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_01 #2 COMBINED,1b508726-811b-4e37-b101-06ca47c689cb,ARC,,Image,Polygon,1662.6,812.38,0.1157,134.155,99.8843,115856.3438,272,272,0,0,0,115990.3,1425.3,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_01 #2 COMBINED,e1a6e121-2064-4fe0-a3a4-d5b48040ff39,ATAN,,Image,Polygon,1409.1,1556.6,0.5235,154.5736,99.4765,29372.3047,334,332,2,0.5988,67.71,29536.1,1705.4,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_01 #2 COMBINED,e07988ae-af83-4686-8907-b357235b98b6,PT,,Image,Geometry,1133.6,579.58,0.2262,76.34,99.7738,33669.9766,337,337,0,0,0,33708.7,2904,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_01 #2 COMBINED,5e3c0b2c-a0be-4c8f-b77e-5ae2c376de59,ME,,Image,Polygon,1331.4,722.3,0.2258,137.4753,99.7742,60752.3672,189,188,1,0.5291,16.42,60888.7,1149.3,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_01 #2 COMBINED,f4b95e26-a0c8-40dd-a936-f07b9c2aeeaa,BTAN,,Image,Geometry,1248.9,882.45,1.6185,406.1805,98.3815,24689.5781,310,308,2,0.6452,79.7,25094,1874.3,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_02 #4,fe0dd135-d573-4a91-8947-ba088beb24c8,DMH,,Image,Polygon,1556.9,1368,2.135,4418.2607,97.865,202521.3281,708,676,32,4.52,154.63,206939.1,2185.8,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_02 #4,9b8e7615-a632-4ae7-8764-aa433d09c973,VMH,,Image,Polygon,1635.5,942.07,0.1569,430.4765,99.8431,273864.2812,782,781,1,0.1279,3.646,274290.4,1933.6,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_02 #4,8910958d-6664-4601-a628-572be1998a52,ARC,,Image,Polygon,1562.7,555.53,0.2347,252.9735,99.7653,107536.4609,338,338,0,0,0,107788.8,1437.4,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_02 #4,9d846794-403a-4de4-8cca-0e6fbd42f539,ATAN,,Image,Polygon,1268.4,1453.2,0.4677,179.3697,99.5323,38171.8008,414,408,6,1.449,156.45,38349.9,1691.2,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_02 #4,7df15dd1-860e-4b92-b221-7a6d12ccbaff,PT,,Image,Geometry,1237.5,353.6,1.7276,771.3583,98.2724,43879.0391,432,424,8,1.852,179.2,44643.1,3077,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_02 #4,3401df9b-c5b4-434a-a15a-740b5c78d115,ME,,Image,Polygon,1164.4,511.03,0.1868,78.8434,99.8131,42117.2617,141,141,0,0,0,42195.4,908.63,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_02 #4,d08ab5a5-54ea-48a4-bf9c-ec0041afe81a,BTAN,,Image,Geometry,1125.7,640.17,1.2137,244.8309,98.7863,19927.8262,230,229,1,0.4348,49.57,20173.1,1449.8,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_02 #4,d331d637-123b-4d78-b260-098067e34a2c,PathAnnotationObject,,Image,Rectangle,1255,1036.6,,,,,3038,2990,48,1.58,13.01,3689955.3,7688.6,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_04 #8,5f646f5b-b6f0-4ad8-8740-938133aa98b4,DMH,,Image,Polygon,1224.8,1400.3,2.1276,4646.9116,97.8724,213764.4219,952,918,34,3.571,155.67,218406.6,2174.4,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_04 #8,1631ec74-45ca-41e3-8fc0-1415ab4f5187,VMH,,Image,Polygon,1377.6,1052,0.1828,416.563,99.8172,227428.4375,667,667,0,0,0,227847.4,1776.1,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_04 #8,1b31b1fa-3342-4be1-b857-4593dd961a97,ARC,,Image,Polygon,1197.7,769.27,0.2502,193.7882,99.7498,77272.4844,262,260,2,0.7634,25.82,77465.8,1137.5,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_04 #8,b9d8b9cf-aed0-4142-a260-56c3eacc9975,ATAN,,Image,Geometry,907.85,1331,0.1942,50.5671,99.8058,25990.1836,346,346,0,0,0,26041.2,1379,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_04 #8,15d7d57d-d49a-420c-83ae-d560c9291b11,PT,,Image,Geometry,808.39,440.63,0.6664,266.2809,99.3336,39693.9102,404,403,1,0.2475,25.02,39961.8,4109.7,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_04 #8,38e9edd9-9c36-4b85-846b-6270f1b82610,ME,,Image,Polygon,918.86,603.11,0.2187,99.4765,99.7813,45376.4844,127,127,0,0,0,45473.3,1120.1,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_05 #10,cf3929d7-c2bb-4e57-9f41-01872e0ba87b,DMH,,Image,Polygon,1247.2,1126.1,1.1273,2131.6428,98.8727,186953.0938,772,769,3,0.3886,15.87,189087.8,1752.5,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_05 #10,343d2a8d-256d-4c5c-81d0-45432984fcdb,VMH,,Image,Polygon,1524.4,786.79,0.2208,539.8736,99.7792,243917.6406,711,711,0,0,0,244467.9,2072.3,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_05 #10,e5785fee-a706-4803-a94d-eba4da84836d,ARC,,Image,Polygon,1305.8,595.22,0.1923,181.4949,99.8077,94186.7891,422,422,0,0,0,94373.7,1479.4,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_05 #10,f856e986-290d-4f1e-bc32-6665cc8d73ea,PT,,Image,Polygon,900.6,369.82,0.7791,353.1088,99.2209,44968.3672,459,458,1,0.2179,22.06,45323.8,3109.3,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_05 #10,7f805326-5596-4759-9f1e-34b03d752666,ME,,Image,Polygon,957.44,512.58,0.2282,83.7649,99.7718,36617.2031,109,109,0,0,0,36701.4,1104.5,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_05 #10,6a8559a3-8ab4-441c-a702-b5858bf712e1,BTAN,,Image,Geometry,898.2,577.81,0.9552,489.9414,99.0448,50801.6562,497,497,0,0,0,51291,2092.5,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_05 #10,cb3350b2-7676-4cb3-82a2-e4fdd5dee69d,ATAN,,Image,Polygon,940.62,1169.3,0.274,67.985,99.726,24743.793,308,307,1,0.3247,40.31,24809.9,1114,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_07 #14,f40fb684-ba7a-4d00-a639-386c3b323fca,CP,,Image,Geometry,144.93,456.78,16.2458,10935.8584,83.7542,56379.2734,453,353,100,22.08,1485.8,67305.2,2083.5,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_08 #16,151cd55b-33ac-4119-b6bc-249ef2acb6f4,CP,,Image,Geometry,403.48,489.88,8.2657,7319.0493,91.7343,81228.3281,815,726,89,10.92,1005,88554.5,3231.5,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_09 #18,c1615e5d-e830-490f-8bcc-dbd55a2f08c6,CP,,Image,Geometry,562.58,739.74,11.0711,20282.7266,88.9289,162921.0781,1438,1242,196,13.63,1069.8,183208.7,6510.8,,,,,,,,
Slide 12_Image01.vsi - EFI 40x_10 #20,eb8e51cc-ed6f-45fb-9f85-826fb631eaea,CP,,Image,Geometry,325.48,359.96,54.692,59108.9102,45.308,48966.9688,924,315,609,65.91,5634.3,108087.6,5013.7,,,,,,,,
Slide 13_Image01.vsi - EFI 40x_01 #2,e97062d6-057a-4110-af0d-fd0590d5e71f,DMH,,Image,Polygon,1775.3,1001.2,0.0428,88.5934,99.9572,206773.3125,921,921,0,0,0,206871.6,1805.6,,,,,,,,
Slide 13_Image01.vsi - EFI 40x_01 #2,e83b4d78-7b34-46a0-929f-8b3e12268906,ATAN,,Image,Polygon,1731.9,1243.5,4.0889,1054.2406,95.9111,24728.6836,310,297,13,4.194,504.03,25792.1,1214.8,,,,,,,,
Slide 13_Image01.vsi - EFI 40x_01 #2,d0712f9c-c7af-43ab-9f0c-6a8c83eb2bbb,ARC,,Image,Polygon,2416.8,972.67,0.1606,182.9314,99.8394,113721.0312,383,382,1,0.2611,8.779,113911,1494.6,,,,,,,,
Slide 13_Image01.vsi - EFI 40x_01 #2,e6da41a6-1a23-4e81-9be1-3b128dbaef1b,VMH,,Image,Polygon,2163.1,714.45,0.0284,82.2691,99.9716,289273.3125,858,858,0,0,0,289351,2151.6,,,,,,,,
Slide 13_Image01.vsi - EFI 40x_01 #2,55f56600-de10-4bf9-88c7-2242f7952cfa,PT,,Image,Geometry,2756.4,1055,3.2373,1599.6355,96.7627,47813.0664,434,414,20,4.608,404.02,49502.8,3585.4,,,,,,,,
Slide 13_Image01.vsi - EFI 40x_01 #2,3c7fd281-2ad7-4439-b497-15d2ee818ac7,ME,,Image,Polygon,2758.7,1101,1.814,870.5186,98.186,47117.2812,156,146,10,6.41,208.38,47988.6,1044.7,,,,,,,,
Slide 13_Image01.vsi - EFI 40x_01 #2,04a8056d-cf8f-4655-8393-ced9a06a54e1,BTAN,,Image,Geometry,2470.5,1273.9,1.299,522.8118,98.701,39723.7656,402,398,4,0.995,99.36,40258.5,4017.5,,,,,,,,
Slide 13_Image01.vsi - EFI 40x_03 #6,5147c2df-43c9-4b17-bf18-0e4a885c839e,CP,,Image,Geometry,350.3,359.88,98.6816,52730.7891,1.3184,704.5048,371,,371,100,6936.5,53485.1,1877.9,,,,,,,,
Slide 13_Image01.vsi - EFI 40x_04 #8,3cb259e9-c6cb-4f2d-ac52-e5725dd6cded,CP,,Image,Polygon,381.27,390.73,97.9271,30785.6328,2.0729,651.6702,220,1,219,99.55,6943.8,31538.7,1770.9,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_01 #2,6114dc94-250f-45ec-8e17-6608e148d6cc,DMH,,Image,Polygon,357.69,1263.4,0.0744,149.5689,99.9256,200762.0625,727,721,6,0.8253,29.86,200912,2041.5,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_01 #2,726a43ad-ce0c-4675-94ce-70725b0bf70a,VMH,,Image,Polygon,565.35,922.09,0.0937,250.7863,99.9063,267468.5625,859,858,1,0.1164,3.735,267719.7,1925.6,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_01 #2,5401aba4-ae0a-4402-a9d1-e1a28bef40a7,ARC,,Image,Polygon,475.94,519.26,0.0093,9.7237,99.9907,104013.7812,407,407,0,0,0,104025.9,1253.3,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_01 #2,2489b5d9-58ff-47ef-96d2-491fe81f4e1d,ATAN,,Image,Polygon,90.19,1160.1,0.171,16.048,99.829,9370.5322,127,127,0,0,0,9385,1114.3,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_02 #4,aeb34b50-1c90-4d91-b046-2de9922becb0,DMH,,Image,Polygon,348.28,1332.7,0.2412,531.6071,99.7588,219860.1562,883,875,8,0.906,36.3,220390.3,2062.8,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_02 #4,80c6a435-2e4d-4c11-9acf-ba4e6dcd3e55,VMH,,Image,Polygon,499.64,868.18,0.1204,372.6088,99.8796,309156.2812,955,955,0,0,0,309527.5,1995.3,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_02 #4,df267c4b-2b57-46eb-8b62-d30d36910f86,ARC,,Image,Polygon,432.09,416.64,0.0389,47.696,99.9611,122642.1719,349,349,0,0,0,122690.6,1482.9,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_02 #4,c5816dad-6e46-4147-9681-45d5cb0bd018,ATAN,,Image,Polygon,77.35,1231.8,0.3998,122.9556,99.6002,30630.9492,335,335,0,0,0,30751.4,1935.6,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_03 #6,825b7e65-1c4c-440e-bf92-b7f6fd2df9cc,DMH,,Image,Polygon,289.86,1392.6,0.2112,439.4837,99.7888,207676.9688,973,971,2,0.2055,9.61,208116.8,1996.7,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_03 #6,fc36cfdd-99b6-4902-a85a-4b653c47036d,VMH,,Image,Polygon,626.01,1051.5,0.0181,50.884,99.9819,281510.4062,897,897,0,0,0,281556.6,2051,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_03 #6,a7f635c9-6462-4f71-b1d2-1ce62243f3f8,ARC,,Image,Polygon,391.64,695.11,0.0208,21.8978,99.9792,105059.1562,436,436,0,0,0,105083.3,1328.2,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_03 #6,61b707d1-794b-436b-bec3-25096c6b406b,ATAN,,Image,Polygon,52.49,1327.7,0.4043,78.4472,99.5957,19325.8203,251,249,2,0.7968,103.07,19405.2,1668.7,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_05 #10,1c302f92-81e2-4517-bfb4-86c479e52839,CP,,Image,Geometry,193.37,551.03,0.6703,1674.7898,99.3297,248182.9375,1841,1826,15,0.8148,60.04,249819.3,7209.7,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_06 #12,16393e19-ad59-41f8-8575-fa24461299d0,CP,,Image,Geometry,250.52,676.77,0.5518,1209.7402,99.4482,218006.9531,2015,2005,10,0.4963,45.62,219212.6,14712,,,,,,,,
Slide 14_Image01.vsi - EFI 40x_07 #14,9540c4bc-6f70-4e34-a319-068f05470739,CP,,Image,Geometry,273.92,635.62,0.4247,962.1688,99.5753,225584.6562,2097,2087,10,0.4769,44.13,226622.5,11216.3,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_01 #2,6f64fd32-bb69-403a-86f2-1e6622f6a2c7,DMH,,Image,Polygon,759.18,1408.6,0.2075,410.0805,99.7925,197190.8125,562,562,,0,,197602.1,1909.7,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_01 #2,412d5267-d40a-466b-8b45-f1ce8b09a4cc,VMH,,Image,Polygon,553.54,977.86,0.2558,656.1499,99.7442,255822.2656,738,738,,0,,256476.8,1829.7,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_01 #2,684b5a6e-520b-447b-85f0-9b05f8fc39a7,ARC,,Image,Polygon,533.95,514.53,0.0668,61.6096,99.9332,92223.8984,224,224,,0,,92288.3,1319.5,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_01 #2,90b572fa-19f1-45d4-945a-2d33bc006f08,PT,,Image,Geometry,903.32,260.48,0.1115,36.2595,99.8885,32488.4336,255,255,,0,,32518.4,2607,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_01 #2,d32b2078-b331-4876-9ecd-8c3386f5dcec,ATAN,,Image,Geometry,979.63,1358.2,0.4428,108.436,99.5572,24381.0293,235,235,,0,,24488.6,1249.2,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_01 #2,a4335e1c-053e-4e01-970c-1800430759b4,BTAN,,Image,Polygon,908.38,644.14,0.1093,18.9203,99.8907,17294.4512,128,128,,0,,17315,965.47,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_02 #4,d3df48b4-849a-4a5c-9dd9-55c69fdda94c,DMH,,Image,Polygon,967.71,1483.5,0.3682,745.7447,99.6318,201814.5312,677,677,0,0,0,202560.5,1885.6,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_02 #4,165a1f92-ece1-4977-b544-e740db960079,VMH,,Image,Polygon,666.66,1018.4,0.7158,2031.4559,99.2842,281752.0938,895,893,2,0.2235,7.048,283783.9,1967.5,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_02 #4,f0b2c7eb-7718-42f1-ac34-da57355421e2,ARC,,Image,Polygon,715.62,571.14,0.0445,69.067,99.9555,155137.0312,392,392,0,0,0,155207.9,1655.6,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_02 #4,b8b251d9-6fa1-4793-9889-5f1496da94c3,PT,,Image,Geometry,1187.2,301.78,0.2945,155.7631,99.7055,52733.2422,446,446,0,0,0,52875.1,3945.8,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_02 #4,0b4f6d5a-337d-43b8-9e97-f814c39a1227,ATAN,,Image,Polygon,1206.7,1410.4,0.4315,128.1732,99.5685,29574.0996,291,291,0,0,0,29736.9,1367.1,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_04 #8,0226b954-61d2-4927-b2dd-4a0df8f7e5c2,CP,,Image,Geometry,214.12,328.22,0.2425,101.084,99.7575,41580.1406,336,336,,0,,41723,1388.7,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_05 #10,dc0b9766-42a0-4707-b1b1-a1319f3bd4d8,CP,,Image,Geometry,489.22,505.33,0.1892,423.3616,99.8108,223333.4844,1527,1527,,0,,223781.8,5913.8,,,,,,,,
Slide 15_Image01.vsi - EFI 40x_06 #12,ebee7420-9316-4ac4-b35e-e59efae88ec0,CP,,Image,Geometry,415.25,513,0.2017,365.4149,99.7983,180780.2656,1431,1431,,0,,181184.6,8216.6,,,,,,,,
Slide 16_Image01.vsi - EFI 40x_01 #2,20c5f0f5-975e-4258-a98f-dca87ae7cf0f,DMH,,Image,Polygon,796.46,1735.3,0.0445,91.5711,99.9555,205685.0625,655,655,0,0,0,205775.4,1969.5,,,,,,,,
Slide 16_Image01.vsi - EFI 40x_01 #2,ffc1903b-2ac9-4049-96cc-c6a3bed58d94,VMH,,Image,Polygon,706.26,1211.9,0.0699,221.9579,99.9301,317254.5938,1014,1014,0,0,0,317478.5,2044.1,,,,,,,,
Slide 16_Image01.vsi - EFI 40x_01 #2,2516a61d-a9b6-4b7c-b001-c296562a8257,ARC,,Image,Polygon,873.21,722.41,0.0729,80.6089,99.9271,110483.9453,276,275,1,0.3623,9.045,110564.3,1426.6,,,,,,,,
Slide 16_Image01.vsi - EFI 40x_01 #2,89c8fe29-e83f-49e0-8be1-702f522fd18a,ME,,Image,Polygon,1319.9,315.35,0.0202,5.1912,99.9798,25667.1621,253,253,0,0,0,25673,1690.3,,,,,,,,
Slide 16_Image01.vsi - EFI 40x_01 #2,18883287-ceab-4cb1-bb74-3bc41798426f,ATAN,,Image,Polygon,1142.2,1344.6,0.0157,3.1622,99.9843,20110.5742,222,222,0,0,0,20113.7,1295.9,,,,,,,,
Slide 16_Image01.vsi - EFI 40x_01 #2,dbdb328f-2bd1-4fb2-aa20-26ad14c6bfd1,BTAN,,Image,Polygon,1228.8,736.4,0.0154,1.3439,99.9846,8745.4248,102,102,0,0,0,8744.5,857.43,,,,,,,,
Slide 16_Image01.vsi - EFI 40x_02 #4,cbe4ffe8-1345-4d27-8f32-d035c36e1d3f,DMH,,Image,Polygon,662.1,1544.3,1.6397,3316.0605,98.3603,198925.5312,567,565,2,0.3527,9.889,202240,2026.6,,,,,,,,
Slide 16_Image01.vsi - EFI 40x_02 #4,ffa35cc2-e184-4681-93aa-074f5677b8bb,VMH,,Image,Polygon,415.59,1133.7,0.4999,1315.5411,99.5001,261864.5312,818,818,0,0,0,263182.4,1889.5,,,,,,,,
