Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num 1+,Num 2+,Num 3+,Num Negative,Positive %,H-score,Allred proportion,Allred intensity,Allred score,Area µm^2,Perimeter µm
Image_05.vsi - 40x_03 #5,a9f34b1e-1dd3-4710-ae63-4f6e04ca491d,OVLT,,Image,Polygon,1581.7,1791.5,179,0,0,0,179,0,0,0,0,0,54305.2,1223.9
Image_05.vsi - 40x_03 #5,72a747fa-a500-40af-866d-98a6d4fe870d,MnPO,,Image,Polygon,1487.6,724.08,632,9,6,2,615,2.69,4.272,2,1,3,276866.9,2526.1
Image_05.vsi - 40x_03 #5,ad28d4f0-61fa-47f9-96f9-3e2689e4a24a,LPO,,Image,Rectangle,2597.7,798.26,955,13,9,4,929,2.723,4.503,2,1,3,613515.6,3255.7
Image_09_01.vsi - 40x_01 #1,94beef05-7815-45f0-9774-bb1e300cd520,OVLT,,Image,Polygon,1247.8,1473.9,350,1,0,0,349,0.2857,0.2857,1,1,2,107576,1330.5
Image_09_01.vsi - 40x_01 #1,53d7ae40-e3b6-49cb-99d5-699a9cd2a948,AVPE,,Image,Polygon,1195.7,1178.7,1318,29,18,14,1257,4.628,8.118,2,2,4,703808,4113.5
Image_09_01.vsi - 40x_01 #1,10f5e1c0-dd0b-4f52-ac95-c88c05fe1c4d,MnPO,,Image,Geometry,1203.1,403.45,695,82,12,1,600,13.67,15.68,3,1,4,329727.4,3172.3
Image_09_01.vsi - 40x_01 #1,c33b163b-35ca-4149-8138-67449ab2c09a,LPO,,Image,Rectangle,2083.1,476.58,863,4,3,2,854,1.043,1.854,2,2,4,606790.8,3116.6
Image_09_01.vsi - 40x_02 #3,c97b55e4-7dbc-45f6-838c-6302f1e73989,AVPE,,Image,Polygon,1584.8,1685.1,1380,31,29,10,1310,5.072,8.623,2,2,4,702395.5,4196.5
Image_09_01.vsi - 40x_02 #3,401aaa5b-c54a-4841-84fb-f02c9a381ee9,MnPO,,Image,Polygon,1604.9,821.53,627,4,3,1,619,1.276,2.073,2,1,3,322561.7,2606.6
Image_09_01.vsi - 40x_02 #3,250307cf-323e-4053-a3df-39470031e433,OVLT,,Image,Polygon,1614.8,1963.1,363,0,0,0,363,0,0,0,0,0,102208,1430.9
Image_09_01.vsi - 40x_02 #3,81b0415d-8567-4986-a405-fc65ce88e0c3,LPO,,Image,Rectangle,761.97,894.21,881,6,2,0,873,0.9081,1.135,1,1,2,617257.4,3152.8
Image_09_01.vsi - 40x_03 #5,1387a192-0e20-40e2-9cfd-0536178d7332,LPO,,Image,Rectangle,650.06,1093.1,995,3,7,9,976,1.91,4.422,2,2,4,605168.5,3111.9
Image_09_01.vsi - 40x_03 #5,e2b57ad6-2c28-48e7-aa06-8b1e33b05135,AVPE,,Image,Geometry,1508.1,1711.3,1747,10,24,58,1655,5.266,13.28,2,3,5,706922.5,5701.8
Image_09_01.vsi - 40x_03 #5,d79e7bb0-3e99-4d48-8e1f-64eebe37befb,MnPO,,Image,Polygon,1478.1,762.15,792,10,10,7,765,3.409,6.439,2,2,4,320191.2,2729.2
Image_06.vsi - 40x_01 #1,f3c68af2-084f-40a9-a741-aa1415576d7c,OVLT,,Image,Geometry,1387,1799.8,396,0,1,0,395,0.2525,0.5051,1,2,3,95228.6,2574.4
Image_06.vsi - 40x_01 #1,386d7c06-25cd-4c26-8d73-a5f8dee5ea87,AVPE,,Image,Geometry,1397.3,1537.1,1447,33,21,9,1384,4.354,7.049,2,1,3,705496.8,5030.8
Image_06.vsi - 40x_01 #1,36c6f2c0-ca66-4287-b8d5-61366358b024,MnPO,,Image,Geometry,1399.8,667.66,724,11,9,2,702,3.039,4.834,2,1,3,441526.6,5437.5
Image_06.vsi - 40x_01 #1,eb7c39e1-93ad-4b54-ab1a-2f6932793d1c,LPO,,Image,Rectangle,478.54,592.2,821,3,12,4,802,2.314,4.75,2,2,4,598234.8,3116.1
Image_06.vsi - 40x_02 #3,9270396a-c04c-44ac-9f2f-591f69d2917e,AVPE,,Image,Geometry,1019.3,1198.7,1705,45,31,8,1621,4.927,7.683,2,1,3,708833.9,5140.7
Image_06.vsi - 40x_02 #3,eab1029f-4a40-457a-bd8a-c4c9e3583a3d,OVLT,,Image,Geometry,1028.3,1498,120,0,0,0,120,0,0,0,0,0,21193.9,1957.6
Image_06.vsi - 40x_02 #3,fd7e8697-d441-4c42-a90e-25dadcc1b010,MnPO,,Image,Geometry,1141.1,424.71,630,10,11,6,603,4.286,7.937,2,2,4,302544.9,3937.5
Image_06.vsi - 40x_02 #3,048ee74b-0fb1-4c25-90e2-412b432e0a5d,LPO,,Image,Rectangle,1999.1,534.47,1047,8,6,6,1027,1.91,3.629,2,2,4,618644.6,3147.6
Image_06.vsi - 40x_03 #5,0e76c717-a835-42f9-905f-c6eecb246e94,cAVPE,,Image,Polygon,1620.6,1600.2,1409,18,21,14,1356,3.762,7.239,2,2,4,751985.1,5351.3
Image_06.vsi - 40x_03 #5,27b328a3-a77c-453d-96cf-c15e803988c4,MnPO,,Image,Geometry,1649.9,719.69,799,5,12,4,778,2.628,5.131,2,2,4,372327.6,4430.2
Image_06.vsi - 40x_03 #5,0813a384-8208-452e-aeab-773321bca01c,LPO,,Image,Rectangle,700.69,658.02,1019,7,7,8,997,2.159,4.416,2,2,4,628451.2,3183
Image_07.vsi - 40x_01 #1,756b4565-ce4e-4cae-a913-ef027535f28e,OVLT,,Image,Geometry,724.97,1528.2,488,0,0,0,488,0,0,0,0,0,148032.8,3763.1
Image_07.vsi - 40x_01 #1,8d289d7e-2b14-4794-8b68-6a98d54ee796,AVPE_x05,,Image,Polygon,973.85,1080.9,444,5,5,5,429,3.378,6.757,2,2,4,353157.3,2577
Image_07.vsi - 40x_01 #1,d0a87b8b-64c3-4700-acf8-2c40eb0dbc11,MnPO_x05,,Image,Polygon,744.22,294.31,164,0,4,0,160,2.439,4.878,2,2,4,144206.4,1583.9
Image_07.vsi - 40x_01 #1,ac3d1447-8beb-4c71-a663-c4c5eb1dfaff,LPO,,Image,Rectangle,1842.2,458.89,469,6,2,3,458,2.345,4.051,2,2,4,602099.7,3135.8
Image_07.vsi - 40x_02 #3,edf096cd-e542-4a2e-b2bc-2edaa5e513dc,OVLT,,Image,Polygon,734.02,1546.4,322,1,1,0,320,0.6211,0.9317,1,1,2,85419,1119
Image_07.vsi - 40x_02 #3,99e62ee1-2b48-4822-b67d-80a8c5c33fdd,AVPE_x05,,Image,Polygon,988.86,1280.5,634,24,15,14,581,8.36,15.14,2,2,4,372574.4,2720.7
Image_07.vsi - 40x_02 #3,332edc81-ffab-47d2-980d-e87d3e085ffd,MnPO_x05,,Image,Polygon,759.76,423.76,263,1,1,1,260,1.141,2.281,2,2,4,162690,1839.9
Image_07.vsi - 40x_02 #3,4a610cc0-9b88-49bb-842b-d564767c9c07,LPO,,Image,Rectangle,1654.2,606.16,647,8,6,5,628,2.937,5.41,2,2,4,608335.4,3171.7
Image_07.vsi - 40x_03 #5,b7d00a1e-afc1-4189-bb8d-c0560b9ad3b6,OVLT,,Image,Polygon,831.82,1853.7,156,1,1,0,154,1.282,1.923,2,1,3,39465.2,939.91
Image_07.vsi - 40x_03 #5,516db5cf-69be-4b85-a82a-2b0505dabf09,MnPO_x05,,Image,Polygon,1041,1584.6,663,15,14,15,619,6.637,13.27,2,2,4,347642.2,2395.4
Image_07.vsi - 40x_03 #5,e9e063e0-a622-4ae4-8e86-a2f2e0d0a559,MnPO_x05,,Image,Polygon,779.66,851.61,289,8,5,5,271,6.228,11.42,2,2,4,182423.5,2127
Image_07.vsi - 40x_03 #5,c1c4eb69-931f-4233-b33f-efce3f070547,LPO,,Image,Rectangle,1579.8,889.09,711,5,9,7,690,2.954,6.188,2,2,4,605086.3,3111.6
Image_07.vsi - 40x_04 #7,a9e37155-720f-4c09-b0b8-bf40803005b8,AVPE_x05,,Image,Polygon,823.73,2135.7,707,14,27,25,641,9.335,20.23,2,2,4,337880.3,2353
Image_07.vsi - 40x_04 #7,65712bf4-8883-464b-be1f-34419fcec913,OVLT,,Image,Geometry,594.74,2538.7,244,0,0,0,244,0,0,0,0,0,40497.1,1450
Image_07.vsi - 40x_04 #7,00b6b79f-2ca6-43c1-9f77-462f58df6e35,MnPO_x05,,Image,Polygon,549.88,1286.5,412,9,11,12,380,7.767,16.26,2,2,4,217868,2613.9
Image_07.vsi - 40x_04 #7,334936f6-a836-42ec-9b4a-e9eefd9bb915,LPO,,Image,Rectangle,1404.7,1363.6,800,3,14,3,780,2.5,5,2,2,4,606384.3,3114.8
Image_08.vsi - 40x_02 #3,00b2ede6-9faa-48c6-aa5a-1e3aa4d39b90,OVLT,,Image,Geometry,537.38,1188.1,243,1,0,0,242,0.4115,0.4115,1,1,2,43480.4,2745.4
Image_08.vsi - 40x_02 #3,e220e085-0631-478d-8a34-fdd88291da76,AVPE,,Image,Polygon,730.11,1127.1,1559,23,69,12,1455,6.671,12.64,2,2,4,701913.1,4243.6
Image_08.vsi - 40x_02 #3,bdfcaa18-317d-4b5b-8e01-cc3b5b3deb4c,MnPO,,Image,Polygon,1588.8,1142.6,592,11,5,1,575,2.872,4.054,2,1,3,310622.2,2698.8
Image_08.vsi - 40x_02 #3,3431c460-2676-4735-855d-fcd7bdb4cfb2,LPO,,Image,Rectangle,1461.6,393.81,863,14,9,3,837,3.013,4.751,2,1,3,623247.3,3165.8
Image_08.vsi - 40x_03 #5,2657328f-5bad-4d65-9644-2189fb3d7fa4,AVPE,,Image,Polygon,2403.2,1529.6,1412,17,85,33,1277,9.561,20.25,2,2,4,701313.3,4704.4
Image_08.vsi - 40x_03 #5,50e3952a-8c4b-4a2f-a092-0eca49bfa77e,MnPO,,Image,Polygon,1598.8,1523.4,683,11,5,4,663,2.928,4.832,2,1,3,311928.6,2705.8
Image_08.vsi - 40x_03 #5,35269af6-df3b-48e3-b225-456462d5ca6f,LPO,,Image,Rectangle,1444.1,2368.4,996,20,10,11,955,4.116,7.329,2,2,4,605125,3129.1
Image_08.vsi - 40x_04 #7,aa733241-e4fb-4343-ac20-adb2c7ca64ff,MnPO,,Image,Polygon,1898.3,1391,673,11,13,9,640,4.903,9.51,2,2,4,304732,2466.9
Image_08.vsi - 40x_04 #7,dec81ead-deed-40dd-a518-d7f190a4bd19,LPO,,Image,Rectangle,1668.9,454.77,965,5,15,23,922,4.456,10.78,2,3,5,583440.8,3055.4
Image_08.vsi - 40x_04 #7,a2ebb051-65f7-4659-8753-e1b300d5a437,AVPE,,Image,Geometry,962.45,1433,2386,39,92,70,2185,8.424,18.15,2,2,4,666627.2,5735.2
Image_01.vsi - 40x_01 #1,3cd7dc49-0e96-495d-813e-58f01c246db9,AVPE,,Image,Polygon,907.25,1314.5,1408,13,53,31,1311,6.889,15.06,2,2,4,700707.2,4361.9
Image_01.vsi - 40x_01 #1,a9db874b-eaa4-4896-9c9f-5a0e2cb49bf7,MnPO,,Image,Polygon,1850.4,1284.5,503,8,10,0,485,3.579,5.567,2,1,3,331877.4,2721.8
Image_01.vsi - 40x_01 #1,6e8361f3-3afb-4b71-ab4b-4e7a552dc0b7,LPO,,Image,Rectangle,1522.3,465.65,962,16,13,15,918,4.574,9.044,2,2,4,705042.2,3378.4
Image_01.vsi - 40x_01 #1,838dbddb-9c7e-4f66-94f3-dbc6fab5b40b,OVLT,,Image,Polygon,708.05,1315.2,168,1,0,0,167,0.5952,0.5952,1,1,2,31841.7,898.93
Image_01.vsi - 40x_02 #3,0693acfe-c12a-4bb7-aeb6-deded5fcbbd1,OVLT,,Image,Polygon,1792.9,1294.3,218,1,1,0,216,0.9174,1.376,1,1,2,58569.6,1630.5
Image_01.vsi - 40x_02 #3,200797ca-cf5f-43ca-bb66-a9af92b48477,MnPO,,Image,Polygon,754.71,1282,464,8,16,8,432,6.897,13.79,2,2,4,237572.1,2435.6
Image_01.vsi - 40x_02 #3,86111bd8-03e9-4873-950a-1dffcd3ef4dd,AVPE,,Image,Polygon,1589.6,1308.9,1801,31,113,48,1609,10.66,22.27,3,2,5,807992.7,4423.5
Image_01.vsi - 40x_02 #3,7483041d-9cbc-4a3f-b646-e4a2d4118233,LPO,,Image,Rectangle,1113.9,2299,968,17,16,12,923,4.649,8.781,2,2,4,691150.5,3372.4
Image_01.vsi - 40x_03 #5,6f1cb438-a166-4262-9049-630d44d56b0f,OVLT,,Image,Polygon,694.36,1490.6,177,0,0,0,177,0,0,0,0,0,63707.4,1679.6
Image_01.vsi - 40x_03 #5,ab07588f-48f5-4cce-9df1-4e7927bc6613,AVPE,,Image,Geometry,767.97,1466.8,1515,23,92,45,1355,10.56,22.57,3,2,5,680600,4669.6
Image_01.vsi - 40x_03 #5,b0abf499-5315-482a-b363-cf6f20353df9,MnPO,,Image,Polygon,1677.3,1537.3,546,51,29,7,459,15.93,23.81,3,1,4,301747.7,2509.4
Image_01.vsi - 40x_03 #5,5de920e8-7d2c-4e29-a289-51299c5703f9,LPO,,Image,Rectangle,1526.2,758.35,893,11,16,16,850,4.815,10.19,2,2,4,620243.9,3164.5
Image_02.vsi - 40x_01 #1,c5c77f51-e8dd-4563-8cb0-dfaa43225260,AVPE,,Image,Geometry,821.92,1361.5,1118,109,105,18,886,20.75,33.36,3,1,4,681331.9,5357.4
Image_02.vsi - 40x_02 #3,f6cacc6b-b0bf-4a83-825a-a7e7be5b001f,MnPO,,Image,Geometry,1677.6,617.8,486,27,8,0,451,7.202,8.848,2,1,3,214748.7,3347.4
Image_02.vsi - 40x_02 #3,f5d528f4-9d42-4f24-a135-4118e398ac2b,LPO,,Image,Rectangle,2744.9,1112.5,975,42,19,2,912,6.462,8.821,2,1,3,615362.1,3137.9
Image_02.vsi - 40x_02 #3,6070fb07-142b-4029-88c2-6d5bf10b1f67,OVLT,,Image,Polygon,1647,1921.7,219,0,0,0,219,0,0,0,0,0,53627.2,2533.8
Image_02.vsi - 40x_02 #3,a71aa5ad-9858-415b-b5fb-781bf40769da,AVPE,,Image,Geometry,1717.7,1679.2,1173,63,70,5,1035,11.76,18.58,3,1,4,694801.9,6171.5
Image_02.vsi - 40x_03 #5,fd4aafd7-b09e-43aa-a8cb-2dfbd5627cc0,AVPE,,Image,Geometry,1965.7,1472.3,1303,246,128,6,923,29.16,39.91,3,1,4,709010.7,5740.8
Image_03.vsi - 40x_02 #3,346cad1e-967c-44c8-9abc-67adf5ab2ab1,OVLT,,Image,Polygon,390.43,1096.4,203,2,3,0,198,2.463,3.941,2,1,3,67577.3,1047.9
Image_03.vsi - 40x_02 #3,41e0b118-aa1a-4f31-aa77-730d202a4890,AVPE,,Image,Geometry,508.61,1126.1,1027,33,47,53,894,12.95,27.85,3,2,5,471692.2,3649.6
Image_03.vsi - 40x_02 #3,ea3f7948-d57c-4fdc-8433-776a5d7430db,MnPO,,Image,Polygon,1116.5,1122.2,348,11,11,1,325,6.609,10.34,2,1,3,145072.7,1676.3
Image_03.vsi - 40x_02 #3,09c3cf4b-25af-4cfe-a715-7edadd532063,LPO,,Image,Rectangle,1018.3,408.76,792,17,10,15,750,5.303,10.35,2,2,4,487437.2,2809.6
Image_03.vsi - 40x_03 #5,4ce62467-dd8d-48f5-ad23-373403c1f547,OVLT,,Image,Polygon,2319.5,1454.1,443,5,4,2,432,2.483,4.289,2,2,4,104967.9,2002.5
Image_03.vsi - 40x_03 #5,6d5bb981-e324-4a5c-9724-413ca08b9339,MnPO,,Image,Polygon,1355.2,1344.8,506,15,17,23,451,10.87,23.32,3,2,5,202268.1,2224.4
Image_03.vsi - 40x_03 #5,8da0969d-b348-476f-9921-5db8f7d835ea,AVPE,,Image,Geometry,2144,1470.7,1586,68,70,90,1358,14.38,30.14,3,2,5,691514.5,4757.9
Image_03.vsi - 40x_03 #5,c2ad7481-18d4-414a-a2aa-8cb8af811829,LPO,,Image,Rectangle,1502.8,629.94,1062,12,19,29,1002,5.65,12.9,2,2,4,626621.9,3220.7
Image_04.vsi - 40x_01 #1,cf7e7158-b759-40a0-905b-53237091eded,OVLT,,Image,Polygon,2029.7,1438.7,440,9,2,0,429,2.5,2.955,2,1,3,108765,1596.8
Image_04.vsi - 40x_01 #1,ae8dc0d1-c637-4a0e-aabc-e6c733b1e529,AVPE,,Image,Polygon,1765.6,1339.6,1420,11,80,34,1295,8.803,19.23,2,2,4,704090.5,4621.2
Image_04.vsi - 40x_01 #1,f4efce2e-15e1-4fc3-ad84-0d206cd55396,MnPO,,Image,Polygon,1016.5,1314.3,386,5,4,2,375,2.85,4.922,2,2,4,281358.4,2398.2
Image_04.vsi - 40x_01 #1,95579a58-74d8-478a-bd70-c2e2991f47b1,LPO,,Image,Rectangle,1062.3,499.18,904,23,17,14,850,5.973,10.95,2,2,4,629081.1,3230.7
Image_04.vsi - 40x_02 #3,0fbaa4f4-2237-4b07-bbf1-7a8cfe315a43,OVLT,,Image,Polygon,709.54,1104,444,1,1,0,442,0.4505,0.6757,1,1,2,106175.1,1291.8
Image_04.vsi - 40x_02 #3,8f2b47a9-426b-4c85-b87a-8ae5050bbe56,AVPE,,Image,Polygon,963.56,1179.6,1411,12,74,47,1278,9.426,21.33,2,2,4,677537.4,4023.2
Image_04.vsi - 40x_02 #3,d9260745-b342-4c70-b876-8e6d85a9c2f9,MnPO,,Image,Polygon,1737,1180.3,393,2,6,3,382,2.799,5.852,2,2,4,289200.2,2413.6
Image_04.vsi - 40x_02 #3,49944203-482e-43bc-a5d1-789aa67d2048,LPO,,Image,Rectangle,1596.8,2085.3,732,13,11,8,700,4.372,8.06,2,2,4,621771.4,3175.5
Image_04.vsi - 40x_03 #5,80a28c83-ed3c-41d6-aac7-2d1c1cda2233,OVLT,,Image,Polygon,2129.9,1077.1,227,1,1,1,224,1.322,2.643,2,2,4,49186.8,1736.1
Image_04.vsi - 40x_03 #5,0410267b-457a-4d92-81e4-b4d48af7dcbf,AVPE,,Image,Polygon,1969.5,966.1,1498,24,75,75,1324,11.62,26.64,3,2,5,706791.7,4404.4
Image_04.vsi - 40x_03 #5,05eec87e-e89f-4de1-9ee7-843ee5569fdc,MnPO,,Image,Polygon,1106.7,1026.7,507,11,5,14,477,5.917,12.43,2,2,4,330431,2487.5
Image_04.vsi - 40x_03 #5,6098e41e-960a-4a92-9fe7-f5da98b95f08,LPO,,Image,Rectangle,1308,1922.1,941,10,25,24,882,6.27,14.03,2,2,4,639251.2,3253.5
