"","Name","ID","group","num_det_mean","num_neg_mean","num_pos_mean","fraq_pos_mean","area_mean","pos_th_mean","neg_th_mean"
"116","CP","H243","ENT",805.428571428571,546.8,414.857142857143,56.78,105459.057142857,29777.1299571429,75662.3175142857
"117","CP","H245","IBE1",1984.33333333333,1972.66666666667,11.6666666666667,0.596,231884.8,1282.23293333333,230591.5156
"118","CP","H248","A2",654,12.5,646.857142857143,99.1142857142857,118474.228571429,110727.255028571,7722.466
"119","CP","H250","A2",571,536.333333333333,34.6666666666667,4.84983333333333,73003.9,22228.0320666667,50770.5859333333
"120","CP","H254","ENT",276,230,46,16.715,34358.9,4755.1018,29584.6491
"121","CP","H263","A1",795.166666666667,297.666666666667,646.333333333333,73.3033333333333,116035.283333333,101002.1679,15020.3171666667
"122","CP","H264","IBE1",1080,1004.33333333333,75.6666666666667,5.43233333333333,104157.3,1218.94263333333,102928.441433333
"123","CP","H268","IBE1",927,860,89.3333333333333,7.30325,142247.7,151.325875,142084.37305
"124","CP","H275","IBE2",632.333333333333,631,2,0.7332,93567.0333333333,265.007266666667,93277.6569
"125","CP","H276","A1",1123.5,19,1118.75,99.66,172734.25,169482.6875,3250.847275
"126","CP","H278","IBE1",1060.33333333333,1058,3.5,0.179933333333333,144030.6,381.700066666667,143637.2604
"127","CP","H298","A1",743.5,22.5,732.25,98.82,128867.875,126575.669925,2275.93765
"128","CP","H300","A2",956,373.666666666667,582.333333333333,59.05,113974.166666667,76875.7382666667,37059.9186
"129","CP","H301","IBE2",409.125,405.5,4.14285714285714,0.8817375,51483.425,383.159175,51071.0617625
"130","CP","H327","IBE2",1098,1098,NA,0,148896.466666667,296.620166666667,148564.6302
"131","DMH","H028","T40",751.5,741.875,9.625,1.3590125,205204.875,2133.0703,203070.9785125
"132","DMH","H038","T40",554.5,550.5,3.75,0.748575,200490.6,1166.95433333333,200504.906266667
"133","DMH","H069","T40",640.3,633.8,6.5,1.09706,204771.88,1774.96196,202992.88595
"134","DMH","H074","T40",867.166666666667,861.333333333333,5.83333333333333,0.7634,203267.616666667,2283.39298333333,200982.205716667
"135","DMH","H211","IBE2",927,927,0,0,204319.2,448.659,203857.6875
"136","DMH","H216","A1",837.333333333333,821.333333333333,16,1.86256666666667,205094.133333333,1505.987,203578.2448
"137","DMH","H222","A1",902.333333333333,898,4.33333333333333,0.475633333333333,220794.3,674.525633333333,220119.901033333
"138","DMH","H224","IBE1",809.666666666667,807.666666666667,2,0.2191,205132.5,468.1239,204651.776033333
"139","DMH","H236","A2",623.142857142857,610.571428571429,12.5714285714286,2.25292857142857,197092.442857143,1787.82974285714,195296.622785714
"140","DMH","H241","ENT",584.666666666667,574.666666666667,10,1.826,210008.066666667,3053.79413333333,206942.874966667
"141","DMH","H243","ENT",773,746.25,26.75,3.5594,205363.425,3465.699575,201895.726575
"142","DMH","H245","IBE1",861,855.666666666667,5.33333333333333,0.6456,209806.366666667,373.553233333333,209433.0625
"143","DMH","H248","A2",814.5,782.666666666667,31.8333333333333,4.03131666666667,206943.183333333,7388.99711666667,199547.630216667
"144","DMH","H254","ENT",883.333333333333,867,16.3333333333333,1.86016666666667,206473.566666667,3049.0849,203424.223966667
"145","DMH","H263","A1",814,809.333333333333,4.66666666666667,0.5993,201066.3,834.873933333333,200224.9948
"146","DMH","H264","IBE1",1007.25,993.5,13.75,1.384775,205124.4,1092.30955,204036.667975
"147","DMH","H268","IBE1",929,925,4,0.437566666666667,207257.7,393.307766666667,206863.817666667
"148","DMH","H273","A2",834.666666666667,832.333333333333,2.33333333333333,0.288233333333333,201494.566666667,328.1101,201154.25
"149","DMH","H274","IBE2",694.666666666667,694.666666666667,0,0,203946.7,45.7109,203907.223966667
"150","DMH","H275","IBE2",816,816,0,0,201078.15,344.84765,200730.261725
"151","DMH","H276","A1",619.75,605.5,14.25,2.05,207375.975,1444.140825,205923.812525
"152","DMH","H278","IBE1",791.25,790.25,1,0.146925,201733.975,130.070525,201591.6797
"153","DMH","H298","A1",827.25,808.5,18.75,2.255975,206771.025,939.5395,205838.945325
"154","DMH","H300","A2",731.75,731,0.75,0.107425,191179.75,181.2515,190999.16015
"155","DMH","H301","IBE2",858.615384615385,856.384615384615,2.63636363636364,0.248869230769231,200193.553846154,729.627769230769,199464.722353846
"156","DMH","H319","ENT",799.5,783.5,16,1.99225,212062.45,2532.139275,209529.937475
"157","DMH","H327","IBE2",721.4,721.4,0,0,202544.94,346.5104,202196.41876
"158","LPO","H028","T40",1681.5,1632.75,48.75,2.8256,604663.275,7940.42205,596730.390625
"159","LPO","H038","T40",1166,1161,5,0.415666666666667,599216.2,896.790933333333,598295.0625
"160","LPO","H069","T40",1317.75,1311.75,6,0.4402,602243.975,934.86875,601322.96875
"161","LPO","H074","T40",1295.8,1287.2,8.6,0.63246,604154.82,1686.33164,602480.6
"162","LPO","H211","IBE2",1660,1638.66666666667,21.3333333333333,1.28833333333333,608059.233333333,5190.02296666667,602861.916666667
"163","LPO","H216","A1",1792,1789,3,0.1674,602563.1,859.1254,533816.4375
"164","LPO","H222","A1",1018.5,1009.25,9.25,0.913425,522319.925,869.45535,521439.1328
"165","LPO","H224","IBE1",1606,1595.5,10.5,0.64,552751.7,226.37615,552481.65625
"166","LPO","H230","ENT",1494,1435,59,3.9105,622774.85,7014.1759,615747.59375
"167","LPO","H236","A2",1222.33333333333,1209.66666666667,12.6666666666667,0.934211111111111,607076.533333333,1244.17082222222,605806.881944444
"168","LPO","H241","ENT",1491.5,1472.75,18.75,1.348425,595565.35,7481.367625,588092.640625
"169","LPO","H243","ENT",1342.33333333333,1336.33333333333,6,0.413766666666667,605858.133333333,2024.99993333333,603833.854166667
"170","LPO","H245","IBE1",1027,993,34,3.311,615048.8,958.7394,614108.6875
"171","LPO","H250","A2",1471.66666666667,1453.33333333333,18.3333333333333,1.25466666666667,599585.333333333,4770.087,594819.4375
"172","LPO","H254","ENT",1369.66666666667,1366.33333333333,3.33333333333333,0.236866666666667,607407.133333333,576.4984,606841.1875
"173","LPO","H263","A1",1279,1255.66666666667,23.3333333333333,2.73163333333333,600838.466666667,274.859333333333,600568.270833333
"174","LPO","H264","IBE1",1965,1893,72,3.664,596628.1,613.3146,596039.1875
"175","LPO","H268","IBE1",1569,1558.5,10.5,0.6556,610534.85,402.9868,610155.3125
"176","LPO","H273","A2",855.666666666667,842.333333333333,13.3333333333333,1.6226,604518.766666667,1451.01286666667,603000.854166667
"177","LPO","H275","IBE2",1492,1475.5,16.5,1.41515,602257.8,4910.8951,597370.59375
"178","LPO","H276","A1",1414,1392.5,21.5,1.4955,589281.2,6121.2466,583157.84375
"179","LPO","H278","IBE1",1520,1518.5,1.5,0.09715,588143.15,485.3665,587666.03125
"180","LPO","H298","A1",1240.75,1217.75,23,1.823,598912.525,4650.581075,594269.40625
"181","LPO","H300","A2",1463.66666666667,1428,35.6666666666667,2.26853333333333,605756.533333333,6308.49833333333,599459.208333333
"182","LPO","H301","IBE2",1631.33333333333,1589.33333333333,42,2.46166666666667,603843.9,11274.1491,592581.479166667
"183","LPO","H307","ENT",1961.66666666667,1929,32.6666666666667,1.67503333333333,597312.066666667,8542.01783333333,588778.208333333
"184","LPO","H319","ENT",1241.6,1217.4,24.2,1.62024,508907.42,8735.05252,500177.51876
"185","LPO","Unknown","IBE2",1617,1614,3,0.1855,608018.7,782.3359,607235.375
"186","ME","H028","T40",118.4,113.2,5.2,4.76086,27480.04,958.79578,26522.0703
"187","ME","H038","T40",111.25,110.5,0.75,0.56055,26699.775,167.48295,26533.529775
"188","ME","H069","T40",140.5,135.375,5.125,3.3667,38066.725,828.51445,37238.560775
"189","ME","H074","T40",92,85.6,6.4,4.5982,20877.36,4091.60854,16784.97384
"190","ME","H211","IBE2",323,322,1,0.3096,76306.9,46.6156,76261.3828
"191","ME","H216","A1",159,158,1,0.452333333333333,42133.8,251.9282,41880.9960666667
"192","ME","H222","A1",95,93,2,2.105,18003.9,327.2844,17677.8379
"193","ME","H224","IBE1",108.666666666667,108.666666666667,0,0,37606.7666666667,77.8245,37531.0651
"194","ME","H236","A2",168.142857142857,157.285714285714,10.8571428571429,4.69885714285714,35436.4857142857,1071.1356,34366.0011142857
"195","ME","H241","ENT",90.3333333333333,90.3333333333333,0,0,36202.4333333333,29.0107,36172.9954333333
"196","ME","H243","ENT",141.5,141.25,0.25,0.132275,46314.7,99.890025,46215.8291
"197","ME","H248","A2",239,236.4,2.6,1.75508,44744.8,705.39106,44037.98828
"198","ME","H254","ENT",139.5,139,0.5,0.3788,38305,145.45975,38160.16405
"199","ME","H263","A1",75,75,0,0,25469.8,76.4981,25394.1094
"200","ME","H264","IBE1",124,123.75,0.25,0.182475,33663.175,88.718575,33575.271475
"201","ME","H268","IBE1",198.5,186,12.5,6.3245,66110.05,1293.54165,64813.4805
"202","ME","H273","A2",153,149,4,2.6555,45814.85,406.0751,45408.55275
"203","ME","H274","IBE2",97.5,97.5,NA,0,32789.45,8.7355,32780.52635
"204","ME","H275","IBE2",167.75,167.75,0,0,42861.625,70.213325,42792.378925
"205","ME","H276","A1",143.75,138.25,5.5,3.262,49209.075,1094.274975,48113.9663
"206","ME","H278","IBE1",99,99,0,0,28566.3,35.8511,28530.3867
"207","ME","H298","A1",152.25,136.25,16,10.8625,41645.6,1224.09515,40422.814475
"208","ME","H300","A2",275,264.75,10.25,3.48625,69309.375,1044.767275,68264.6875
"209","ME","H301","IBE2",149.125,149,0.142857142857143,0.186625,33078.775,168.4612125,32911.5215
"210","ME","H319","ENT",107,106.666666666667,0.333333333333333,0.209633333333333,32343.0333333333,113.3989,32230.6113333333
"211","ME","H327","IBE2",165,164.666666666667,0.333333333333333,0.2283,52158.6,61.2582333333333,52097.0299666667
"212","MnPO","H028","T40",952.25,945,7.25,0.766925,305393.15,1888.8488,303506.4414
"213","MnPO","H038","T40",658.333333333333,656,2.33333333333333,0.348233333333333,296125.233333333,834.294233333333,295288.552066667
"214","MnPO","H069","T40",765.25,759,6.25,0.7948,296581.5,1939.21945,294643.8984
"215","MnPO","H074","T40",726.6,723.4,3.2,0.5044,297064.36,1818.59472,295246.1875
"216","MnPO","H211","IBE2",835,828,7,0.8164,259793.533333333,1387.61213333333,258403.953166667
"217","MnPO","H222","A1",787.25,785.5,1.75,0.233575,313496.8,421.79545,313076.42965
"218","MnPO","H224","IBE1",705.5,704.5,1,0.1905,202073.9,601.2982,201461
"219","MnPO","H230","ENT",1082.5,1077,5.5,0.49725,296805.75,223.64025,296588.9063
"220","MnPO","H236","A2",604,604,0,0,294099.3,35.9143,294044.9687
"221","MnPO","H241","ENT",855,851.75,3.25,0.374775,277774.7,857.5471,276916.585925
"222","MnPO","H243","ENT",918.25,914.25,4,0.42125,285887.375,815.50725,285070.8242
"223","MnPO","H245","IBE1",906.666666666667,898.666666666667,8,1.8252,306484,1474.35493333333,305020.229133333
"224","MnPO","H250","A2",997.333333333333,988.333333333333,9,0.898466666666667,315663.866666667,1722.6615,313947.375033333
"225","MnPO","H254","ENT",1368,1367.33333333333,0.666666666666667,0.0771666666666667,314284.066666667,317.139133333333,313968.4271
"226","MnPO","H263","A1",744.333333333333,738.333333333333,6,0.854566666666667,305700.833333333,192.412933333333,305511.864566667
"227","MnPO","H268","IBE1",954,954,0,0,274856.4,665.4651,274191.07815
"228","MnPO","H273","A2",753,748,5,0.6828,300949.266666667,346.6258,300603.124966667
"229","MnPO","H275","IBE2",990,985.5,4.5,0.6202,248579.65,564.6393,248012.3203
"230","MnPO","H276","A1",960,953,7,0.7292,296169.7,643.8038,295528.6875
"231","MnPO","H278","IBE1",1120,1113,7,0.5999,317669,365.1683,317296.28125
"232","MnPO","H298","A1",820.5,816.5,4,0.4709,277969.625,873.46995,277094.027325
"233","MnPO","H300","A2",1140.5,1134,6.5,0.515325,326621.125,670.96755,325944.140625
"234","MnPO","H301","IBE2",1238.66666666667,1237.33333333333,1.33333333333333,0.1097,305319.3,325.536433333333,304995.156266667
"235","MnPO","H307","ENT",1003.33333333333,999,4.33333333333333,0.421833333333333,270593.933333333,468.644933333333,270110
"236","MnPO","H319","ENT",644,639.5,4.5,0.67935,269990.4,420.2513,269569.5078
"237","OVLT","H028","T40",314,311.666666666667,2.33333333333333,0.869833333333333,41221.8,611.519433333333,40610.4010333333
"238","OVLT","H038","T40",473,438.666666666667,34.3333333333333,7.731,67172.3,3296.0686,63870.3372666667
"239","OVLT","H069","T40",410,395,15,3.296625,61832.15,1751.637025,60081.159675
"240","OVLT","H074","T40",415.25,401.25,14,3.764,65164.325,2359.5375,62804.596675
"241","OVLT","H211","IBE2",523,523,0,0,89500.7,9.3372,89489.7864666667
"242","OVLT","H216","A1",385,385,0,0,62356.0666666667,83.9292,62266.4336
"243","OVLT","H222","A1",407.75,406.75,1,0.19885,77043.9,543.273675,76500.409175
"244","OVLT","H224","IBE1",545.5,545,0.5,0.14925,72179.65,409.52715,71771.2598
"245","OVLT","H230","ENT",470,469.5,0.5,0.0829,83459.95,92.32215,83369.1328
"246","OVLT","H236","A2",328.888888888889,310.888888888889,6.88888888888889,2.073,51943.1666666667,661.933875,51995.4934125
"247","OVLT","H241","ENT",362,361.5,0.5,0.171125,45148.4,18.142925,45130.505875
"248","OVLT","H243","ENT",350,350,0,0,55384.45,33.00515,55354.9414
"249","OVLT","H245","IBE1",531,531,0,0,99901.4,797.0704,99099.6406
"250","OVLT","H250","A2",434,419,15,3.05416666666667,71163.5666666667,2030.26136666667,69128.9596333333
"251","OVLT","H254","ENT",519,519,0,0,72799.4333333333,3.05676666666667,72799.1328
"252","OVLT","H263","A1",357.333333333333,351,6.33333333333333,2.1677,80275,1976.1796,78298.4844
"253","OVLT","H268","IBE1",372,372,0,0,51882.1,250.4964,51606.0859
"254","OVLT","H273","A2",382.666666666667,367,15.6666666666667,4.122,74067.8666666667,1818.68516666667,72250.5833666667
"255","OVLT","H275","IBE2",507,507,0,0,98624.6,110.38545,98511.8242
"256","OVLT","H276","A1",437,417.5,19.5,3.58875,52510.05,2907.29755,49602.3125
"257","OVLT","H278","IBE1",186,186,0,0,24906.3,67.5913,24846.2363
"258","OVLT","H298","A1",459.75,444.75,15,3.339175,78100.25,1486.41015,76614.8838
"259","OVLT","H300","A2",420.666666666667,417.666666666667,3,0.618466666666667,84880.1,508.517133333333,84373.9987
"260","OVLT","H301","IBE2",474,473.666666666667,0.333333333333333,0.0648666666666667,67433,32.5264,67401.6015666667
"261","OVLT","H307","ENT",471.5,470,1.5,0.30925,55326.7,234.85125,55090.25975
"262","OVLT","H319","ENT",526.666666666667,526.333333333333,0.333333333333333,0.0901,76718.3,31.8237,76687.4830666667
"263","OVLT","Unknown","IBE2",546,546,0,0,89571.7,43.3448,89526.4219
"264","PT","H028","T40",188.625,182.75,5.875,3.1034875,14292.4875,1504.8462625,12787.4234
"265","PT","H038","T40",153.5,133,20.5,12.38725,19812.8,2321.736425,17497.496225
"266","PT","H069","T40",96.3636363636364,87.8181818181818,8.54545454545454,7.98963636363636,8518.88181818182,814.737481818182,7704.19424545455
"267","PT","H074","T40",209.4,183.4,26,11.0624,17881.5,3416.38558,14469.13366
"268","PT","H211","IBE2",551,545,6,1.089,68632.4,269.6276,68394.3516
"269","PT","H216","A1",444.666666666667,374.666666666667,70,15.9966666666667,45410.6333333333,6783.23763333333,38627.5286333333
