Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num 1+,Num 2+,Num 3+,Num Negative,Positive %,H-score,Allred proportion,Allred intensity,Allred score,Area µm^2,Perimeter µm
Image_25.vsi - 40x_04 #7,df4494c8-cfac-413b-bf7c-3b38e2dc3ad4,ARC,,Image,Polygon,394.24,1791.6,212,5,0,0,207,2.358,2.358,2,1,3,106230.9,1246.2
Image_26.vsi - 40x_01 #1,f923983f-c2c8-40ac-a3f6-e6fb11815115,VMH,,Image,Polygon,1396.4,1266.5,535,0,0,0,535,0,0,0,0,0,301145.7,1980
Image_26.vsi - 40x_01 #1,7e60c05b-63e3-45d9-b268-76a818a4ea73,DMH,,Image,Polygon,1134.7,907.04,420,8,22,2,388,7.619,13.81,2,2,4,202427.8,1956.4
Image_26.vsi - 40x_01 #1,5e5ad86e-1adb-4906-9a4f-69ddc8861ad1,ARC,,Image,Polygon,1378.1,1658.8,233,0,1,0,232,0.4292,0.8584,1,2,3,105316.1,1456.7
Image_26.vsi - 40x_01 #1,8fd203e9-e80e-4d14-8a42-6a0e7d13d874,ATAN,,Image,Polygon,905.4,1068,119,0,0,0,119,0,0,0,0,0,17956.8,1233.7
Image_26.vsi - 40x_01 #1,913718e0-c183-4fc1-a1ad-96898df4fe0a,PT,,Image,Geometry,833.07,2066.9,150,0,0,0,150,0,0,0,0,0,25482.1,1993
Image_26.vsi - 40x_02 #3,e707c9a3-8822-4be1-9dca-602b1df09252,VMH,,Image,Polygon,1533.2,1239.3,490,14,1,,475,3.061,3.265,2,1,3,294604.5,1947.8
Image_26.vsi - 40x_02 #3,a422ad93-49c7-4b2d-920d-4551f86a9d81,DMH,,Image,Polygon,1247.1,900.91,505,9,3,,493,2.376,2.97,2,1,3,202756.7,2000.1
Image_26.vsi - 40x_02 #3,55c4fa78-0dc3-425a-9be9-edfba88100b5,ARC,,Image,Polygon,1557.1,1674.2,318,8,1,,309,2.83,3.145,2,1,3,104612.1,1313.4
Image_26.vsi - 40x_02 #3,8b2f4dcf-686f-4605-9f84-c0fd3be89943,PT,,Image,Geometry,1053.1,2091.9,205,0,0,,205,0,0,0,0,0,34597.6,2636.8
Image_26.vsi - 40x_02 #3,50035e49-8d87-4382-8bf8-d25fd772b490,ATAN,,Image,Geometry,1035.6,1071.1,159,0,0,,159,0,0,0,0,0,20844.2,1648.9
Image_26.vsi - 40x_03 #5,1bf5fdd6-148b-465c-b953-8dc3a8b37b0e,ATAN,,Image,Geometry,1274.9,1306.8,159,0,0,,159,0,0,0,0,0,18692.3,1742.6
Image_26.vsi - 40x_03 #5,66ba5e21-28cc-4883-9dd9-3e1373feeccf,PT,,Image,Geometry,1841.4,2147.4,204,0,0,,204,0,0,0,0,0,30660.8,2792.5
Image_26.vsi - 40x_03 #5,ba88ab5a-beb8-4d3f-be09-27023356a3dc,ARC,,Image,Polygon,1836.6,1834.2,299,2,1,,296,1.003,1.338,2,1,3,107218.5,1408.4
Image_26.vsi - 40x_03 #5,c5a51d54-8c39-4488-b93f-98471f45a1fb,VMH,,Image,Polygon,1831.8,1419,583,65,2,,516,11.49,11.84,3,1,4,306807.7,1986
Image_26.vsi - 40x_03 #5,47f4ff25-af45-4c86-8e67-c5e026377730,DMH,,Image,Polygon,1459.5,1107.9,526,26,3,,497,5.513,6.084,2,1,3,201272,1946.2
Image_27.vsi - 40x_03 #5,f8f1adde-0685-4457-afd1-2a2849ff7812,DMH,,Image,Polygon,875.27,492.75,483,70,21,16,376,22.15,33.13,3,1,4,208462.1,2026.3
Image_27.vsi - 40x_03 #5,0d24f196-a827-4705-9c34-aec3a9f22b80,ATAN,,Image,Polygon,653.66,788.8,167,2,0,0,165,1.198,1.198,2,1,3,20274.5,1272.5
Image_27.vsi - 40x_03 #5,769394fb-e5c6-48fa-a298-85f116219751,BTAN,,Image,Polygon,803.06,1492.7,208,19,0,1,188,9.615,10.58,2,1,3,32459,1801.6
Image_27.vsi - 40x_03 #5,3ecb3568-d561-4aea-9835-9c1df6399ddf,VMH,,Image,Geometry,1122.7,952.82,722,80,0,0,642,11.08,11.08,3,1,4,290614.5,1994
Image_27.vsi - 40x_03 #5,fc2aa473-63b0-4625-bce1-553a8c2d8a1a,ARC,,Image,Polygon,1129.1,1365.1,248,21,0,0,227,8.468,8.468,2,1,3,98644.3,1269.5
Image_27.vsi - 40x_04 #7,f521c747-1b85-4207-89a9-a19aab9826b7,ARC,,Image,Polygon,642.92,1556.2,224,37,2,0,185,17.41,18.3,3,1,4,107295.1,1403.7
Image_27.vsi - 40x_04 #7,73d43dfb-bd3f-4842-9507-674e0b8c0876,DMH,,Image,Polygon,500.09,852.79,507,40,34,17,416,17.95,31.36,3,2,5,200426.4,2064.5
Image_27.vsi - 40x_04 #7,d2f102f2-aa19-46a5-b0dd-a28b54ddba08,PT,,Image,Geometry,1055.5,1645,73,72,0,0,1,98.63,98.63,5,1,6,11255.4,1645.9
Image_27.vsi - 40x_04 #7,454ce67c-f1a9-47ee-bd50-e3da9d16fd83,ATAN,,Image,Polygon,817.81,930.98,145,1,0,0,144,0.6897,0.6897,1,1,2,18822.8,1105.3
Image_27.vsi - 40x_04 #7,2fbe6a61-fa31-4ac3-bb1e-eebef931bf4c,VMH,,Image,Polygon,424.8,1266.9,740,103,0,1,636,14.05,14.32,3,1,4,306539.7,2123.3
Image_27.vsi - 40x_05 #9,a92fa8a3-4fcb-4fd1-8364-bd6e0488ecf7,VMH,,Image,Polygon,1243.6,1253.3,648,0,0,0,648,0,0,0,0,0,300146.7,2018.2
Image_27.vsi - 40x_05 #9,0039243b-37c8-4e96-877b-430e224e2d73,DMH,,Image,Geometry,1026.9,867.19,487,17,17,5,448,8.008,13.55,2,2,4,200428.9,2071.9
Image_27.vsi - 40x_05 #9,ad3123fd-ff8f-4b58-ac8e-0a2bf1252f01,ATAN,,Image,Geometry,769.85,942.56,208,0,0,0,208,0,0,0,0,0,24963.1,1738.4
Image_27.vsi - 40x_05 #9,eb44d7a1-38c9-494c-9495-371914e07037,ARC,,Image,Polygon,1082.9,1583.4,239,9,3,1,226,5.439,7.531,2,1,3,106969.6,1473.6
Image_27.vsi - 40x_05 #9,517acfab-d37b-4219-af3d-77236aa73c9b,PT,,Image,Polygon,1008.5,1823.9,97,4,0,0,93,4.124,4.124,2,1,3,17607.7,1351.5
Image_27.vsi - 40x_06 #11,3ce43d36-7eb6-4814-a777-e981debe8952,VMH,,Image,Polygon,1259.5,1732.9,673,8,3,0,662,1.634,2.08,2,1,3,302783.5,2091
Image_27.vsi - 40x_06 #11,d5c8e4ca-41a3-40f9-918c-316b7e1f68c4,DMH,,Image,Polygon,986.29,1370.1,552,14,20,5,513,7.065,12.5,2,2,4,200074.6,1958.7
Image_27.vsi - 40x_06 #11,fec8d64a-e3dd-4644-9d15-0ee807de35af,ATAN,,Image,Geometry,730.19,1475.3,184,1,0,0,183,0.5435,0.5435,1,1,2,24470.6,1301
Image_27.vsi - 40x_06 #11,999aa159-6a32-452b-a4e8-6d2fb20b4ff2,ARC,,Image,Polygon,1058,2019.2,257,4,0,3,250,2.724,5.058,2,2,4,104140.8,1420.2
Image_27.vsi - 40x_06 #11,138bbb74-25fd-4f0b-9560-32ebee914810,PT,,Image,Polygon,847.32,2301.3,148,2,1,0,145,2.027,2.703,2,1,3,21632.5,2009.9
Image_28.vsi - 40x_01 #1,44ea83e1-24fe-4df2-94ea-138ed2855653,DMH,,Image,Polygon,2257.8,626.73,452,20,33,8,391,13.5,24.34,3,2,5,201913,1985.8
Image_28.vsi - 40x_01 #1,0a205f08-10dc-41fe-8cb3-edb1205ef56c,ARC,,Image,Polygon,2944.6,643.81,354,103,4,1,246,30.51,32.2,3,1,4,97859.7,1247.8
Image_28.vsi - 40x_01 #1,a3868184-d251-4213-8117-892b5f0fac9b,VMH,,Image,Polygon,2629.2,422.36,664,42,3,2,617,7.078,8.133,2,1,3,303564.9,2029.3
Image_28.vsi - 40x_01 #1,a72ea0d1-8117-49f7-8012-016ec8dbaf74,ATAN,,Image,Polygon,2314.4,884.62,130,0,0,0,130,0,0,0,0,0,16848.1,1470.4
Image_28.vsi - 40x_01 #1,a51172ff-de46-43de-8401-8e19bf3bd0f5,PT,,Image,Geometry,3072.5,1181.6,59,10,5,0,44,25.42,33.9,3,1,4,7655.2,829
Image_28.vsi - 40x_02 #3,c2128a9e-d75c-4dbf-8048-cdf8fcfd5671,VMH,,Image,Polygon,587.31,1671.3,533,5,2,1,525,1.501,2.251,2,1,3,300081.2,2098.2
Image_28.vsi - 40x_02 #3,6d796794-8227-4896-afb4-7add082a7d20,DMH,,Image,Polygon,956.46,1462.8,429,7,15,1,406,5.361,9.324,2,2,4,189409,1958.6
Image_28.vsi - 40x_02 #3,fbd68085-983c-4bab-8343-40b2d68248fe,ARC,,Image,Polygon,318.72,1486.1,332,24,4,0,304,8.434,9.639,2,1,3,102092.7,1496.9
Image_28.vsi - 40x_02 #3,3a4e1f55-1a4b-4fbc-949d-951da436c49f,ATAN,,Image,Polygon,878.55,1191.9,116,0,0,0,116,0,0,0,0,0,13995.7,1215.3
Image_28.vsi - 40x_02 #3,71d9e498-f988-441e-9f6a-b1e03b279d8d,PT,,Image,Geometry,202.75,970.26,127,16,10,0,101,20.47,28.35,3,1,4,10471.5,645.34
Image_28.vsi - 40x_03 #5,3a838b97-3951-4d4a-8293-80ed24db2c8d,DMH,,Image,Polygon,1582,567.52,556,130,6,1,419,24.64,26.08,3,1,4,212141.5,1896.6
Image_28.vsi - 40x_03 #5,7e139eb6-ee6f-453d-8d46-9caf5b52440a,VMH,,Image,Polygon,2002.9,331.53,891,177,2,1,711,20.2,20.65,3,1,4,309536.4,2033
Image_28.vsi - 40x_03 #5,8ae083ec-55ce-4000-9bd1-322449b79705,ARC,,Image,Polygon,2267.4,657.79,302,4,1,0,297,1.656,1.987,2,1,3,97662.2,1399.3
Image_28.vsi - 40x_03 #5,5c0bd9b9-5191-469b-9a8c-06620fc23700,ATAN,,Image,Polygon,1648.6,834.02,147,4,0,0,143,2.721,2.721,2,1,3,17819.6,1071.7
Image_29.vsi - 40x_01 #1,034c1644-1b1b-4d6b-9676-c8ae84a3631f,DMH,,Image,Polygon,1278.1,1105.1,487,1,9,0,477,2.053,3.901,2,2,4,206612.8,1977.3
Image_29.vsi - 40x_01 #1,5753b63b-6b5e-4f4a-90a1-b17906f0ebca,VMH,,Image,Polygon,1474.2,1466.5,389,0,0,0,389,0,0,0,0,0,239840.2,2039.6
Image_29.vsi - 40x_01 #1,b22982cd-b646-47bd-a7da-829eafdd97b4,ARC,,Image,Polygon,1201.6,1704.6,275,3,2,1,269,2.182,3.636,2,1,3,107525.7,1307.7
Image_29.vsi - 40x_01 #1,6fd6f2e1-994a-4d18-a5e5-6a53ead5bf42,ATAN,,Image,Polygon,1024.4,1099,204,0,0,0,204,0,0,0,0,0,25984.7,1418.5
Image_29.vsi - 40x_03 #5,b015686a-0aa8-4041-ba26-095ce750078e,DMH,,Image,Polygon,988.92,1558.2,474,8,10,0,456,3.797,5.907,2,1,3,200012.4,1901.4
Image_29.vsi - 40x_03 #5,bbf9c943-079a-4b1b-8d26-0a62ed46429e,ARC,,Image,Polygon,752.4,2186.1,232,4,1,0,227,2.155,2.586,2,1,3,103428.7,1563.3
Image_29.vsi - 40x_03 #5,137353e1-37b6-42af-af9c-29e98b7ffcf3,VMH,,Image,Polygon,575.07,1827.4,574,9,5,1,559,2.613,3.833,2,1,3,307502.3,2124.1
Image_29.vsi - 40x_03 #5,d7c2bfdb-47b3-4530-a541-cc84b49f9997,ATAN,,Image,Polygon,1233.6,1633.5,197,0,0,0,197,0,0,0,0,0,27720.7,1280
Image_29.vsi - 40x_03 #5,d47d2bc7-6cc2-4337-bbed-d8ff78d37007,PT,,Image,Geometry,600.34,2529.4,146,0,0,0,146,0,0,0,0,0,19171.1,1991.4
Image_29.vsi - 40x_04 #7,fbc5a097-47a6-47fc-82a6-500df1e51d34,DMH,,Image,Polygon,831.07,1384.9,536,9,7,0,520,2.985,4.291,2,1,3,204255.3,1842.4
Image_29.vsi - 40x_04 #7,20012fd9-0306-4a45-81a8-5efd16c033f4,ARC,,Image,Polygon,599.54,1913.1,325,8,6,1,310,4.615,7.077,2,1,3,109424.3,1317.2
Image_29.vsi - 40x_04 #7,88da03d0-51f1-4a38-a88a-72d7d9613c43,VMH,,Image,Polygon,386.54,1609.9,549,3,3,1,542,1.275,2.186,2,2,4,300076.9,2287.7
Image_29.vsi - 40x_04 #7,c1368ef3-c962-4865-8b65-9cb7a553eefa,ATAN,,Image,Polygon,1059.1,1433.2,186,0,0,0,186,0,0,0,0,0,20334.1,1690.1
Image_29.vsi - 40x_04 #7,0984b16c-1411-4dbe-bb51-2c29c9c6d695,PT,,Image,Geometry,428.02,2226.2,151,1,0,0,150,0.6623,0.6623,1,1,2,19714.6,2389.3
Image_30.vsi - 40x_02 #3,e3bc7c45-e71e-4aea-83b1-1f5bdb13314c,VMH,,Image,Polygon,1037.6,2525.9,590,0,0,0,590,0,0,0,0,0,302952.4,2010.4
Image_30.vsi - 40x_02 #3,7c7805b1-8e70-4867-a361-b3a22eacf427,ARC,,Image,Polygon,1016.6,2962.3,181,0,3,0,178,1.657,3.315,2,2,4,107679,1509.2
Image_30.vsi - 40x_02 #3,0bba050c-beef-4d2b-b062-44bf29ccb5e7,PT,,Image,Geometry,924.2,3206.1,106,0,0,0,106,0,0,0,0,0,16611.7,1601.2
Image_30.vsi - 40x_02 #3,ae9e7b52-8ec2-4813-8b52-28a68d90fc6c,DMH,,Image,Polygon,1198.5,2106.6,325,15,13,2,295,9.231,14.46,2,1,3,202647.4,2104.2
Image_30.vsi - 40x_02 #3,b214d8f8-8074-4fa5-971e-f7a58853b65f,ATAN,,Image,Polygon,1456.5,2195.3,212,1,0,0,211,0.4717,0.4717,1,1,2,29626.6,1446.4
Image_30.vsi - 40x_03 #5,765b0825-caef-487e-8be2-e28b42c0f51b,DMH,,Image,Polygon,1110.3,1883.9,442,10,17,3,412,6.787,11.99,2,2,4,207305.4,2071.8
Image_30.vsi - 40x_03 #5,5b7b518b-abb3-41b2-9e66-cacbd413d7f4,ATAN,,Image,Polygon,1367.2,1971.5,235,1,0,0,234,0.4255,0.4255,1,1,2,34517.6,1592.1
Image_30.vsi - 40x_03 #5,4fff4173-1215-48ad-b987-4241d812ee32,VMH,,Image,Polygon,842.86,2224.2,552,6,3,0,543,1.63,2.174,2,1,3,314013.4,2045
Image_30.vsi - 40x_03 #5,acb5af8c-eb3b-4c6c-a22f-e45aa7bea9c8,ARC,,Image,Polygon,896.48,2710.4,200,18,4,0,178,11,13,3,1,4,100137.6,1383.5
Image_30.vsi - 40x_03 #5,753dd406-f517-487a-8cbb-84c25c09dd38,PT,,Image,Geometry,581.3,2921.7,61,14,0,0,47,22.95,22.95,3,1,4,8714.6,1112.2
Image_30.vsi - 40x_04 #7,75e0c5fb-5150-446d-b007-b4f81c4d5aed,DMH,,Image,Polygon,1511.6,1747.6,534,14,18,5,497,6.929,12.17,2,2,4,209025.9,2298.8
Image_30.vsi - 40x_04 #7,e49a32e6-7190-411d-94f7-5619d9aaa72a,ARC,,Image,Polygon,1602.9,2516.4,220,0,5,1,214,2.727,5.909,2,2,4,105884.9,1411.3
Image_30.vsi - 40x_04 #7,64554b0a-0cfa-45f1-b48d-18d4a54d30fd,VMH,,Image,Polygon,1737.9,2121,581,3,2,0,576,0.8606,1.205,1,1,2,307899.2,2017.6
Image_30.vsi - 40x_04 #7,bd934d65-ee3f-4afe-8d32-b34580454853,ATAN,,Image,Polygon,1244.2,1901.3,217,0,0,0,217,0,0,0,0,0,30387.8,1478.6
Image_30.vsi - 40x_04 #7,26d0720b-f0bb-4052-949e-6d2c4a317978,PT,,Image,Geometry,581.67,2882.5,87,0,0,0,87,0,0,0,0,0,13288.5,1304.7
Image_31.vsi - 40x_01 #1,7926925f-72f4-4eb5-95a7-c5ca38b40a0d,DMH,,Image,Polygon,1119.6,827.96,649,28,20,9,592,8.783,14.64,2,1,3,208547.4,1984.3
Image_31.vsi - 40x_01 #1,e9636ac4-44b7-4a57-8a1d-0bbd69d796ad,VMH,,Image,Polygon,1554.7,1166.6,664,13,2,1,648,2.41,3.012,2,1,3,308301.8,2223.7
Image_31.vsi - 40x_01 #1,90ac9799-5474-400e-ab69-003b7a7fc376,ARC,,Image,Polygon,1213.7,1381.5,293,18,3,0,272,7.167,8.191,2,1,3,103489.2,1319.2
Image_31.vsi - 40x_01 #1,cf5a3f19-6c4a-48bf-b90a-7eaebe7148ef,ATAN,,Image,Polygon,895.34,909.02,138,24,5,0,109,21.01,24.64,3,1,4,18828.4,1510.7
Image_31.vsi - 40x_01 #1,ba758e7a-2c69-454f-9f79-609cf5befe2a,PT,,Image,Geometry,529.61,1683.7,119,0,1,0,118,0.8403,1.681,1,2,3,18258.4,1863.4
Image_31.vsi - 40x_02 #3,9cc7ed8f-b6ef-460b-bf48-e13999be4080,DMH,,Image,Polygon,1353.5,1265.5,528,12,9,2,505,4.356,6.818,2,1,3,206228.3,1851
Image_31.vsi - 40x_02 #3,651dee76-a741-4c4e-a6ab-0fbb30393478,VMH,,Image,Polygon,1724.7,1576.5,497,0,0,1,496,0.2012,0.6036,1,3,4,310160.4,2215
Image_31.vsi - 40x_02 #3,c9505e39-b151-425f-80c9-5b00c0be59cc,ARC,,Image,Polygon,1430.1,1838,269,1,1,0,267,0.7435,1.115,1,1,2,102587.7,1412.7
Image_31.vsi - 40x_02 #3,57af80e7-ff08-4b39-a9d6-4628295e7d2b,ATAN,,Image,Polygon,1128.2,1334.3,114,4,13,2,95,16.67,31.58,3,2,5,18776,1198.8
Image_31.vsi - 40x_02 #3,81f86765-4113-4019-8573-b0abc3b4c66e,PT,,Image,Geometry,894.21,2092.6,161,5,0,0,156,3.106,3.106,2,1,3,23364.5,2349.5
Image_31.vsi - 40x_03 #5,cd6ba3d7-c036-428c-804b-8905db8a1550,ATAN,,Image,Polygon,919.4,928.27,111,26,19,1,65,41.44,60.36,4,1,5,15690.1,1186
Image_31.vsi - 40x_03 #5,9ce70f5c-d06b-4420-b899-b4bf73faacdf,DMH,,Image,Polygon,1158.8,820.85,572,11,13,1,547,4.371,6.993,2,1,3,203966.8,1896.3
Image_31.vsi - 40x_03 #5,14f9d5af-99cb-4696-ac9e-26c8bc8a7e91,ARC,,Image,Polygon,1251.1,1368,308,0,1,0,307,0.3247,0.6494,1,2,3,101205.9,1372.6
Image_31.vsi - 40x_03 #5,c677bb71-1979-4b44-b143-24e9d6fcb8e7,VMH,,Image,Polygon,1501.3,1115.5,585,2,1,0,582,0.5128,0.6838,1,1,2,274417.6,2122.5
Image_31.vsi - 40x_03 #5,47305e4d-0d40-4c5c-9c17-1304f0bfc7c1,PT,,Image,Geometry,521.33,1653.7,153,1,1,0,151,1.307,1.961,2,1,3,21659,1847.9
Image_32.vsi - 40x_01 #1,ca4207de-b197-4cdc-827a-77b6c975a023,DMH,,Image,Polygon,623.6,1045.3,509,31,33,8,437,14.15,23.77,3,2,5,212726.3,2377.2
Image_32.vsi - 40x_01 #1,f6ef4d52-7bed-4c04-aee7-bbb857b379f7,VMH,,Image,Polygon,391.35,1452.6,598,14,4,0,580,3.01,3.679,2,1,3,320260.1,2046.5
Image_32.vsi - 40x_01 #1,186071a8-b8a1-47c0-88a5-f57625ee22f2,ARC,,Image,Polygon,629.48,1852.6,245,5,3,0,237,3.265,4.49,2,1,3,93592.3,1292.1
Image_32.vsi - 40x_02 #3,d46da89f-aa00-40be-9ee7-af330f2e4908,DMH,,Image,Polygon,1482.5,1799.2,539,30,8,,501,7.05,8.534,2,1,3,208302.8,1968
Image_32.vsi - 40x_02 #3,c5ead4b8-d4e3-4deb-aeb0-d3a0ee42a848,VMH,,Image,Polygon,1834.9,2080.4,588,69,4,,515,12.41,13.1,3,1,4,304485.5,2102.2
Image_32.vsi - 40x_02 #3,0cf1da25-ea2a-46da-bf55-4c410e485dca,ARC,,Image,Polygon,1535.3,2386.5,298,9,1,,288,3.356,3.691,2,1,3,104703.8,1472.9
Image_32.vsi - 40x_02 #3,2bcde72a-1e07-46d3-aa77-b2d893041f73,ATAN,,Image,Polygon,1230.8,1826.1,161,0,0,,161,0,0,0,0,0,23275.1,1457.1
Image_32.vsi - 40x_02 #3,fd523a87-290d-4c8b-b5f4-b2d88166edba,PT,,Image,Geometry,1043.8,2811.8,203,29,0,,174,14.29,14.29,3,1,4,26738.6,3779.3
Image_32.vsi - 40x_03 #5,6066392a-73a2-4d8f-8203-6e9244b1c7ca,DMH,,Image,Polygon,1448,2038.9,548,27,10,,511,6.752,8.577,2,1,3,202526,1809.9
Image_32.vsi - 40x_03 #5,6884fa65-a726-4e01-9c0b-b3063564bc07,VMH,,Image,Polygon,1871.9,2301.8,575,40,2,,533,7.304,7.652,2,1,3,300256.2,2121.5
Image_32.vsi - 40x_03 #5,7580ebd9-781d-4381-b121-34a091626708,ARC,,Image,Polygon,1506.1,2594.9,296,3,1,,292,1.351,1.689,2,1,3,109095,1303
Image_32.vsi - 40x_03 #5,e5a83d2a-b502-44f3-bc32-8030c6459e84,ATAN,,Image,Polygon,1214.6,2144.4,134,2,0,,132,1.493,1.493,2,1,3,17913.6,1441.1
Image_32.vsi - 40x_03 #5,0b5a1784-4f19-42e0-a0fe-2b9d7e01432a,PT,,Image,Geometry,1137.5,3076.9,214,29,0,,185,13.55,13.55,3,1,4,29117.6,3843.3
Image_33.vsi - 40x_01 #1,15b47d0e-c274-4e33-9a6e-837859afb2e4,DMH,,Image,Polygon,1544.2,1779.5,395,3,,,392,0.7595,0.7595,1,1,2,204880.3,1952.3
Image_33.vsi - 40x_01 #1,619747ef-e7d0-4f79-8959-4492aa00e548,ARC,,Image,Polygon,1543.4,2714,188,0,,,188,0,0,0,0,0,108687.1,1373.3
Image_33.vsi - 40x_01 #1,78981626-7f5e-40c2-a236-703deb3b90d7,VMH,,Image,Polygon,1695,2308.3,561,0,,,561,0,0,0,0,0,295345.7,1971.7
Image_33.vsi - 40x_01 #1,c779442f-dd8f-4d36-bdf4-10414ae75c12,ATAN,,Image,Geometry,1313.8,1982.5,168,0,,,168,0,0,0,0,0,24348.3,1624.6
Image_33.vsi - 40x_01 #1,b3d49e84-9dc7-4a02-97e1-0b37dcf242b3,PT,,Image,Geometry,1585,2959.2,96,0,,,96,0,0,0,0,0,14528.6,1507
Image_33.vsi - 40x_02 #3,23e29d29-50bd-478c-bd44-45cf1f0bc99e,DMH,,Image,Polygon,1488.2,1506.1,403,1,,,402,0.2481,0.2481,1,1,2,207454,1829.6
Image_33.vsi - 40x_02 #3,582345e5-fb21-4784-98f1-a03e4240d1fc,VMH,,Image,Polygon,1754.7,1903.2,545,1,,,544,0.1835,0.1835,1,1,2,291887.8,2067.8
Image_33.vsi - 40x_02 #3,7ac1cec7-bd27-4e03-9ff3-ce19f5088b07,ARC,,Image,Polygon,1497.8,2180.4,192,0,,,192,0,0,0,0,0,107127.3,1368.3
Image_33.vsi - 40x_02 #3,e3100913-6888-4951-b7e3-20f38f02c942,PT,,Image,Geometry,1246.4,2500.3,147,2,,,145,1.361,1.361,2,1,3,25575.8,2049
Image_33.vsi - 40x_02 #3,71c90ab4-d396-425d-b712-6a533182d91e,ATAN,,Image,Geometry,1251.8,1477.3,153,0,,,153,0,0,0,0,0,22189.3,1262.2
Image_33.vsi - 40x_03 #5,805568d6-958c-4571-8fc5-35bc4569cb20,DMH,,Image,Geometry,1291.5,1370.3,423,4,1,1,417,1.418,2.128,2,1,3,207848.9,1979.9
Image_33.vsi - 40x_03 #5,7e423dcb-2e6d-407c-8b97-8df8602de20c,VMH,,Image,Polygon,389.24,1851,501,1,0,0,500,0.1996,0.1996,1,1,2,302693.3,2077.9
Image_33.vsi - 40x_03 #5,bd21168c-9999-4d6b-a7f6-0b87046d1e59,ARC,,Image,Polygon,569.14,2178.5,264,0,0,0,264,0,0,0,0,0,105044.5,1369.7
Image_33.vsi - 40x_03 #5,6a345d12-f1c2-4e50-89aa-dbadbb6079cc,PT,,Image,Geometry,832.29,2394,203,1,1,0,201,0.9852,1.478,1,1,2,32903.8,3039.1
Image_33.vsi - 40x_03 #5,2f882e2c-7d38-41da-9af6-c83977c2a594,ATAN,,Image,Polygon,1064,1427.5,161,4,3,0,154,4.348,6.211,2,1,3,23332.8,1309.3
Image_34.vsi - 40x_01 #1,a9bfd5b5-28de-4c12-85df-cfeb5a5ddb08,DMH,,Image,Geometry,737.67,1634.9,411,2,5,,404,1.703,2.92,2,2,4,205678.1,2066.4
Image_34.vsi - 40x_01 #1,ba019b4b-5ba1-4626-9d50-866cf4121e72,VMH,,Image,Polygon,498.73,2036.5,626,5,0,,621,0.7987,0.7987,1,1,2,302713.6,2059.4
Image_34.vsi - 40x_01 #1,3e1c86cb-7bbf-49b9-ac4c-fc4f3bb90077,ARC,,Image,Polygon,658.65,2359.3,208,0,0,,208,0,0,0,0,0,107057.2,1530.7
Image_34.vsi - 40x_01 #1,81951082-3d7e-4d78-a328-02cebf0e5f24,PT,,Image,Geometry,993.08,2706.1,194,0,0,,194,0,0,0,0,0,28365.2,2575.4
Image_34.vsi - 40x_01 #1,42097285-0d22-4ad2-95fd-840b33081e37,ATAN,,Image,Geometry,1020.2,1717.5,255,0,0,,255,0,0,0,0,0,45626.8,2586.9
Image_34.vsi - 40x_03 #5,084f13fd-53e9-4e86-8061-bc2a35ab7992,DMH,,Image,Polygon,827.91,993.84,581,3,15,,563,3.098,5.68,2,2,4,204667,1883.4
Image_34.vsi - 40x_03 #5,0eb38cfb-d257-445b-8df9-2fec2ed86e8d,VMH,,Image,Polygon,595.03,1397.3,564,3,0,,561,0.5319,0.5319,1,1,2,308593,2055.1
Image_34.vsi - 40x_03 #5,bfa686ee-e1b3-44b4-9a41-52f3f8f0bedd,ARC,,Image,Polygon,724.62,1750.1,227,1,1,,225,0.8811,1.322,1,1,2,104959.4,1379.5
Image_34.vsi - 40x_03 #5,faa6f360-be79-413e-ad2d-cbed2391d937,ATAN,,Image,Geometry,1129.9,1070.9,211,0,0,,211,0,0,0,0,0,34342.2,2994.2
Image_34.vsi - 40x_03 #5,c4a18f33-c4a8-45fe-9464-5d0326a71f1b,PT,,Image,Geometry,1520.6,2115.9,148,36,0,,112,24.32,24.32,3,1,4,22807.7,2376.8
Image_01.vsi - 40x_01 #1,628eeb2d-6c4e-4877-a8b4-ca1b7c42a496,VMH,,Image,Polygon,848.54,1540.8,578,2,1,1,574,0.692,1.211,1,2,3,301631.9,1995.5
Image_01.vsi - 40x_01 #1,41554c1b-d61b-4c65-b1f5-f1df9ef29e4d,DMH,,Image,Polygon,1247.2,1324.6,447,28,26,23,370,17.23,33.33,3,2,5,201354,1971.8
Image_01.vsi - 40x_01 #1,617dbf79-ee6c-455d-8e22-d8bce7b9a2b6,DMH,,Image,Geometry,1276.6,822.93,435,19,22,27,367,15.63,33.1,3,2,5,203827.5,2112.7
Image_01.vsi - 40x_01 #1,271e6660-1a84-4326-851a-192faf0e0738,ATAN,,Image,Polygon,1154.7,1088.8,149,0,0,0,149,0,0,0,0,0,20759.4,1190.4
Image_01.vsi - 40x_01 #1,632a3be9-5a13-415d-ab37-78f457882f3b,ARC,,Image,Polygon,467.5,823.84,256,36,1,4,215,16.02,19.53,3,1,4,106132.8,1403.8
Image_01.vsi - 40x_01 #1,667c695c-0ca7-4dcc-bbb4-45de8680022a,ARC,,Image,Polygon,459.61,1423.5,168,1,2,0,165,1.786,2.976,2,1,3,100837,1356.4
